,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
135,Robert Pack,PG,24,DEN,12,332,12.0,.496,.169,.466,1.8,7.8,4.9,29.9,3.0,1.2,24.4,26.2,,-0.4,0.3,-0.1,-0.014,,-1.9,0.1,-1.8,0.0
136,John Paxson,PG,33,CHI,9,58,5.6,.429,.143,.000,0.0,2.1,1.1,12.8,1.9,0.0,0.0,5.8,,0.0,0.0,0.1,.054,,-3.4,0.7,-2.7,0.0
137,Gary Payton*,PG,25,SEA,5,181,18.1,.511,.130,.275,3.7,7.0,5.3,32.8,2.4,0.9,9.4,21.9,,0.3,0.2,0.5,.133,,3.6,1.4,5.0,0.3
138,Sam Perkins,PF,32,SEA,5,141,12.8,.495,.333,.405,4.7,24.5,14.4,5.1,1.5,1.1,10.8,18.3,,0.1,0.3,0.3,.119,,0.1,-0.1,0.0,0.1
139,Elliot Perry,PG,24,PHO,4,13,-9.5,.143,.000,.000,0.0,0.0,0.0,10.3,3.9,0.0,12.5,26.5,,-0.1,0.0,-0.1,-0.407,,-13.7,-4.1,-17.8,-0.1
140,Bobby Phills,SG,24,CLE,3,68,8.6,.402,.042,.083,8.6,18.1,12.9,18.9,1.7,0.0,16.7,20.7,,-0.1,0.0,-0.1,-0.059,,-3.9,-1.7,-5.6,-0.1
141,Ricky Pierce,SG,34,SEA,5,74,10.7,.520,.000,.548,6.0,1.6,3.8,8.6,0.7,0.0,19.0,29.8,,-0.1,0.0,0.0,-0.016,,-1.8,-4.0,-5.8,-0.1
142,Scottie Pippen*,SF,28,CHI,10,384,22.8,.521,.230,.265,5.7,20.6,13.4,23.8,3.5,1.4,14.5,31.9,,0.5,0.7,1.2,.149,,4.0,1.6,5.6,0.7
143,Terry Porter,PG,30,POR,4,76,19.9,.498,.400,.400,1.4,17.6,8.9,17.0,2.7,0.0,4.6,23.9,,0.2,0.0,0.2,.122,,3.2,0.0,3.2,0.1
144,Mark Price,PG,29,CLE,3,102,12.8,.458,.209,.326,1.1,6.7,3.7,25.9,2.2,0.0,15.5,26.9,,0.0,-0.1,-0.1,-0.026,,-0.1,-2.7,-2.8,0.0
145,Mark Randall,PF,26,DEN,2,6,5.8,.000,.000,.000,19.8,74.6,48.1,0.0,0.0,11.4,50.0,15.4,,0.0,0.0,0.0,-0.153,,-10.6,2.9,-7.7,0.0
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,J.R. Reid,PF,25,SAS,4,56,6.5,.323,.000,.238,5.5,19.7,11.9,9.1,1.0,2.4,4.1,19.4,,-0.1,0.0,-0.1,-0.044,,-5.2,-0.2,-5.4,0.0
148,Glen Rice,SF,26,MIA,5,195,11.4,.454,.338,.118,3.3,17.4,10.2,9.4,3.0,0.7,16.4,19.5,,-0.1,0.2,0.1,.022,,-0.6,0.8,0.2,0.1
149,Clifford Robinson,C,27,POR,4,149,12.6,.454,.132,.118,7.7,11.4,9.4,10.1,1.0,3.0,13.3,23.3,,0.0,-0.1,-0.1,-0.031,,-1.6,-2.3,-3.9,-0.1
150,David Robinson*,C,28,SAS,4,146,22.0,.471,.014,.370,9.1,22.6,15.2,19.5,1.1,4.7,9.6,28.9,,0.2,0.1,0.3,.105,,4.7,1.5,6.2,0.3
151,James Robinson,PG,23,POR,4,28,19.3,.460,.200,.200,7.5,4.3,6.0,30.1,1.8,2.7,0.0,16.4,,0.1,0.0,0.1,.126,,5.5,1.6,7.1,0.1
152,Dennis Rodman*,PF,32,SAS,3,114,16.4,.469,.208,.250,21.5,25.7,23.4,3.0,2.9,2.4,18.4,12.9,,0.1,0.1,0.2,.082,,0.2,-0.4,-0.2,0.1
153,Rodney Rogers,SF,22,DEN,12,190,12.4,.501,.388,.551,5.0,7.7,6.4,15.1,2.0,2.2,11.6,16.7,,0.2,0.2,0.4,.091,,-0.5,1.7,1.2,0.2
154,Tree Rollins,C,38,ORL,3,29,3.6,.400,.000,.000,12.2,0.0,6.2,0.0,1.9,2.4,0.0,7.6,,0.0,0.0,0.0,.036,,-7.8,-0.7,-8.5,0.0
155,Donald Royal,SF,27,ORL,3,45,16.8,.545,.000,.857,2.6,8.2,5.4,20.6,1.2,0.0,9.4,20.9,,0.1,0.0,0.1,.147,,1.7,0.1,1.8,0.0
156,Bryon Russell,SF,23,UTA,6,36,21.2,.633,.300,.600,12.6,16.2,14.4,13.8,0.0,0.0,7.3,17.8,,0.2,0.0,0.2,.264,,6.4,1.0,7.3,0.1
157,John Salley,PF,29,MIA,5,201,10.2,.429,.000,.281,8.6,13.5,11.0,7.0,0.5,1.7,8.6,15.5,,0.1,0.1,0.2,.041,,-0.7,-1.0,-1.7,0.0
158,Steve Scheffler,C,26,SEA,1,9,15.4,.532,.000,2.000,0.0,38.4,18.8,0.0,6.0,0.0,0.0,9.7,,0.0,0.0,0.0,.144,,-1.7,4.7,3.0,0.0
159,Detlef Schrempf,SF,31,SEA,5,174,20.8,.666,.120,.900,5.1,12.6,8.8,11.3,0.3,1.3,10.3,20.8,,0.8,0.2,0.9,.260,,4.6,0.5,5.1,0.3
160,Byron Scott,SG,32,IND,16,239,15.8,.528,.198,.531,5.3,11.2,8.3,15.7,2.7,0.6,17.4,27.5,,0.2,0.4,0.6,.116,,1.4,0.8,2.3,0.3
161,Dennis Scott,SF,25,ORL,3,99,8.4,.474,.537,.244,1.2,6.2,3.7,5.7,1.1,2.1,15.0,23.8,,0.0,0.0,0.0,-0.019,,-1.0,-1.7,-2.7,0.0
162,Rony Seikaly,C,28,MIA,5,165,12.1,.487,.000,.719,12.4,19.2,15.8,8.2,1.3,2.9,20.7,14.3,,0.0,0.2,0.2,.057,,-1.3,0.1,-1.2,0.0
163,Brian Shaw,SG,27,MIA,5,112,8.3,.421,.317,.293,2.9,17.2,9.9,15.0,1.9,0.6,21.9,23.5,,-0.3,0.1,-0.2,-0.081,,-3.5,-1.0,-4.5,-0.1
164,Scott Skiles,PG,29,ORL,2,23,3.8,.533,.250,.125,5.1,0.0,2.6,26.1,0.0,0.0,37.2,25.8,,-0.1,0.0,-0.1,-0.190,,-3.9,-5.2,-9.1,0.0
165,Charles Smith,SF,28,NYK,25,612,12.3,.532,.017,.395,6.4,12.2,9.3,7.6,1.1,3.0,13.3,18.2,,0.6,0.9,1.5,.117,,-1.8,1.9,0.1,0.3
166,Kenny Smith,PG,28,HOU,23,696,14.7,.585,.402,.275,0.9,7.4,4.4,21.4,1.7,0.4,13.5,16.4,,1.3,0.5,1.7,.119,,0.9,0.5,1.4,0.6
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Steve Smith,SG,24,MIA,5,192,18.2,.527,.275,.313,9.6,7.7,8.6,11.3,1.1,0.7,9.9,23.4,,0.5,0.0,0.5,.131,,5.4,-1.3,4.1,0.3
169,Rik Smits,C,27,IND,16,450,16.1,.522,.000,.284,6.4,15.7,11.3,14.9,1.2,1.5,14.9,29.4,,0.3,0.7,1.0,.109,,0.0,0.1,0.1,0.2
170,Felton Spencer,C,26,UTA,16,492,10.8,.500,.000,.476,14.1,17.6,15.8,2.3,0.3,3.1,15.9,14.4,,0.3,0.5,0.8,.079,,-2.8,-1.1,-3.9,-0.2
171,Latrell Sprewell,SG,23,GSW,3,122,15.3,.521,.383,.200,1.0,7.6,4.4,22.5,0.8,1.4,12.1,25.2,,0.2,-0.2,0.0,.004,,0.6,-2.2,-1.5,0.0
172,John Starks,SG,28,NYK,25,840,14.6,.528,.457,.436,1.2,7.2,4.1,25.0,2.3,0.2,14.2,22.2,,1.3,1.1,2.4,.138,,1.5,1.2,2.6,1.0
173,Bryant Stith,SG,23,DEN,12,413,13.9,.530,.010,.588,6.6,8.9,7.8,11.3,1.5,0.3,9.8,15.9,,0.8,0.2,1.0,.115,,0.4,0.8,1.1,0.3
174,John Stockton*,PG,31,UTA,16,597,19.9,.523,.124,.326,2.7,7.4,5.0,46.4,2.5,1.0,15.3,20.5,,1.3,0.5,1.8,.144,,4.5,1.1,5.7,1.1
175,Rod Strickland,PG,27,POR,4,154,24.8,.560,.014,.375,2.0,10.3,5.8,40.8,1.3,1.0,10.7,25.7,,0.6,-0.1,0.5,.166,,5.4,-0.6,4.8,0.3
176,LaSalle Thompson,C,32,IND,7,39,10.2,.406,.000,.273,9.7,20.9,15.5,21.7,4.2,2.0,24.5,19.2,,-0.1,0.1,0.0,.055,,-5.0,5.0,0.0,0.0
177,Otis Thorpe,PF,31,HOU,23,854,14.4,.584,.010,.345,9.7,19.7,15.1,10.1,0.8,0.8,14.2,14.2,,1.4,1.0,2.4,.133,,-0.3,0.3,-0.1,0.4
178,Rex Walters,SG,23,NJN,1,1,87.5,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3,,0.0,0.0,0.0,1.519,,42.0,9.4,51.4,0.0
179,Chris Webber,C,20,GSW,3,109,22.1,.529,.050,.250,14.7,13.7,14.2,31.9,1.3,4.8,16.9,20.3,,0.3,-0.1,0.2,.074,,3.5,2.9,6.5,0.2
180,Bill Wennington,C,30,CHI,7,47,6.6,.546,.000,.500,10.9,7.7,9.2,12.9,0.0,1.7,12.0,8.5,,0.1,0.0,0.1,.110,,-4.6,0.0,-4.6,0.0
181,David Wesley,PG,23,NJN,3,18,14.6,.571,.571,.286,0.0,0.0,0.0,44.3,6.0,0.0,33.7,29.9,,0.0,0.0,0.0,-0.039,,2.5,0.7,3.2,0.0
182,Mark West,C,33,PHO,7,69,8.3,.438,.000,.667,16.7,15.6,16.2,0.0,0.0,7.0,17.1,14.6,,0.0,0.0,0.0,.030,,-6.5,-1.6,-8.2,-0.1
183,Ennis Whatley,PG,31,ATL,11,113,5.4,.381,.000,.286,2.9,11.3,7.0,16.4,3.4,0.0,22.2,16.5,,-0.2,0.2,0.0,-0.019,,-7.9,1.8,-6.2,-0.1
184,Gerald Wilkins,SG,30,CLE,3,126,19.9,.586,.356,.356,2.8,10.8,6.5,15.3,1.4,0.0,5.5,20.6,,0.5,-0.1,0.4,.158,,5.0,-0.2,4.7,0.2
185,Buck Williams,PF,33,POR,4,125,19.2,.737,.000,.536,11.8,20.4,15.8,2.3,1.6,1.2,18.8,14.3,,0.4,0.0,0.3,.133,,1.4,-0.5,0.8,0.1
186,Herb Williams,C,35,NYK,19,127,8.3,.433,.000,.097,9.1,9.7,9.4,4.1,1.3,6.7,17.8,14.4,,-0.1,0.2,0.1,.044,,-4.0,3.1,-0.9,0.0
187,Jayson Williams,PF,25,NJN,2,17,-9.8,.129,.000,.667,19.4,0.0,9.7,0.0,0.0,0.0,34.0,15.7,,-0.1,0.0,-0.1,-0.262,,-13.2,-4.9,-18.2,-0.1
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Kenny Williams,SF,24,IND,12,91,7.3,.386,.000,.080,8.3,14.0,11.3,9.3,3.0,2.5,16.2,15.6,,-0.1,0.2,0.1,.049,,-4.8,2.1,-2.7,0.0
190,Reggie Williams,SF,29,DEN,12,405,14.7,.520,.336,.235,5.3,11.9,8.7,20.5,1.2,2.0,14.6,21.9,,0.4,0.3,0.8,.089,,0.7,1.1,1.8,0.4
191,Scott Williams,C,25,CHI,10,151,15.8,.476,.000,.368,12.7,19.1,16.0,8.2,2.6,1.6,12.0,23.9,,0.1,0.2,0.3,.102,,-1.9,-1.2,-3.1,0.0
192,Kevin Willis,PF,31,ATL,11,362,14.5,.485,.039,.163,11.5,26.0,18.6,5.4,1.2,1.0,12.1,19.9,,0.1,0.7,0.8,.105,,-1.0,-0.8,-1.8,0.0
193,Haywoode Workman,PG,28,IND,16,511,12.4,.433,.160,.290,2.7,9.1,6.0,36.2,3.0,0.2,20.5,16.7,,0.1,0.8,0.9,.089,,-0.3,1.3,1.0,0.4
