,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
24,Bill Cartwright,C,33,CHI,17,511,11.1,.543,.000,.237,6.4,13.2,9.9,8.8,1.0,1.0,12.3,15.5,,0.4,0.8,1.2,.110,,-1.1,-0.1,-1.2,0.1
25,Cedric Ceballos,SF,21,PHO,3,24,25.6,.546,.000,.500,13.5,10.4,12.0,20.0,4.2,0.0,6.4,28.3,,0.0,0.0,0.1,.108,,8.4,1.2,9.6,0.1
26,Tom Chambers,PF,31,PHO,4,142,11.2,.457,.076,.288,1.5,18.4,9.4,13.6,2.5,2.3,13.9,26.4,,-0.4,0.2,-0.2,-0.053,,-1.5,0.8,-0.7,0.0
27,Maurice Cheeks*,PG,34,NYK,3,101,11.8,.628,.130,.087,3.8,7.4,5.6,29.6,1.6,0.6,25.1,14.4,,0.1,0.0,0.1,.042,,0.5,1.3,1.9,0.1
28,Lester Conner,PG,31,MIL,1,7,12.9,.694,.000,1.000,16.5,0.0,8.9,43.1,0.0,0.0,41.0,15.5,,0.0,0.0,0.0,.016,,2.6,-2.9,-0.3,0.0
29,Wayne Cooper,C,34,POR,3,13,6.6,.500,.000,.000,8.8,37.7,22.8,10.5,0.0,0.0,33.3,9.9,,0.0,0.0,0.0,.030,,-3.9,1.3,-2.6,0.0
30,Dave Corzine,C,34,SEA,2,12,13.5,.727,.000,.333,0.0,10.1,5.0,0.0,0.0,0.0,0.0,12.3,,0.0,0.0,0.0,.168,,1.3,-1.5,-0.2,0.0
31,Terry Cummings,PF,29,SAS,4,124,13.6,.518,.020,.367,13.2,22.4,17.7,5.0,1.1,1.1,13.7,22.1,,0.0,0.1,0.1,.031,,-0.6,-1.1,-1.7,0.0
32,Adrian Dantley*,SF,35,MIL,3,19,-1.4,.285,.000,.571,12.2,14.4,13.2,0.0,0.0,0.0,18.6,25.2,,-0.1,0.0,-0.1,-0.272,,-7.2,-6.4,-13.6,-0.1
33,Walter Davis,SG,36,POR,13,111,8.8,.425,.021,.125,7.2,8.8,8.0,8.5,1.8,0.0,12.1,22.3,,-0.1,0.1,0.0,-0.019,,-2.5,-1.4,-3.9,-0.1
34,Vlade Divac*,C,22,LAL,19,609,17.5,.620,.035,.413,10.0,15.4,12.7,5.5,2.3,4.3,16.8,18.1,,0.8,1.0,1.7,.137,,1.3,2.9,4.3,1.0
35,Greg Dreiling,C,28,IND,5,75,1.9,.397,.000,.400,12.8,16.8,14.8,0.0,0.0,0.0,14.5,11.4,,0.0,0.0,0.0,-0.031,,-5.6,-3.8,-9.4,-0.1
36,Larry Drew,PG,32,LAL,18,116,6.4,.491,.333,.182,0.0,8.3,4.2,27.1,0.0,0.0,20.2,17.4,,-0.1,0.0,0.0,-0.006,,-3.3,-2.4,-5.7,-0.1
37,Clyde Drexler*,SG,28,POR,16,633,21.7,.556,.208,.364,7.2,17.2,12.1,33.6,2.8,1.7,16.3,25.3,,1.1,1.0,2.1,.159,,5.7,3.1,8.8,1.7
38,Kevin Duckworth,C,26,POR,16,511,7.8,.452,.000,.308,8.9,16.1,12.4,4.1,0.8,1.0,15.9,20.7,,-0.6,0.5,-0.1,-0.009,,-3.5,-1.7,-5.2,-0.4
39,Joe Dumars*,SG,27,DET,15,588,17.9,.537,.171,.396,3.8,5.7,4.7,17.1,1.4,0.1,5.6,22.6,,1.5,0.3,1.8,.148,,3.5,0.2,3.7,0.8
40,Mark Eaton,C,34,UTA,9,255,6.5,.537,.000,.387,8.1,16.6,12.6,2.7,0.2,3.3,16.2,7.5,,0.1,0.4,0.5,.086,,-3.2,1.5,-1.6,0.0
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Blue Edwards,SF,25,UTA,9,241,8.8,.530,.026,.260,3.5,9.5,6.7,10.3,1.7,0.3,14.9,18.4,,-0.1,0.3,0.3,.050,,-3.0,0.9,-2.1,0.0
43,James Edwards,C,35,DET,15,345,7.3,.459,.000,.367,4.6,7.4,5.9,4.2,0.3,0.6,12.1,25.1,,-0.4,0.1,-0.3,-0.039,,-4.1,-2.1,-6.2,-0.4
44,Mario Elie,SF,27,GSW,9,197,13.5,.599,.018,.571,9.9,9.0,9.5,8.7,1.2,0.3,12.5,17.5,,0.4,0.1,0.4,.109,,0.5,-1.5,-1.0,0.1
45,Sean Elliott,SF,22,SAS,4,132,14.5,.545,.075,.800,7.1,12.8,9.9,17.0,1.4,0.5,14.3,19.8,,0.1,0.1,0.2,.085,,1.0,0.5,1.5,0.1
46,Patrick Ewing*,C,28,NYK,3,110,10.3,.472,.000,.400,2.3,31.9,17.1,10.7,0.5,3.0,17.2,26.6,,-0.2,0.1,-0.1,-0.049,,-2.1,0.6,-1.4,0.0
47,Duane Ferrell,SF,25,ATL,5,73,10.7,.515,.000,.667,8.6,15.4,12.0,7.1,0.0,0.0,7.9,15.2,,0.1,0.0,0.1,.076,,-1.2,-1.4,-2.6,0.0
48,Vern Fleming,PG,28,IND,5,115,14.7,.509,.025,.350,10.4,7.7,9.1,28.0,0.4,1.6,14.8,19.6,,0.2,0.0,0.1,.062,,3.1,-2.2,1.0,0.1
49,Sleepy Floyd,PG,30,HOU,3,41,0.3,.333,.167,.000,0.0,6.2,3.0,28.3,2.6,1.8,22.6,34.3,,-0.3,0.1,-0.2,-0.291,,-7.9,-2.8,-10.7,-0.1
50,Kevin Gamble,SF,25,BOS,11,238,7.7,.506,.000,.200,1.5,4.6,3.1,11.0,0.8,0.5,9.7,13.3,,0.1,0.0,0.1,.021,,-2.1,-1.2,-3.3,-0.1
51,Armen Gilliam,PF,26,PHI,8,287,15.1,.543,.000,.442,6.3,15.9,11.3,6.0,0.9,1.3,10.8,23.0,,0.2,0.2,0.4,.071,,0.0,-1.8,-1.8,0.0
52,Horace Grant,PF,25,CHI,17,666,16.0,.620,.000,.385,11.0,15.1,13.1,8.0,1.2,0.7,9.9,14.1,,1.6,1.1,2.6,.189,,2.4,-0.2,2.2,0.7
53,Jeff Grayer,SG,25,MIL,3,37,13.9,.480,.000,.462,9.4,11.1,10.2,24.2,1.4,0.0,16.1,22.4,,0.0,0.0,0.0,.016,,0.7,-0.4,0.3,0.0
54,A.C. Green,PF,27,LAL,19,400,11.9,.513,.082,.557,14.3,16.8,15.6,3.3,1.6,0.5,13.6,15.8,,0.3,0.4,0.7,.085,,0.0,-0.6,-0.6,0.1
55,Rickey Green,PG,36,PHI,8,199,8.6,.500,.073,.164,0.6,4.8,2.8,17.7,1.9,0.0,18.1,17.2,,-0.2,0.1,-0.1,-0.014,,-2.2,-2.1,-4.3,-0.1
56,Sidney Green,PF,30,SAS,3,11,15.9,.581,.000,.333,10.6,32.9,21.6,0.0,0.0,0.0,12.7,29.7,,0.0,0.0,0.0,.078,,-2.9,-1.5,-4.3,0.0
57,Dave Greenwood,PF,33,SAS,1,5,26.3,1.000,.000,.000,23.4,24.2,23.8,62.1,0.0,0.0,50.0,16.6,,0.0,0.0,0.0,.168,,8.4,4.8,13.2,0.0
58,Darrell Griffith,SG,32,UTA,3,9,34.0,.714,.000,.000,13.5,12.1,12.7,0.0,0.0,0.0,12.5,39.1,,0.0,0.0,0.0,.172,,5.7,-1.9,3.8,0.0
59,Tim Hardaway,PG,24,GSW,9,396,22.8,.563,.259,.205,1.5,8.4,4.9,37.8,3.4,1.1,11.0,24.7,,0.9,0.3,1.2,.144,,6.8,0.8,7.6,0.9
60,Scott Hastings,PF,30,DET,10,35,9.9,.667,.667,.000,6.0,13.2,9.5,12.1,0.0,1.9,14.3,8.7,,0.1,0.0,0.1,.119,,-0.2,1.6,1.4,0.0
61,Hersey Hawkins,SG,24,PHI,8,329,21.2,.649,.257,.624,3.1,13.9,8.7,13.6,3.2,1.9,11.1,20.9,,1.0,0.4,1.4,.203,,3.7,2.3,6.0,0.7
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Gerald Henderson,PG,35,DET,10,40,2.6,.250,.188,.000,2.6,0.0,1.4,21.6,1.3,0.0,0.0,17.4,,-0.1,0.0,-0.1,-0.083,,-5.9,-2.1,-8.0,-0.1
64,Steve Henson,PG,22,MIL,3,40,7.4,.618,.250,.333,0.0,10.3,4.7,11.4,1.3,0.0,30.4,21.9,,-0.1,0.0,-0.1,-0.078,,-2.6,-1.8,-4.4,0.0
65,Rod Higgins,SF,31,GSW,9,214,12.5,.566,.426,.459,4.8,11.1,7.9,10.8,0.4,2.4,8.7,16.2,,0.3,0.1,0.4,.088,,1.4,-0.7,0.7,0.1
66,Sean Higgins,SF,22,SAS,3,13,-4.1,.000,.000,.000,0.0,0.0,0.0,9.1,0.0,0.0,0.0,6.4,,0.0,0.0,0.0,-0.122,,-6.8,-3.1,-9.9,0.0
67,Tyrone Hill,PF,22,GSW,9,80,11.6,.661,.071,.429,10.1,23.7,16.8,3.2,1.8,3.1,10.7,10.0,,0.2,0.1,0.2,.148,,-2.2,2.0,-0.2,0.0
68,Craig Hodges,SG,30,CHI,17,209,8.2,.502,.359,.051,0.0,2.3,1.2,6.9,2.9,0.0,12.1,20.2,,-0.1,0.3,0.2,.043,,-3.1,-0.6,-3.7,-0.1
69,Dave Hoppen,C,26,PHI,3,9,26.5,.773,.000,.667,0.0,40.0,20.7,0.0,0.0,0.0,0.0,20.4,,0.0,0.0,0.0,.152,,7.4,1.4,8.9,0.0
70,Dennis Hopson,SF,25,CHI,5,18,10.3,.402,.000,1.500,14.6,13.6,14.1,7.5,0.0,4.1,9.1,28.3,,0.0,0.0,0.0,-0.002,,-2.4,-2.6,-4.9,0.0
71,Jeff Hornacek,SG,27,PHO,4,145,16.3,.576,.118,.549,2.2,18.9,10.0,9.9,1.0,0.9,4.5,19.9,,0.3,0.1,0.4,.142,,1.7,0.7,2.4,0.2
72,Jay Humphries,PG,28,MIL,3,123,13.8,.618,.156,.313,1.9,4.4,3.1,30.5,0.8,0.0,14.2,15.3,,0.3,0.0,0.3,.111,,1.1,-0.6,0.5,0.1
73,Mark Jackson,PG,25,NYK,3,36,2.1,.333,.000,.000,0.0,0.0,0.0,34.4,1.5,1.8,62.5,10.2,,-0.1,0.0,-0.1,-0.140,,-2.6,-2.9,-5.4,0.0
74,Dave Jamerson,SG,23,HOU,2,21,23.8,.512,.077,.462,5.8,12.0,8.9,34.0,2.5,0.0,6.0,35.9,,0.1,0.0,0.1,.210,,4.5,4.5,9.1,0.1
75,Avery Johnson,PG,25,SAS,3,19,1.5,.170,.200,.400,0.0,0.0,0.0,25.0,2.5,0.0,0.0,12.8,,0.0,0.0,0.0,-0.075,,-7.2,-1.3,-8.5,0.0
76,Buck Johnson,SF,27,HOU,3,86,6.1,.403,.000,.143,5.7,14.7,10.1,13.6,1.2,0.9,14.4,18.3,,-0.1,0.1,0.0,-0.015,,-4.5,0.5,-4.0,0.0
77,Eddie Johnson,SG,31,SEA,5,171,21.9,.590,.169,.326,8.4,6.4,7.4,7.9,2.1,0.4,7.3,27.4,,0.5,0.1,0.6,.179,,6.1,-0.2,5.9,0.3
78,Kevin Johnson,PG,24,PHO,4,146,9.0,.385,.132,.566,1.5,9.4,5.1,44.6,0.7,0.4,15.3,23.3,,-0.3,0.1,-0.2,-0.082,,0.1,-3.2,-3.1,0.0
79,Magic Johnson*,PG,31,LAL,19,823,22.7,.598,.265,.664,3.5,19.1,11.4,45.1,1.5,0.0,18.2,23.3,,2.4,0.9,3.3,.193,,6.2,1.4,7.6,2.0
80,Vinnie Johnson,SG,34,DET,15,438,17.6,.488,.059,.141,8.9,10.3,9.6,17.4,1.3,0.6,6.8,25.0,,0.5,0.3,0.8,.093,,1.9,0.5,2.4,0.5
81,Michael Jordan*,SG,27,CHI,17,689,32.0,.600,.069,.394,3.4,16.0,9.9,36.7,3.2,2.4,8.9,32.7,,3.2,1.5,4.8,.333,,10.5,4.1,14.6,2.9
82,Shawn Kemp,PF,21,SEA,5,149,9.9,.479,.018,.474,10.4,18.7,14.5,6.3,1.0,1.9,18.9,24.4,,-0.2,0.2,0.0,-0.008,,-3.4,-1.9,-5.3,-0.1
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Jerome Kersey,SF,28,POR,16,588,18.1,.529,.000,.447,10.1,12.3,11.2,13.2,2.4,0.8,5.9,21.0,,1.4,0.7,2.1,.172,,2.8,1.6,4.4,1.0
85,Stacey King,PF,24,CHI,11,86,1.4,.361,.037,.407,13.7,18.6,16.2,3.1,0.6,0.9,22.0,22.1,,-0.3,0.1,-0.2,-0.087,,-9.1,-3.5,-12.6,-0.2
86,Joe Kleine,C,29,BOS,5,31,6.9,.444,.000,.000,19.3,21.1,20.2,4.5,0.0,0.0,18.2,15.5,,0.0,0.0,0.0,.012,,-4.9,-2.6,-7.5,0.0
87,Negele Knight,PG,23,PHO,4,56,14.9,.550,.115,.269,1.9,6.7,4.1,33.8,0.9,0.0,12.1,25.7,,0.0,0.0,0.1,.045,,1.9,-0.8,1.1,0.0
88,Jon Koncak,C,27,ATL,5,133,3.8,.336,.000,.143,3.1,14.6,8.9,8.0,0.8,1.9,16.8,5.9,,-0.1,0.1,0.0,.005,,-4.3,1.1,-3.1,0.0
89,Larry Krystkowiak,F-C,26,MIL,3,25,0.3,.167,.000,.000,0.0,16.4,7.5,10.5,2.0,0.0,0.0,10.7,,-0.1,0.0,-0.1,-0.100,,-10.6,-1.8,-12.4,-0.1
90,Bill Laimbeer,C,33,DET,15,446,13.8,.507,.115,.209,10.0,20.8,15.1,6.6,0.6,1.8,9.5,17.5,,0.5,0.5,0.9,.099,,-0.3,0.3,0.0,0.2
91,Andrew Lang,C,24,PHO,4,55,18.8,.703,.000,1.545,7.8,31.7,18.9,3.0,0.9,3.6,9.8,16.2,,0.2,0.1,0.3,.237,,0.6,2.5,3.1,0.1
92,Gary Leonard,C,23,ATL,2,5,39.5,1.000,.000,.000,0.0,40.9,20.6,0.0,0.0,0.0,0.0,17.6,,0.0,0.0,0.0,.347,,12.8,3.3,16.2,0.0
93,Cliff Levingston,PF,30,CHI,17,192,13.7,.516,.000,.146,15.1,12.1,13.5,4.9,2.8,2.7,4.4,11.1,,0.3,0.4,0.7,.179,,0.1,1.5,1.6,0.2
94,Reggie Lewis,SG,25,BOS,11,462,16.9,.547,.021,.349,4.7,11.8,8.4,10.8,1.3,0.8,8.2,23.2,,0.7,0.3,1.0,.100,,1.9,-0.3,1.6,0.4
95,Alton Lister,C,32,GSW,6,72,9.6,.478,.000,.200,11.2,34.5,22.7,3.8,0.0,6.1,22.7,21.1,,-0.2,0.1,-0.1,-0.046,,-5.7,-0.9,-6.6,-0.1
96,Brad Lohaus,PF,26,MIL,3,41,3.9,.415,.500,.125,11.3,16.7,13.7,3.6,0.0,0.0,15.1,21.5,,-0.1,0.0,-0.1,-0.101,,-3.2,-3.9,-7.1,-0.1
97,Rick Mahorn,C,32,PHI,8,208,10.3,.605,.000,.389,4.3,20.2,12.5,10.4,0.5,1.2,15.9,11.4,,0.2,0.2,0.4,.082,,-1.6,0.4,-1.2,0.0
98,Dan Majerle,SF,25,PHO,4,110,13.0,.520,.344,.594,5.9,10.2,7.9,10.6,2.3,0.6,4.7,16.7,,0.1,0.1,0.2,.101,,1.6,0.5,2.0,0.1
99,Jeff Malone,SG,29,UTA,9,351,16.0,.563,.014,.333,2.4,8.7,5.7,13.8,1.3,0.2,6.8,22.2,,0.6,0.4,1.0,.138,,1.2,0.6,1.8,0.3
100,Karl Malone*,PF,27,UTA,9,383,21.4,.536,.038,.435,7.3,27.5,18.0,13.7,1.2,1.9,9.5,31.6,,0.5,0.7,1.2,.154,,3.9,0.8,4.7,0.7
101,Moses Malone*,C,35,ATL,5,84,14.1,.401,.000,.700,19.9,18.2,19.0,5.6,1.2,0.7,7.1,14.7,,0.1,0.1,0.2,.088,,1.8,-3.7,-1.9,0.0
102,Šarūnas Marčiulionis*,SG,26,GSW,9,206,19.1,.588,.012,.464,4.5,8.6,6.5,18.8,2.6,0.3,12.2,24.1,,0.4,0.1,0.5,.122,,2.3,0.2,2.4,0.2
103,Tony Massenburg,PF,23,SAS,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.002,,-3.1,-2.5,-5.6,0.0
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Vernon Maxwell,SG,25,HOU,3,113,10.4,.492,.482,.036,1.1,7.8,4.4,13.4,0.9,0.7,11.0,25.6,,-0.1,0.1,0.0,.004,,0.2,-1.0,-0.8,0.0
106,Tim McCormick,C,28,ATL,2,13,6.7,.361,.000,.429,8.0,7.9,7.9,0.0,0.0,0.0,0.0,28.1,,0.0,0.0,0.0,-0.079,,-0.5,-4.3,-4.9,0.0
107,Xavier McDaniel,SF,27,PHO,4,101,4.3,.435,.024,.146,4.3,13.6,8.6,9.2,0.0,1.3,18.6,23.1,,-0.3,0.1,-0.3,-0.132,,-3.4,-2.7,-6.0,-0.1
108,Kevin McHale*,PF,33,BOS,11,376,21.2,.622,.074,.541,5.7,15.7,10.9,8.3,0.7,2.3,7.1,23.0,,1.2,0.3,1.5,.192,,4.3,0.4,4.7,0.6
109,Derrick McKey,SF,24,SEA,4,114,11.9,.579,.036,.393,7.3,17.0,12.1,10.8,1.3,0.0,15.4,14.6,,0.1,0.1,0.2,.087,,0.3,0.3,0.5,0.1
110,Nate McMillan,SG,26,SEA,5,95,9.7,.283,.087,.174,7.5,15.3,11.4,32.0,3.2,0.7,10.8,12.5,,-0.1,0.1,0.1,.041,,-1.8,2.1,0.3,0.1
111,Scott Meents,PF,27,SEA,2,8,14.6,.450,.000,.250,0.0,15.2,7.5,0.0,6.3,0.0,0.0,23.7,,0.0,0.0,0.0,.051,,-1.0,2.3,1.2,0.0
112,Reggie Miller*,SG,25,IND,5,193,16.7,.626,.271,.529,3.1,7.2,5.1,10.4,2.0,0.6,12.2,21.2,,0.4,0.0,0.5,.114,,3.4,-1.1,2.2,0.2
113,Paul Mokeski,C,34,GSW,3,8,8.3,1.000,.000,.000,0.0,29.6,14.6,16.1,6.0,0.0,50.0,10.8,,0.0,0.0,0.0,.093,,-8.1,8.0,0.0,0.0
114,Sidney Moncrief*,SG,33,ATL,5,91,13.5,.620,.273,.727,6.9,11.2,9.1,3.9,1.7,0.0,9.4,15.5,,0.2,0.1,0.3,.142,,-3.1,0.0,-3.1,0.0
115,Chris Mullin*,SF,27,GSW,8,366,17.5,.621,.099,.382,2.8,15.9,9.2,8.8,2.0,2.1,14.0,20.9,,0.5,0.3,0.8,.099,,3.0,-0.2,2.8,0.4
116,Jerrod Mustaf,PF,21,NYK,3,22,24.0,.833,.000,1.000,17.2,11.4,14.3,0.0,0.0,3.0,12.2,17.0,,0.1,0.0,0.1,.235,,6.8,1.3,8.2,0.1
117,Ed Nealy,PF,30,PHO,2,20,-1.7,.200,.200,.000,10.8,18.7,14.5,0.0,0.0,0.0,16.7,13.0,,-0.1,0.0,-0.1,-0.153,,-8.0,-4.7,-12.7,-0.1
118,Charles Oakley,PF,27,NYK,3,100,9.1,.486,.000,.286,18.9,20.0,19.5,5.2,1.0,0.7,22.8,14.0,,-0.1,0.1,0.0,.000,,-1.7,-1.4,-3.0,0.0
119,Hakeem Olajuwon*,C,28,HOU,3,129,23.2,.629,.022,.378,11.4,31.3,21.2,7.8,1.6,4.6,13.2,21.3,,0.3,0.3,0.5,.202,,4.0,2.9,7.0,0.3
120,Brian Oliver,SG,22,PHI,4,15,7.7,.436,.000,.333,0.0,0.0,0.0,10.9,3.6,0.0,0.0,21.8,,0.0,0.0,0.0,.042,,-5.5,1.4,-4.2,0.0
121,Walter Palmer,C,22,UTA,2,6,-19.7,.250,.000,.000,0.0,18.1,9.5,0.0,0.0,0.0,20.0,36.6,,-0.1,0.0,-0.1,-0.486,,-28.3,-6.8,-35.1,-0.1
122,Robert Parish*,C,37,BOS,10,296,20.8,.638,.000,.629,13.4,21.7,17.7,3.1,1.4,1.5,11.4,20.7,,0.8,0.3,1.1,.183,,3.0,-0.6,2.4,0.3
123,John Paxson,PG,30,CHI,17,487,11.7,.568,.120,.120,0.5,5.3,3.0,15.1,1.2,0.0,4.6,12.3,,0.9,0.6,1.5,.143,,-0.5,-0.4,-0.8,0.1
124,Gary Payton*,PG,22,SEA,5,135,10.3,.430,.037,.074,4.4,7.2,5.8,33.6,3.0,0.5,24.4,11.7,,0.0,0.1,0.1,.044,,-0.5,1.4,0.9,0.1
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Will Perdue,C,25,CHI,17,198,13.2,.558,.000,.415,21.2,20.5,20.8,2.9,0.6,3.0,18.3,18.0,,0.2,0.4,0.5,.130,,-2.6,-1.5,-4.2,-0.1
127,Sam Perkins,PF,29,LAL,19,752,17.0,.625,.136,.493,6.8,18.5,12.8,7.0,1.0,2.3,12.1,18.4,,1.4,0.9,2.3,.150,,2.1,1.7,3.8,1.1
128,Chuck Person,SF,26,IND,5,192,20.0,.655,.344,.233,1.9,16.4,9.0,13.4,1.2,0.0,10.8,24.1,,0.5,0.0,0.6,.138,,5.9,-0.8,5.1,0.3
129,Jim Petersen,C,28,GSW,9,117,8.4,.707,.000,.471,3.9,23.3,13.5,3.2,0.8,2.2,8.9,8.3,,0.2,0.1,0.3,.117,,-3.3,1.0,-2.3,0.0
130,Ricky Pierce,SG,31,SEA,5,112,8.0,.442,.175,.298,6.4,8.7,7.5,5.8,1.8,0.6,14.6,28.8,,-0.2,0.1,-0.1,-0.054,,-2.7,-3.2,-5.9,-0.1
131,Ed Pinckney,PF,27,BOS,11,170,16.8,.810,.000,1.000,16.2,10.9,13.4,1.6,1.8,0.7,6.2,8.3,,0.6,0.1,0.8,.216,,4.0,0.3,4.2,0.3
132,Scottie Pippen*,SF,25,CHI,17,704,22.0,.564,.060,.358,6.9,19.9,13.6,21.8,3.2,2.0,14.4,25.2,,1.2,1.7,2.9,.197,,3.8,2.7,6.5,1.5
133,Terry Porter,PG,27,POR,16,595,18.7,.605,.230,.387,1.5,7.4,4.4,27.7,2.1,0.1,11.8,19.6,,1.6,0.6,2.2,.177,,4.5,0.8,5.3,1.1
134,Paul Pressey,SG,32,SAS,4,124,9.7,.459,.125,.281,4.7,5.8,5.3,17.5,3.1,1.6,14.3,14.0,,0.0,0.1,0.1,.039,,-1.9,2.0,0.1,0.1
135,Brian Quinnett,SG,24,NYK,3,36,6.8,.563,.375,.000,0.0,3.5,1.7,14.8,1.5,0.0,20.0,12.7,,0.0,0.0,0.0,-0.006,,0.0,1.1,1.1,0.0
