,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
23,Dee Brown,PG,23,BOS,6,120,16.0,.515,.068,.136,2.9,9.8,6.2,35.9,0.4,2.3,13.0,19.8,,0.2,0.0,0.2,.084,,1.4,0.6,2.0,0.1
24,Mike Brown,C,28,UTA,16,274,9.0,.494,.000,.547,10.3,19.2,14.9,6.1,0.4,0.5,14.7,18.1,,0.0,0.2,0.2,.037,,-3.3,-1.4,-4.8,-0.2
25,Tony Brown,SF,31,SEA,5,22,10.5,.496,.667,1.167,0.0,11.4,5.6,12.4,0.0,0.0,0.0,17.9,,0.0,0.0,0.0,.089,,-0.1,-0.7,-0.8,0.0
26,Mark Bryant,PF,26,POR,12,116,2.1,.374,.000,.138,11.7,18.8,15.3,1.2,1.3,0.0,22.6,14.8,,-0.3,0.1,-0.1,-0.052,,-7.4,-2.3,-9.7,-0.2
27,Steve Burtt,SG,29,PHO,8,104,12.6,.529,.053,.553,3.4,10.1,6.8,18.7,2.3,0.0,14.5,22.1,,0.1,0.1,0.1,.066,,-2.3,0.1,-2.2,0.0
28,Michael Cage,PF,30,SEA,9,197,10.7,.566,.000,.029,11.2,21.0,16.0,2.8,1.6,2.7,18.9,9.4,,0.1,0.2,0.3,.064,,-0.7,0.5,-0.2,0.1
29,Elden Campbell,C,23,LAL,4,117,11.9,.445,.000,.486,8.9,17.4,13.0,9.1,1.3,3.5,8.2,19.1,,0.0,0.1,0.0,.012,,-1.4,0.0,-1.4,0.0
30,Antoine Carr,PF,30,SAS,3,109,21.0,.578,.045,.364,8.5,17.4,12.7,4.3,0.9,6.2,7.3,21.7,,0.2,0.0,0.3,.125,,2.0,1.1,3.0,0.1
31,Bill Cartwright,C,34,CHI,22,612,6.5,.474,.000,.267,5.8,13.7,9.8,8.7,1.0,0.5,17.2,11.7,,-0.3,0.9,0.6,.048,,-2.7,0.3,-2.4,-0.1
32,Cedric Ceballos,SF,22,PHO,8,188,20.2,.579,.000,.375,12.7,19.2,16.0,9.9,1.5,2.0,10.6,23.1,,0.4,0.2,0.5,.135,,3.7,-0.2,3.5,0.3
33,Tom Chambers,PF,32,PHO,7,194,14.3,.550,.082,.376,4.9,13.8,9.4,14.5,0.5,1.6,13.1,24.5,,0.2,0.1,0.3,.066,,0.5,-0.7,-0.1,0.1
34,Derrick Coleman,PF,24,NJN,4,162,20.4,.535,.081,.284,7.9,23.1,14.8,19.9,2.1,1.6,11.7,23.7,,0.2,0.2,0.4,.111,,4.2,1.6,5.8,0.3
35,Bimbo Coles,PG,23,MIA,3,45,21.2,.799,.100,1.000,5.3,14.0,9.5,22.4,3.4,0.0,25.8,19.3,,0.1,0.0,0.1,.129,,3.2,2.1,5.3,0.1
36,Marty Conlon,C,24,SEA,1,1,67.7,.532,.000,2.000,0.0,100.0,62.0,0.0,0.0,0.0,0.0,81.7,,0.0,0.0,0.0,.836,,16.2,2.2,18.4,0.0
37,Wayne Cooper,C,35,POR,3,27,7.9,.500,.000,.000,4.6,31.4,18.1,0.0,0.0,7.5,20.0,8.0,,0.0,0.0,0.0,.060,,-5.1,2.4,-2.7,0.0
38,Tyrone Corbin,SF,29,UTA,16,447,14.5,.560,.015,.394,11.2,13.4,12.3,6.2,1.4,0.5,9.6,18.1,,0.7,0.3,1.0,.112,,0.8,-0.4,0.4,0.3
39,Corey Crowder,SF,22,UTA,4,12,21.1,.530,.222,.111,10.7,10.2,10.4,23.9,4.4,0.0,17.5,43.4,,0.0,0.0,0.0,-0.098,,0.0,-0.5,-0.5,0.0
40,Terry Cummings,PF,30,SAS,3,122,22.9,.521,.015,.303,14.2,19.7,16.8,10.0,1.7,2.0,8.6,28.8,,0.2,0.0,0.2,.088,,2.9,-1.8,1.1,0.1
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Brad Daugherty,C,26,CLE,17,687,20.3,.612,.004,.617,6.7,22.1,14.8,13.7,0.8,1.4,11.0,22.2,,1.8,1.0,2.7,.190,,3.8,0.5,4.3,1.1
43,Dale Davis,PF,22,IND,3,69,7.9,.400,.000,.000,8.6,23.3,16.0,4.2,0.0,4.0,9.1,7.3,,0.0,0.0,0.0,.022,,-2.3,-0.7,-3.0,0.0
44,Vlade Divac*,C,23,LAL,4,143,4.8,.411,.047,.233,4.9,14.2,9.3,18.2,1.8,1.4,27.5,20.9,,-0.5,0.1,-0.4,-0.148,,-5.9,-0.6,-6.5,-0.2
45,James Donaldson,C,34,NYK,2,11,11.6,1.000,.000,.000,0.0,44.9,22.2,0.0,0.0,6.5,50.0,17.0,,0.0,0.0,0.0,-0.003,,-7.3,5.8,-1.5,0.0
46,Sherman Douglas,PG,25,BOS,6,65,3.8,.367,.080,.080,1.8,6.0,3.8,20.1,0.0,0.0,13.4,20.4,,-0.1,0.0,-0.1,-0.103,,-6.0,-4.4,-10.4,-0.1
47,Greg Dreiling,C,29,IND,1,3,-11.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.032,,-17.9,1.1,-16.8,0.0
48,Clyde Drexler*,SG,29,POR,21,847,22.8,.553,.191,.402,8.7,13.6,11.2,29.6,1.9,1.6,10.4,28.4,,2.4,1.0,3.4,.193,,6.9,0.9,7.8,2.1
49,Kevin Duckworth,C,27,POR,21,647,10.5,.520,.000,.245,7.6,14.4,11.0,9.7,0.9,1.2,15.8,18.9,,0.0,0.6,0.6,.042,,-1.8,-0.2,-2.0,0.0
50,Chris Dudley,C,26,NJN,4,77,13.1,.400,.000,.571,16.5,18.2,17.3,4.8,1.3,8.4,5.4,9.8,,0.0,0.1,0.1,.085,,-2.1,2.1,-0.1,0.0
51,Joe Dumars*,SG,28,DET,5,221,11.8,.550,.147,.279,2.7,1.5,2.1,14.5,1.3,0.3,8.4,18.2,,0.2,0.2,0.4,.082,,1.4,-0.4,1.0,0.2
52,Mark Eaton,C,35,UTA,16,473,9.7,.631,.000,.587,8.2,15.5,11.9,1.2,0.8,5.2,16.0,6.6,,0.4,0.5,0.9,.091,,-1.1,1.9,0.8,0.3
53,Blue Edwards,SF,26,UTA,16,354,11.3,.516,.090,.288,8.0,10.0,9.0,7.8,3.5,0.6,16.7,19.3,,-0.1,0.4,0.3,.036,,-2.0,0.8,-1.2,0.1
54,James Edwards,C,36,LAC,5,87,9.3,.494,.000,.792,6.5,11.1,8.7,4.9,0.6,0.8,11.0,18.9,,0.0,0.0,0.1,.030,,-2.2,-1.1,-3.3,0.0
55,Kevin Edwards,PG,26,MIA,3,55,7.8,.454,.000,.615,2.2,13.8,7.8,19.3,1.9,0.0,23.2,17.5,,-0.1,0.0,-0.1,-0.110,,-3.2,-1.4,-4.5,0.0
56,Craig Ehlo,SG,30,CLE,17,552,12.8,.505,.336,.138,5.0,11.0,8.2,20.4,2.0,0.5,10.0,14.7,,0.5,0.6,1.2,.102,,1.6,1.4,2.9,0.7
57,Mario Elie,SG,28,GSW,4,80,25.1,.670,.056,.083,14.9,16.9,15.9,20.9,3.0,0.0,13.9,22.2,,0.3,0.1,0.3,.202,,5.9,1.7,7.7,0.2
58,Sean Elliott,SF,23,SAS,3,137,15.6,.616,.200,.450,3.4,8.3,5.7,8.2,1.1,1.8,11.1,16.9,,0.3,0.0,0.3,.092,,2.4,-0.8,1.6,0.1
59,LeRon Ellis,C,22,LAC,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.003,,-2.1,0.2,-2.0,0.0
60,Patrick Ewing*,C,29,NYK,12,482,19.9,.502,.004,.305,8.3,25.6,16.8,11.7,0.8,4.6,7.8,28.5,,0.5,1.2,1.7,.167,,2.8,2.4,5.2,0.9
61,Dave Feitl,C,29,NJN,1,3,2.9,.500,.000,.000,0.0,39.0,17.8,0.0,0.0,0.0,33.3,40.8,,0.0,0.0,0.0,-0.407,,-11.2,-4.8,-16.0,0.0
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Danny Ferry,PF,25,CLE,9,55,13.8,.567,.200,.267,15.9,18.1,17.0,2.7,1.0,1.1,10.7,15.5,,0.1,0.1,0.2,.140,,1.2,-0.2,1.0,0.0
64,Vern Fleming,PG,29,IND,3,51,11.4,.543,.000,.167,0.0,4.5,2.3,21.4,3.0,0.0,17.2,20.8,,0.0,0.0,0.0,-0.039,,-2.2,-0.7,-3.0,0.0
65,Rick Fox,SF,22,BOS,8,67,14.0,.586,.261,.174,5.2,5.9,5.5,8.1,1.6,2.1,7.5,17.7,,0.1,0.0,0.2,.124,,0.9,1.4,2.4,0.1
66,Kevin Gamble,SF,26,BOS,10,335,13.6,.494,.015,.115,4.5,11.3,7.8,9.6,1.9,1.3,6.8,19.5,,0.2,0.2,0.4,.060,,-0.5,0.5,0.0,0.2
67,Chris Gatling,PF,24,GSW,4,81,25.4,.646,.000,.759,12.1,24.3,17.8,0.0,1.2,7.8,2.5,20.1,,0.3,0.1,0.4,.245,,4.0,1.5,5.5,0.2
68,Tate George,SG,23,NJN,4,44,2.2,.308,.000,.130,0.0,0.0,0.0,25.4,3.4,1.5,14.1,26.3,,-0.2,0.0,-0.2,-0.212,,-7.3,-1.2,-8.6,-0.1
69,Gary Grant,PG,26,LAC,5,77,10.3,.503,.095,.095,0.0,6.3,3.0,34.2,2.1,1.8,26.8,17.6,,-0.1,0.1,0.0,-0.006,,-2.1,0.4,-1.7,0.0
70,Horace Grant,PF,26,CHI,22,856,16.3,.575,.011,.415,10.8,16.8,13.8,11.2,1.5,3.2,8.8,12.7,,1.7,1.6,3.3,.184,,2.9,1.9,4.8,1.5
71,A.C. Green,PF,28,LAL,4,153,14.6,.519,.000,.590,11.4,17.4,14.3,7.9,2.4,0.0,9.2,16.2,,0.2,0.1,0.3,.085,,1.3,-1.2,0.2,0.1
72,Sean Green,SG,21,IND,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.042,,-2.9,-1.1,-4.1,0.0
73,Sidney Green,PF,31,SAS,3,47,5.3,.383,.000,.400,12.3,16.1,14.1,5.4,0.0,0.0,14.5,12.6,,0.0,0.0,0.0,-0.048,,-5.0,-3.9,-8.8,-0.1
74,Jack Haley,C,28,LAL,2,12,-0.8,.250,.000,.000,9.7,0.0,5.1,14.0,0.0,0.0,0.0,15.3,,0.0,0.0,0.0,-0.126,,-8.3,-3.1,-11.4,0.0
75,Bob Hansen,SG,31,CHI,9,69,10.7,.472,.273,.136,7.1,8.8,7.9,21.5,0.8,0.0,7.9,16.8,,0.1,0.1,0.1,.102,,-0.7,0.6,-0.1,0.0
76,Tim Hardaway,PG,25,GSW,4,176,16.4,.509,.363,.463,3.7,6.3,4.9,23.4,3.6,0.0,12.7,25.7,,0.1,0.1,0.2,.052,,2.7,-0.9,1.8,0.2
77,Ron Harper,SG,28,LAC,5,206,13.6,.483,.103,.161,5.5,12.9,9.1,17.9,1.3,1.3,13.9,23.8,,-0.1,0.2,0.1,.017,,0.1,-0.3,-0.1,0.1
78,Rod Higgins,SF,32,GSW,2,17,11.2,.510,.400,.400,0.0,0.0,0.0,7.7,2.8,0.0,0.0,14.2,,0.0,0.0,0.0,.069,,0.9,0.8,1.7,0.0
79,Tyrone Hill,C,23,GSW,4,47,0.5,.381,.000,.286,6.9,13.1,9.8,2.6,2.0,0.0,27.6,9.5,,-0.1,0.0,-0.1,-0.066,,-7.5,-1.6,-9.1,-0.1
80,Craig Hodges,SG,31,CHI,17,137,5.9,.501,.488,.049,2.7,0.9,1.8,5.3,2.0,0.0,16.0,16.7,,-0.1,0.2,0.0,.012,,-1.7,-0.9,-2.6,0.0
81,Jeff Hornacek,SG,28,PHO,8,343,16.0,.570,.133,.266,4.2,13.2,8.7,17.6,2.0,0.4,11.7,19.6,,0.5,0.2,0.8,.109,,2.2,-0.1,2.1,0.3
82,Mark Jackson,PG,26,NYK,12,368,11.4,.481,.228,.293,3.9,5.0,4.5,38.7,1.5,0.0,22.4,17.0,,0.0,0.5,0.5,.071,,0.6,-0.5,0.0,0.2
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Henry James,SF,26,CLE,8,22,-4.8,.170,.300,.400,5.7,5.0,5.3,12.1,2.4,0.0,7.8,26.3,,-0.2,0.0,-0.1,-0.297,,-12.4,-5.1,-17.5,-0.1
85,Eddie Johnson,SF,32,SEA,9,247,17.2,.546,.161,.248,4.0,9.7,6.8,5.8,0.6,0.8,9.0,29.4,,0.4,0.0,0.4,.079,,1.8,-2.2,-0.4,0.1
86,Kevin Johnson,PG,25,PHO,8,335,21.3,.592,.047,.563,2.8,8.7,5.8,40.2,1.7,0.4,13.5,22.9,,1.1,0.2,1.2,.175,,5.8,-0.4,5.4,0.6
87,Vinnie Johnson,SG,35,SAS,3,69,12.9,.502,.167,.083,5.0,9.2,7.0,14.6,3.7,0.9,16.7,18.6,,0.0,0.0,0.0,.006,,-0.7,1.4,0.7,0.0
88,Michael Jordan*,SG,28,CHI,22,920,27.2,.571,.076,.325,4.9,13.2,9.1,28.3,2.6,1.2,10.9,37.1,,2.4,1.7,4.1,.216,,8.3,1.6,9.9,2.8
89,Shawn Kemp,PF,22,SEA,9,338,16.8,.576,.000,.792,17.0,23.4,20.2,1.7,0.8,2.7,16.5,21.0,,0.5,0.2,0.7,.105,,0.3,-1.9,-1.6,0.0
90,Steve Kerr,PG,26,CLE,12,149,8.2,.509,.268,.122,0.8,3.7,2.4,9.9,1.8,0.0,8.5,14.4,,0.0,0.1,0.2,.050,,-2.0,-0.4,-2.3,0.0
91,Jerome Kersey,SF,29,POR,21,756,16.9,.555,.012,.444,9.6,16.5,13.1,15.3,2.8,1.7,14.7,20.5,,0.9,1.1,2.0,.128,,1.4,2.2,3.7,1.1
92,Alec Kessler,PF,25,MIA,2,12,-2.8,.347,.000,1.000,0.0,10.5,5.1,0.0,0.0,0.0,25.8,14.5,,0.0,0.0,-0.1,-0.221,,-9.0,-4.0,-13.0,0.0
93,Bo Kimble,SG,25,LAC,3,5,-18.0,.000,.000,.000,0.0,0.0,0.0,24.6,0.0,0.0,50.0,18.1,,0.0,0.0,0.0,-0.430,,-20.9,-3.1,-24.0,0.0
94,Stacey King,PF,25,CHI,14,111,13.5,.529,.050,.575,7.7,14.2,11.0,7.0,2.4,1.3,16.6,24.8,,0.0,0.2,0.2,.069,,-1.2,0.4,-0.7,0.0
95,Joe Kleine,C,30,BOS,9,82,6.8,.437,.045,.091,8.6,25.6,16.6,1.5,0.0,0.9,11.6,14.0,,0.0,0.0,0.0,-0.001,,-4.8,-1.9,-6.7,-0.1
96,Bill Laimbeer,C,34,DET,5,145,8.6,.425,.217,.109,4.1,21.3,13.1,10.5,1.5,0.5,9.4,17.7,,-0.2,0.3,0.1,.044,,-2.9,0.9,-2.0,0.0
97,Andrew Lang,C,25,PHO,8,192,6.8,.465,.000,.475,9.3,10.3,9.8,1.3,0.8,4.8,14.2,12.2,,0.0,0.1,0.1,.026,,-4.3,-0.5,-4.8,-0.1
98,Doug Lee,SG,27,NJN,2,6,-8.5,.000,.667,.000,0.0,0.0,0.0,19.0,0.0,10.8,0.0,20.4,,-0.1,0.0,0.0,-0.398,,-10.7,-2.7,-13.3,0.0
99,Cliff Levingston,PF,31,CHI,22,191,9.6,.462,.018,.491,10.9,15.3,13.1,7.0,1.1,2.2,13.7,19.3,,-0.1,0.3,0.2,.050,,-3.7,-0.4,-4.0,-0.1
100,Reggie Lewis,SG,26,BOS,10,408,23.8,.570,.028,.289,3.2,10.3,6.5,15.4,3.1,1.4,6.1,28.4,,1.1,0.4,1.5,.177,,4.1,2.6,6.8,0.9
101,Alton Lister,C,33,GSW,4,47,8.2,.465,.000,.333,6.9,20.9,13.5,2.8,0.0,5.4,14.9,17.6,,0.0,0.0,0.0,-0.016,,-6.0,-1.0,-7.1,-0.1
102,Grant Long,PF,25,MIA,3,120,9.5,.458,.111,.278,6.9,8.4,7.7,10.7,2.2,0.0,11.0,16.9,,0.0,-0.1,-0.1,-0.050,,-1.8,-1.8,-3.6,-0.1
103,Dan Majerle,SF,26,PHO,7,266,15.5,.531,.297,.234,5.8,13.5,9.7,10.8,1.8,0.0,6.8,20.6,,0.4,0.2,0.6,.100,,2.3,-1.1,1.3,0.2
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Jeff Malone,SG,30,UTA,16,610,14.2,.540,.011,.262,2.5,5.4,4.0,9.3,0.7,0.2,7.8,24.8,,0.7,0.1,0.8,.065,,0.3,-2.1,-1.7,0.0
106,Karl Malone*,PF,28,UTA,16,688,25.0,.618,.007,.739,8.0,24.5,16.5,11.1,1.7,1.9,10.9,28.0,,2.3,0.9,3.2,.220,,5.5,0.9,6.5,1.5
107,Danny Manning,PF,25,LAC,5,194,19.4,.597,.037,.383,8.8,8.1,8.4,12.5,1.4,1.4,12.1,25.1,,0.4,0.1,0.5,.124,,3.5,0.1,3.6,0.3
108,Šarūnas Marčiulionis*,SG,27,GSW,4,133,21.9,.653,.043,.872,2.4,5.6,3.9,21.6,1.1,0.5,5.8,21.3,,0.6,0.0,0.6,.223,,5.1,-0.4,4.7,0.2
109,Anthony Mason,PF,25,NYK,12,288,10.3,.542,.000,.651,11.7,20.6,16.1,5.4,0.4,2.0,16.6,10.7,,0.2,0.5,0.8,.130,,-1.4,1.5,0.1,0.1
110,Bob McCann,SF,27,DET,1,13,6.1,.500,.000,.000,9.2,8.5,8.8,0.0,0.0,5.1,25.0,29.7,,-0.1,0.0,0.0,-0.167,,-6.4,-2.7,-9.1,0.0
111,George McCloud,SF,24,IND,2,53,14.9,.683,.500,.917,0.0,4.3,2.2,17.9,1.9,1.1,15.1,17.0,,0.1,0.0,0.1,.095,,2.5,-0.4,2.1,0.1
112,Tim McCormick,C,29,NYK,1,6,-6.4,.000,.000,.000,0.0,61.7,30.5,0.0,0.0,0.0,0.0,15.5,,0.0,0.0,0.0,-0.164,,-13.9,-4.1,-18.0,0.0
113,Xavier McDaniel,SF,28,NYK,12,458,15.4,.517,.041,.249,11.3,11.6,11.5,10.1,1.1,0.3,11.0,25.0,,0.4,0.7,1.1,.114,,1.7,-0.1,1.6,0.4
114,Kevin McHale*,PF,34,BOS,10,306,18.7,.568,.008,.349,8.0,19.7,13.5,6.2,0.9,1.1,5.8,22.3,,0.7,0.2,0.9,.144,,1.6,-0.5,1.2,0.2
115,Derrick McKey,SF,25,SEA,9,315,16.0,.619,.162,.455,6.6,10.8,8.7,11.6,1.1,2.5,15.6,19.4,,0.6,0.1,0.7,.111,,2.1,0.7,2.8,0.4
116,Nate McMillan,PG,27,SEA,9,246,15.2,.482,.313,.169,7.0,9.7,8.3,37.7,3.4,0.8,19.8,19.6,,0.2,0.2,0.3,.064,,1.8,1.8,3.6,0.4
117,Reggie Miller*,SG,26,IND,3,130,22.4,.721,.256,.698,3.6,2.6,3.1,19.5,1.6,0.0,6.6,21.1,,0.6,0.0,0.6,.217,,7.3,-0.1,7.2,0.3
118,Terry Mills,PF,24,NJN,4,77,8.4,.424,.037,.407,11.4,22.8,16.6,13.9,0.6,1.7,18.0,20.6,,-0.1,0.1,-0.1,-0.036,,-5.4,-0.7,-6.1,-0.1
119,Chris Morris,SF,26,NJN,4,135,19.1,.605,.172,.155,8.0,7.8,7.9,5.8,2.6,3.4,11.4,21.1,,0.2,0.1,0.3,.105,,4.1,1.7,5.7,0.3
120,John Morton,SF,24,MIA,1,2,17.3,1.136,,,0.0,0.0,0.0,0.0,0.0,0.0,53.2,42.0,,0.0,0.0,0.0,-0.024,,0.6,-4.9,-4.3,0.0
121,Chris Mullin*,SF,28,GSW,4,168,11.2,.513,.190,.222,1.9,6.6,4.1,9.9,1.4,0.8,10.4,18.8,,0.1,0.0,0.1,.017,,0.2,-2.4,-2.2,0.0
122,Eric Murdock,PG,23,UTA,3,11,22.9,.680,.200,.400,0.0,33.3,17.1,18.4,4.9,6.2,33.8,36.8,,0.0,0.0,0.0,-0.006,,0.6,5.9,6.5,0.0
123,Larry Nance,PF,32,CLE,17,681,17.8,.543,.004,.279,8.2,18.2,13.5,10.3,1.1,4.0,8.4,20.5,,0.9,1.0,2.0,.139,,2.0,1.2,3.3,0.9
124,Ed Nealy,PF,31,PHO,8,67,13.9,.582,.722,.222,7.1,24.3,15.8,7.7,2.2,0.0,0.0,12.3,,0.2,0.1,0.2,.176,,1.9,1.4,3.3,0.1
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Ken Norman,SF,27,LAC,5,184,15.6,.521,.038,.321,11.7,19.7,15.6,12.2,1.2,1.1,9.0,16.4,,0.2,0.2,0.4,.111,,1.3,0.7,2.0,0.2
127,Charles Oakley,PF,28,NYK,12,354,9.7,.458,.000,.466,15.0,22.3,18.6,3.5,1.3,1.0,17.7,11.2,,0.0,0.7,0.7,.102,,-2.0,0.5,-1.5,0.0
128,Alan Ogg,C,24,MIA,3,15,10.2,.387,.000,.667,0.0,8.4,4.1,0.0,3.4,11.8,0.0,11.6,,0.0,0.0,0.0,-0.026,,-5.4,5.5,0.1,0.0
129,Billy Owens,PF,22,GSW,4,157,18.3,.559,.000,.474,9.0,15.7,12.1,11.9,2.5,0.8,8.0,19.5,,0.3,0.1,0.4,.127,,2.8,0.0,2.8,0.2
130,Robert Pack,PG,22,POR,14,52,4.8,.278,.000,.222,4.7,9.3,7.0,18.1,4.9,1.3,13.2,18.9,,-0.1,0.1,-0.1,-0.053,,-6.9,2.0,-4.9,0.0
131,Robert Parish*,C,38,BOS,10,335,17.1,.529,.000,.277,13.3,23.1,17.9,5.6,1.1,3.1,7.4,16.2,,0.6,0.3,0.9,.122,,1.5,-0.2,1.3,0.3
132,John Paxson,PG,31,CHI,22,598,10.5,.590,.194,.137,0.0,4.5,2.2,15.0,1.3,0.1,8.1,12.3,,0.9,0.7,1.5,.123,,-0.4,0.9,0.5,0.4
133,Gary Payton*,PG,23,SEA,8,221,11.1,.482,.034,.207,3.3,8.5,5.9,24.6,1.9,0.6,13.6,14.4,,0.2,0.1,0.2,.049,,-1.0,0.8,-0.2,0.1
134,Will Perdue,C,26,CHI,18,157,9.8,.491,.027,.541,14.0,17.0,15.5,8.3,1.0,4.5,20.8,16.9,,-0.1,0.3,0.2,.063,,-4.9,0.6,-4.3,-0.1
135,Tim Perry,PF,26,PHO,8,185,16.6,.642,.000,.508,7.7,17.0,12.4,8.9,0.8,2.0,15.4,20.5,,0.3,0.1,0.4,.116,,0.9,0.4,1.3,0.2
136,Chuck Person,SF,27,IND,3,118,8.4,.488,.319,.255,1.0,7.8,4.4,10.2,0.9,0.0,10.3,22.5,,-0.1,0.0,-0.2,-0.065,,-2.0,-3.8,-5.8,-0.1
