,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
21,Jud Buechler,SF,28,CHI,18,138,10.5,.497,.387,.161,7.3,12.4,9.7,5.8,1.2,0.7,2.9,11.6,,0.2,0.2,0.4,.135,,0.1,1.4,1.4,0.1
22,Matt Bullard,PF,29,HOU,2,7,45.4,1.500,1.000,.000,17.6,16.2,16.9,0.0,0.0,0.0,0.0,13.2,,0.0,0.0,0.0,.291,,24.1,5.9,30.1,0.1
23,Mitchell Butler,SG,26,POR,2,4,16.9,.500,.000,.000,0.0,32.9,15.7,0.0,0.0,0.0,0.0,23.9,,0.0,0.0,0.0,.044,,1.5,-2.0,-0.6,0.0
24,Jason Caffey,PF,23,CHI,17,167,12.5,.523,.000,.424,16.8,12.4,14.7,14.2,1.0,1.6,23.5,14.3,,0.2,0.2,0.4,.117,,-0.7,0.2,-0.5,0.1
25,Elden Campbell,PF,28,LAL,9,278,12.1,.483,.011,.409,6.3,11.0,8.7,6.1,1.4,3.9,11.3,21.4,,0.0,0.3,0.3,.049,,-1.7,0.2,-1.5,0.0
26,Antoine Carr,PF,35,UTA,20,280,8.5,.524,.000,.289,4.9,12.2,8.6,6.4,1.2,2.8,16.1,19.0,,-0.1,0.3,0.2,.038,,-4.9,1.1,-3.8,-0.1
27,Chris Carr,SG,22,MIN,1,8,-8.2,.000,1.000,.000,0.0,33.6,14.5,15.0,0.0,0.0,33.3,17.0,,-0.1,0.0,-0.1,-0.440,,-12.3,-5.7,-18.0,0.0
28,Cedric Ceballos,SF,27,PHO,5,107,9.1,.452,.364,.242,9.7,17.5,13.7,4.7,1.9,2.3,18.0,18.4,,-0.1,0.0,-0.1,-0.048,,-2.7,-1.4,-4.1,-0.1
29,Rex Chapman,SG,29,PHO,5,191,17.1,.644,.578,.301,1.2,8.1,4.7,14.0,0.5,0.0,13.8,25.2,,0.3,-0.1,0.2,.048,,4.5,-1.7,2.8,0.2
30,Calbert Cheaney,SG,25,WSB,3,120,11.4,.486,.049,.293,6.8,5.0,5.8,6.0,1.4,1.2,9.8,19.9,,0.1,0.0,0.0,.013,,-0.2,-0.3,-0.5,0.0
31,Chris Childs,PG,29,NYK,10,328,14.5,.535,.299,.264,3.4,14.5,9.1,30.0,3.3,0.0,22.4,18.5,,0.2,0.6,0.8,.117,,-1.1,3.1,2.0,0.3
32,Tyrone Corbin,SF,34,ATL,10,364,10.7,.552,.402,.098,4.3,9.8,7.2,10.4,0.6,0.4,12.7,14.7,,0.4,0.2,0.6,.074,,0.4,1.1,1.5,0.3
33,John Crotty,PG,27,MIA,15,125,6.3,.513,.364,.212,4.7,5.4,5.1,17.2,1.8,0.0,28.0,19.2,,-0.2,0.2,0.0,.000,,-2.9,-0.4,-3.2,0.0
34,Terry Cummings,PF,35,SEA,12,292,14.5,.517,.000,.261,10.8,17.7,14.2,8.0,2.0,1.9,12.0,17.9,,0.3,0.3,0.6,.101,,-0.9,0.3,-0.6,0.1
35,Dell Curry,SG,32,CHH,3,50,9.8,.382,.235,.176,2.4,0.0,1.3,15.2,4.4,0.0,5.2,18.0,,0.0,0.0,0.0,-0.015,,-1.8,-0.9,-2.7,0.0
36,Michael Curry,SG,28,DET,2,7,4.9,.410,.000,.500,0.0,20.5,9.3,0.0,0.0,0.0,0.0,18.0,,0.0,0.0,0.0,-0.041,,-5.3,-0.8,-6.2,0.0
37,Terry Dehere,PG,25,LAC,2,5,-15.3,.000,1.000,.000,22.3,0.0,12.5,0.0,0.0,0.0,50.0,19.3,,0.0,0.0,-0.1,-0.504,,-14.2,-9.9,-24.1,0.0
38,Bison Dele,C,27,CHI,19,336,13.8,.493,.000,.298,10.4,14.5,12.3,5.7,3.2,2.2,10.6,18.3,,0.2,0.7,0.9,.132,,-2.4,1.8,-0.7,0.1
39,Tony Delk,PG,23,CHH,3,85,12.8,.500,.419,.000,7.0,8.7,7.8,11.7,1.3,0.0,6.1,18.1,,0.1,-0.1,0.1,.039,,2.0,-1.8,0.2,0.0
40,Vlade Divac*,C,28,CHH,3,116,21.4,.513,.065,.326,13.3,16.6,14.8,15.0,1.4,4.5,10.2,23.6,,0.3,0.0,0.2,.100,,3.1,-0.6,2.6,0.1
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Clyde Drexler*,SG,34,HOU,16,623,17.8,.548,.423,.224,4.9,11.7,8.4,22.0,2.3,0.8,12.0,22.3,,1.2,0.3,1.6,.122,,3.1,1.0,4.1,1.0
43,Chris Dudley,C,31,POR,4,69,14.7,.440,.000,.545,17.5,34.3,25.5,7.1,1.6,6.1,0.0,9.4,,0.1,0.1,0.2,.159,,-1.2,2.9,1.7,0.1
44,Joe Dumars*,SG,33,DET,5,214,10.6,.494,.377,.328,1.1,4.7,2.7,8.2,1.4,0.0,7.9,18.3,,0.1,0.1,0.2,.046,,0.0,-0.9,-0.9,0.1
45,Howard Eisley,PG,24,UTA,20,217,19.4,.634,.250,.368,2.3,7.6,5.0,35.3,0.8,0.0,16.1,23.1,,0.7,0.1,0.8,.178,,3.7,0.4,4.1,0.3
46,Mario Elie,SF,33,HOU,16,598,12.8,.642,.517,.534,3.9,7.0,5.5,15.9,1.3,0.5,17.3,13.4,,1.3,0.0,1.3,.105,,0.6,0.3,0.9,0.4
47,Brian Evans,SF,23,ORL,2,7,33.1,1.000,.000,.000,0.0,0.0,0.0,59.8,8.1,0.0,0.0,7.1,,0.0,0.0,0.1,.422,,12.2,12.1,24.2,0.0
48,Patrick Ewing*,C,34,NYK,9,357,21.0,.547,.006,.251,9.2,22.9,16.2,10.2,0.5,5.5,12.7,28.9,,0.3,0.7,1.0,.128,,1.9,1.0,2.9,0.4
49,Derek Fisher,PG,22,LAL,6,34,-2.1,.325,.455,.273,0.0,10.8,5.4,30.7,1.6,0.0,32.8,25.9,,-0.2,0.0,-0.2,-0.269,,-10.5,-2.9,-13.4,-0.1
50,Greg Foster,C,28,UTA,20,309,8.4,.493,.111,.417,6.0,15.7,11.0,5.9,0.7,2.0,11.4,14.8,,0.2,0.3,0.4,.069,,-3.6,0.6,-3.0,-0.1
51,Kevin Garnett*,SF,20,MIN,3,125,19.3,.497,.020,.059,11.4,15.1,13.0,13.7,1.7,2.3,7.1,20.4,,0.2,-0.1,0.1,.047,,2.5,-1.4,1.2,0.1
52,Dean Garrett,C,30,MIN,3,118,18.8,.569,.000,.345,16.3,18.2,17.2,4.8,0.9,2.4,2.9,13.2,,0.4,-0.1,0.3,.116,,1.4,-2.7,-1.3,0.0
53,Matt Geiger,C,27,CHH,3,31,16.0,.773,.000,.667,15.4,19.2,17.0,9.3,3.6,2.8,34.0,8.9,,0.1,0.0,0.1,.113,,1.0,2.2,3.2,0.0
54,Greg Graham,SG,26,SEA,6,43,8.8,.381,.286,.286,0.0,13.7,6.7,21.2,2.4,0.0,6.0,17.5,,0.0,0.0,0.0,.033,,-4.6,1.3,-3.3,0.0
55,Harvey Grant,PF,31,WSB,3,29,-2.3,.000,.333,.000,0.0,16.6,8.8,0.0,0.0,5.0,0.0,4.8,,-0.1,0.0,-0.1,-0.096,,-7.1,1.4,-5.7,0.0
56,Tom Gugliotta,PF,27,MIN,3,121,15.7,.488,.077,.192,1.7,15.6,7.6,16.7,3.1,1.6,9.6,23.4,,0.0,-0.1,0.0,-0.006,,-0.2,0.3,0.0,0.1
57,Darrin Hancock,SF,25,ATL,6,33,3.7,.316,.200,.600,7.9,10.4,9.2,5.2,1.7,2.4,13.7,10.8,,-0.1,0.0,0.0,-0.034,,-4.7,2.1,-2.6,0.0
58,Anfernee Hardaway,PG,25,ORL,5,220,29.9,.575,.270,.486,3.6,12.1,7.8,20.1,3.1,3.0,6.3,32.5,,0.8,0.3,1.1,.240,,8.9,3.0,11.9,0.8
59,Tim Hardaway,PG,30,MIA,17,701,15.9,.488,.467,.307,2.2,9.1,5.7,36.3,2.1,0.1,14.0,25.9,,0.4,1.2,1.7,.113,,3.5,0.7,4.1,1.1
60,Ron Harper,PG,33,CHI,19,515,15.7,.517,.488,.224,4.4,14.4,9.2,17.7,2.6,2.5,7.4,13.4,,1.0,1.0,2.0,.183,,2.0,3.8,5.8,1.0
61,Othella Harrington,PF,23,HOU,7,15,18.5,.703,.000,5.000,8.2,22.7,15.7,0.0,0.0,0.0,23.8,25.8,,0.0,0.0,0.0,.150,,-0.6,-0.7,-1.3,0.0
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Hersey Hawkins,SG,30,SEA,12,483,16.3,.621,.447,.265,4.0,9.0,6.4,11.3,3.3,0.7,12.5,15.6,,1.0,0.4,1.5,.147,,2.3,1.9,4.3,0.8
64,Shane Heal,PG,26,MIN,2,3,105.2,1.500,1.000,.000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,30.2,,0.0,0.0,0.0,.518,,139.5,29.9,169.4,0.1
65,Alan Henderson,PF,24,ATL,10,136,16.3,.638,.000,.765,10.5,18.5,14.8,0.0,0.4,1.8,13.3,18.8,,0.4,0.1,0.5,.170,,-0.5,1.6,1.1,0.1
66,Grant Hill*,SF,24,DET,5,203,21.4,.491,.000,.379,7.6,14.9,10.9,29.3,1.1,2.5,13.7,35.3,,0.0,0.2,0.2,.059,,5.3,0.1,5.3,0.4
67,Jeff Hornacek,SG,33,UTA,20,704,16.4,.572,.255,.505,3.9,11.2,7.6,18.2,1.7,0.5,12.4,19.7,,1.5,0.6,2.1,.142,,2.0,0.7,2.7,0.9
68,Robert Horry,SF,26,LAL,9,279,11.6,.653,.737,.474,5.4,15.8,10.6,7.7,2.0,2.1,19.3,9.8,,0.3,0.3,0.7,.116,,0.9,2.0,2.8,0.3
69,Allan Houston,SG,25,NYK,9,360,14.1,.583,.391,.263,1.0,6.6,3.9,10.5,0.9,0.7,13.9,23.2,,0.3,0.4,0.7,.094,,2.3,-0.4,1.8,0.4
70,Juwan Howard,SF,23,WSB,3,129,17.3,.550,.000,.419,10.5,7.4,8.9,7.0,0.8,1.1,5.6,19.5,,0.4,0.0,0.3,.126,,3.2,-1.1,2.1,0.1
71,Stephen Howard,SF,26,UTA,5,13,23.8,.580,.000,.667,0.0,9.1,4.7,0.0,4.3,0.0,0.0,28.5,,0.0,0.0,0.1,.243,,4.0,2.9,6.8,0.0
72,Lindsey Hunter,PG,26,DET,5,201,15.4,.543,.439,.106,2.4,10.0,5.8,5.6,1.7,0.5,1.4,18.0,,0.3,0.2,0.5,.127,,2.8,1.3,4.2,0.3
73,Jaren Jackson,SG,29,WSB,3,11,-17.3,.000,,,12.3,10.9,11.6,12.8,0.0,0.0,69.4,12.2,,-0.1,0.0,-0.1,-0.330,,-21.8,-0.8,-22.6,-0.1
74,Henry James,PF,31,ATL,8,45,-6.8,.308,.462,.000,2.9,0.0,1.4,7.7,1.3,0.0,23.5,18.4,,-0.2,0.0,-0.2,-0.190,,-11.6,-0.9,-12.5,-0.1
75,Eddie Johnson,SF,37,HOU,16,284,14.6,.521,.402,.205,6.5,8.4,7.5,6.3,1.0,0.0,5.2,21.8,,0.5,0.0,0.5,.086,,1.3,-2.4,-1.1,0.1
76,Kevin Johnson,PG,30,PHO,5,208,10.4,.410,.250,.375,4.4,7.4,6.0,25.0,3.2,0.0,14.9,25.6,,-0.3,0.0,-0.4,-0.081,,-1.8,-1.6,-3.3,-0.1
77,Larry Johnson,SF,27,NYK,9,295,17.0,.662,.221,.494,4.7,10.0,7.4,13.7,1.3,0.3,13.8,17.9,,0.8,0.4,1.2,.190,,2.3,1.8,4.1,0.5
78,Charles Jones,PF,39,HOU,1,2,17.8,,,,0.0,0.0,0.0,68.4,0.0,0.0,,0.0,,0.0,0.0,0.0,.205,,12.0,14.1,26.1,0.0
79,Eddie Jones,SG,25,LAL,9,283,14.9,.578,.333,.486,3.5,9.9,6.8,18.7,1.8,1.2,12.9,17.1,,0.5,0.2,0.7,.124,,1.8,1.4,3.3,0.4
80,Michael Jordan*,SG,33,CHI,19,804,27.1,.524,.135,.297,5.9,16.4,10.9,25.7,2.1,1.9,8.0,35.5,,2.5,1.5,3.9,.235,,8.1,1.7,9.9,2.4
81,Adam Keefe,C,26,UTA,8,59,9.0,.463,.000,1.000,6.3,26.0,16.4,5.1,1.9,1.5,18.8,8.6,,0.0,0.1,0.1,.075,,-1.7,2.1,0.4,0.0
82,Shawn Kemp,PF,27,SEA,12,442,23.0,.585,.057,.600,13.2,25.5,19.2,14.5,1.7,3.3,17.5,27.2,,1.0,0.6,1.7,.181,,2.2,1.1,3.3,0.6
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Steve Kerr,PG,31,CHI,19,341,11.8,.571,.545,.182,1.3,5.0,3.1,9.4,2.8,0.5,8.8,12.5,,0.5,0.5,1.0,.144,,0.0,2.0,2.0,0.3
85,Jerome Kersey,SF,34,LAL,9,210,14.5,.565,.029,.543,8.3,19.8,14.1,11.4,2.4,2.4,6.5,10.6,,0.5,0.3,0.8,.176,,0.3,4.1,4.4,0.3
86,Jason Kidd*,PG,23,PHO,5,207,15.2,.489,.415,.358,2.2,13.9,8.2,39.4,2.7,0.8,17.5,15.9,,0.2,0.0,0.2,.048,,1.4,0.9,2.4,0.2
87,Travis Knight,C,22,LAL,9,93,12.1,.808,.000,.400,4.0,19.7,11.9,5.6,1.8,2.7,14.5,7.1,,0.2,0.1,0.3,.156,,-1.0,3.7,2.7,0.1
88,Toni Kukoč,SF,28,CHI,19,423,14.6,.498,.424,.464,3.5,11.8,7.5,20.7,1.7,0.9,10.1,18.5,,0.7,0.6,1.3,.146,,2.4,0.6,3.0,0.5
89,Christian Laettner,PF,27,ATL,10,403,14.6,.495,.137,.366,6.1,15.1,10.9,13.2,1.4,1.6,14.9,25.3,,0.1,0.4,0.5,.054,,0.2,0.9,1.1,0.3
90,Priest Lauderdale,C,23,ATL,3,7,-37.3,.000,.000,.000,18.6,16.4,17.4,0.0,0.0,0.0,50.0,41.8,,-0.2,0.0,-0.2,-1.070,,-37.3,-11.9,-49.3,-0.1
91,Tim Legler,SG,30,WSB,3,19,0.0,.174,.500,1.000,0.0,6.3,3.4,14.9,0.0,0.0,0.0,7.1,,0.0,0.0,0.0,-0.079,,-3.5,0.3,-3.3,0.0
92,Voshon Lenard,SG,23,MIA,17,548,11.1,.566,.587,.239,2.6,7.9,5.3,13.1,1.1,0.4,14.9,17.6,,0.5,0.8,1.3,.111,,1.0,0.7,1.7,0.5
93,Randy Livingston,PG,21,HOU,2,15,9.7,.375,.250,.000,0.0,0.0,0.0,40.1,3.6,0.0,20.0,15.4,,0.0,0.0,0.0,.013,,0.7,3.3,3.9,0.0
94,Grant Long,PF,30,DET,5,86,14.6,.547,.111,.611,5.6,11.7,8.3,6.0,2.7,0.0,0.0,13.7,,0.2,0.1,0.3,.173,,0.6,2.3,2.9,0.1
95,Luc Longley,C,28,CHI,19,432,12.3,.537,.000,.250,10.1,12.7,11.4,13.7,0.9,3.4,19.5,15.5,,0.2,0.7,0.9,.098,,-1.6,1.6,0.0,0.2
96,Rick Mahorn,C,38,DET,2,18,-7.9,.000,.000,.000,6.6,0.0,3.6,0.0,0.0,0.0,0.0,5.7,,0.0,0.0,0.0,-0.102,,-12.1,-1.9,-14.0,-0.1
97,Dan Majerle,SF,31,MIA,17,496,13.5,.526,.632,.239,3.8,12.8,8.4,16.6,2.4,0.6,9.1,13.8,,0.6,1.0,1.6,.157,,1.5,3.4,4.9,0.9
98,Karl Malone*,PF,33,UTA,20,816,22.2,.501,.005,.465,9.1,24.3,16.9,14.9,1.8,1.6,9.4,33.4,,1.0,1.2,2.2,.127,,4.4,-0.4,4.0,1.2
99,Matt Maloney,PG,25,HOU,16,526,8.7,.552,.706,.137,0.2,3.9,2.1,15.5,1.0,0.4,19.0,17.6,,0.1,-0.1,0.0,-0.002,,-0.5,-1.5,-2.0,0.0
100,Danny Manning,PF,30,PHO,5,116,21.3,.640,.067,.333,4.0,24.7,14.6,12.6,1.7,4.9,13.4,22.7,,0.2,0.1,0.3,.135,,1.3,3.1,4.4,0.2
101,Rich Manning,PF,26,LAC,3,21,12.2,.387,.000,.667,15.9,6.7,11.9,8.1,0.0,3.9,0.0,26.7,,0.0,0.0,0.0,-0.013,,-3.4,-3.6,-7.0,0.0
102,Stephon Marbury,PG,19,MIN,3,117,15.2,.461,.308,.154,1.7,11.5,5.9,32.2,0.9,0.0,11.5,30.4,,0.0,-0.2,-0.2,-0.066,,1.1,-4.0,-2.9,0.0
103,Darrick Martin,PG,25,LAC,3,77,16.0,.570,.360,.360,1.4,1.8,1.6,31.4,0.0,0.0,6.5,19.4,,0.2,-0.1,0.1,.079,,4.0,-3.1,0.9,0.1
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Jamal Mashburn,SF,24,MIA,17,554,9.9,.480,.369,.238,4.7,12.7,8.7,12.7,1.7,0.3,13.9,18.7,,-0.2,1.0,0.8,.072,,-1.0,1.4,0.4,0.3
106,Anthony Mason,PF,30,CHH,3,131,10.9,.446,.000,.342,7.3,31.7,18.2,10.8,0.4,0.7,17.1,18.8,,-0.1,-0.1,-0.2,-0.063,,-0.7,-3.3,-4.0,-0.1
107,Walter McCarty,PF,22,NYK,2,4,58.9,1.000,.000,.000,0.0,0.0,0.0,0.0,13.7,0.0,0.0,24.3,,0.0,0.0,0.0,.567,,24.2,19.2,43.4,0.0
108,Amal McCaskill,C,23,ORL,2,7,33.3,.579,.000,1.000,0.0,49.7,24.7,42.6,0.0,0.0,0.0,30.7,,0.0,0.0,0.0,.323,,9.1,5.9,14.9,0.0
109,Jim McIlvaine,C,24,SEA,5,28,9.2,.571,.000,.286,4.0,4.2,4.1,0.0,1.9,6.5,11.3,14.2,,0.0,0.0,0.0,.063,,-6.6,1.6,-5.0,0.0
110,Aaron McKie,SG,24,DET,5,97,8.5,.375,.250,.000,1.2,13.3,6.7,17.1,3.6,2.1,13.0,12.2,,-0.1,0.2,0.1,.031,,-2.7,3.8,1.1,0.1
111,Nate McMillan,PG,32,SEA,3,41,-3.0,.000,1.000,.000,2.7,11.5,7.0,9.7,1.3,0.0,50.0,4.4,,-0.1,0.0,0.0,-0.053,,-10.6,0.5,-10.2,-0.1
112,Loren Meyer,PF,24,PHO,3,14,-4.4,.000,.250,.000,16.4,31.5,24.1,10.2,0.0,11.6,42.9,22.1,,-0.2,0.0,-0.1,-0.470,,-10.9,-1.5,-12.4,0.0
113,Terry Mills,PF,29,DET,5,196,12.9,.520,.473,.073,2.4,22.7,11.6,6.5,1.8,0.0,6.6,16.0,,0.1,0.3,0.4,.097,,1.5,0.5,2.0,0.2
114,Sam Mitchell,SF,33,MIN,3,47,10.6,.515,.000,.615,4.3,14.3,8.6,3.0,1.1,2.0,5.7,16.9,,0.0,0.0,0.0,.005,,-4.8,-1.5,-6.3,-0.1
115,Chris Morris,SF,31,UTA,20,175,11.8,.504,.500,.300,3.5,18.2,11.1,4.9,2.5,1.5,9.6,17.1,,0.0,0.3,0.3,.079,,-0.3,1.7,1.4,0.2
116,Alonzo Mourning*,C,26,MIA,17,630,15.9,.529,.037,.711,8.2,23.2,15.8,6.4,1.0,5.9,19.7,27.1,,-0.7,1.6,1.0,.073,,-1.2,2.1,0.8,0.5
117,Gheorghe Mureșan,C,25,WSB,3,70,3.8,.599,.000,.889,3.9,27.4,16.4,0.0,0.0,4.1,46.8,15.6,,-0.2,0.0,-0.2,-0.117,,-6.7,0.3,-6.4,-0.1
118,Lamond Murray,SF,23,LAC,3,65,10.4,.455,.400,.350,3.4,19.5,10.5,7.8,1.7,3.8,14.8,20.1,,-0.1,0.0,-0.1,-0.056,,-2.2,-0.1,-2.4,0.0
119,Tracy Murray,SF,25,WSB,3,87,28.6,.734,.333,.567,4.7,8.3,6.6,4.5,2.5,1.7,0.0,20.1,,0.6,0.0,0.6,.344,,9.0,3.7,12.8,0.3
120,Dikembe Mutombo*,C,30,ATL,10,415,21.1,.674,.000,.744,11.6,23.7,18.1,6.1,0.1,5.0,14.9,15.8,,1.2,0.5,1.8,.204,,3.5,2.8,6.3,0.9
121,Steve Nash*,PG,22,PHO,4,15,-5.1,.278,.444,.000,7.7,0.0,3.8,11.7,3.4,5.4,18.2,32.4,,-0.1,0.0,-0.1,-0.381,,-10.0,-2.4,-12.4,0.0
122,Ivano Newbill,PF,26,ATL,3,5,-8.5,,,,0.0,22.9,12.2,31.1,0.0,0.0,100.0,9.8,,0.0,0.0,0.0,-0.186,,-13.6,6.1,-7.4,0.0
123,Jermaine O'Neal,PF,18,POR,2,4,-16.6,.000,.500,1.000,0.0,32.9,15.7,0.0,0.0,21.0,0.0,34.4,,-0.1,0.0,-0.1,-0.762,,-21.6,-6.8,-28.4,0.0
124,Shaquille O'Neal*,C,24,LAL,9,326,29.0,.552,.000,.607,14.6,21.3,18.0,22.8,0.9,4.4,9.1,35.6,,1.0,0.4,1.5,.215,,6.4,0.8,7.2,0.7
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Charles Oakley,PF,33,NYK,10,358,13.0,.496,.012,.337,8.1,21.5,15.0,7.3,3.4,0.7,15.4,15.8,,0.0,0.8,0.8,.114,,-1.4,2.6,1.2,0.3
127,Hakeem Olajuwon*,C,34,HOU,16,629,27.6,.628,.012,.418,9.0,23.1,16.3,17.3,2.8,4.8,13.5,25.0,,2.0,1.0,3.0,.229,,4.9,4.3,9.2,1.8
128,Greg Ostertag,C,23,UTA,20,459,12.9,.478,.000,.422,14.1,21.8,18.1,2.1,1.2,9.0,15.5,12.1,,0.2,0.9,1.1,.114,,-2.2,2.5,0.3,0.3
129,Bo Outlaw,PF,25,LAC,3,66,11.6,.487,.091,.909,10.1,17.1,13.2,10.3,0.8,2.5,16.3,13.4,,0.0,0.0,0.0,-0.017,,0.4,-0.8,-0.4,0.0
130,Robert Parish*,C,43,CHI,2,18,2.6,.143,.000,.000,12.5,13.5,13.0,0.0,0.0,15.2,0.0,18.2,,-0.1,0.0,0.0,-0.100,,-7.4,-2.1,-9.5,0.0
131,Cherokee Parks,PF,24,MIN,1,11,16.5,.667,.000,.000,0.0,61.2,26.3,0.0,4.8,0.0,0.0,12.4,,0.0,0.0,0.0,.175,,-7.5,5.0,-2.6,0.0
132,Gary Payton*,PG,28,SEA,12,546,19.8,.506,.294,.239,4.1,9.7,6.8,34.0,2.5,0.7,11.0,26.0,,1.1,0.4,1.5,.136,,4.5,0.2,4.7,0.9
133,Sam Perkins,C,35,SEA,12,340,10.6,.482,.489,.315,5.0,13.1,8.9,6.7,1.9,3.2,11.0,15.5,,0.2,0.3,0.5,.066,,-0.9,0.2,-0.8,0.1
134,Wesley Person,SG,25,PHO,5,163,18.8,.640,.623,.340,3.5,19.0,11.4,6.7,1.2,1.5,6.2,17.6,,0.4,0.0,0.4,.124,,5.6,0.7,6.4,0.3
135,Eric Piatkowski,SG,26,LAC,3,38,13.3,.568,.455,.636,2.9,3.7,3.3,0.0,1.5,0.0,0.0,17.9,,0.1,0.0,0.1,.082,,1.3,-1.9,-0.6,0.0
136,Ricky Pierce,SG,37,CHH,3,87,7.6,.479,.292,.000,1.4,11.9,6.1,7.3,1.3,0.0,11.1,14.5,,0.0,-0.1,-0.1,-0.040,,-2.5,-2.4,-4.9,-0.1
