,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
16,Gerald Brown,SG,23,PHO,1,1,93.6,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,,0.0,0.0,0.0,1.525,,39.2,8.3,47.5,0.0
17,P.J. Brown,PF,29,MIA,5,144,17.2,.516,.022,.222,12.5,14.7,13.6,8.3,0.8,1.2,5.7,19.1,,0.3,0.1,0.4,.136,,1.7,-0.7,1.0,0.1
18,Rick Brunson,PG,26,NYK,9,18,0.9,.510,.000,.400,6.8,0.0,3.4,20.1,0.0,0.0,40.5,27.1,,-0.1,0.0,-0.1,-0.173,,-8.0,-4.3,-12.3,0.0
19,Kobe Bryant*,SG,20,LAL,8,315,19.1,.502,.162,.246,4.5,16.3,10.0,21.7,2.5,2.5,16.5,27.2,,0.2,0.2,0.4,.060,,3.0,1.0,3.9,0.5
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Jud Buechler,SF,30,DET,5,84,3.6,.267,.533,.000,6.1,15.1,10.4,5.6,2.2,1.0,16.7,11.1,,-0.2,0.1,-0.1,-0.048,,-3.1,0.5,-2.6,0.0
22,Matt Bullard,PF,31,HOU,2,8,48.4,1.215,.500,1.000,0.0,0.0,0.0,27.6,0.0,0.0,0.0,16.2,,0.1,0.0,0.1,.576,,20.8,3.8,24.6,0.1
23,Marcus Camby,C,24,NYK,20,509,24.8,.591,.007,.510,12.2,24.8,18.5,2.3,2.7,6.3,7.9,18.4,,1.6,1.3,3.0,.280,,2.5,4.4,6.9,1.2
24,Antoine Carr,PF,37,HOU,4,37,-3.2,.364,.000,.000,9.1,11.9,10.5,18.2,0.0,2.0,26.7,18.3,,-0.1,0.0,-0.1,-0.111,,-14.6,0.8,-13.8,-0.1
25,Sam Cassell,PG,29,MIL,3,102,21.7,.589,.031,.500,0.0,7.1,3.6,48.3,1.6,0.0,15.2,21.5,,0.4,-0.1,0.3,.131,,3.0,-0.2,2.8,0.1
26,Kelvin Cato,C,24,POR,8,43,-2.0,.224,.000,1.111,17.6,2.9,10.1,7.9,1.3,1.9,13.0,17.8,,-0.1,0.0,-0.1,-0.125,,-10.1,-2.5,-12.6,-0.1
27,Duane Causwell,C,30,MIA,4,20,17.3,.647,.000,3.000,0.0,12.4,6.3,9.7,3.0,0.0,0.0,12.1,,0.1,0.0,0.1,.229,,2.7,3.1,5.8,0.0
28,Rex Chapman,SG,31,PHO,3,57,4.1,.373,.286,.190,3.9,11.1,6.9,17.1,0.9,0.0,14.9,21.7,,-0.1,-0.1,-0.2,-0.140,,-4.5,-3.0,-7.4,-0.1
29,Chris Childs,PG,31,NYK,20,494,8.2,.450,.301,.280,2.0,9.8,5.8,24.8,1.5,0.2,22.3,13.4,,-0.1,0.6,0.5,.048,,-3.0,1.3,-1.7,0.0
30,Tyrone Corbin,SF,36,ATL,9,268,10.4,.468,.319,.056,3.1,12.4,7.6,12.4,1.3,0.0,9.8,14.9,,0.1,0.2,0.3,.063,,-1.1,0.8,-0.3,0.1
31,Chris Crawford,PF,23,ATL,6,125,14.8,.496,.292,.542,5.7,13.3,9.4,8.6,0.5,0.6,9.2,25.6,,0.2,0.1,0.3,.125,,-0.1,-0.4,-0.5,0.0
32,Austin Croshere,PF,23,IND,1,1,107.0,.532,.000,2.000,100.0,0.0,60.5,0.0,0.0,0.0,0.0,89.2,,0.0,0.0,0.0,1.439,,44.4,-22.4,22.0,0.0
33,Dell Curry,SG,34,MIL,3,49,2.2,.268,.533,.267,0.0,9.8,4.9,3.2,3.3,0.0,0.0,16.3,,-0.1,0.0,-0.1,-0.142,,-5.9,-1.9,-7.8,-0.1
34,Michael Curry,SF,30,MIL,3,59,15.0,.683,.083,.500,2.1,6.1,4.1,9.0,1.8,1.6,12.0,13.4,,0.2,-0.1,0.1,.088,,0.1,1.6,1.6,0.1
35,Antonio Daniels,PG,23,SAS,15,106,11.3,.571,.286,.286,1.2,9.6,5.7,26.3,2.1,0.0,29.7,15.7,,0.0,0.2,0.2,.084,,-0.9,1.0,0.1,0.1
36,Antonio Davis,PF,30,IND,13,326,13.1,.504,.000,.827,8.9,24.6,17.1,4.2,0.8,3.1,16.4,17.8,,0.2,0.4,0.6,.093,,-1.2,-0.4,-1.6,0.0
37,Dale Davis,PF,29,IND,13,394,18.1,.596,.000,.649,14.5,25.6,20.3,5.0,1.4,3.3,17.5,14.5,,0.8,0.6,1.4,.166,,1.9,0.9,2.8,0.5
38,Bison Dele,C,29,DET,5,122,19.2,.603,.000,.225,12.6,23.1,17.6,1.7,1.5,1.4,13.7,21.6,,0.3,0.1,0.4,.162,,0.1,0.1,0.2,0.1
39,Michael Dickerson,SG,23,HOU,4,82,4.2,.358,.364,.182,2.7,2.7,2.7,5.8,1.3,2.7,7.8,14.2,,-0.1,0.0,-0.1,-0.058,,-4.5,-1.5,-5.9,-0.1
40,Vlade Divac*,C,30,SAC,5,198,19.2,.564,.089,.643,5.2,24.8,14.8,22.3,2.2,1.4,20.9,21.1,,0.3,0.3,0.6,.138,,1.8,2.2,4.1,0.3
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Michael Doleac,C,21,ORL,4,43,7.4,.387,.056,.500,13.0,18.2,15.6,0.0,0.0,1.6,12.0,26.2,,-0.1,0.0,0.0,-0.046,,-4.7,-3.9,-8.6,-0.1
43,Bryce Drew,PG,24,HOU,1,4,45.6,.532,.000,2.000,27.9,55.2,41.6,100.0,0.0,0.0,0.0,21.2,,0.0,0.0,0.0,.497,,11.7,6.3,18.0,0.0
44,Chris Dudley,C,33,NYK,18,294,8.0,.427,.000,.737,11.2,23.1,17.1,2.8,1.7,2.3,15.2,9.9,,0.0,0.6,0.6,.101,,-4.0,2.3,-1.6,0.0
45,Joe Dumars*,SG,35,DET,5,153,13.5,.632,.487,.077,0.8,5.5,3.1,15.5,0.8,0.0,18.2,16.6,,0.3,0.0,0.3,.087,,2.0,-1.2,0.8,0.1
46,Tim Duncan*,PF,22,SAS,17,733,25.1,.573,.011,.507,9.6,21.6,16.0,14.2,1.0,4.4,13.1,26.8,,2.1,1.7,3.7,.243,,4.0,2.6,6.6,1.6
47,Howard Eisley,PG,26,UTA,11,241,10.7,.484,.338,.408,1.5,8.1,4.9,24.0,1.6,1.1,19.3,20.6,,0.0,0.2,0.2,.039,,-1.7,-0.3,-2.0,0.0
48,Mario Elie,SG,35,SAS,17,526,11.6,.505,.268,.438,2.2,10.8,6.7,16.5,2.4,0.3,15.8,14.9,,0.4,0.9,1.3,.118,,-1.1,2.4,1.3,0.4
49,Sean Elliott,SF,30,SAS,17,574,13.9,.567,.359,.386,2.5,9.3,6.1,14.5,0.9,0.5,10.5,17.3,,1.1,0.7,1.9,.157,,1.4,1.2,2.6,0.7
50,Patrick Ewing*,C,36,NYK,11,347,17.0,.477,.000,.267,4.9,29.2,17.0,3.5,1.1,1.9,6.2,22.9,,0.3,0.7,1.0,.136,,0.5,0.9,1.4,0.3
51,Derek Fisher,PG,24,LAL,8,238,16.0,.530,.433,.224,2.7,11.8,7.0,26.6,1.8,0.0,13.0,16.2,,0.5,0.0,0.5,.105,,1.5,0.2,1.7,0.2
52,Greg Foster,PF,30,UTA,8,70,2.4,.421,.000,.000,1.7,11.4,6.7,2.6,0.8,0.0,13.6,15.1,,-0.1,0.1,0.0,-0.031,,-6.4,-0.7,-7.1,-0.1
53,Rick Fox,SF,29,LAL,8,181,7.2,.438,.350,.017,5.4,8.8,7.0,11.0,1.2,2.2,18.8,18.7,,-0.2,0.0,-0.2,-0.052,,-3.3,-1.4,-4.7,-0.1
54,Todd Fuller,C,24,UTA,10,105,5.3,.428,.000,.385,9.3,21.8,15.7,0.0,0.0,1.6,14.1,16.2,,-0.1,0.1,0.1,.023,,-6.0,-1.3,-7.3,-0.1
55,Lawrence Funderburke,PF,28,SAC,3,31,9.5,.417,.000,.000,7.4,7.7,7.5,6.6,5.2,0.0,20.0,22.2,,-0.1,0.0,0.0,-0.059,,-3.2,-0.6,-3.8,0.0
56,Kevin Garnett*,PF,22,MIN,4,170,24.1,.488,.025,.291,10.2,22.6,16.1,19.1,2.3,3.6,12.7,28.1,,0.2,0.3,0.5,.135,,5.9,2.2,8.1,0.4
57,Dean Garrett,C,32,MIN,4,92,13.4,.545,.000,.278,10.6,9.1,9.9,9.7,1.2,2.5,9.0,11.3,,0.2,0.1,0.2,.123,,-0.6,1.8,1.1,0.1
58,Pat Garrity,PF,22,PHO,3,52,20.8,.687,.176,.353,12.9,9.1,11.3,3.5,1.0,1.6,13.3,20.1,,0.2,0.0,0.2,.161,,4.2,-1.6,2.6,0.1
59,Chris Gatling,C,31,MIL,2,12,-14.1,.000,.000,1.000,10.2,20.0,15.1,0.0,4.5,0.0,41.0,19.4,,-0.1,0.0,-0.1,-0.485,,-16.1,-3.8,-19.9,-0.1
60,Matt Geiger,C,29,PHI,8,239,18.6,.497,.010,.302,10.3,18.4,14.2,4.6,2.1,2.3,10.7,23.1,,0.4,0.3,0.7,.136,,0.8,0.2,1.0,0.2
61,Armen Gilliam,PF,34,MIL,3,35,17.7,.494,.000,.333,0.0,17.2,8.7,5.6,3.1,2.8,5.5,24.8,,0.0,0.0,0.0,.057,,-0.3,0.4,0.2,0.0
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Brian Grant,PF,26,POR,13,482,17.4,.567,.000,.605,8.9,21.6,15.4,6.0,1.2,2.7,12.2,17.7,,0.9,0.6,1.5,.145,,1.0,0.8,1.8,0.5
64,Harvey Grant,PF,33,PHI,4,29,7.5,1.000,.000,.000,3.7,12.0,7.7,0.0,0.0,3.1,0.0,1.6,,0.0,0.0,0.0,.062,,-0.8,1.3,0.5,0.0
65,Horace Grant,PF,33,ORL,4,128,10.1,.403,.000,.267,12.2,12.2,12.2,7.9,0.9,1.1,5.6,12.5,,0.1,0.0,0.1,.045,,-0.8,-1.0,-1.8,0.0
66,Ed Gray,SG,23,ATL,8,71,24.1,.480,.268,.268,3.4,12.6,7.8,14.7,4.9,1.1,4.2,33.0,,0.2,0.1,0.3,.206,,3.6,6.1,9.7,0.2
67,Tom Gugliotta,PF,29,PHO,3,118,10.4,.415,.000,.229,5.7,25.5,13.9,13.8,1.8,2.2,17.2,18.2,,-0.1,0.0,-0.1,-0.060,,-1.7,-1.0,-2.8,0.0
68,Tom Hammonds,PF,31,MIN,4,18,6.2,1.136,,,0.0,13.3,6.3,0.0,0.0,0.0,36.2,7.2,,0.0,0.0,0.1,.149,,-5.9,0.3,-5.7,0.0
69,Anfernee Hardaway,SG,27,ORL,4,167,18.5,.512,.228,.684,6.0,7.4,6.7,28.7,3.0,0.4,13.9,23.3,,0.4,0.1,0.4,.128,,3.6,1.5,5.0,0.3
70,Tim Hardaway,PG,32,MIA,5,182,6.2,.357,.446,.286,2.1,7.5,4.9,36.3,1.6,0.5,22.2,23.3,,-0.5,0.1,-0.5,-0.127,,-2.3,-3.2,-5.4,-0.2
71,Derek Harper,PG,37,LAL,7,113,11.3,.446,.323,.194,1.0,9.7,5.1,21.4,0.9,0.0,10.6,15.1,,0.0,0.0,0.0,.013,,-1.2,-1.4,-2.6,0.0
72,Matt Harpring,SF,22,ORL,4,82,16.1,.535,.192,.423,9.5,17.7,13.6,19.8,0.7,0.0,14.0,19.8,,0.2,0.0,0.2,.113,,1.6,0.6,2.2,0.1
73,Othella Harrington,PF,25,HOU,4,42,24.5,.661,.000,.429,13.3,23.6,18.5,4.9,0.0,1.8,15.3,21.1,,0.1,0.0,0.1,.159,,4.2,-1.1,3.1,0.1
74,Michael Hawkins,PG,26,SAC,2,10,4.5,.532,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,,0.0,0.0,0.0,.063,,-3.8,-3.2,-7.0,0.0
75,Alan Henderson,SF,26,ATL,1,4,-5.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.002,,-10.1,-0.6,-10.7,0.0
76,Grant Hill*,SF,26,DET,5,176,29.3,.490,.011,.174,5.1,23.3,13.8,48.6,3.4,1.0,10.8,32.6,,0.5,0.3,0.8,.207,,8.3,3.9,12.2,0.6
77,Tyrone Hill,PF,30,PHI,8,196,9.8,.475,.000,.487,10.3,23.6,16.7,0.0,0.9,0.9,11.2,12.4,,0.1,0.2,0.3,.074,,-4.1,-1.1,-5.2,-0.2
78,Fred Hoiberg,SG,26,IND,4,20,19.9,.500,.000,.000,0.0,17.4,9.1,17.3,8.3,0.0,0.0,9.5,,0.0,0.1,0.1,.211,,3.2,8.7,11.9,0.1
79,Jerald Honeycutt,PF,24,PHI,6,12,-12.2,.200,.600,.000,8.9,0.0,4.6,0.0,0.0,0.0,16.7,22.7,,-0.1,0.0,-0.1,-0.317,,-16.5,-7.5,-24.0,-0.1
80,Jeff Hornacek,SG,35,UTA,11,304,17.8,.556,.170,.311,3.6,12.0,8.0,17.1,2.0,0.0,9.1,20.9,,0.7,0.4,1.1,.172,,2.0,1.2,3.1,0.4
81,Robert Horry,PF,28,LAL,8,177,12.7,.622,.462,.538,6.1,17.9,11.6,9.3,1.8,2.7,17.9,10.1,,0.3,0.1,0.4,.119,,-0.5,1.5,1.0,0.1
82,Allan Houston,SG,27,NYK,20,783,15.6,.528,.118,.338,0.9,7.6,4.2,13.3,0.6,0.1,12.5,25.2,,1.0,0.6,1.6,.098,,1.0,-0.3,0.6,0.5
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Larry Hughes,PG,20,PHI,8,198,20.3,.468,.091,.312,9.2,11.7,10.4,14.3,4.2,4.1,12.1,22.8,,0.3,0.3,0.5,.133,,1.9,3.2,5.1,0.4
85,Lindsey Hunter,PG,28,DET,5,180,5.1,.326,.208,.094,3.6,7.8,5.6,11.2,2.4,0.0,11.3,17.8,,-0.3,0.1,-0.2,-0.064,,-3.6,-0.8,-4.4,-0.1
86,Allen Iverson*,SG,23,PHI,8,358,22.6,.481,.248,.243,4.2,6.1,5.1,22.9,3.1,0.5,9.2,33.1,,0.8,0.2,1.0,.136,,5.8,0.4,6.2,0.8
87,Bobby Jackson,PG,25,MIN,4,27,-3.3,.200,.300,.000,4.0,13.3,8.4,12.5,0.0,0.0,9.1,19.1,,-0.1,0.0,-0.1,-0.198,,-7.9,-4.9,-12.8,-0.1
88,Jaren Jackson,SG,31,SAS,17,345,12.1,.512,.656,.099,2.2,11.5,7.2,10.2,2.1,0.0,12.8,22.5,,0.0,0.6,0.6,.084,,-0.5,1.0,0.5,0.2
89,Jim Jackson,SG,28,POR,13,265,12.4,.525,.250,.583,3.8,10.2,7.0,13.9,1.5,0.3,16.6,20.4,,0.2,0.1,0.4,.071,,-1.3,0.1,-1.2,0.1
90,Mark Jackson,PG,33,IND,13,451,19.8,.601,.330,.408,3.9,11.6,7.9,44.0,1.7,0.2,22.4,16.5,,1.4,0.3,1.7,.180,,4.9,-0.2,4.7,0.8
91,Jerome James,C,23,SAC,1,4,43.5,.665,.000,2.000,28.5,29.9,29.2,0.0,0.0,0.0,21.0,54.7,,0.0,0.0,0.0,.395,,7.2,-2.6,4.6,0.0
92,Anthony Johnson,PG,24,ATL,9,111,5.4,.359,.069,.345,3.2,6.9,5.0,17.2,0.5,0.7,13.0,16.9,,-0.1,0.0,-0.1,-0.039,,-4.4,-2.0,-6.3,-0.1
93,Avery Johnson,PG,33,SAS,17,653,15.2,.518,.016,.251,1.8,5.7,3.9,37.2,1.7,0.1,19.4,19.6,,0.7,0.8,1.5,.111,,0.9,0.1,1.0,0.5
94,Ervin Johnson,C,31,MIL,3,92,11.0,.468,.000,.154,10.6,13.1,11.9,1.8,1.2,5.3,0.0,7.2,,0.1,-0.1,0.1,.030,,-0.1,-0.5,-0.6,0.0
95,Larry Johnson,PF,29,NYK,20,683,12.5,.511,.402,.225,3.9,13.6,8.7,8.5,1.7,0.1,12.8,18.6,,0.4,0.9,1.4,.096,,0.3,0.9,1.2,0.5
96,Adam Keefe,PF,28,UTA,10,101,17.3,.637,.000,.167,8.5,19.2,14.0,6.1,2.2,2.6,19.9,19.1,,0.1,0.2,0.3,.147,,-0.5,2.4,1.9,0.1
97,Steve Kerr,PG,33,SAS,11,97,6.2,.368,.433,.200,4.0,7.0,5.6,14.3,1.2,0.0,10.9,18.7,,-0.1,0.1,0.0,.000,,-2.6,-0.6,-3.2,0.0
98,Jerome Kersey,SF,36,SAS,14,152,7.5,.391,.093,.163,8.4,14.9,11.9,4.7,2.2,0.5,11.5,17.0,,-0.1,0.3,0.1,.046,,-4.7,0.9,-3.8,-0.1
99,Jason Kidd*,PG,25,PHO,3,126,16.0,.488,.372,.163,0.9,7.5,3.6,42.5,2.1,0.7,16.3,20.2,,0.2,-0.1,0.1,.033,,2.6,-1.5,1.1,0.1
100,Gerard King,SF,26,SAS,8,14,11.5,.500,.000,.000,0.0,32.4,17.2,13.9,0.0,5.1,20.0,17.7,,0.0,0.0,0.0,.076,,-2.8,5.7,2.8,0.0
101,Joe Kleine,C,37,PHO,1,5,29.4,.500,.000,.000,0.0,31.6,13.1,0.0,10.6,17.0,0.0,18.5,,0.0,0.0,0.0,.200,,1.0,12.9,13.9,0.0
102,Travis Knight,C,24,LAL,3,10,-14.0,.387,.000,.667,0.0,61.0,28.6,15.8,0.0,0.0,43.6,31.3,,-0.1,0.0,-0.1,-0.355,,-24.7,0.2,-24.6,-0.1
103,Christian Laettner,PF,29,DET,5,123,18.1,.480,.000,.298,6.3,9.2,7.7,17.6,2.0,0.7,5.3,23.6,,0.3,0.1,0.3,.136,,2.5,1.3,3.9,0.2
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Voshon Lenard,SG,25,MIA,4,57,29.6,.779,.636,.182,0.0,2.2,1.1,14.8,0.0,1.5,4.0,22.7,,0.4,0.0,0.3,.290,,13.5,1.5,15.0,0.2
106,Randy Livingston,PG,23,PHO,3,24,22.5,.477,.067,.267,23.3,13.2,19.1,17.6,2.2,0.0,10.7,36.1,,0.1,0.0,0.0,.078,,1.4,-1.3,0.1,0.0
107,Grant Long,PF,32,ATL,9,358,13.7,.489,.045,.500,9.3,16.4,12.7,4.5,2.9,0.8,17.6,17.8,,0.1,0.5,0.6,.077,,-1.0,1.2,0.2,0.2
108,Luc Longley,C,30,PHO,3,51,0.6,.167,.000,.000,4.4,21.7,11.6,2.9,3.1,0.0,14.3,12.7,,-0.2,0.0,-0.2,-0.197,,-5.4,-2.9,-8.4,-0.1
109,Tyronn Lue,PG,21,LAL,3,33,10.3,.412,.118,.000,0.0,7.4,3.5,34.8,3.2,0.0,19.0,28.9,,-0.1,0.0,-0.1,-0.106,,-2.5,-1.7,-4.2,0.0
110,George Lynch,SF,28,PHI,8,249,16.5,.497,.092,.262,12.0,11.6,11.8,10.6,4.0,0.7,15.2,15.6,,0.3,0.3,0.6,.119,,-0.1,2.4,2.3,0.3
111,Sam Mack,SF,28,HOU,4,123,13.1,.550,.684,.447,0.9,7.2,4.1,9.5,1.7,0.0,9.9,18.5,,0.3,0.0,0.2,.086,,0.9,-0.9,-0.1,0.1
112,Rick Mahorn,PF,40,PHI,5,29,5.9,.363,.000,.333,7.4,23.9,15.3,5.3,1.9,0.0,12.7,12.3,,0.0,0.0,0.0,.031,,-6.7,1.9,-4.9,0.0
113,Dan Majerle,SG,33,MIA,5,152,5.9,.344,.846,.269,2.5,21.3,12.0,7.4,2.0,1.1,9.4,11.0,,-0.2,0.2,0.0,.004,,-3.6,1.5,-2.1,0.0
114,Karl Malone*,PF,35,UTA,11,451,21.2,.492,.005,.417,9.8,22.3,16.2,24.5,1.6,1.5,14.1,30.2,,0.5,0.7,1.3,.135,,4.0,0.6,4.5,0.7
115,Danny Manning,PF,32,PHO,3,79,18.8,.639,.000,.542,0.0,10.0,4.1,13.9,2.7,0.0,9.2,19.1,,0.3,0.0,0.2,.135,,1.7,1.4,3.1,0.1
116,Jamal Mashburn,SF,26,MIA,5,152,8.9,.472,.286,.184,3.4,7.4,5.4,14.9,0.8,0.0,15.9,21.7,,-0.1,0.0,-0.1,-0.036,,-0.2,-2.3,-2.5,0.0
117,Vernon Maxwell,SG,33,SAC,5,129,10.5,.435,.583,.167,3.5,6.5,5.0,7.7,2.5,0.0,8.5,25.1,,0.0,0.1,0.0,.006,,0.1,-1.7,-1.6,0.0
118,George McCloud,SF,31,PHO,3,80,19.2,.610,.667,.333,2.8,21.8,10.6,4.5,3.3,0.0,8.0,21.6,,0.2,0.0,0.2,.122,,3.7,0.8,4.4,0.1
119,Derrick McKey,SF,32,IND,13,245,10.1,.457,.100,.650,8.8,12.3,10.6,12.6,2.7,1.2,17.6,12.1,,0.2,0.3,0.4,.086,,-1.9,1.7,-0.2,0.1
120,Aaron McKie,SG,26,PHI,6,97,9.9,.383,.043,.304,4.4,13.1,8.6,17.5,2.3,0.0,3.7,12.7,,0.1,0.1,0.2,.087,,-3.8,2.2,-1.7,0.0
121,Roshown McLeod,SF,23,ATL,6,49,22.0,.571,.000,.190,2.4,5.2,3.8,5.5,1.2,1.5,4.2,23.7,,0.2,0.0,0.2,.186,,4.2,1.2,5.4,0.1
122,Reggie Miller*,SG,33,IND,13,481,20.1,.555,.422,.432,3.4,9.2,6.4,13.8,1.0,0.5,8.1,25.4,,1.7,0.2,1.9,.188,,5.3,-1.2,4.1,0.7
123,Sam Mitchell,SF,35,MIN,4,131,7.2,.442,.150,.300,4.1,8.2,6.1,8.3,0.4,1.2,15.0,19.0,,-0.1,0.0,0.0,-0.017,,-2.5,-1.9,-4.4,-0.1
124,Cuttino Mobley,PG,23,HOU,4,94,12.4,.706,.467,.733,0.0,4.7,2.4,18.6,1.1,0.0,20.1,11.9,,0.3,0.0,0.2,.105,,0.2,0.3,0.5,0.1
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Nazr Mohammed,C,21,PHI,3,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.036,,-3.2,-2.4,-5.6,0.0
127,Eric Montross,C,27,DET,5,70,4.4,.509,.000,.333,5.5,20.2,12.5,0.0,0.0,2.5,0.0,5.1,,0.1,0.0,0.1,.077,,-5.3,0.3,-5.0,-0.1
128,Chris Morris,SF,33,PHO,1,10,19.9,.868,.500,1.000,0.0,15.8,6.5,0.0,0.0,0.0,0.0,13.3,,0.0,0.0,0.0,.038,,7.2,-1.3,5.9,0.0
129,Alonzo Mourning*,C,28,MIA,5,194,25.8,.571,.000,.671,4.6,21.8,13.3,5.6,2.5,6.1,11.3,28.8,,0.4,0.3,0.7,.184,,3.2,2.7,5.9,0.4
130,Chris Mullin*,SF,35,IND,13,283,13.9,.563,.550,.230,0.9,7.4,4.3,10.0,2.0,0.8,15.4,21.8,,0.3,0.2,0.5,.084,,2.5,-0.9,1.6,0.3
131,Dikembe Mutombo*,C,32,ATL,9,380,20.5,.616,.000,.662,11.3,29.9,20.3,5.9,0.8,4.6,16.4,14.1,,0.9,0.7,1.6,.196,,1.9,2.4,4.3,0.6
132,Rasho Nesterović,C,22,MIN,3,29,15.1,.500,.000,.000,15.0,12.4,13.8,19.6,0.0,0.0,11.1,14.5,,0.1,0.0,0.1,.109,,2.2,-0.3,1.9,0.0
133,Charles O'Bannon,SG,23,DET,4,9,7.7,.667,.000,.000,14.3,0.0,7.5,24.8,0.0,0.0,50.0,34.4,,-0.1,0.0,-0.1,-0.294,,-4.3,-3.9,-8.3,0.0
134,Jermaine O'Neal,PF,20,POR,9,55,12.1,.458,.000,1.200,18.4,20.1,19.2,3.4,0.0,4.5,11.6,15.6,,0.1,0.1,0.1,.103,,-2.2,-0.3,-2.5,0.0
135,Shaquille O'Neal*,C,26,LAL,8,315,28.8,.515,.000,.761,15.1,19.0,16.9,11.8,1.2,5.8,8.0,32.4,,0.9,0.2,1.2,.176,,6.8,-0.8,6.0,0.6
136,Hakeem Olajuwon*,C,36,HOU,4,123,13.8,.461,.000,.148,4.5,21.5,13.1,3.2,2.1,1.8,8.0,22.9,,0.0,0.1,0.1,.039,,-2.5,-1.0,-3.5,0.0
