,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Arron Afflalo,SG,24.0,DEN,6.0,120.0,15.8,0.746,0.43799999999999994,0.344,1.0,11.5,6.1,9.5,0.4,1.3,9.8,15.1,,0.4,0.0,0.4,0.153,,2.2,0.2,2.3,0.1,2010
1,LaMarcus Aldridge,PF,24.0,POR,6.0,229.0,17.5,0.507,0.022000000000000002,0.473,5.1,14.6,9.7,11.1,1.7,4.4,8.9,25.8,,0.2,0.0,0.2,0.043,,0.7,0.7,1.3,0.2,2010
2,Malik Allen,PF,31.0,DEN,4.0,11.0,6.6,0.0,0.0,0.0,21.8,11.4,16.7,0.0,4.5,0.0,0.0,4.0,,0.0,0.0,0.0,0.047,,-2.4,0.5,-1.9,0.0,2010
3,Ray Allen,SG,34.0,BOS,24.0,925.0,13.1,0.57,0.47700000000000004,0.263,1.6,8.7,5.3,12.0,1.3,0.3,9.6,19.4,,1.1,1.3,2.4,0.126,,1.5,0.4,1.9,0.9,2010
4,Tony Allen,SG,28.0,BOS,24.0,391.0,11.2,0.536,0.051,0.36700000000000005,4.2,8.5,6.4,7.4,3.4,3.1,16.8,16.7,,-0.1,0.9,0.8,0.095,,-2.7,3.5,0.8,0.3,2010
5,Lou Amundson,PF,27.0,PHO,16.0,194.0,13.1,0.519,0.0,0.583,19.0,15.9,17.4,0.7,1.6,2.8,11.7,12.1,,0.3,0.2,0.5,0.11199999999999999,,-1.2,-1.1,-2.3,0.0,2010
6,Chris Andersen,PF,31.0,DEN,6.0,116.0,10.2,0.583,0.0,0.8240000000000001,7.2,21.7,14.3,1.2,0.4,4.2,14.7,10.4,,0.1,0.0,0.1,0.06,,-1.1,-0.6,-1.7,0.0,2010
7,Ryan Anderson,PF,21.0,ORL,9.0,89.0,8.5,0.391,0.483,0.034,11.6,31.1,21.7,5.8,1.2,1.8,14.5,19.1,,-0.1,0.2,0.1,0.043,,-3.8,-0.7,-4.6,-0.1,2010
8,Carmelo Anthony,SF,25.0,DEN,6.0,254.0,23.3,0.564,0.138,0.413,6.6,18.3,12.3,15.0,2.4,1.0,11.4,32.1,,0.6,0.1,0.7,0.132,,4.0,-0.9,3.1,0.3,2010
9,Joel Anthony,C,27.0,MIA,5.0,79.0,11.6,0.742,0.0,0.5710000000000001,8.8,5.1,7.1,2.0,1.3,5.4,10.2,5.7,,0.1,0.1,0.3,0.16,,-0.7,2.9,2.2,0.1,2010
10,Carlos Arroyo,PG,30.0,MIA,5.0,115.0,8.7,0.484,0.038,0.077,2.0,8.2,4.9,16.1,1.4,0.0,10.0,12.1,,0.0,0.1,0.2,0.063,,-2.9,0.4,-2.5,0.0,2010
