,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Alaa Abdelnaby,PF,23.0,POR,8.0,25.0,8.6,0.51,0.0,0.4,0.0,19.4,9.8,12.9,0.0,0.0,14.5,23.7,,0.0,0.0,0.0,-0.005,,-4.2,-0.4,-4.6,0.0,1992
1,Rafael Addison,SF,27.0,NJN,1.0,9.0,6.6,0.35700000000000004,0.28600000000000003,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,31.7,,0.0,0.0,0.0,-0.134,,1.2,-6.3,-5.1,0.0,1992
2,Mark Aguirre,SF,32.0,DET,5.0,113.0,4.8,0.409,0.10400000000000001,0.33299999999999996,4.3,4.9,4.6,21.1,1.0,0.6,19.1,29.0,,-0.5,0.1,-0.3,-0.147,,-3.8,-2.1,-5.9,-0.1,1992
3,Danny Ainge,SG,32.0,POR,21.0,449.0,14.3,0.585,0.308,0.278,2.2,8.6,5.4,17.0,1.7,0.2,11.6,20.6,,0.8,0.4,1.2,0.124,,1.0,0.5,1.5,0.4,1992
4,Victor Alexander,C,22.0,GSW,4.0,24.0,8.6,0.643,0.0,0.2,4.5,25.6,14.4,5.5,4.0,0.0,26.9,12.7,,0.0,0.0,0.0,0.063,,-5.4,2.9,-2.5,0.0,1992
5,Kenny Anderson,PG,21.0,NJN,3.0,24.0,10.1,0.405,0.0,0.222,4.1,9.8,6.7,16.7,2.1,0.0,9.2,18.5,,0.0,0.0,0.0,-0.012,,-2.8,-1.5,-4.2,0.0,1992
6,Greg Anthony,PG,24.0,NYK,12.0,213.0,13.8,0.52,0.261,0.7170000000000001,2.3,7.5,4.9,31.3,4.3,0.3,17.7,16.1,,0.2,0.5,0.6,0.142,,0.0,5.1,5.1,0.4,1992
7,B.J. Armstrong,PG,24.0,CHI,22.0,434.0,11.4,0.517,0.122,0.273,0.6,6.2,3.4,16.5,1.7,0.0,10.4,18.3,,0.3,0.5,0.8,0.09,,-0.7,0.1,-0.6,0.2,1992
8,Vincent Askew,SG,25.0,GSW,4.0,30.0,-1.1,0.125,0.0,0.0,10.8,4.1,7.7,19.6,0.0,0.0,20.0,13.7,,-0.1,0.0,-0.1,-0.18600000000000003,,-5.3,-4.5,-9.8,-0.1,1992
9,Keith Askins,SF,24.0,MIA,3.0,48.0,10.2,0.547,0.455,0.182,9.9,13.2,11.5,9.7,1.1,0.0,7.8,12.0,,0.1,0.0,0.0,0.02,,1.0,-0.7,0.3,0.0,1992
10,John Bagley,PG,31.0,BOS,10.0,308.0,13.6,0.499,0.042,0.389,3.0,8.1,5.4,36.0,1.5,0.2,23.9,21.0,,-0.1,0.1,0.0,0.001,,0.8,-1.4,-0.6,0.1,1992
11,Dana Barros,PG,24.0,SEA,7.0,96.0,16.5,0.65,0.425,0.0,1.3,7.8,4.5,13.8,2.1,0.0,13.0,20.8,,0.2,0.0,0.2,0.11900000000000001,,4.2,0.5,4.7,0.2,1992
12,John Battle,SG,29.0,CLE,15.0,202.0,8.5,0.483,0.024,0.28,2.5,4.4,3.5,11.8,1.3,0.3,16.3,24.7,,-0.3,0.1,-0.2,-0.036000000000000004,,-3.3,-2.5,-5.8,-0.2,1992
13,William Bedford,C,28.0,DET,1.0,9.0,22.7,0.5,0.0,0.0,0.0,24.5,12.8,0.0,6.2,0.0,0.0,32.1,,0.0,0.0,0.0,0.14,,2.2,1.3,3.5,0.0,1992
14,Benoit Benjamin,C,27.0,SEA,9.0,161.0,15.3,0.562,0.024,0.439,7.6,28.1,17.7,4.6,1.6,5.3,14.1,15.4,,0.1,0.2,0.3,0.09,,-0.4,2.0,1.5,0.1,1992
15,David Benoit,SF,23.0,UTA,13.0,257.0,10.7,0.501,0.155,0.131,9.0,15.2,12.2,3.7,1.2,1.3,10.1,17.5,,0.1,0.2,0.3,0.055,,-1.4,-0.8,-2.2,0.0,1992
16,Larry Bird,SF,35.0,BOS,4.0,107.0,16.4,0.514,0.11900000000000001,0.095,2.2,19.6,10.4,27.8,0.5,1.3,12.1,20.6,,0.1,0.1,0.2,0.069,,1.7,0.4,2.2,0.1,1992
17,Lance Blanks,SG,25.0,DET,1.0,10.0,23.5,0.5,0.0,0.0,0.0,11.0,5.8,55.1,16.8,0.0,33.3,14.5,,0.0,0.1,0.0,0.207,,-0.8,16.2,15.5,0.0,1992
18,Mookie Blaylock,PG,24.0,NJN,4.0,148.0,10.9,0.335,0.109,0.073,3.3,8.7,5.8,27.6,5.0,0.9,11.0,17.6,,-0.2,0.2,-0.1,-0.017,,-3.0,2.8,-0.2,0.1,1992
19,Sam Bowie,C,30.0,NJN,4.0,112.0,9.9,0.483,0.061,0.364,7.0,11.5,9.0,10.7,1.3,1.7,11.6,15.8,,0.0,0.1,0.1,0.031,,-2.8,-0.1,-2.9,0.0,1992
21,Terrell Brandon,PG,21.0,CLE,12.0,157.0,8.7,0.414,0.055,0.073,3.2,12.7,8.2,29.1,1.0,0.4,16.2,19.6,,-0.2,0.2,0.0,-0.012,,-3.4,-1.1,-4.4,-0.1,1992
22,Chucky Brown,SF,23.0,LAL,3.0,44.0,13.5,0.439,0.053,0.316,7.9,23.1,15.2,9.1,0.0,3.1,4.4,23.6,,0.0,0.0,0.0,-0.013999999999999999,,1.1,-0.9,0.2,0.0,1992
23,Dee Brown,PG,23.0,BOS,6.0,120.0,16.0,0.515,0.068,0.136,2.9,9.8,6.2,35.9,0.4,2.3,13.0,19.8,,0.2,0.0,0.2,0.084,,1.4,0.6,2.0,0.1,1992
24,Mike Brown,C,28.0,UTA,16.0,274.0,9.0,0.494,0.0,0.547,10.3,19.2,14.9,6.1,0.4,0.5,14.7,18.1,,0.0,0.2,0.2,0.037000000000000005,,-3.3,-1.4,-4.8,-0.2,1992
25,Tony Brown,SF,31.0,SEA,5.0,22.0,10.5,0.496,0.667,1.167,0.0,11.4,5.6,12.4,0.0,0.0,0.0,17.9,,0.0,0.0,0.0,0.08900000000000001,,-0.1,-0.7,-0.8,0.0,1992
