,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Arron Afflalo,SG,22.0,DET,12.0,84.0,6.7,0.389,0.111,0.0,0.0,7.6,3.8,11.5,2.7,0.0,5.3,11.1,,0.0,0.1,0.0,0.027999999999999997,,-3.2,1.7,-1.5,0.0,2008
1,Malik Allen,PF,29.0,DAL,3.0,18.0,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,,0.0,0.0,0.0,-0.10800000000000001,,-9.2,-2.8,-12.1,0.0,2008
2,Ray Allen,SG,32.0,BOS,26.0,987.0,14.9,0.5760000000000001,0.447,0.29600000000000004,3.2,9.2,6.2,12.7,1.4,0.7,9.8,19.0,,2.0,1.1,3.1,0.152,,2.2,0.8,3.0,1.3,2008
3,Tony Allen,SG,26.0,BOS,15.0,65.0,10.8,0.5489999999999999,0.063,0.313,2.0,3.8,2.9,8.2,1.7,0.0,5.2,14.2,,0.1,0.1,0.1,0.1,,-2.2,1.0,-1.2,0.0,2008
4,Rafer Alston,PG,31.0,HOU,4.0,126.0,18.0,0.568,0.521,0.10400000000000001,1.7,3.6,2.7,28.4,1.8,0.0,10.7,21.2,,0.3,0.1,0.4,0.142,,4.3,1.9,6.2,0.3,2008
5,Lou Amundson,PF,25.0,PHI,2.0,10.0,33.9,0.512,0.0,0.5,60.3,26.1,43.8,0.0,0.0,0.0,0.0,22.8,,0.1,0.0,0.1,0.319,,9.8,-6.3,3.5,0.0,2008
6,Carmelo Anthony,SF,23.0,DEN,4.0,146.0,14.9,0.447,0.091,0.33,13.1,14.4,13.7,9.7,0.7,0.5,10.6,32.0,,0.0,-0.1,-0.1,-0.018000000000000002,,0.8,-3.4,-2.6,0.0,2008
7,Gilbert Arenas,PG,26.0,WAS,4.0,94.0,11.2,0.521,0.33299999999999996,0.33299999999999996,0.0,8.8,4.4,22.6,1.2,0.0,16.2,25.1,,0.0,0.0,0.0,0.012,,-0.5,-2.1,-2.6,0.0,2008
8,Trevor Ariza,SF,22.0,LAL,8.0,45.0,15.5,0.618,0.33299999999999996,0.33299999999999996,8.1,19.8,14.2,3.7,1.2,1.7,6.8,15.1,,0.1,0.1,0.1,0.156,,2.0,1.7,3.8,0.1,2008
9,Hilton Armstrong,C,23.0,NOH,8.0,72.0,14.5,0.603,0.0,0.769,14.2,16.9,15.5,0.0,0.0,7.5,18.7,14.4,,0.1,0.1,0.2,0.12,,-2.3,0.4,-1.9,0.0,2008
