,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Steven Adams,C,25.0,OKC,5.0,159.0,15.7,0.648,0.024,0.19,8.1,16.6,12.3,7.2,1.5,2.6,16.5,14.6,,0.2,0.1,0.3,0.10300000000000001,,-0.1,1.9,1.8,0.2,2019
1,LaMarcus Aldridge,C,33.0,SAS,7.0,244.0,21.8,0.517,0.091,0.273,8.4,21.1,14.8,13.1,1.1,2.3,4.9,27.0,,0.5,0.2,0.7,0.13,,2.5,-0.2,2.3,0.3,2019
2,Grayson Allen,SG,23.0,UTA,2.0,14.0,10.5,0.446,0.429,1.0,0.0,7.8,3.8,0.0,0.0,0.0,0.0,30.6,,0.0,0.0,0.0,0.003,,-1.6,-3.5,-5.1,0.0,2019
3,Jarrett Allen,C,20.0,BRK,5.0,110.0,22.5,0.674,0.0,0.625,13.0,19.3,15.9,15.9,1.3,2.0,16.4,18.0,,0.4,0.0,0.4,0.182,,2.0,1.4,3.4,0.2,2019
4,Al-Farouq Aminu,PF,28.0,POR,16.0,399.0,11.0,0.473,0.46799999999999997,0.33,7.7,18.9,13.3,7.5,1.1,2.1,11.4,15.3,,0.1,0.3,0.4,0.052000000000000005,,-0.8,-0.1,-0.9,0.1,2019
5,Giannis Antetokounmpo,PF,24.0,MIL,15.0,514.0,26.5,0.57,0.21,0.6409999999999999,7.5,27.7,17.9,25.1,1.6,5.3,13.0,32.2,,1.1,1.3,2.3,0.21899999999999997,,5.0,3.3,8.4,1.4,2019
6,D.J. Augustin,PG,31.0,ORL,5.0,141.0,16.7,0.6659999999999999,0.512,0.39,0.7,5.8,3.1,25.5,0.7,0.7,12.7,17.3,,0.4,0.0,0.4,0.138,,3.2,0.4,3.5,0.2,2019
7,Will Barton,SF,28.0,DEN,14.0,328.0,10.4,0.434,0.40700000000000003,0.193,4.7,16.9,10.7,11.0,0.6,2.2,8.2,21.6,,-0.2,0.2,0.0,-0.002,,-1.9,-1.2,-3.1,-0.1,2019
8,Aron Baynes,C,32.0,BOS,9.0,115.0,6.7,0.638,0.429,0.14300000000000002,5.6,16.1,11.1,3.9,1.3,2.4,25.2,7.6,,0.0,0.2,0.2,0.1,,-4.4,2.1,-2.3,0.0,2019
9,Malik Beasley,SG,22.0,DEN,14.0,281.0,12.1,0.53,0.505,0.33299999999999996,4.0,14.1,9.0,7.3,0.6,0.3,6.2,18.0,,0.3,0.1,0.4,0.075,,-0.8,-1.1,-1.9,0.0,2019
10,Marco Belinelli,SG,32.0,SAS,7.0,131.0,8.8,0.504,0.5529999999999999,0.158,0.0,10.6,5.3,8.5,0.0,1.2,4.7,15.1,,0.1,0.0,0.1,0.026000000000000002,,-1.4,-1.4,-2.8,0.0,2019
11,Jordan Bell,C,24.0,GSW,15.0,106.0,18.7,0.579,0.0,0.32299999999999995,7.8,12.7,10.3,15.1,1.8,6.4,5.3,15.3,,0.3,0.1,0.4,0.175,,0.4,3.0,3.4,0.1,2019
12,Dāvis Bertāns,PF,26.0,SAS,5.0,79.0,4.5,0.465,0.733,0.33299999999999996,0.0,10.8,5.5,8.3,0.0,1.0,5.5,10.7,,0.0,0.0,0.0,0.006999999999999999,,-3.8,-1.0,-4.8,-0.1,2019
13,Patrick Beverley,PG,30.0,LAC,6.0,195.0,13.7,0.584,0.638,0.17,4.3,24.3,13.7,19.7,1.4,2.6,16.5,12.7,,0.2,0.0,0.2,0.057999999999999996,,0.9,1.4,2.3,0.2,2019
14,Khem Birch,C,26.0,ORL,5.0,92.0,14.7,0.617,0.0,0.389,9.9,28.1,18.4,7.7,0.5,5.0,22.2,13.0,,0.1,0.1,0.2,0.092,,-1.1,1.5,0.4,0.1,2019
15,Eric Bledsoe,PG,29.0,MIL,15.0,423.0,14.2,0.494,0.389,0.276,4.9,8.2,6.6,23.7,1.8,1.3,13.7,24.4,,0.0,0.7,0.7,0.08,,-0.2,0.0,-0.2,0.2,2019
16,Bojan Bogdanović,SF,29.0,IND,4.0,148.0,15.2,0.511,0.349,0.27,2.0,16.3,8.5,14.1,2.7,0.0,7.8,23.7,,0.0,0.3,0.3,0.085,,0.4,1.4,1.9,0.1,2019
17,Andrew Bogut,C,34.0,GSW,19.0,179.0,17.3,0.6629999999999999,0.0,0.135,15.2,31.9,23.8,16.4,1.4,3.3,20.3,11.9,,0.5,0.2,0.7,0.18600000000000003,,-1.0,2.8,1.8,0.2,2019
18,Jonah Bolden,PF,23.0,PHI,10.0,79.0,-1.0,0.385,0.8420000000000001,0.21100000000000002,5.8,13.0,9.6,5.0,1.2,1.1,30.2,15.9,,-0.3,0.1,-0.2,-0.102,,-7.7,-1.4,-9.0,-0.1,2019
