,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Álex Abrines,SG,24.0,OKC,6.0,110.0,9.5,0.575,0.65,0.1,2.9,12.3,7.7,2.6,2.2,1.7,4.6,8.7,,0.1,0.1,0.2,0.107,,-1.3,1.9,0.5,0.1,2018
1,Steven Adams,C,24.0,OKC,6.0,200.0,16.0,0.609,0.0,0.28300000000000003,10.2,13.6,11.9,7.0,1.0,1.8,7.2,12.2,,0.5,0.2,0.7,0.158,,1.6,-0.3,1.3,0.2,2018
2,Bam Adebayo,C,20.0,MIA,5.0,77.0,6.1,0.402,0.067,0.9329999999999999,12.1,15.4,13.7,0.0,0.0,2.2,8.6,13.0,,-0.1,0.0,-0.1,-0.036000000000000004,,-4.3,-4.5,-8.8,-0.1,2018
3,LaMarcus Aldridge,C,32.0,SAS,5.0,177.0,24.8,0.599,0.063,0.525,7.8,22.6,14.7,13.2,0.9,1.0,8.4,27.8,,0.6,0.1,0.7,0.18899999999999997,,5.6,0.1,5.7,0.3,2018
4,Al-Farouq Aminu,PF,27.0,POR,4.0,131.0,21.3,0.652,0.5770000000000001,0.038,9.4,22.1,15.2,5.8,1.5,1.2,10.2,19.2,,0.4,0.0,0.4,0.152,,4.4,0.3,4.7,0.2,2018
5,Justin Anderson,SF,24.0,PHI,7.0,33.0,2.5,0.5,0.875,0.0,3.2,26.3,14.6,0.0,1.5,0.0,20.0,12.7,,0.0,0.0,0.0,0.013999999999999999,,-6.9,-0.6,-7.5,0.0,2018
6,Kyle Anderson,SF,24.0,SAS,5.0,73.0,17.5,0.62,0.2,0.2,7.2,13.3,10.1,7.4,4.2,1.2,12.1,15.5,,0.1,0.1,0.2,0.13,,-0.8,3.7,2.9,0.1,2018
7,Ryan Anderson,PF,29.0,HOU,11.0,95.0,7.0,0.475,0.75,0.0,4.6,10.6,7.6,9.0,1.6,0.9,13.0,10.8,,0.0,0.1,0.1,0.049,,-2.3,0.1,-2.2,0.0,2018
8,Giannis Antetokounmpo,PF,23.0,MIL,7.0,280.0,26.6,0.62,0.11599999999999999,0.455,3.7,23.5,14.3,28.2,1.9,1.9,10.5,28.2,,1.0,0.4,1.4,0.239,,5.6,1.4,7.1,0.6,2018
9,Carmelo Anthony,PF,33.0,OKC,6.0,194.0,9.7,0.452,0.389,0.20800000000000002,1.7,16.7,9.3,1.6,2.5,1.9,7.1,19.1,,-0.2,0.3,0.1,0.018000000000000002,,-2.0,-0.1,-2.2,0.0,2018
10,OG Anunoby,SF,20.0,TOR,10.0,238.0,12.7,0.695,0.5579999999999999,0.212,4.5,6.3,5.4,4.3,1.3,1.3,9.5,12.0,,0.5,0.0,0.5,0.094,,0.7,0.5,1.2,0.2,2018
11,Trevor Ariza,SF,32.0,HOU,17.0,582.0,7.6,0.488,0.655,0.223,1.7,10.8,6.2,5.5,1.6,0.3,6.1,12.5,,0.1,0.5,0.6,0.049,,-2.5,0.5,-2.1,0.0,2018
12,Luke Babbitt,SF,28.0,MIA,2.0,3.0,-13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,,0.0,0.0,0.0,-0.392,,-12.5,-9.0,-21.5,0.0,2018
13,Wade Baldwin,PG,21.0,POR,4.0,19.0,4.7,0.41,0.25,0.5,0.0,19.1,8.7,19.6,2.6,4.3,38.1,17.7,,-0.1,0.0,-0.1,-0.14,,-4.7,-0.1,-4.8,0.0,2018
14,Jerryd Bayless,SG,29.0,PHI,1.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.013000000000000001,,-4.7,-3.4,-8.1,0.0,2018
15,Aron Baynes,C,31.0,BOS,19.0,389.0,15.6,0.588,0.258,0.20199999999999999,13.0,22.0,17.4,7.7,0.5,2.5,7.6,12.4,,0.9,0.5,1.4,0.174,,0.0,0.6,0.7,0.3,2018
16,Bradley Beal,SG,24.0,WAS,6.0,216.0,17.0,0.588,0.41700000000000004,0.213,1.1,9.9,5.5,13.1,1.6,0.8,11.3,27.2,,0.3,0.1,0.4,0.078,,3.1,-0.6,2.5,0.2,2018
17,Marco Belinelli,SG,31.0,PHI,10.0,273.0,12.8,0.539,0.434,0.292,0.4,7.9,4.1,11.4,1.3,0.0,3.2,19.0,,0.5,0.2,0.7,0.129,,0.3,-0.6,-0.3,0.1,2018
18,Jordan Bell,C,23.0,GSW,17.0,173.0,14.6,0.537,0.031,0.43799999999999994,10.0,19.3,14.9,11.5,1.7,4.6,13.6,11.4,,0.2,0.3,0.6,0.165,,-0.3,2.5,2.2,0.2,2018
19,Dāvis Bertāns,PF,25.0,SAS,5.0,82.0,4.1,0.37200000000000005,0.889,0.611,1.3,14.8,7.6,10.7,1.3,0.0,4.2,13.3,,-0.1,0.0,-0.1,-0.028999999999999998,,-4.6,-1.4,-6.0,-0.1,2018
21,Nemanja Bjelica,PF,29.0,MIN,5.0,47.0,21.6,0.603,0.43799999999999994,0.43799999999999994,9.5,24.6,17.3,9.9,3.2,0.0,5.0,19.5,,0.1,0.0,0.2,0.195,,5.3,3.4,8.7,0.1,2018
22,Tarik Black,C,26.0,HOU,7.0,19.0,3.4,0.25,0.0,0.0,11.5,23.6,17.5,14.6,0.0,4.6,20.0,11.8,,0.0,0.0,0.0,-0.015,,-8.1,0.8,-7.3,0.0,2018
23,Eric Bledsoe,PG,28.0,MIL,7.0,225.0,12.9,0.512,0.262,0.23800000000000002,1.7,10.9,6.6,18.1,1.6,2.4,13.9,23.3,,-0.1,0.2,0.1,0.027000000000000003,,-0.7,-2.1,-2.8,0.0,2018
