,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Alaa Abdelnaby,PF,24.0,BOS,4.0,68.0,3.2,0.45799999999999996,0.0,0.0,3.7,20.6,12.1,2.2,0.0,0.9,27.3,21.9,,-0.2,0.0,-0.2,-0.145,,-8.4,-2.6,-11.0,-0.1,1993
1,Rafael Addison,SF,28.0,NJN,5.0,53.0,9.1,0.381,0.0,0.14300000000000002,6.8,6.6,6.7,14.4,3.0,0.0,11.8,21.9,,-0.1,0.1,0.0,-0.027999999999999997,,-3.5,0.5,-3.0,0.0,1993
2,Danny Ainge,SG,33.0,PHO,24.0,591.0,10.3,0.521,0.47100000000000003,0.22899999999999998,4.1,7.6,5.9,13.8,1.1,0.2,10.5,15.8,,0.7,0.1,0.8,0.067,,-0.3,-1.1,-1.4,0.1,1993
3,Eric Anderson,PF,22.0,NYK,2.0,6.0,-3.5,0.5,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,33.3,22.5,,0.0,0.0,0.0,-0.175,,-15.0,-1.9,-16.8,0.0,1993
4,Willie Anderson,SG,26.0,SAS,10.0,219.0,14.2,0.531,0.134,0.207,2.2,9.6,6.0,19.9,2.1,0.6,11.8,20.5,,0.2,0.2,0.5,0.102,,0.2,1.8,2.1,0.2,1993
5,Greg Anthony,PG,25.0,NYK,15.0,240.0,12.7,0.446,0.233,0.233,2.0,13.0,7.5,32.3,2.9,0.3,14.3,14.5,,0.2,0.3,0.5,0.10099999999999999,,-1.8,3.0,1.2,0.2,1993
6,B.J. Armstrong,PG,25.0,CHI,19.0,643.0,13.2,0.611,0.244,0.131,1.1,4.2,2.7,14.2,1.6,0.2,7.3,13.7,,1.5,0.4,1.8,0.13699999999999998,,0.8,0.0,0.8,0.4,1993
7,Vincent Askew,SG,26.0,SEA,12.0,103.0,20.9,0.606,0.0,0.561,10.7,10.9,10.8,15.1,0.5,0.7,12.0,24.9,,0.3,0.0,0.4,0.171,,4.5,-0.4,4.1,0.2,1993
8,Stacey Augmon,SG,24.0,ATL,3.0,93.0,11.9,0.496,0.0,0.387,3.4,6.5,4.8,9.1,2.3,0.0,9.9,18.9,,0.0,-0.1,0.0,-0.006999999999999999,,-1.0,-0.7,-1.7,0.0,1993
9,Isaac Austin,C,23.0,UTA,1.0,3.0,28.5,0.5,0.0,0.0,0.0,38.1,19.2,0.0,0.0,22.0,0.0,31.4,,0.0,0.0,0.0,0.207,,-0.9,12.1,11.2,0.0,1993
10,Charles Barkley,PF,29.0,PHO,24.0,1026.0,24.9,0.552,0.09300000000000001,0.452,10.9,25.4,18.4,17.5,2.0,1.5,8.0,27.3,,3.3,1.3,4.6,0.215,,6.2,0.7,6.9,2.3,1993
11,Dana Barros,PG,25.0,SEA,16.0,136.0,12.8,0.544,0.34,0.17,0.0,11.0,5.2,13.8,2.0,0.0,13.7,19.0,,0.1,0.1,0.2,0.064,,0.2,0.0,0.1,0.1,1993
12,John Battle,SG,30.0,CLE,1.0,6.0,-20.0,0.0,0.0,0.0,0.0,20.7,10.3,21.9,0.0,0.0,66.7,23.1,,-0.1,0.0,-0.1,-0.58,,-24.7,-7.2,-31.8,0.0,1993
13,Tony Bennett,PG,23.0,CHH,8.0,86.0,13.1,0.58,0.32,0.08,1.4,11.1,6.2,23.1,1.2,0.7,16.2,15.8,,0.1,0.1,0.2,0.10800000000000001,,1.0,0.1,1.0,0.1,1993
14,David Benoit,SF,24.0,UTA,5.0,136.0,9.1,0.396,0.22,0.317,6.0,14.3,10.2,6.0,1.2,2.9,4.1,16.9,,0.0,0.2,0.1,0.047,,-2.8,1.1,-1.6,0.0,1993
15,Rolando Blackman,SG,33.0,NYK,15.0,214.0,3.6,0.43799999999999994,0.23399999999999999,0.281,2.3,7.3,4.8,11.2,0.7,0.7,22.6,19.5,,-0.4,0.1,-0.3,-0.061,,-6.3,-1.4,-7.7,-0.3,1993
16,Mookie Blaylock,PG,25.0,ATL,3.0,99.0,8.7,0.488,0.48,0.24,2.1,13.4,7.4,20.1,1.6,2.6,28.5,17.0,,-0.1,0.0,-0.2,-0.083,,-2.0,-0.9,-2.9,0.0,1993
17,Muggsy Bogues,PG,28.0,CHH,9.0,346.0,14.3,0.499,0.024,0.171,2.0,10.3,6.1,29.7,3.6,0.0,16.2,13.4,,0.3,0.5,0.8,0.11,,0.1,1.7,1.8,0.3,1993
18,Sam Bowie,C,31.0,NJN,3.0,71.0,7.5,0.506,0.0,0.222,3.4,16.4,10.0,3.9,4.4,0.9,28.8,8.9,,-0.1,0.1,0.1,0.054000000000000006,,-4.1,3.1,-1.0,0.0,1993
19,Terrell Brandon,PG,22.0,CLE,8.0,132.0,13.3,0.51,0.109,0.196,3.7,12.2,7.9,21.1,2.9,1.5,21.9,22.4,,-0.1,0.2,0.1,0.02,,-0.4,0.5,0.2,0.1,1993
21,Randy Breuer,C,32.0,ATL,1.0,17.0,4.0,0.25,0.0,0.0,6.1,7.1,6.6,8.6,0.0,3.7,0.0,10.2,,0.0,0.0,0.0,-0.095,,-3.9,-2.5,-6.4,0.0,1993
22,Scott Brooks,PG,27.0,HOU,12.0,197.0,8.3,0.49200000000000005,0.31,0.31,0.6,4.8,2.9,22.8,2.4,0.0,21.4,14.1,,0.0,0.2,0.2,0.047,,-3.5,0.0,-3.5,-0.1,1993
23,Chucky Brown,SF,24.0,NJN,4.0,62.0,14.1,0.478,0.0,0.318,5.8,11.3,8.6,2.5,2.5,3.1,7.4,20.0,,0.0,0.1,0.1,0.08,,-0.3,1.5,1.2,0.1,1993
24,Dee Brown,PG,24.0,BOS,4.0,133.0,10.6,0.47700000000000004,0.171,0.341,1.9,3.8,2.9,15.6,0.8,1.9,11.3,18.0,,0.1,0.0,0.1,0.049,,-1.4,-1.1,-2.5,0.0,1993
25,Mike Brown,C,29.0,UTA,5.0,93.0,10.2,0.5529999999999999,0.0,0.44,5.0,14.7,9.9,3.8,0.0,0.7,14.4,17.7,,0.0,0.1,0.1,0.055999999999999994,,-2.6,0.1,-2.5,0.0,1993
26,Mark Bryant,C,27.0,POR,4.0,83.0,11.8,0.49700000000000005,0.0,0.135,11.8,11.4,11.6,0.0,0.0,2.4,13.3,23.2,,0.0,0.1,0.1,0.052000000000000005,,-2.5,-1.0,-3.5,0.0,1993
27,Matt Bullard,PF,25.0,HOU,12.0,169.0,14.2,0.6829999999999999,0.667,0.14300000000000002,3.0,11.8,7.8,11.8,1.2,1.8,16.8,14.5,,0.3,0.2,0.5,0.142,,3.6,1.2,4.8,0.3,1993
28,Michael Cage,C,31.0,SEA,19.0,378.0,12.3,0.518,0.0,0.225,13.7,21.1,17.2,3.8,1.8,1.4,15.4,12.1,,0.3,0.4,0.7,0.084,,-1.4,-0.3,-1.6,0.0,1993
29,Elden Campbell,PF,24.0,LAL,5.0,178.0,13.0,0.44,0.0,0.348,9.6,16.5,12.8,6.2,1.8,4.5,13.1,22.3,,-0.2,0.2,0.0,0.011000000000000001,,-2.3,0.6,-1.7,0.0,1993
30,Tony Campbell,SF,30.0,NYK,2.0,33.0,8.8,0.518,0.1,0.8,7.4,7.3,7.3,9.3,1.6,0.0,18.2,22.5,,0.0,0.0,0.0,0.049,,-4.0,-0.2,-4.2,0.0,1993
31,Antoine Carr,PF,31.0,SAS,8.0,171.0,16.4,0.536,0.0,0.135,9.0,16.1,12.7,9.0,0.9,3.5,8.2,22.1,,0.2,0.2,0.4,0.12,,0.2,1.2,1.4,0.2,1993
32,Bill Cartwright,C,35.0,CHI,19.0,444.0,11.5,0.522,0.0,0.364,7.7,15.6,11.7,9.2,1.3,0.5,10.2,13.2,,0.6,0.4,1.0,0.113,,-0.9,0.6,-0.3,0.2,1993
33,Cedric Ceballos,SF,23.0,PHO,16.0,185.0,21.5,0.602,0.0,0.314,8.4,14.5,11.6,12.2,1.4,2.4,5.9,20.4,,0.6,0.1,0.7,0.18899999999999997,,4.6,0.7,5.3,0.3,1993
34,Tom Chambers,PF,33.0,PHO,24.0,376.0,9.9,0.461,0.03,0.327,7.3,12.5,10.0,5.1,0.8,1.7,12.1,25.5,,-0.3,0.2,-0.1,-0.009000000000000001,,-4.2,-2.4,-6.6,-0.4,1993
35,Maurice Cheeks,PG,36.0,NJN,5.0,82.0,12.1,0.469,0.0,0.043,4.4,4.3,4.3,26.1,3.8,0.8,23.0,17.0,,-0.1,0.1,0.0,0.025,,-1.7,1.9,0.2,0.0,1993
36,Doug Christie,SG,22.0,LAL,5.0,39.0,7.5,0.409,0.273,0.0,2.6,9.0,5.5,22.1,2.7,3.4,26.7,16.7,,-0.1,0.0,0.0,-0.043,,-5.1,1.2,-3.9,0.0,1993
