,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Ray Allen,SG,24.0,MIL,5.0,186.0,22.7,0.552,0.289,0.244,6.5,13.3,10.1,12.2,2.3,0.0,8.3,26.9,,0.5,0.2,0.7,0.183,,6.0,-0.2,5.8,0.4,2000
1,Rafer Alston,PG,23.0,MIL,4.0,16.0,-11.6,0.0,0.33299999999999996,0.667,0.0,0.0,0.0,7.9,0.0,0.0,20.5,14.1,,-0.1,0.0,-0.1,-0.36700000000000005,,-11.3,-6.9,-18.3,-0.1,2000
2,Nick Anderson,SG,32.0,SAC,5.0,132.0,7.8,0.48,0.588,0.235,3.2,10.0,6.7,2.5,0.4,1.4,9.6,14.2,,0.0,-0.1,0.0,-0.013999999999999999,,-1.1,-1.3,-2.4,0.0,2000
3,Greg Anthony,PG,32.0,POR,15.0,213.0,11.9,0.508,0.596,0.308,1.2,8.3,4.8,20.0,3.4,1.5,16.9,16.3,,0.1,0.3,0.4,0.095,,-0.5,3.2,2.7,0.3,2000
4,Stacey Augmon,SG,31.0,POR,7.0,34.0,-0.2,0.349,0.0,0.16699999999999998,0.0,7.4,3.7,0.0,0.0,0.0,0.0,18.5,,-0.1,0.0,-0.1,-0.071,,-8.0,-3.7,-11.7,-0.1,2000
5,Toby Bailey,SG,24.0,PHO,5.0,15.0,9.1,0.34700000000000003,0.0,1.0,7.0,7.1,7.1,21.2,0.0,0.0,0.0,17.1,,0.0,0.0,0.0,0.036000000000000004,,0.6,-0.6,0.0,0.0,2000
6,Vin Baker,C,28.0,SEA,5.0,177.0,10.2,0.424,0.013000000000000001,0.22699999999999998,10.0,15.0,12.4,10.2,1.5,0.9,16.2,25.6,,-0.3,0.1,-0.2,-0.043,,-3.7,-1.8,-5.5,-0.2,2000
7,Brent Barry,SG,28.0,SEA,5.0,155.0,9.7,0.536,0.606,0.424,2.2,7.8,4.9,14.9,1.0,1.5,15.2,13.7,,0.2,0.1,0.2,0.07200000000000001,,-1.2,0.0,-1.2,0.0,2000
8,Jon Barry,SG,30.0,SAC,5.0,102.0,18.5,0.695,0.5710000000000001,0.762,2.1,9.9,6.1,19.2,1.5,0.0,12.5,14.2,,0.4,0.0,0.4,0.16899999999999998,,3.8,1.1,4.9,0.2,2000
9,Jonathan Bender,SF,19.0,IND,9.0,21.0,23.9,0.6940000000000001,0.16699999999999998,1.0,0.0,16.5,8.4,0.0,2.6,0.0,0.0,19.5,,0.1,0.0,0.1,0.247,,4.9,3.1,8.0,0.0,2000
