,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Kenny Anderson,PG,26.0,POR,4.0,169.0,17.1,0.62,0.413,0.435,1.4,11.7,6.3,20.4,2.3,0.5,16.7,18.6,,0.3,0.1,0.4,0.121,,2.5,0.8,3.3,0.2,1997
1,Nick Anderson,SG,29.0,ORL,5.0,130.0,8.4,0.38,0.41700000000000004,0.055999999999999994,2.6,23.2,12.8,4.4,1.3,6.4,14.0,16.4,,-0.3,0.2,-0.1,-0.04,,-2.6,1.7,-0.9,0.0,1997
2,Shandon Anderson,SG,23.0,UTA,18.0,296.0,11.3,0.53,0.182,0.424,8.4,11.2,9.8,7.3,2.1,0.3,14.2,14.7,,0.2,0.3,0.5,0.084,,0.0,0.7,0.7,0.2,1997
3,Willie Anderson,SG,30.0,MIA,9.0,120.0,4.5,0.48,0.267,0.33299999999999996,2.0,14.2,8.2,8.0,1.9,1.3,25.9,18.5,,-0.3,0.2,0.0,-0.006999999999999999,,-5.9,2.4,-3.5,0.0,1997
4,Darrell Armstrong,PG,28.0,ORL,5.0,143.0,20.8,0.597,0.429,0.31,2.4,14.6,8.5,24.7,3.2,0.7,12.8,19.0,,0.3,0.2,0.5,0.16699999999999998,,3.3,2.6,5.9,0.3,1997
5,Keith Askins,SF,29.0,MIA,12.0,146.0,10.3,0.606,0.522,0.174,8.8,13.2,11.1,8.8,1.1,1.1,10.8,9.1,,0.3,0.3,0.5,0.174,,-0.8,2.8,2.0,0.1,1997
6,Stacey Augmon,SG,28.0,POR,4.0,35.0,5.3,0.451,0.0,0.667,3.5,0.0,1.8,13.7,1.6,0.0,11.4,12.0,,0.0,0.0,0.0,0.015,,-3.8,0.0,-3.8,0.0,1997
7,Isaac Austin,C,27.0,MIA,15.0,287.0,10.7,0.518,0.049,0.38299999999999995,6.5,19.7,13.3,4.3,1.2,2.0,18.9,19.5,,-0.2,0.6,0.4,0.073,,-2.6,1.0,-1.6,0.0,1997
8,Charles Barkley,PF,33.0,HOU,16.0,605.0,20.5,0.557,0.192,0.677,13.0,24.1,18.7,15.2,1.7,0.9,14.3,22.9,,1.5,0.6,2.1,0.16399999999999998,,3.1,0.2,3.3,0.8,1997
9,Brent Barry,SG,25.0,LAC,3.0,84.0,16.3,0.565,0.40700000000000003,0.33299999999999996,1.3,10.1,5.2,21.7,2.6,0.0,11.4,20.1,,0.2,0.0,0.1,0.065,,1.6,0.7,2.3,0.1,1997
10,Jon Barry,SG,27.0,ATL,2.0,9.0,-13.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,,-0.1,0.0,-0.1,-0.381,,-12.8,-5.3,-18.1,0.0,1997
11,Mookie Blaylock,PG,29.0,ATL,10.0,441.0,16.0,0.502,0.552,0.136,3.5,15.1,9.7,29.2,2.7,0.4,17.7,21.9,,0.2,0.5,0.7,0.079,,2.7,2.1,4.8,0.8,1997
12,Corie Blount,PF,28.0,LAL,3.0,8.0,18.8,0.7979999999999999,0.0,2.0,0.0,30.5,15.4,23.2,0.0,0.0,0.0,11.3,,0.0,0.0,0.0,0.282,,1.6,5.2,6.8,0.0,1997
13,Muggsy Bogues,PG,32.0,CHH,2.0,58.0,19.9,0.7709999999999999,0.368,0.21100000000000002,2.1,5.1,3.4,15.2,1.0,0.0,22.4,21.6,,0.2,-0.1,0.1,0.10300000000000001,,6.3,-3.6,2.6,0.1,1997
14,Scott Brooks,PG,31.0,NYK,4.0,7.0,14.0,0.615,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,,0.0,0.0,0.0,0.159,,0.7,0.0,0.8,0.0,1997
15,Mike Brown,C,33.0,PHO,4.0,27.0,12.1,0.6459999999999999,0.0,1.6,8.5,8.2,8.3,5.9,0.0,0.0,10.5,15.6,,0.1,0.0,0.1,0.122,,-0.6,-0.5,-1.1,0.0,1997
16,P.J. Brown,PF,27.0,MIA,15.0,451.0,14.0,0.483,0.0,0.515,12.5,20.4,16.5,4.2,1.1,3.6,11.2,15.1,,0.3,1.0,1.3,0.141,,-0.1,1.8,1.7,0.4,1997
17,Randy Brown,PG,28.0,CHI,17.0,98.0,4.4,0.326,0.0,0.16699999999999998,3.4,8.7,6.0,9.7,4.6,1.9,11.0,17.2,,-0.2,0.2,0.0,0.006999999999999999,,-8.8,3.6,-5.2,-0.1,1997
18,Kobe Bryant,SF,18.0,LAL,9.0,133.0,12.5,0.5429999999999999,0.418,0.545,0.9,9.2,5.1,16.4,1.3,1.3,17.0,29.8,,0.0,0.1,0.1,0.042,,-1.2,-0.5,-1.7,0.0,1997
19,Mark Bryant,PF,31.0,PHO,4.0,36.0,4.0,0.486,0.0,0.3,3.2,9.2,6.3,0.0,0.0,0.0,15.0,16.3,,0.0,0.0,-0.1,-0.08800000000000001,,-4.6,-3.6,-8.1,-0.1,1997
21,Jud Buechler,SF,28.0,CHI,18.0,138.0,10.5,0.49700000000000005,0.387,0.161,7.3,12.4,9.7,5.8,1.2,0.7,2.9,11.6,,0.2,0.2,0.4,0.135,,0.1,1.4,1.4,0.1,1997
22,Matt Bullard,PF,29.0,HOU,2.0,7.0,45.4,1.5,1.0,0.0,17.6,16.2,16.9,0.0,0.0,0.0,0.0,13.2,,0.0,0.0,0.0,0.29100000000000004,,24.1,5.9,30.1,0.1,1997
23,Mitchell Butler,SG,26.0,POR,2.0,4.0,16.9,0.5,0.0,0.0,0.0,32.9,15.7,0.0,0.0,0.0,0.0,23.9,,0.0,0.0,0.0,0.044000000000000004,,1.5,-2.0,-0.6,0.0,1997
24,Jason Caffey,PF,23.0,CHI,17.0,167.0,12.5,0.523,0.0,0.424,16.8,12.4,14.7,14.2,1.0,1.6,23.5,14.3,,0.2,0.2,0.4,0.11699999999999999,,-0.7,0.2,-0.5,0.1,1997
