,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Michael Adams,PG,27.0,DEN,3.0,105.0,9.5,0.52,0.588,0.235,0.0,6.0,2.8,22.0,1.7,0.0,17.6,16.8,,0.0,0.0,0.0,-0.017,,-1.8,-2.0,-3.8,0.0,1990
1,Mark Aguirre,SF,30.0,DET,20.0,439.0,15.1,0.529,0.13,0.28300000000000003,8.3,15.7,12.0,10.2,1.2,0.5,12.7,23.7,,0.4,0.8,1.2,0.128,,0.4,0.9,1.4,0.4,1990
2,Steve Alford,PG,25.0,DAL,3.0,42.0,17.7,0.569,0.33299999999999996,0.278,2.8,5.0,3.9,31.3,1.2,0.0,12.9,23.9,,0.1,0.0,0.1,0.11,,4.2,-0.5,3.6,0.1,1990
3,Greg Anderson,PF,25.0,MIL,4.0,101.0,11.3,0.6559999999999999,0.0,0.737,7.4,23.1,15.1,0.0,0.5,2.6,13.7,13.1,,0.1,0.0,0.1,0.067,,-2.8,-0.7,-3.5,0.0,1990
4,Ron Anderson,SF,31.0,PHI,10.0,256.0,11.6,0.527,0.054000000000000006,0.32299999999999995,2.7,15.3,8.7,8.6,0.8,0.0,12.4,21.0,,0.1,0.0,0.1,0.026000000000000002,,-1.8,-1.1,-3.0,-0.1,1990
5,Willie Anderson,SG,23.0,SAS,10.0,375.0,16.2,0.5579999999999999,0.03,0.214,4.7,10.5,7.7,18.8,1.1,0.7,12.4,22.1,,0.6,0.4,1.0,0.127,,1.6,0.6,2.2,0.4,1990
6,B.J. Armstrong,PG,22.0,CHI,16.0,217.0,9.3,0.441,0.065,0.387,1.6,9.6,5.5,19.2,2.4,0.0,14.2,17.2,,-0.1,0.3,0.2,0.045,,-3.2,0.4,-2.8,0.0,1990
7,John Bagley,PG,29.0,BOS,5.0,70.0,10.5,0.5670000000000001,0.067,0.267,5.6,1.6,3.5,29.1,2.7,0.8,34.9,15.5,,0.0,0.0,0.0,-0.013999999999999999,,-1.5,-1.3,-2.8,0.0,1990
8,Thurl Bailey,SF,28.0,UTA,5.0,190.0,17.2,0.5329999999999999,0.0,0.273,4.5,15.4,9.6,6.0,1.3,2.2,4.8,23.4,,0.3,0.2,0.5,0.114,,1.3,0.9,2.2,0.2,1990
9,Charles Barkley,SF,26.0,PHI,10.0,419.0,25.0,0.589,0.111,0.667,18.0,26.8,22.2,17.7,1.0,1.1,12.5,25.3,,1.3,0.2,1.5,0.17600000000000002,,7.0,-0.6,6.4,0.9,1990
10,Kenny Battle,SG,25.0,PHO,8.0,34.0,-1.1,0.335,0.0,0.077,3.5,12.1,8.1,0.0,0.0,0.0,13.0,19.2,,-0.1,0.0,-0.1,-0.12300000000000001,,-9.6,-3.7,-13.3,-0.1,1990
11,William Bedford,C,26.0,DET,5.0,19.0,-0.4,0.29100000000000004,0.0,0.33299999999999996,0.0,12.1,6.1,0.0,0.0,3.6,0.0,15.9,,0.0,0.0,0.0,-0.017,,-9.6,0.3,-9.3,0.0,1990
