,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Ray Allen,SG,37.0,MIA,23.0,573.0,14.4,0.598,0.5579999999999999,0.314,2.9,10.8,6.9,8.3,1.2,0.4,12.1,18.8,,1.1,0.5,1.5,0.129,,1.5,-0.8,0.7,0.4,2013
1,Tony Allen,SG,31.0,MEM,15.0,422.0,17.7,0.512,0.064,0.46399999999999997,9.9,16.2,12.9,11.3,3.9,1.0,11.2,18.7,,0.6,0.7,1.3,0.14800000000000002,,0.4,3.9,4.2,0.7,2013
2,Chris Andersen,C,34.0,MIA,20.0,303.0,24.9,0.815,0.0,0.86,13.3,17.6,15.5,1.7,1.6,6.2,12.3,14.3,,1.4,0.5,1.9,0.309,,2.8,2.8,5.5,0.6,2013
3,James Anderson,SG,23.0,HOU,2.0,18.0,-1.4,0.2,0.6,0.0,6.1,18.9,12.4,0.0,0.0,0.0,0.0,12.2,,0.0,0.0,-0.1,-0.14,,-7.5,-3.2,-10.7,0.0,2013
4,Carmelo Anthony,PF,28.0,NYK,12.0,481.0,20.4,0.49700000000000005,0.184,0.281,2.5,18.2,9.7,9.3,1.5,0.4,8.2,38.0,,0.4,0.8,1.1,0.114,,4.1,-1.2,2.9,0.6,2013
5,Joel Anthony,C,30.0,MIA,14.0,71.0,6.4,0.3,0.0,0.0,17.7,18.8,18.3,0.0,1.5,4.8,23.1,8.9,,0.0,0.1,0.1,0.047,,-4.9,-0.7,-5.6,-0.1,2013
6,Darrell Arthur,PF,24.0,MEM,15.0,175.0,11.1,0.509,0.038,0.17,9.1,17.3,13.0,6.2,0.6,1.9,10.9,17.0,,0.2,0.2,0.3,0.086,,-3.4,1.2,-2.3,0.0,2013
7,Ömer Aşık,C,26.0,HOU,6.0,208.0,16.9,0.62,0.0,1.205,11.1,25.1,18.0,2.4,0.7,4.2,16.7,15.2,,0.4,0.1,0.5,0.12300000000000001,,0.2,0.8,1.0,0.2,2013
8,D.J. Augustin,PG,25.0,IND,19.0,316.0,9.7,0.579,0.6759999999999999,0.43700000000000006,0.8,4.6,2.8,7.1,1.2,0.0,10.6,14.0,,0.5,0.2,0.7,0.106,,-1.1,0.8,-0.3,0.1,2013
9,Gustavo Ayón,C,27.0,MIL,3.0,7.0,14.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,,0.0,0.0,0.0,-0.045,,0.3,-3.9,-3.6,0.0,2013
10,Jeff Ayres,PF,25.0,IND,9.0,71.0,2.0,0.33299999999999996,0.042,0.0,6.9,22.2,14.9,2.5,0.0,2.3,11.1,17.8,,-0.2,0.1,-0.1,-0.052000000000000005,,-8.0,-1.5,-9.5,-0.1,2013
11,Harrison Barnes,SF,20.0,GSW,12.0,461.0,13.8,0.544,0.321,0.21600000000000003,4.6,13.7,9.4,5.1,0.8,0.8,8.3,18.7,,0.7,0.3,1.0,0.10300000000000001,,0.5,-0.1,0.4,0.3,2013
12,Matt Barnes,SF,32.0,LAC,6.0,162.0,18.4,0.6779999999999999,0.386,0.43200000000000005,5.7,17.6,11.9,3.2,1.3,0.9,8.7,17.2,,0.6,0.0,0.6,0.166,,3.4,-0.3,3.1,0.2,2013
13,Brandon Bass,PF,27.0,BOS,6.0,204.0,9.3,0.562,0.0,0.517,5.2,17.3,11.8,6.7,0.5,0.4,12.3,10.1,,0.2,0.3,0.5,0.12,,-2.2,1.3,-0.8,0.1,2013
14,Shane Battier,SF,34.0,MIA,22.0,392.0,7.4,0.489,0.946,0.301,2.9,9.0,6.0,4.6,0.7,1.3,4.5,13.6,,0.4,0.3,0.6,0.077,,-0.9,-1.1,-2.0,0.0,2013
15,Jerryd Bayless,PG,24.0,MEM,15.0,320.0,11.5,0.46799999999999997,0.431,0.19,0.4,11.5,5.6,18.4,1.2,1.3,9.7,24.0,,0.0,0.3,0.3,0.04,,-0.8,0.1,-0.7,0.1,2013
16,Aron Baynes,C,26.0,SAS,4.0,23.0,10.6,0.5710000000000001,0.0,0.0,10.3,14.5,12.5,0.0,0.0,0.0,12.5,16.5,,0.0,0.0,0.0,0.09,,-5.0,-2.5,-7.5,0.0,2013
17,Kent Bazemore,SG,23.0,GSW,9.0,16.0,-13.7,0.102,0.125,0.5,7.4,26.7,17.5,17.1,3.2,0.0,17.0,32.8,,-0.2,0.0,-0.2,-0.514,,-19.6,-4.8,-24.4,-0.1,2013
18,Marco Belinelli,SG,26.0,CHI,12.0,325.0,13.7,0.547,0.439,0.308,0.0,13.6,6.6,16.6,0.8,0.0,11.0,19.8,,0.5,0.0,0.5,0.079,,0.0,0.5,0.5,0.2,2013
19,Patrick Beverley,PG,24.0,HOU,6.0,200.0,14.6,0.521,0.369,0.10800000000000001,6.0,12.5,9.2,14.8,1.8,1.8,8.1,16.3,,0.4,0.0,0.4,0.096,,1.0,1.2,2.2,0.2,2013
