,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Jordan Adams,SG,20.0,MEM,4.0,0.0,10.0,7.2,10.8,0.667,3.6,3.6,1.0,3.6,7.2,0.5,7.2,14.4,0.5,0.0,3.6,3.6,0.0,3.6,0.0,0.0,0.0,25.2,2015
1,Arron Afflalo,SG,29.0,POR,3.0,3.0,60.0,1.2,7.2,0.16699999999999998,0.6,2.4,0.25,0.6,4.8,0.125,0.0,0.6,0.0,0.0,4.2,4.2,1.2,0.0,0.0,1.8,3.6,3.0,2015
2,Alexis Ajinça,C,26.0,NOP,3.0,0.0,10.0,14.4,14.4,1.0,0.0,0.0,,14.4,14.4,1.0,0.0,0.0,,0.0,3.6,3.6,3.6,3.6,0.0,0.0,7.2,28.8,2015
3,LaMarcus Aldridge,PF,29.0,POR,5.0,5.0,208.0,6.4,19.4,0.33,0.5,1.9,0.273,5.9,17.5,0.337,5.5,6.2,0.889,3.6,6.1,9.7,1.6,0.3,2.1,1.4,2.8,18.9,2015
4,Tony Allen,SG,33.0,MEM,10.0,9.0,279.0,3.6,7.4,0.491,0.1,0.9,0.14300000000000002,3.5,6.5,0.54,1.2,1.5,0.75,1.8,4.9,6.7,1.9,3.1,1.4,1.7,3.5,8.5,2015
5,Al-Farouq Aminu,SF,24.0,DAL,5.0,2.0,150.0,4.1,7.4,0.5479999999999999,1.7,2.6,0.636,2.4,4.8,0.5,3.6,4.6,0.789,3.4,5.3,8.6,1.4,2.4,1.9,1.4,3.6,13.4,2015
6,Alan Anderson,SG,32.0,BRK,6.0,0.0,142.0,6.3,10.4,0.61,2.5,4.1,0.625,3.8,6.3,0.6,1.5,2.3,0.667,0.5,4.8,5.3,1.8,1.0,0.3,2.0,2.3,16.7,2015
7,Ryan Anderson,PF,26.0,NOP,4.0,0.0,95.0,6.1,13.6,0.444,1.9,4.5,0.41700000000000004,4.2,9.1,0.45799999999999996,2.3,2.3,1.0,2.7,3.8,6.4,3.4,0.0,0.8,1.5,4.5,16.3,2015
8,Giannis Antetokounmpo,SG,20.0,MIL,6.0,6.0,201.0,4.7,12.7,0.366,0.0,0.2,0.0,4.7,12.5,0.371,3.0,4.1,0.7390000000000001,2.1,5.4,7.5,2.9,0.5,1.6,2.0,3.2,12.4,2015
9,Pero Antić,C,32.0,ATL,15.0,1.0,199.0,2.9,9.0,0.32,2.0,5.8,0.344,0.9,3.3,0.278,3.6,4.5,0.8,1.6,6.2,7.8,0.7,0.4,0.5,0.9,6.9,11.4,2015
10,Trevor Ariza,SF,29.0,HOU,17.0,17.0,655.0,4.1,9.7,0.426,2.0,5.3,0.375,2.1,4.4,0.488,2.1,2.3,0.905,1.0,5.0,6.0,2.4,1.6,0.1,1.3,2.8,12.3,2015
11,Ömer Aşık,C,28.0,NOP,4.0,4.0,79.0,0.9,4.6,0.2,0.0,0.0,,0.9,4.6,0.2,1.8,3.2,0.5710000000000001,5.5,7.7,13.2,2.7,2.3,0.0,2.3,4.6,3.6,2015
12,Jeff Ayres,PF,27.0,SAS,3.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,,0.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,2015
13,Leandro Barbosa,SG,32.0,GSW,21.0,0.0,229.0,6.1,13.8,0.44299999999999995,1.3,3.6,0.348,4.9,10.2,0.47700000000000004,2.8,3.5,0.818,1.3,3.0,4.2,2.8,0.9,0.2,1.9,3.8,16.3,2015
14,J.J. Barea,PG,30.0,DAL,5.0,2.0,154.0,5.8,13.3,0.439,0.9,3.7,0.25,4.9,9.6,0.512,1.2,1.4,0.833,1.2,4.4,5.6,8.6,0.9,0.0,3.3,4.0,13.8,2015
15,Harrison Barnes,SF,22.0,GSW,21.0,21.0,681.0,4.7,10.6,0.44,1.2,3.3,0.355,3.5,7.3,0.478,1.3,1.8,0.735,2.4,3.4,5.8,1.7,0.9,0.6,1.2,2.4,11.8,2015
16,Matt Barnes,SF,34.0,LAC,14.0,14.0,409.0,3.3,8.8,0.38,1.4,5.3,0.267,1.9,3.5,0.55,1.3,1.8,0.75,1.4,4.8,6.2,1.9,1.8,0.9,1.4,4.8,9.4,2015
17,Brandon Bass,PF,29.0,BOS,4.0,4.0,86.0,2.9,8.4,0.35,0.0,0.0,,2.9,8.4,0.35,2.5,4.2,0.6,1.3,2.1,3.3,4.2,0.4,1.3,1.3,1.7,8.4,2015
18,Nicolas Batum,SF,26.0,POR,5.0,5.0,209.0,4.1,12.1,0.34299999999999997,2.2,6.7,0.33299999999999996,1.9,5.3,0.355,1.7,2.2,0.769,1.0,6.4,7.4,4.5,0.2,0.2,2.1,1.9,12.2,2015
19,Jerryd Bayless,PG,26.0,MIL,6.0,0.0,120.0,3.6,10.5,0.34299999999999997,0.6,2.1,0.28600000000000003,3.0,8.4,0.35700000000000004,3.9,5.1,0.765,1.2,3.3,4.5,5.4,0.6,0.6,1.2,3.6,11.7,2015
21,Aron Baynes,C,28.0,SAS,4.0,0.0,40.0,2.7,9.0,0.3,0.0,0.0,,2.7,9.0,0.3,2.7,2.7,1.0,2.7,6.3,9.0,0.9,0.0,0.0,2.7,8.1,8.1,2015
22,Kent Bazemore,SG,25.0,ATL,16.0,2.0,303.0,3.6,8.4,0.423,0.7,3.3,0.214,2.9,5.1,0.5579999999999999,2.5,3.7,0.677,0.4,5.9,6.3,1.5,1.3,1.1,1.3,3.0,10.3,2015
23,Bradley Beal,SG,21.0,WAS,10.0,10.0,418.0,7.0,17.2,0.405,2.0,5.4,0.365,5.0,11.8,0.423,4.2,5.1,0.831,1.2,3.5,4.7,4.0,1.4,0.6,2.2,1.6,20.2,2015
24,Marco Belinelli,SG,28.0,SAS,7.0,0.0,116.0,6.2,12.1,0.513,4.3,9.3,0.467,1.9,2.8,0.667,3.4,4.0,0.846,0.6,3.4,4.0,3.1,0.6,0.0,1.6,3.1,20.2,2015
25,Steve Blake,PG,34.0,POR,5.0,0.0,43.0,1.7,9.2,0.182,0.8,6.7,0.125,0.8,2.5,0.33299999999999996,1.7,1.7,1.0,0.0,0.8,0.8,6.7,0.0,0.8,1.7,3.3,5.9,2015
26,Bojan Bogdanović,SF,25.0,BRK,6.0,5.0,206.0,4.0,10.3,0.39,1.9,5.8,0.33299999999999996,2.1,4.5,0.462,0.9,1.2,0.7140000000000001,0.5,3.5,4.0,1.7,0.7,0.3,1.4,2.1,10.8,2015
27,Andrew Bogut,C,30.0,GSW,19.0,18.0,440.0,3.4,6.1,0.56,0.0,0.1,0.0,3.4,6.1,0.568,0.4,1.1,0.385,3.4,9.2,12.5,2.9,0.9,2.8,2.1,5.6,7.3,2015
28,Matt Bonner,PF,34.0,SAS,7.0,0.0,36.0,2.0,10.0,0.2,2.0,9.0,0.222,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,6.0,1.0,0.0,1.0,1.0,8.0,6.0,2015
29,Avery Bradley,SG,24.0,BOS,4.0,4.0,133.0,5.1,13.5,0.38,1.4,5.1,0.263,3.8,8.4,0.452,1.6,1.9,0.857,0.8,3.2,4.1,0.8,0.8,0.0,0.8,3.5,13.3,2015
30,Elton Brand,C,35.0,ATL,3.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,9.0,18.0,0.5,0.0,9.0,9.0,0.0,0.0,0.0,0.0,27.0,9.0,2015
