,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Alaa Abdelnaby,PF,24.0,BOS,4.0,4.0,68.0,5.8,12.7,0.45799999999999996,0.0,0.0,,5.8,12.7,0.45799999999999996,0.0,0.0,,1.1,5.8,6.9,0.5,0.0,0.5,4.8,3.7,11.6,1993
1,Rafael Addison,SF,28.0,NJN,5.0,0.0,53.0,4.8,14.3,0.33299999999999996,0.0,0.0,,4.8,14.3,0.33299999999999996,2.0,2.0,1.0,2.0,2.0,4.1,3.4,2.0,0.0,2.0,2.0,11.5,1993
2,Danny Ainge,SG,33.0,PHO,24.0,0.0,591.0,3.9,10.4,0.376,2.0,4.9,0.413,1.9,5.5,0.344,2.1,2.4,0.872,1.2,2.4,3.7,3.4,0.7,0.1,1.3,3.7,11.9,1993
3,Eric Anderson,PF,22.0,NYK,2.0,0.0,6.0,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,6.0,12.0,12.0,1993
4,Willie Anderson,SG,26.0,SAS,10.0,0.0,219.0,6.1,13.5,0.451,1.0,1.8,0.545,5.1,11.7,0.43700000000000006,2.5,2.8,0.882,0.7,3.1,3.8,4.6,1.5,0.3,2.0,3.8,15.6,1993
5,Greg Anthony,PG,25.0,NYK,15.0,0.0,240.0,3.6,9.0,0.4,0.5,2.1,0.214,3.2,6.9,0.457,1.2,2.1,0.5710000000000001,0.6,3.9,4.5,7.8,1.9,0.1,1.6,3.9,8.8,1993
6,B.J. Armstrong,PG,25.0,CHI,19.0,19.0,643.0,4.9,9.4,0.524,1.2,2.3,0.512,3.8,7.1,0.528,1.1,1.2,0.909,0.3,1.2,1.6,3.5,1.1,0.1,0.8,2.7,12.1,1993
7,Vincent Askew,SG,26.0,SEA,12.0,0.0,103.0,8.0,14.3,0.561,0.0,0.0,,8.0,14.3,0.561,5.6,8.0,0.696,3.5,3.1,6.6,3.1,0.3,0.3,2.4,4.2,21.7,1993
8,Stacey Augmon,SG,24.0,ATL,3.0,3.0,93.0,5.4,12.0,0.452,0.0,0.0,,5.4,12.0,0.452,3.1,4.6,0.667,1.2,1.9,3.1,1.9,1.5,0.0,1.5,2.7,13.9,1993
9,Isaac Austin,C,23.0,UTA,1.0,0.0,3.0,12.0,24.0,0.5,0.0,0.0,,12.0,24.0,0.5,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,12.0,0.0,12.0,24.0,1993
10,Charles Barkley,PF,29.0,PHO,24.0,24.0,1026.0,8.1,16.9,0.47700000000000004,0.4,1.6,0.222,7.7,15.3,0.503,5.9,7.6,0.7709999999999999,3.3,8.2,11.4,3.6,1.4,0.9,1.8,2.6,22.4,1993
