,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Arron Afflalo,SG,23.0,DET,4.0,0.0,66.0,5.5,11.5,0.47600000000000003,1.1,5.5,0.2,4.4,6.0,0.727,1.6,2.7,0.6,0.5,1.1,1.6,0.5,0.0,1.1,1.6,4.9,13.6,2009
1,LaMarcus Aldridge,PF,23.0,POR,6.0,6.0,237.0,7.7,15.8,0.49,0.2,0.6,0.25,7.6,15.2,0.5,2.1,3.0,0.7,1.4,5.5,6.8,1.2,0.5,1.5,1.5,2.4,17.8,2009
2,Ray Allen,SG,33.0,BOS,14.0,14.0,565.0,5.3,13.1,0.40299999999999997,2.2,6.4,0.35,3.1,6.8,0.45299999999999996,3.5,3.7,0.948,0.8,2.7,3.5,2.4,1.0,0.3,1.6,2.2,16.3,2009
3,Tony Allen,SG,27.0,BOS,10.0,0.0,60.0,2.4,4.8,0.5,0.0,0.0,,2.4,4.8,0.5,0.6,0.6,1.0,0.6,4.8,5.4,1.8,1.2,0.0,0.6,2.4,5.4,2009
4,Rafer Alston,PG,32.0,ORL,23.0,23.0,740.0,5.2,13.6,0.38,1.8,5.5,0.319,3.4,8.1,0.42200000000000004,1.6,2.1,0.75,0.1,2.6,2.7,4.6,1.6,0.2,1.9,2.6,13.7,2009
5,Chris Andersen,C,30.0,DEN,15.0,0.0,328.0,3.7,5.9,0.63,0.0,0.1,0.0,3.7,5.8,0.642,3.2,4.8,0.659,3.2,7.2,10.4,1.0,0.5,3.5,0.9,4.6,10.6,2009
6,Carmelo Anthony,SF,24.0,DEN,16.0,16.0,612.0,8.6,18.9,0.45299999999999996,1.4,3.9,0.364,7.2,15.1,0.47700000000000004,7.0,8.5,0.826,1.5,3.9,5.5,3.8,1.6,0.6,2.2,3.5,25.6,2009
7,Joel Anthony,C,26.0,MIA,6.0,2.0,88.0,1.6,2.0,0.8,0.0,0.0,,1.6,2.0,0.8,0.8,0.8,1.0,3.7,4.1,7.8,0.8,0.0,2.9,0.4,3.7,4.1,2009
8,Trevor Ariza,SF,23.0,LAL,23.0,23.0,722.0,4.6,9.2,0.49700000000000005,2.0,4.2,0.47600000000000003,2.6,5.0,0.515,1.8,3.2,0.563,1.1,3.7,4.8,2.7,1.8,0.5,1.9,3.6,13.0,2009
9,Hilton Armstrong,C,24.0,NOH,4.0,1.0,53.0,4.1,8.8,0.462,0.0,0.0,,4.1,8.8,0.462,2.0,6.8,0.3,2.0,3.4,5.4,0.7,2.7,0.7,4.1,10.2,10.2,2009
