,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Steven Adams,C,25.0,OKC,5.0,5.0,159.0,6.3,9.5,0.667,0.0,0.2,0.0,6.3,9.3,0.6829999999999999,0.7,1.8,0.375,2.7,5.4,8.2,1.6,1.1,1.1,2.0,2.9,13.4,2019
1,LaMarcus Aldridge,C,33.0,SAS,7.0,7.0,244.0,8.1,17.9,0.455,0.4,1.6,0.273,7.7,16.2,0.473,4.0,4.9,0.818,2.8,7.1,9.9,2.8,0.7,1.0,1.0,3.1,20.7,2019
2,Grayson Allen,SG,23.0,UTA,2.0,0.0,14.0,5.1,18.0,0.28600000000000003,0.0,7.7,0.0,5.1,10.3,0.5,12.9,18.0,0.7140000000000001,0.0,2.6,2.6,0.0,0.0,0.0,0.0,0.0,23.1,2019
3,Jarrett Allen,C,20.0,BRK,5.0,5.0,110.0,6.2,10.5,0.594,0.0,0.0,,6.2,10.5,0.594,5.6,6.5,0.85,4.9,6.2,11.1,3.6,1.0,1.0,2.6,4.3,18.0,2019
4,Al-Farouq Aminu,PF,28.0,POR,16.0,16.0,399.0,3.4,9.8,0.349,1.4,4.6,0.294,2.1,5.2,0.397,2.4,3.2,0.75,2.6,6.4,9.0,1.9,0.8,0.9,1.4,3.1,10.6,2019
5,Giannis Antetokounmpo,PF,24.0,MIL,15.0,15.0,514.0,9.0,18.4,0.49200000000000005,1.3,3.9,0.327,7.8,14.5,0.536,7.5,11.8,0.637,2.6,10.3,12.9,5.1,1.2,2.1,3.5,3.4,26.8,2019
6,D.J. Augustin,PG,31.0,ORL,5.0,5.0,141.0,5.1,10.5,0.488,2.6,5.4,0.47600000000000003,2.6,5.1,0.5,3.6,4.1,0.875,0.3,1.8,2.0,4.9,0.5,0.3,1.8,1.8,16.3,2019
7,Will Barton,SF,28.0,DEN,14.0,3.0,328.0,5.2,14.8,0.348,1.6,6.0,0.273,3.5,8.8,0.4,2.0,2.9,0.6920000000000001,1.6,5.7,7.4,2.6,0.4,1.0,1.4,2.1,13.9,2019
8,Aron Baynes,C,32.0,BOS,9.0,5.0,115.0,2.5,4.4,0.5710000000000001,0.6,1.9,0.33299999999999996,1.9,2.5,0.75,0.3,0.6,0.5,1.9,5.9,7.8,0.9,0.9,0.9,1.6,6.3,5.9,2019
9,Malik Beasley,SG,22.0,DEN,14.0,0.0,281.0,4.6,11.9,0.387,2.4,6.0,0.40399999999999997,2.2,5.9,0.37,2.8,4.0,0.71,1.4,4.7,6.1,1.8,0.4,0.1,0.9,2.6,14.5,2019
10,Marco Belinelli,SG,32.0,SAS,7.0,0.0,131.0,3.8,10.4,0.368,2.2,5.8,0.381,1.6,4.7,0.353,1.4,1.6,0.833,0.0,3.6,3.6,2.2,0.0,0.5,0.5,1.9,11.3,2019
11,Jordan Bell,C,24.0,GSW,15.0,2.0,106.0,5.8,10.5,0.5479999999999999,0.0,0.0,,5.8,10.5,0.5479999999999999,2.4,3.4,0.7,2.4,4.1,6.5,3.7,1.4,2.4,0.7,4.4,13.9,2019
12,Dāvis Bertāns,PF,26.0,SAS,5.0,0.0,79.0,2.3,6.8,0.33299999999999996,1.4,5.0,0.273,0.9,1.8,0.5,1.4,2.3,0.6,0.0,3.6,3.6,2.3,0.0,0.5,0.5,4.6,7.3,2019
13,Patrick Beverley,PG,30.0,LAC,6.0,6.0,195.0,3.7,8.7,0.426,2.4,5.5,0.433,1.3,3.1,0.41200000000000003,1.1,1.5,0.75,1.5,7.4,8.9,5.2,1.1,1.1,1.8,3.9,10.9,2019
14,Khem Birch,C,26.0,ORL,5.0,0.0,92.0,3.9,7.0,0.556,0.0,0.0,,3.9,7.0,0.556,2.3,2.7,0.857,3.5,8.6,12.1,1.6,0.4,2.0,2.3,3.1,10.2,2019
15,Eric Bledsoe,PG,29.0,MIL,15.0,15.0,423.0,6.5,15.7,0.41100000000000003,1.4,6.1,0.23600000000000002,5.0,9.6,0.522,3.1,4.3,0.706,1.7,3.1,4.8,5.4,1.4,0.5,2.8,2.4,17.4,2019
16,Bojan Bogdanović,SF,29.0,IND,4.0,4.0,148.0,6.1,15.3,0.397,1.7,5.4,0.318,4.4,10.0,0.439,3.6,4.1,0.882,0.7,4.9,5.6,2.7,1.9,0.0,1.5,1.7,17.5,2019
17,Andrew Bogut,C,34.0,GSW,19.0,6.0,179.0,4.8,7.4,0.649,0.0,0.0,,4.8,7.4,0.649,0.8,1.0,0.8,4.6,10.3,14.9,4.2,1.0,1.2,2.0,7.6,10.5,2019
18,Jonah Bolden,PF,23.0,PHI,10.0,0.0,79.0,2.3,8.7,0.263,1.8,7.3,0.25,0.5,1.4,0.33299999999999996,0.9,1.8,0.5,1.8,4.6,6.4,1.4,0.9,0.5,4.1,5.5,7.3,2019
19,Chris Boucher,PF,26.0,TOR,2.0,0.0,4.0,18.0,45.0,0.4,9.0,27.0,0.33299999999999996,9.0,18.0,0.5,0.0,9.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,45.0,2019
21,Malcolm Brogdon,SG,26.0,MIL,7.0,2.0,198.0,6.4,14.2,0.449,2.5,6.7,0.37799999999999995,3.8,7.5,0.512,1.3,2.0,0.636,1.1,5.1,6.2,4.4,0.9,0.2,1.8,2.9,16.5,2019
22,Bruce Brown,SG,22.0,DET,4.0,2.0,57.0,3.2,8.8,0.35700000000000004,0.6,3.2,0.2,2.5,5.7,0.444,1.3,1.3,1.0,0.6,4.4,5.1,1.3,1.3,0.6,1.3,5.1,8.2,2019
23,Jaylen Brown,SG,22.0,BOS,9.0,9.0,274.0,5.8,11.4,0.506,1.8,5.3,0.35,3.9,6.2,0.638,3.0,3.9,0.767,0.8,6.0,6.8,1.3,0.8,0.3,2.0,3.9,16.4,2019
24,Sterling Brown,SG,23.0,MIL,11.0,5.0,162.0,3.3,8.4,0.395,1.6,4.7,0.33299999999999996,1.8,3.8,0.47100000000000003,1.8,2.4,0.727,0.9,5.8,6.7,4.2,1.3,0.7,1.8,3.8,10.0,2019
25,Deonte Burton,SG,25.0,OKC,3.0,0.0,4.0,9.0,45.0,0.2,0.0,18.0,0.0,9.0,27.0,0.33299999999999996,0.0,0.0,,9.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,2019
26,Jimmy Butler,SF,29.0,PHI,12.0,12.0,421.0,6.8,15.0,0.451,1.0,3.8,0.267,5.7,11.1,0.515,5.4,6.2,0.875,1.9,4.4,6.2,5.3,1.5,0.6,1.9,1.7,19.9,2019
27,José Calderón,PG,37.0,DET,3.0,0.0,10.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,18.0,3.6,0.0,0.0,0.0,0.0,2019
28,Clint Capela,C,24.0,HOU,11.0,11.0,331.0,5.0,8.9,0.561,0.0,0.0,,5.0,8.9,0.561,1.6,3.8,0.429,4.5,7.8,12.3,1.7,0.3,1.3,1.7,2.8,11.6,2019
29,DeMarre Carroll,PF,32.0,BRK,5.0,3.0,119.0,2.7,11.5,0.237,2.1,7.3,0.292,0.6,4.2,0.14300000000000002,2.4,2.4,1.0,1.8,4.2,6.1,0.6,1.2,0.0,0.9,2.4,10.0,2019
30,Michael Carter-Williams,PG,27.0,ORL,5.0,0.0,92.0,4.7,12.1,0.387,0.8,3.1,0.25,3.9,9.0,0.435,2.7,3.1,0.875,0.8,7.0,7.8,4.7,1.2,0.0,3.1,4.7,12.9,2019
31,Wilson Chandler,SF,31.0,LAC,4.0,0.0,52.0,3.5,11.1,0.313,0.7,6.9,0.1,2.8,4.2,0.667,2.8,2.8,1.0,0.0,4.2,4.2,1.4,1.4,0.0,2.1,4.8,10.4,2019
32,Gary Clark,PF,24.0,HOU,2.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
33,Zach Collins,C,21.0,POR,16.0,0.0,275.0,5.4,10.6,0.506,0.9,2.7,0.33299999999999996,4.5,7.9,0.5670000000000001,2.6,3.3,0.8,2.1,5.4,7.5,1.8,0.9,2.9,2.6,7.1,14.3,2019
34,Darren Collison,PG,31.0,IND,4.0,4.0,117.0,5.8,13.8,0.42200000000000004,1.2,3.4,0.364,4.6,10.5,0.441,1.8,1.8,1.0,1.2,2.5,3.7,4.9,0.6,0.0,3.1,3.4,14.8,2019
35,Pat Connaughton,SG,26.0,MIL,15.0,0.0,324.0,4.1,8.6,0.48100000000000004,1.7,4.7,0.35700000000000004,2.4,3.9,0.629,0.4,0.9,0.5,1.1,9.2,10.3,2.3,0.7,1.4,0.9,1.6,10.3,2019
36,Quinn Cook,PG,25.0,GSW,17.0,0.0,193.0,5.2,13.1,0.4,2.1,6.3,0.324,3.2,6.7,0.47200000000000003,0.7,0.7,1.0,0.4,3.0,3.4,2.2,0.6,0.2,1.1,2.4,13.2,2019
37,DeMarcus Cousins,C,28.0,GSW,8.0,5.0,133.0,5.7,14.3,0.396,0.8,3.2,0.25,4.9,11.1,0.439,4.3,6.8,0.64,2.4,8.1,10.6,5.1,1.4,1.6,5.1,6.5,16.5,2019
38,Torrey Craig,SF,28.0,DEN,14.0,11.0,330.0,3.6,7.5,0.478,1.9,3.9,0.47200000000000003,1.7,3.6,0.485,1.0,1.7,0.563,2.3,5.6,7.9,1.3,0.8,0.5,0.7,4.1,10.0,2019
39,Jae Crowder,SF,28.0,UTA,5.0,3.0,130.0,4.7,12.7,0.37,2.5,8.3,0.3,2.2,4.4,0.5,3.9,5.3,0.737,1.1,6.9,8.0,1.1,1.4,0.0,0.3,1.9,15.8,2019
40,Dante Cunningham,PF,31.0,SAS,5.0,0.0,13.0,5.5,8.3,0.667,5.5,5.5,1.0,0.0,2.8,0.0,0.0,0.0,,5.5,11.1,16.6,0.0,0.0,0.0,0.0,0.0,16.6,2019
42,Seth Curry,SG,28.0,POR,16.0,0.0,326.0,3.3,9.1,0.366,2.3,5.7,0.40399999999999997,1.0,3.3,0.3,1.0,1.2,0.818,0.6,2.2,2.8,1.4,1.3,0.4,0.8,3.0,9.9,2019
43,Stephen Curry,PG,30.0,GSW,22.0,22.0,846.0,8.1,18.3,0.441,3.9,10.4,0.377,4.2,8.0,0.524,6.3,6.7,0.943,0.7,4.9,5.6,5.4,1.0,0.2,2.8,2.9,26.4,2019
44,Ed Davis,C,29.0,BRK,3.0,0.0,41.0,6.1,8.8,0.7,0.0,0.0,,6.1,8.8,0.7,1.8,1.8,1.0,3.5,13.2,16.7,1.8,0.0,0.9,0.0,7.9,14.0,2019
