,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Ray Allen,SG,29.0,SEA,11.0,11.0,436.0,8.4,17.8,0.474,2.6,6.8,0.37799999999999995,5.9,11.0,0.534,4.6,5.2,0.889,1.0,2.9,3.9,3.6,1.2,0.3,2.8,1.8,24.0,2005
1,Tony Allen,SG,23.0,BOS,7.0,3.0,90.0,3.2,7.2,0.444,0.0,0.0,,3.2,7.2,0.444,1.2,2.8,0.429,1.6,3.2,4.8,0.8,1.2,0.8,2.0,6.8,7.6,2005
2,Shandon Anderson,SF,31.0,MIA,8.0,0.0,97.0,1.1,4.5,0.25,0.0,0.4,0.0,1.1,4.1,0.273,0.7,0.7,1.0,1.1,5.9,7.1,3.0,1.9,0.0,2.2,3.7,3.0,2005
3,Carmelo Anthony,SF,20.0,DEN,5.0,5.0,180.0,7.0,16.6,0.42200000000000004,0.0,0.2,0.0,7.0,16.4,0.42700000000000005,5.2,6.4,0.813,2.8,2.6,5.4,2.0,0.6,0.2,2.6,4.0,19.2,2005
4,Gilbert Arenas,PG,23.0,WAS,10.0,10.0,450.0,5.8,15.5,0.376,1.4,6.2,0.23399999999999999,4.4,9.4,0.47,5.8,7.5,0.7659999999999999,0.6,3.5,4.2,5.0,1.7,0.5,3.1,2.7,18.9,2005
5,Darrell Armstrong,PG,36.0,DAL,9.0,0.0,66.0,4.4,8.7,0.5,1.1,4.4,0.25,3.3,4.4,0.75,0.0,0.0,,1.6,0.5,2.2,4.9,1.6,1.1,1.1,4.9,9.8,2005
6,Carlos Arroyo,PG,25.0,DET,19.0,0.0,150.0,3.8,10.8,0.35600000000000004,0.0,0.2,0.0,3.8,10.6,0.364,1.9,2.9,0.667,0.2,2.2,2.4,9.4,1.0,0.5,2.4,4.6,9.6,2005
7,Marcus Banks,PG,23.0,BOS,7.0,0.0,106.0,4.4,9.8,0.44799999999999995,1.0,2.0,0.5,3.4,7.8,0.435,1.0,2.0,0.5,0.3,3.4,3.7,2.4,1.4,0.0,2.0,5.4,10.9,2005
8,Leandro Barbosa,PG,22.0,PHO,12.0,0.0,116.0,3.7,10.9,0.34299999999999997,1.2,3.1,0.4,2.5,7.8,0.32,0.6,1.2,0.5,1.6,3.7,5.3,3.7,0.9,0.0,1.6,2.5,9.3,2005
9,Brent Barry,SG,33.0,SAS,23.0,8.0,555.0,3.1,6.8,0.457,1.8,4.3,0.424,1.3,2.5,0.513,1.1,1.4,0.81,0.8,2.8,3.6,2.9,1.0,0.3,1.8,2.9,9.1,2005
10,Jon Barry,SG,35.0,HOU,7.0,0.0,183.0,4.1,9.4,0.43799999999999994,2.2,4.5,0.478,2.0,4.9,0.4,1.4,1.6,0.875,0.2,5.5,5.7,1.8,1.0,0.0,1.2,2.6,11.8,2005
11,Shane Battier,SG,26.0,MEM,4.0,4.0,119.0,3.9,9.4,0.419,0.3,2.1,0.14300000000000002,3.6,7.3,0.5,0.6,1.5,0.4,3.0,5.1,8.2,1.8,0.6,1.2,1.2,4.2,8.8,2005
12,Travis Best,PG,32.0,NJN,4.0,0.0,82.0,4.0,9.7,0.409,0.4,4.0,0.111,3.5,5.7,0.615,3.5,4.0,0.889,0.9,1.8,2.6,4.0,0.4,0.0,1.3,4.0,11.9,2005
13,Mike Bibby,PG,26.0,SAC,5.0,5.0,200.0,6.5,16.6,0.391,0.9,4.1,0.217,5.6,12.4,0.449,3.8,4.9,0.778,0.9,3.1,4.0,5.9,1.3,0.4,2.3,2.0,17.6,2005
14,Chauncey Billups,PG,28.0,DET,25.0,25.0,985.0,5.3,12.4,0.428,1.6,4.6,0.349,3.7,7.8,0.474,4.9,5.4,0.893,0.8,3.1,3.9,5.9,0.9,0.2,1.8,2.6,17.1,2005
15,Steve Blake,PG,24.0,WAS,4.0,0.0,17.0,2.1,8.5,0.25,0.0,2.1,0.0,2.1,6.4,0.33299999999999996,0.0,0.0,,0.0,6.4,6.4,4.2,0.0,0.0,2.1,6.4,4.2,2005
16,Mark Blount,C,29.0,BOS,4.0,0.0,43.0,3.3,11.7,0.28600000000000003,0.0,0.0,,3.3,11.7,0.28600000000000003,0.0,1.7,0.0,2.5,2.5,5.0,0.8,0.0,0.0,4.2,5.0,6.7,2005
17,Bruce Bowen,SF,33.0,SAS,23.0,23.0,814.0,2.0,5.7,0.359,1.3,3.0,0.433,0.8,2.7,0.27899999999999997,0.5,0.8,0.647,0.4,2.5,2.9,1.6,0.5,0.6,0.7,3.4,5.8,2005
18,Ryan Bowen,SF,29.0,HOU,7.0,3.0,125.0,2.3,7.2,0.32,0.0,0.0,,2.3,7.2,0.32,0.6,0.9,0.667,2.0,2.0,4.0,1.7,1.7,0.0,1.7,6.6,5.2,2005
19,Earl Boykins,PG,28.0,DEN,5.0,1.0,152.0,6.4,16.1,0.397,0.0,1.7,0.0,6.4,14.4,0.44299999999999995,4.0,4.5,0.895,0.5,0.7,1.2,4.5,0.9,0.2,2.1,3.1,16.8,2005
21,Shawn Bradley,C,32.0,DAL,7.0,0.0,27.0,5.3,8.0,0.667,0.0,0.0,,5.3,8.0,0.667,1.3,2.7,0.5,5.3,2.7,8.0,0.0,0.0,2.7,0.0,9.3,12.0,2005
22,Devin Brown,SG,26.0,SAS,12.0,0.0,60.0,4.2,12.0,0.35,1.8,4.2,0.429,2.4,7.8,0.308,2.4,4.2,0.5710000000000001,0.6,3.6,4.2,1.8,0.6,0.0,0.6,1.8,12.6,2005
23,Kwame Brown,PF,22.0,WAS,3.0,0.0,60.0,3.0,7.8,0.385,0.0,0.0,,3.0,7.8,0.385,3.0,5.4,0.556,2.4,6.6,9.0,1.8,0.0,1.2,1.2,3.0,9.0,2005
24,Greg Buckner,SG,28.0,DEN,5.0,2.0,100.0,1.4,6.5,0.222,0.7,3.2,0.222,0.7,3.2,0.222,0.0,0.0,,0.4,5.4,5.8,1.8,0.7,0.4,1.1,5.0,3.6,2005
25,Rodney Buford,SF,27.0,NJN,3.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005
26,Antonio Burks,PG,24.0,MEM,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2005
