,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Ray Allen,SG,25.0,MIL,18.0,18.0,768.0,7.4,15.5,0.47700000000000004,2.7,5.6,0.479,4.7,9.9,0.47600000000000003,3.7,4.0,0.919,0.9,2.6,3.5,5.1,1.1,0.5,2.0,2.1,21.2,2001
1,Rafer Alston,PG,24.0,MIL,5.0,0.0,8.0,0.0,4.5,0.0,0.0,0.0,,0.0,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,4.5,0.0,0.0,9.0,0.0,0.0,2001
2,John Amaechi,C,30.0,ORL,4.0,0.0,29.0,3.7,9.9,0.375,0.0,0.0,,3.7,9.9,0.375,3.7,5.0,0.75,1.2,2.5,3.7,3.7,3.7,2.5,0.0,2.5,11.2,2001
3,Derek Anderson,SG,26.0,SAS,7.0,7.0,194.0,3.0,11.3,0.262,1.1,4.1,0.273,1.9,7.2,0.256,3.0,3.9,0.762,0.6,3.0,3.5,3.2,0.6,0.0,2.8,1.9,10.0,2001
4,Greg Anthony,PG,33.0,POR,2.0,0.0,17.0,4.2,12.7,0.33299999999999996,2.1,6.4,0.33299999999999996,2.1,6.4,0.33299999999999996,0.0,0.0,,0.0,0.0,0.0,0.0,2.1,0.0,2.1,4.2,10.6,2001
5,Darrell Armstrong,PG,32.0,ORL,4.0,4.0,167.0,3.7,9.7,0.37799999999999995,1.5,4.1,0.368,2.2,5.6,0.385,2.6,2.8,0.9229999999999999,1.1,3.7,4.7,4.1,1.7,0.4,2.4,2.2,11.4,2001
6,Stacey Augmon,SG,32.0,POR,2.0,0.0,28.0,5.1,12.9,0.4,0.0,0.0,,5.1,12.9,0.4,2.6,2.6,1.0,1.3,3.9,5.1,5.1,1.3,0.0,1.3,3.9,12.9,2001
7,William Avery,PG,21.0,MIN,2.0,0.0,12.0,9.0,18.0,0.5,3.0,6.0,0.5,6.0,12.0,0.5,0.0,0.0,,0.0,3.0,3.0,6.0,0.0,3.0,0.0,0.0,21.0,2001
8,Jon Barry,SG,31.0,SAC,7.0,0.0,55.0,4.6,11.1,0.41200000000000003,1.3,4.6,0.28600000000000003,3.3,6.5,0.5,0.0,0.0,,2.0,0.0,2.0,2.6,0.7,0.0,2.0,4.6,10.5,2001
9,Raja Bell,SG,24.0,PHI,15.0,0.0,124.0,3.5,7.8,0.444,0.6,2.3,0.25,2.9,5.5,0.526,2.3,4.1,0.5710000000000001,1.2,2.6,3.8,2.0,4.4,0.0,1.5,5.8,9.9,2001
10,Jonathan Bender,SF,20.0,IND,1.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2001
11,David Benoit,SF,32.0,UTA,4.0,0.0,61.0,4.1,11.2,0.368,1.2,3.5,0.33299999999999996,3.0,7.7,0.385,4.1,4.1,1.0,0.6,3.5,4.1,1.2,0.0,1.2,1.2,3.5,13.6,2001
12,Travis Best,PG,28.0,IND,4.0,4.0,163.0,3.8,8.6,0.436,0.2,0.7,0.33299999999999996,3.5,8.0,0.444,0.9,0.9,1.0,1.3,2.9,4.2,8.2,0.9,0.0,1.3,3.3,8.6,2001
13,Chauncey Billups,SG,24.0,MIN,3.0,0.0,26.0,1.4,8.3,0.16699999999999998,0.0,1.4,0.0,1.4,6.9,0.2,1.4,1.4,1.0,1.4,5.5,6.9,2.8,0.0,0.0,1.4,6.9,4.2,2001
14,Calvin Booth,C,24.0,DAL,10.0,0.0,137.0,3.9,9.7,0.405,0.0,0.0,,3.9,9.7,0.405,2.1,2.4,0.889,4.2,3.2,7.4,0.5,1.8,1.6,1.1,7.6,10.0,2001
15,Bruce Bowen,SF,29.0,MIA,3.0,3.0,58.0,3.1,9.9,0.313,1.2,5.0,0.25,1.9,5.0,0.375,0.0,0.0,,0.6,0.6,1.2,1.2,1.2,1.2,1.2,5.0,7.4,2001
