,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Victor Alexander,C,32.0,DET,1.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
1,Derek Anderson,SG,27.0,POR,3.0,0.0,76.0,6.2,14.2,0.433,0.9,2.8,0.33299999999999996,5.2,11.4,0.45799999999999996,7.6,8.5,0.889,1.4,1.9,3.3,3.3,0.9,0.0,2.8,0.5,20.8,2002
2,Kenny Anderson,PG,31.0,BOS,16.0,16.0,560.0,5.3,12.7,0.41600000000000004,0.0,0.0,,5.3,12.7,0.41600000000000004,1.8,2.3,0.8,0.8,2.4,3.2,4.9,1.4,0.0,1.8,3.7,12.3,2002
3,Darrell Armstrong,PG,33.0,ORL,4.0,4.0,158.0,4.6,9.6,0.47600000000000003,0.9,3.9,0.235,3.6,5.7,0.64,3.9,4.8,0.81,0.7,1.8,2.5,3.0,1.1,0.0,1.6,3.2,13.9,2002
4,Chucky Atkins,PG,27.0,DET,10.0,10.0,294.0,5.3,14.4,0.364,1.7,4.8,0.359,3.6,9.7,0.36700000000000005,1.6,2.1,0.765,0.6,2.3,2.9,4.2,0.7,0.1,1.7,3.1,13.8,2002
5,Stacey Augmon,SG,33.0,CHH,9.0,0.0,152.0,3.8,9.7,0.39,0.0,0.0,,3.8,9.7,0.39,3.8,5.0,0.762,1.7,4.7,6.4,3.1,2.4,0.2,2.8,5.0,11.4,2002
6,Vin Baker,C,30.0,SEA,5.0,4.0,144.0,7.2,14.5,0.5,0.2,0.2,1.0,7.0,14.2,0.491,1.7,2.3,0.778,2.7,3.5,6.2,1.0,0.7,1.5,1.0,5.7,16.5,2002
7,Dana Barros,PG,34.0,DET,4.0,0.0,6.0,6.0,18.0,0.33299999999999996,0.0,6.0,0.0,6.0,12.0,0.5,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,12.0,2002
8,Brent Barry,SG,30.0,SEA,5.0,5.0,149.0,3.4,8.2,0.41200000000000003,1.7,3.9,0.43799999999999994,1.7,4.3,0.389,1.0,1.0,1.0,1.4,4.1,5.6,3.4,0.7,1.0,2.2,2.9,9.4,2002
9,Jon Barry,SG,32.0,DET,10.0,0.0,177.0,5.9,12.4,0.475,3.5,7.7,0.447,2.4,4.7,0.522,1.0,1.6,0.625,0.8,3.3,4.1,4.3,1.0,0.2,3.9,2.8,16.3,2002
