,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Álex Abrines,SG,23.0,OKC,5.0,0.0,80.0,3.6,10.4,0.348,2.3,7.7,0.294,1.4,2.7,0.5,1.4,1.8,0.75,0.9,3.2,4.1,1.8,0.0,0.0,0.0,3.6,10.8,2017
1,Steven Adams,C,23.0,OKC,5.0,5.0,157.0,4.1,6.4,0.643,0.0,0.0,,4.1,6.4,0.643,0.9,2.5,0.364,3.9,3.9,7.8,1.6,1.4,2.1,0.9,3.2,9.2,2017
2,LaMarcus Aldridge,PF,31.0,SAS,16.0,16.0,537.0,7.4,16.1,0.45799999999999996,0.1,0.9,0.14300000000000002,7.2,15.2,0.478,2.8,3.7,0.764,2.9,5.1,8.0,1.6,0.7,1.1,1.9,2.7,17.7,2017
3,Lavoy Allen,PF,27.0,IND,3.0,0.0,11.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.5,6.5,0.0,0.0,0.0,3.3,0.0,0.0,2017
4,Al-Farouq Aminu,PF,26.0,POR,4.0,0.0,113.0,5.4,11.8,0.45899999999999996,2.2,5.4,0.41200000000000003,3.2,6.4,0.5,2.2,3.5,0.636,1.6,6.7,8.3,1.3,1.0,1.3,2.9,2.9,15.3,2017
5,Kyle Anderson,SF,23.0,SAS,15.0,1.0,195.0,6.6,11.8,0.563,0.6,1.8,0.3,6.1,10.0,0.611,1.5,2.0,0.727,2.2,6.3,8.5,4.6,1.8,0.4,1.3,1.5,15.3,2017
6,Ryan Anderson,PF,28.0,HOU,11.0,9.0,336.0,3.9,9.9,0.391,1.8,6.4,0.28300000000000003,2.0,3.4,0.594,1.5,1.7,0.875,1.6,4.5,6.1,0.7,0.4,0.2,1.0,2.6,11.0,2017
7,Giannis Antetokounmpo,SF,22.0,MIL,6.0,6.0,243.0,8.9,16.6,0.536,0.6,1.5,0.4,8.3,15.1,0.5489999999999999,3.7,6.8,0.5429999999999999,1.5,7.0,8.4,3.6,1.9,1.5,3.0,3.1,22.1,2017
8,Joel Anthony,C,34.0,SAS,3.0,0.0,15.0,7.2,9.6,0.75,0.0,0.0,,7.2,9.6,0.75,0.0,2.4,0.0,4.8,4.8,9.6,0.0,0.0,4.8,2.4,4.8,14.4,2017
9,Trevor Ariza,SF,31.0,HOU,11.0,11.0,413.0,3.6,8.5,0.423,2.0,5.3,0.377,1.6,3.1,0.5,1.1,1.2,0.929,0.7,4.2,4.9,2.0,1.2,0.2,0.8,2.2,10.3,2017
10,Wade Baldwin,PG,20.0,MEM,3.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,6.0,6.0,1.0,3.0,9.0,12.0,6.0,0.0,0.0,0.0,9.0,6.0,2017
11,Matt Barnes,SF,36.0,GSW,12.0,0.0,61.0,2.4,8.9,0.267,0.6,4.7,0.125,1.8,4.1,0.429,0.0,0.0,,0.0,5.3,5.3,4.1,1.2,0.0,1.8,5.3,5.3,2017
12,Brandon Bass,PF,31.0,LAC,1.0,0.0,4.0,9.0,27.0,0.33299999999999996,0.0,0.0,,9.0,27.0,0.33299999999999996,0.0,0.0,,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,18.0,2017
13,Kent Bazemore,SF,27.0,ATL,6.0,0.0,150.0,5.0,12.7,0.396,1.7,5.8,0.292,3.4,7.0,0.483,2.4,3.4,0.7140000000000001,1.0,4.6,5.5,4.8,1.0,1.2,3.8,3.6,14.2,2017
14,Bradley Beal,SG,23.0,WAS,13.0,13.0,505.0,8.7,18.5,0.47100000000000003,2.1,7.2,0.287,6.6,11.3,0.589,3.6,4.3,0.82,1.1,2.1,3.1,2.5,1.5,0.6,1.9,2.7,23.0,2017
15,Michael Beasley,PF,28.0,MIL,4.0,0.0,48.0,5.2,15.0,0.35,2.3,3.7,0.6,3.0,11.3,0.267,0.0,3.0,0.0,1.5,5.2,6.8,0.7,0.7,0.7,1.5,6.0,12.7,2017
16,Dāvis Bertāns,PF,24.0,SAS,13.0,0.0,112.0,3.9,8.7,0.444,2.6,6.4,0.4,1.3,2.3,0.5710000000000001,1.3,1.9,0.667,1.6,4.8,6.4,1.0,1.0,1.3,1.9,2.3,11.6,2017
17,Patrick Beverley,SG,28.0,HOU,11.0,11.0,325.0,5.0,12.1,0.413,2.3,5.8,0.40399999999999997,2.7,6.3,0.42100000000000004,1.2,1.6,0.7859999999999999,2.3,4.4,6.8,3.7,1.8,0.2,2.0,4.2,13.5,2017
18,Bojan Bogdanović,SF,27.0,WAS,13.0,0.0,264.0,4.9,11.9,0.414,2.2,6.1,0.35600000000000004,2.7,5.7,0.47600000000000003,3.7,4.4,0.8440000000000001,1.4,6.3,7.6,1.2,0.8,0.1,1.1,2.3,15.7,2017
19,Joel Bolomboy,PF,23.0,UTA,2.0,0.0,9.0,8.0,12.0,0.667,0.0,0.0,,8.0,12.0,0.667,0.0,0.0,,0.0,8.0,8.0,0.0,0.0,4.0,0.0,0.0,16.0,2017
21,Avery Bradley,SG,26.0,BOS,18.0,18.0,645.0,6.7,15.2,0.441,2.2,6.4,0.35100000000000003,4.5,8.8,0.506,1.2,1.5,0.778,1.0,3.0,4.0,2.3,1.3,0.2,1.7,2.2,16.8,2017
22,Malcolm Brogdon,SG,24.0,MIL,6.0,6.0,183.0,4.3,10.8,0.4,2.0,4.1,0.47600000000000003,2.4,6.7,0.353,0.0,0.0,,0.6,4.5,5.1,4.1,0.6,0.4,2.4,2.4,10.6,2017
23,Aaron Brooks,PG,32.0,IND,1.0,0.0,7.0,10.3,15.4,0.667,5.1,10.3,0.5,5.1,5.1,1.0,0.0,0.0,,0.0,5.1,5.1,5.1,0.0,0.0,5.1,0.0,25.7,2017
24,Bobby Brown,PG,32.0,HOU,5.0,0.0,22.0,16.4,32.7,0.5,8.2,18.0,0.455,8.2,14.7,0.556,0.0,0.0,,0.0,3.3,3.3,1.6,0.0,0.0,0.0,1.6,40.9,2017
25,Jaylen Brown,SF,20.0,BOS,17.0,0.0,215.0,5.7,11.9,0.479,0.8,3.9,0.217,4.9,8.0,0.604,2.0,3.0,0.667,2.0,4.0,6.0,2.2,1.0,0.3,2.2,4.4,14.2,2017
26,Trey Burke,PG,24.0,WAS,3.0,0.0,20.0,0.0,7.2,0.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.6,0.0,2017
27,Jimmy Butler,SF,27.0,CHI,6.0,6.0,239.0,6.9,16.3,0.426,0.9,3.5,0.261,6.0,12.8,0.47100000000000003,5.7,7.1,0.809,1.4,5.3,6.6,3.9,1.5,0.8,2.3,1.5,20.5,2017
28,José Calderón,PG,35.0,ATL,6.0,0.0,75.0,5.3,11.0,0.478,1.9,5.8,0.33299999999999996,3.4,5.3,0.636,0.0,0.0,,1.0,2.9,3.8,6.2,1.0,0.5,1.9,4.3,12.5,2017
29,Isaiah Canaan,SG,25.0,CHI,3.0,2.0,95.0,4.9,9.9,0.5,1.9,5.3,0.35700000000000004,3.0,4.5,0.667,1.5,2.3,0.667,0.0,1.5,1.5,1.5,1.1,0.0,1.9,2.3,13.3,2017
30,Clint Capela,C,22.0,HOU,11.0,11.0,286.0,5.8,10.3,0.561,0.0,0.1,0.0,5.8,10.2,0.568,3.0,4.9,0.615,3.3,8.8,12.1,1.5,1.0,3.5,1.0,3.5,14.6,2017
31,DeMarre Carroll,SF,30.0,TOR,10.0,7.0,155.0,3.5,8.6,0.405,1.6,5.1,0.318,1.9,3.5,0.5329999999999999,1.2,2.1,0.556,0.9,5.3,6.3,1.2,1.9,1.2,1.2,3.0,9.8,2017
