,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Malik Allen,PF,25.0,MIA,10.0,0.0,138.0,5.7,12.8,0.449,0.0,0.0,,5.7,12.8,0.449,1.6,2.3,0.667,3.1,4.7,7.8,1.0,0.5,2.3,1.0,5.5,13.0,2004
1,Rafer Alston,PG,27.0,MIA,13.0,0.0,295.0,3.5,11.1,0.319,1.5,6.3,0.231,2.1,4.8,0.436,2.6,3.1,0.84,0.5,3.1,3.5,2.7,0.6,0.1,1.2,2.7,11.1,2004
2,Chris Andersen,PF,25.0,DEN,5.0,0.0,34.0,3.2,9.5,0.33299999999999996,0.0,0.0,,3.2,9.5,0.33299999999999996,0.0,0.0,,6.4,8.5,14.8,2.1,1.1,2.1,2.1,3.2,6.4,2004
3,Kenny Anderson,PG,33.0,IND,4.0,0.0,19.0,3.8,13.3,0.28600000000000003,0.0,0.0,,3.8,13.3,0.28600000000000003,0.0,0.0,,0.0,1.9,1.9,1.9,1.9,0.0,9.5,5.7,7.6,2004
4,Shandon Anderson,SG,30.0,NYK,4.0,4.0,117.0,2.2,8.3,0.259,0.6,2.2,0.28600000000000003,1.5,6.2,0.25,0.3,0.6,0.5,1.5,1.2,2.8,3.4,1.2,0.3,2.5,5.8,5.2,2004
5,Carmelo Anthony,SF,19.0,DEN,4.0,4.0,143.0,5.3,16.1,0.32799999999999996,0.5,2.8,0.182,4.8,13.3,0.358,4.0,5.0,0.8,1.8,6.5,8.3,2.8,1.3,0.0,4.3,2.8,15.1,2004
6,Brandon Armstrong,SG,23.0,NJN,8.0,0.0,32.0,3.4,13.5,0.25,0.0,1.1,0.0,3.4,12.4,0.273,0.0,0.0,,1.1,1.1,2.3,3.4,1.1,0.0,0.0,4.5,6.8,2004
7,Darrell Armstrong,PG,35.0,NOH,7.0,0.0,150.0,1.9,8.2,0.235,1.2,6.0,0.2,0.7,2.2,0.33299999999999996,0.7,0.7,1.0,1.4,2.2,3.6,3.8,1.4,0.0,3.1,2.4,5.8,2004
8,Chucky Atkins,PG,29.0,BOS,4.0,4.0,133.0,4.6,10.6,0.436,0.8,2.7,0.3,3.8,7.8,0.483,4.6,5.1,0.895,0.8,3.0,3.8,4.1,0.8,0.0,2.7,0.5,14.6,2004
9,Stacey Augmon,SF,35.0,NOH,7.0,0.0,168.0,3.9,10.3,0.375,0.0,0.2,0.0,3.9,10.1,0.38299999999999995,3.4,3.9,0.889,0.9,3.2,4.1,1.5,1.3,0.2,2.8,2.8,11.1,2004
10,Vin Baker,PF,32.0,NYK,4.0,0.0,57.0,5.1,8.8,0.5710000000000001,0.0,0.0,,5.1,8.8,0.5710000000000001,3.8,5.7,0.667,3.8,3.8,7.6,0.6,1.9,1.3,1.3,5.1,13.9,2004
11,Marcus Banks,PG,22.0,BOS,4.0,0.0,60.0,4.2,9.6,0.43799999999999994,1.2,3.0,0.4,3.0,6.6,0.455,2.4,2.4,1.0,0.6,3.6,4.2,4.2,1.2,0.6,1.8,5.4,12.0,2004
12,Dana Barros,SG,36.0,BOS,1.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,,0.0,36.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
13,Jon Barry,SG,34.0,DEN,5.0,1.0,100.0,2.9,8.6,0.33299999999999996,1.1,3.2,0.33299999999999996,1.8,5.4,0.33299999999999996,0.7,1.1,0.667,1.4,5.0,6.5,3.6,1.1,0.0,1.4,1.4,7.6,2004
14,Shane Battier,SF,25.0,MEM,4.0,0.0,69.0,3.1,7.8,0.4,1.6,3.7,0.429,1.6,4.2,0.375,2.1,3.1,0.667,3.1,3.1,6.3,0.5,0.0,0.5,2.1,8.9,9.9,2004
15,Jonathan Bender,SF,23.0,IND,16.0,0.0,200.0,5.0,12.4,0.406,1.6,4.5,0.36,3.4,7.9,0.43200000000000005,2.2,2.9,0.75,1.8,3.2,5.0,1.3,0.4,2.5,2.2,3.4,13.9,2004
16,Mike Bibby,PG,25.0,SAC,12.0,12.0,497.0,6.1,14.2,0.429,1.7,4.0,0.436,4.3,10.2,0.426,3.5,4.0,0.873,0.7,3.0,3.6,6.1,1.7,0.4,2.5,2.9,17.4,2004
17,Chauncey Billups,PG,27.0,DET,23.0,23.0,881.0,4.5,11.7,0.385,1.5,4.4,0.34600000000000003,3.0,7.3,0.408,4.9,5.6,0.89,0.6,2.3,2.9,5.6,1.3,0.1,2.5,2.3,15.4,2004
18,Mark Blount,C,28.0,BOS,4.0,4.0,145.0,4.2,8.7,0.486,0.0,0.0,,4.2,8.7,0.486,3.5,4.7,0.737,2.5,6.7,9.2,1.0,1.5,2.0,2.2,4.2,11.9,2004
19,Bruce Bowen,SF,32.0,SAS,10.0,10.0,298.0,2.8,7.6,0.365,1.3,3.5,0.379,1.4,4.1,0.353,0.4,1.6,0.231,0.7,2.8,3.5,1.2,0.5,0.4,0.5,2.9,7.2,2004
21,Ryan Bowen,PF,28.0,DEN,4.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,,6.0,6.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2004
22,Earl Boykins,SG,27.0,DEN,5.0,0.0,121.0,8.3,18.7,0.444,1.5,4.2,0.35700000000000004,6.8,14.6,0.469,1.8,2.1,0.857,1.8,1.8,3.6,5.7,1.5,0.3,1.8,1.8,19.9,2004
23,Shawn Bradley,C,31.0,DAL,2.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2004
24,Devin Brown,SG,25.0,SAS,9.0,0.0,130.0,5.0,10.2,0.486,1.7,2.8,0.6,3.3,7.5,0.444,2.8,4.7,0.588,1.1,3.9,5.0,2.5,0.8,0.3,1.9,5.0,14.4,2004
25,P.J. Brown,PF,34.0,NOH,7.0,7.0,256.0,3.7,10.0,0.366,0.0,0.0,,3.7,10.0,0.366,1.4,1.5,0.909,4.1,5.5,9.6,2.1,0.4,1.5,1.8,2.3,8.7,2004
26,Kobe Bryant,SG,25.0,LAL,22.0,22.0,973.0,7.0,17.0,0.413,0.9,3.6,0.247,6.1,13.4,0.457,5.0,6.1,0.813,0.7,3.2,3.8,4.5,1.6,0.3,2.3,2.2,19.9,2004
27,Rodney Buford,SF,26.0,SAC,5.0,0.0,32.0,5.6,13.5,0.41700000000000004,1.1,3.4,0.33299999999999996,4.5,10.1,0.444,1.1,2.3,0.5,0.0,5.6,5.6,3.4,2.3,0.0,0.0,2.3,13.5,2004
28,Caron Butler,SF,23.0,MIA,13.0,13.0,511.0,4.2,10.8,0.386,0.1,0.8,0.182,4.0,10.0,0.401,3.3,4.0,0.825,1.3,6.5,7.7,2.2,2.0,0.5,1.6,3.2,11.8,2004
29,Rasual Butler,SF,24.0,MIA,10.0,0.0,58.0,5.6,13.7,0.409,1.9,5.6,0.33299999999999996,3.7,8.1,0.462,0.0,0.0,,0.0,6.8,6.8,1.2,0.6,0.0,0.6,7.4,13.0,2004
30,Marcus Camby,C,29.0,DEN,5.0,5.0,194.0,5.0,10.2,0.491,0.2,0.4,0.5,4.8,9.8,0.491,1.5,2.6,0.5710000000000001,2.6,8.0,10.6,2.2,0.7,1.3,1.1,3.9,11.7,2004
31,Elden Campbell,C,35.0,DET,14.0,0.0,124.0,2.9,10.2,0.28600000000000003,0.0,0.0,,2.9,10.2,0.28600000000000003,2.9,5.2,0.556,2.9,4.4,7.3,2.9,1.7,2.6,2.6,8.1,8.7,2004
32,Maurice Carter,SG,27.0,NOH,1.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,,0.0,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
33,Sam Cassell,PG,34.0,MIN,16.0,15.0,497.0,6.8,14.6,0.465,1.8,4.3,0.41700000000000004,5.0,10.3,0.486,3.8,4.4,0.852,0.2,2.7,2.9,5.1,0.9,0.2,3.1,3.8,19.2,2004
34,Kelvin Cato,PF,29.0,HOU,5.0,5.0,148.0,3.2,5.4,0.591,0.0,0.0,,3.2,5.4,0.591,0.7,1.7,0.429,3.4,4.9,8.3,0.5,1.2,1.0,1.2,4.4,7.1,2004
35,Doug Christie,SG,33.0,SAC,12.0,12.0,461.0,4.4,11.0,0.397,1.0,2.6,0.39399999999999996,3.4,8.4,0.39799999999999996,3.2,3.7,0.8540000000000001,1.3,4.5,5.8,3.7,1.7,0.4,1.7,2.7,13.0,2004
36,Jason Collins,C,25.0,NJN,11.0,11.0,266.0,1.9,5.1,0.368,0.0,0.0,,1.9,5.1,0.368,1.6,2.2,0.75,2.4,3.5,6.0,2.3,0.4,1.4,2.0,6.6,5.4,2004
37,Brian Cook,C,23.0,LAL,13.0,0.0,46.0,3.9,11.7,0.33299999999999996,0.0,0.0,,3.9,11.7,0.33299999999999996,1.6,1.6,1.0,2.3,7.0,9.4,0.8,0.8,0.0,2.3,5.5,9.4,2004
38,Austin Croshere,PF,28.0,IND,13.0,2.0,214.0,3.2,9.3,0.345,1.3,4.0,0.33299999999999996,1.9,5.2,0.355,2.9,3.5,0.81,2.2,4.5,6.7,2.0,0.7,0.5,1.0,2.9,10.6,2004
39,Marquis Daniels,SG,23.0,DAL,5.0,5.0,184.0,6.3,14.7,0.42700000000000005,0.2,1.4,0.14300000000000002,6.1,13.3,0.456,2.7,4.3,0.636,2.0,4.1,6.1,2.9,2.0,0.6,2.9,2.7,15.5,2004
40,Baron Davis,PG,24.0,NOH,7.0,7.0,260.0,6.0,15.8,0.377,2.2,6.8,0.327,3.7,9.0,0.415,3.5,4.6,0.758,0.8,3.2,4.0,6.8,1.5,0.7,2.6,2.9,17.6,2004
42,Ricky Davis,SF,24.0,BOS,4.0,0.0,123.0,4.7,11.7,0.4,1.2,2.9,0.4,3.5,8.8,0.4,3.2,4.7,0.688,0.9,2.6,3.5,4.1,0.6,0.0,3.5,2.0,13.8,2004
43,Tony Delk,SG,30.0,DAL,1.0,0.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,7.2,7.2,14.4,7.2,0.0,0.0,0.0,0.0,2004
44,Vlade Divac,C,35.0,SAC,12.0,12.0,235.0,4.7,10.9,0.43700000000000006,0.0,0.0,,4.7,10.9,0.43700000000000006,2.6,3.5,0.7390000000000001,3.4,5.7,9.0,3.4,0.6,0.8,2.1,4.7,12.1,2004
45,Michael Doleac,C,26.0,DEN,5.0,0.0,49.0,3.7,7.3,0.5,0.0,0.0,,3.7,7.3,0.5,0.0,0.0,,1.5,3.7,5.1,2.2,0.0,0.0,0.7,5.9,7.3,2004
46,Tim Duncan,PF,27.0,SAS,10.0,10.0,405.0,7.4,14.1,0.522,0.0,0.1,0.0,7.4,14.0,0.525,4.9,7.7,0.632,2.9,7.1,10.0,2.8,0.7,1.8,3.7,3.0,19.6,2004
47,Francisco Elson,C,27.0,DEN,4.0,0.0,60.0,4.2,7.2,0.583,0.0,0.0,,4.2,7.2,0.583,0.6,1.2,0.5,0.6,4.8,5.4,1.2,1.2,0.6,1.8,8.4,9.0,2004
48,Michael Finley,SG,30.0,DAL,5.0,5.0,196.0,4.8,12.5,0.382,1.3,4.8,0.26899999999999996,3.5,7.7,0.452,1.1,1.8,0.6,1.1,1.8,2.9,2.4,0.7,0.6,1.7,1.5,11.9,2004
49,Derek Fisher,SG,29.0,LAL,22.0,0.0,507.0,4.3,10.5,0.405,1.6,3.9,0.418,2.6,6.6,0.39799999999999996,1.6,2.5,0.657,0.7,3.3,4.0,3.5,1.3,0.0,1.3,3.3,11.8,2004
50,Jeff Foster,C,27.0,IND,16.0,13.0,307.0,2.9,5.0,0.581,0.0,0.1,0.0,2.9,4.9,0.595,0.9,1.2,0.8,5.2,7.2,12.3,1.4,1.5,0.6,1.5,4.3,6.8,2004
51,Rick Fox,SF,34.0,LAL,16.0,3.0,145.0,2.0,5.0,0.4,0.2,1.7,0.14300000000000002,1.7,3.2,0.5379999999999999,0.2,0.5,0.5,1.5,4.2,5.7,4.5,0.7,0.5,2.2,5.2,4.5,2004
52,Steve Francis,PG,26.0,HOU,5.0,5.0,222.0,4.9,11.4,0.429,1.1,2.8,0.41200000000000003,3.7,8.6,0.434,4.7,6.5,0.725,1.0,5.8,6.8,6.2,1.1,0.2,3.4,2.9,15.6,2004
53,Dan Gadzuric,C,25.0,MIL,1.0,0.0,9.0,8.0,16.0,0.5,0.0,0.0,,8.0,16.0,0.5,0.0,4.0,0.0,0.0,4.0,4.0,8.0,4.0,0.0,0.0,4.0,16.0,2004
