,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Arron Afflalo,SG,26.0,DEN,7.0,7.0,229.0,4.7,11.6,0.405,0.6,3.1,0.2,4.1,8.5,0.48100000000000004,1.9,2.4,0.8,0.8,3.1,3.9,3.0,0.8,0.3,1.4,2.2,11.9,2012
1,Blake Ahearn,PG,27.0,UTA,3.0,0.0,8.0,9.0,13.5,0.667,4.5,4.5,1.0,4.5,9.0,0.5,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,22.5,2012
2,Cole Aldrich,C,23.0,OKC,5.0,0.0,25.0,5.8,13.0,0.444,0.0,0.0,,5.8,13.0,0.444,2.9,5.8,0.5,7.2,11.5,18.7,0.0,0.0,0.0,0.0,4.3,14.4,2012
3,Lavoy Allen,PF,22.0,PHI,12.0,1.0,236.0,5.2,9.3,0.557,0.0,0.0,,5.2,9.3,0.557,1.1,1.8,0.583,3.2,5.8,9.0,0.5,1.5,1.7,0.8,4.6,11.4,2012
4,Ray Allen,SG,36.0,BOS,18.0,10.0,616.0,3.9,9.8,0.395,1.6,5.4,0.304,2.2,4.4,0.507,1.9,2.6,0.711,0.5,3.9,4.3,1.1,1.0,0.1,1.0,2.4,11.2,2012
5,Tony Allen,SG,30.0,MEM,7.0,7.0,170.0,3.8,9.5,0.4,0.0,1.1,0.0,3.8,8.5,0.45,2.5,3.6,0.706,1.7,3.0,4.7,1.1,1.9,1.5,2.1,4.4,10.2,2012
6,Lou Amundson,PF,29.0,IND,11.0,0.0,94.0,4.6,8.8,0.522,0.0,0.0,,4.6,8.8,0.522,1.1,2.3,0.5,2.3,6.5,8.8,0.8,0.8,1.9,1.5,6.1,10.3,2012
7,James Anderson,SG,22.0,SAS,8.0,0.0,31.0,4.6,10.5,0.444,2.3,4.6,0.5,2.3,5.8,0.4,1.2,2.3,0.5,0.0,5.8,5.8,3.5,1.2,0.0,0.0,1.2,12.8,2012
8,Ryan Anderson,PF,23.0,ORL,5.0,5.0,172.0,3.1,9.2,0.341,2.5,6.3,0.4,0.6,2.9,0.214,1.3,1.5,0.857,1.9,2.9,4.8,0.8,0.6,0.4,1.9,4.6,10.0,2012
9,Carmelo Anthony,SF,27.0,NYK,5.0,5.0,204.0,9.2,21.9,0.419,0.7,3.2,0.222,8.5,18.7,0.45299999999999996,5.5,7.2,0.7559999999999999,2.3,4.9,7.2,1.9,1.1,0.2,2.5,3.7,24.5,2012
10,Joel Anthony,C,29.0,MIA,17.0,1.0,329.0,1.9,3.2,0.586,0.0,0.0,,1.9,3.2,0.586,2.2,2.7,0.8,2.4,3.6,6.0,0.2,0.5,1.8,0.9,4.5,5.9,2012
11,Gilbert Arenas,PG,30.0,MEM,6.0,0.0,23.0,3.1,12.5,0.25,0.0,6.3,0.0,3.1,6.3,0.5,0.0,0.0,,0.0,1.6,1.6,1.6,0.0,0.0,1.6,9.4,6.3,2012
12,Ömer Aşık,C,25.0,CHI,6.0,3.0,128.0,2.0,3.9,0.5,0.0,0.0,,2.0,3.9,0.5,1.7,4.8,0.353,2.3,5.6,7.9,2.3,0.3,2.8,2.3,3.9,5.6,2012
13,Jeff Ayres,C,24.0,IND,4.0,0.0,9.0,4.0,12.0,0.33299999999999996,0.0,0.0,,4.0,12.0,0.33299999999999996,0.0,0.0,,0.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,2012
