,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Steven Adams,C,22.0,OKC,18.0,18.0,553.0,4.4,7.2,0.613,0.0,0.1,0.0,4.4,7.2,0.618,3.0,4.8,0.63,4.0,7.1,11.1,0.8,0.6,0.9,1.1,3.6,11.8,2016
1,Cole Aldrich,C,27.0,LAC,6.0,0.0,77.0,4.7,7.0,0.667,0.0,0.0,,4.7,7.0,0.667,1.4,2.8,0.5,3.7,10.3,14.0,1.4,2.8,1.4,0.9,5.1,10.8,2016
2,LaMarcus Aldridge,PF,30.0,SAS,10.0,10.0,337.0,9.4,18.1,0.521,0.2,0.2,1.0,9.2,17.8,0.515,4.4,4.9,0.8909999999999999,2.4,6.5,8.9,1.1,0.4,1.5,1.2,1.9,23.4,2016
3,Lavoy Allen,PF,26.0,IND,6.0,3.0,51.0,2.1,7.1,0.3,0.0,0.0,,2.1,7.1,0.3,0.0,0.0,,2.8,7.1,9.9,1.4,0.7,0.7,0.7,1.4,4.2,2016
4,Tony Allen,SG,34.0,MEM,4.0,2.0,94.0,3.8,12.6,0.303,0.4,2.7,0.14300000000000002,3.4,10.0,0.34600000000000003,3.4,5.0,0.6920000000000001,2.3,1.9,4.2,1.1,1.9,0.8,2.3,4.2,11.5,2016
5,Al-Farouq Aminu,SF,25.0,POR,11.0,11.0,372.0,5.4,12.4,0.43799999999999994,2.7,6.8,0.4,2.7,5.6,0.483,2.0,2.8,0.7240000000000001,2.2,7.0,9.2,1.9,0.8,1.0,2.0,3.0,15.6,2016
6,Chris Andersen,C,37.0,MEM,4.0,2.0,79.0,2.3,5.5,0.41700000000000004,0.0,0.0,,2.3,5.5,0.41700000000000004,2.3,3.6,0.625,5.9,8.2,14.1,1.4,0.9,1.4,2.3,1.8,6.8,2016
7,Justin Anderson,SF,22.0,DAL,5.0,1.0,95.0,6.4,14.0,0.45899999999999996,1.5,4.9,0.308,4.9,9.1,0.542,3.4,5.3,0.643,3.4,4.2,7.6,2.7,1.5,1.1,1.9,4.5,17.8,2016
8,Kyle Anderson,SF,22.0,SAS,10.0,0.0,129.0,2.2,7.0,0.32,0.3,0.8,0.33299999999999996,2.0,6.1,0.318,1.7,2.0,0.857,0.6,6.1,6.7,2.0,1.7,0.8,1.1,3.1,6.4,2016
9,Trevor Ariza,SF,30.0,HOU,5.0,5.0,181.0,2.6,10.1,0.255,0.8,5.6,0.14300000000000002,1.8,4.6,0.391,0.6,0.8,0.75,1.4,2.8,4.2,0.8,2.6,0.2,2.4,3.2,6.6,2016
10,Jeff Ayres,C,28.0,LAC,2.0,0.0,2.0,18.0,18.0,1.0,0.0,0.0,,18.0,18.0,1.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2016
11,Leandro Barbosa,SG,33.0,GSW,23.0,0.0,254.0,7.2,12.5,0.58,1.6,4.0,0.39299999999999996,5.7,8.5,0.667,2.3,3.0,0.762,1.6,2.3,3.8,2.1,1.6,0.1,1.6,3.4,18.3,2016
