,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Arron Afflalo,SG,22.0,DET,12.0,0.0,84.0,3.0,7.7,0.389,0.0,0.9,0.0,3.0,6.9,0.43799999999999994,0.0,0.0,,0.0,2.1,2.1,2.6,1.7,0.0,0.4,2.1,6.0,2008
1,Malik Allen,PF,29.0,DAL,3.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2008
2,Ray Allen,SG,32.0,BOS,26.0,26.0,987.0,4.9,11.3,0.428,2.0,5.1,0.396,2.8,6.3,0.45299999999999996,3.1,3.4,0.9129999999999999,0.9,2.7,3.6,2.6,0.9,0.3,1.4,2.3,14.8,2008
3,Tony Allen,SG,26.0,BOS,15.0,0.0,65.0,5.0,8.9,0.563,0.0,0.6,0.0,5.0,8.3,0.6,1.1,2.8,0.4,0.6,1.1,1.7,1.7,1.1,0.0,0.6,2.8,11.1,2008
4,Rafer Alston,PG,31.0,HOU,4.0,4.0,126.0,6.0,13.7,0.43799999999999994,3.1,7.1,0.44,2.9,6.6,0.435,1.1,1.4,0.8,0.6,1.1,1.7,5.1,1.1,0.0,1.7,2.0,16.3,2008
5,Lou Amundson,PF,25.0,PHI,2.0,0.0,10.0,7.2,14.4,0.5,0.0,0.0,,7.2,14.4,0.5,3.6,7.2,0.5,18.0,7.2,25.2,0.0,0.0,0.0,0.0,7.2,18.0,2008
6,Carmelo Anthony,SF,23.0,DEN,4.0,4.0,146.0,7.9,21.7,0.364,0.5,2.0,0.25,7.4,19.7,0.375,5.9,7.2,0.828,4.7,4.7,9.4,2.0,0.5,0.2,3.0,4.2,22.2,2008
7,Gilbert Arenas,PG,26.0,WAS,4.0,2.0,94.0,5.4,13.8,0.389,1.9,4.6,0.41700000000000004,3.4,9.2,0.375,3.8,4.6,0.833,0.0,2.7,2.7,4.2,0.8,0.0,3.1,5.0,16.5,2008
8,Trevor Ariza,SF,22.0,LAL,8.0,0.0,45.0,5.6,9.6,0.583,0.8,3.2,0.25,4.8,6.4,0.75,1.6,3.2,0.5,2.4,6.4,8.8,0.8,0.8,0.8,0.8,5.6,13.6,2008
9,Hilton Armstrong,C,23.0,NOH,8.0,0.0,72.0,4.0,6.5,0.615,0.0,0.0,,4.0,6.5,0.615,2.5,5.0,0.5,4.5,5.5,10.0,0.0,0.0,3.0,2.0,6.0,10.5,2008
