,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Ray Allen,SG,24.0,MIL,5.0,5.0,186.0,7.7,17.4,0.444,1.9,5.0,0.385,5.8,12.4,0.469,3.9,4.3,0.909,1.9,4.5,6.4,2.5,1.5,0.0,1.7,1.9,21.3,2000
1,Rafer Alston,PG,23.0,MIL,4.0,0.0,16.0,0.0,6.8,0.0,0.0,2.3,0.0,0.0,4.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,2.3,0.0,0.0,2.3,0.0,0.0,2000
2,Nick Anderson,SG,32.0,SAC,5.0,5.0,132.0,3.0,9.3,0.324,1.9,5.5,0.35,1.1,3.8,0.28600000000000003,1.9,2.2,0.875,1.1,3.5,4.6,0.5,0.3,0.8,1.1,2.5,9.8,2000
3,Greg Anthony,PG,32.0,POR,15.0,0.0,213.0,3.2,8.8,0.365,1.7,5.2,0.32299999999999995,1.5,3.5,0.429,2.0,2.7,0.75,0.3,2.4,2.7,4.2,2.2,0.7,2.0,4.6,10.1,2000
4,Stacey Augmon,SG,31.0,POR,7.0,0.0,34.0,4.2,12.7,0.33299999999999996,0.0,0.0,,4.2,12.7,0.33299999999999996,1.1,2.1,0.5,0.0,2.1,2.1,0.0,0.0,0.0,0.0,6.4,9.5,2000
5,Toby Bailey,SG,24.0,PHO,5.0,0.0,15.0,2.4,9.6,0.25,0.0,0.0,,2.4,9.6,0.25,4.8,9.6,0.5,2.4,2.4,4.8,4.8,0.0,0.0,0.0,2.4,9.6,2000
6,Vin Baker,C,28.0,SEA,5.0,4.0,177.0,6.1,15.3,0.4,0.0,0.2,0.0,6.1,15.1,0.405,2.0,3.5,0.588,3.3,4.5,7.7,2.0,1.0,0.4,3.3,3.9,14.2,2000
7,Brent Barry,SG,28.0,SEA,5.0,3.0,155.0,2.8,7.7,0.364,1.9,4.6,0.4,0.9,3.0,0.308,2.3,3.3,0.7140000000000001,0.7,2.3,3.0,3.5,0.7,0.7,1.6,4.6,9.8,2000
8,Jon Barry,SG,30.0,SAC,5.0,0.0,102.0,3.2,7.4,0.429,2.5,4.2,0.583,0.7,3.2,0.222,4.9,5.6,0.875,0.7,3.5,4.2,4.2,1.1,0.0,1.4,2.5,13.8,2000
9,Jonathan Bender,SF,19.0,IND,9.0,0.0,21.0,6.9,10.3,0.667,1.7,1.7,1.0,5.1,8.6,0.6,5.1,10.3,0.5,0.0,5.1,5.1,0.0,1.7,0.0,0.0,3.4,20.6,2000
10,Travis Best,PG,27.0,IND,23.0,0.0,463.0,6.0,13.9,0.43,1.0,2.3,0.433,5.0,11.6,0.43,2.9,3.4,0.841,1.2,3.3,4.4,5.1,1.5,0.3,1.9,4.7,15.9,2000
11,Corie Blount,PF,31.0,PHO,9.0,0.0,162.0,3.8,6.9,0.5479999999999999,0.0,0.0,,3.8,6.9,0.5479999999999999,2.2,4.0,0.556,5.6,6.9,12.4,0.7,1.3,1.3,2.9,8.0,9.8,2000
