,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Derek Anderson,SF,23.0,CLE,4.0,0.0,103.0,3.5,7.7,0.455,0.0,0.0,,3.5,7.7,0.455,8.0,9.1,0.885,0.0,3.1,3.1,3.8,1.7,0.3,4.2,3.5,15.0,1998
1,Greg Anderson,C,33.0,ATL,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,18.0,0.0,0.0,18.0,18.0,0.0,0.0,9.0,9.0,9.0,0.0,1998
2,Shandon Anderson,SG,24.0,UTA,20.0,0.0,378.0,5.0,9.8,0.515,0.3,1.0,0.273,4.8,8.8,0.5429999999999999,2.4,3.5,0.6759999999999999,2.5,3.5,6.0,1.8,0.5,0.1,2.9,2.9,12.8,1998
3,Greg Anthony,PG,30.0,SEA,9.0,0.0,118.0,3.7,12.2,0.3,1.5,5.8,0.263,2.1,6.4,0.33299999999999996,0.9,2.4,0.375,0.9,2.1,3.1,3.1,1.5,0.3,3.4,5.2,9.8,1998
4,B.J. Armstrong,PG,30.0,CHH,9.0,0.0,146.0,3.9,10.4,0.381,0.5,1.2,0.4,3.5,9.1,0.37799999999999995,0.7,1.0,0.75,0.5,2.0,2.5,4.4,1.5,0.0,1.5,2.7,9.1,1998
5,Keith Askins,SF,30.0,MIA,4.0,0.0,58.0,1.2,4.3,0.28600000000000003,0.6,3.1,0.2,0.6,1.2,0.5,0.0,0.0,,0.6,3.7,4.3,0.6,1.2,0.0,0.6,5.6,3.1,1998
6,Stacey Augmon,SG,29.0,POR,4.0,0.0,28.0,2.6,5.1,0.5,0.0,0.0,,2.6,5.1,0.5,1.3,2.6,0.5,1.3,2.6,3.9,1.3,2.6,1.3,2.6,2.6,6.4,1998
7,Vin Baker,C,26.0,SEA,10.0,10.0,371.0,6.9,13.0,0.53,0.0,0.0,,6.9,13.0,0.53,1.6,3.7,0.42100000000000004,4.0,5.1,9.1,1.7,1.7,1.5,2.1,3.7,15.3,1998
8,Charles Barkley,PF,34.0,HOU,4.0,0.0,87.0,5.0,9.5,0.522,0.0,0.8,0.0,5.0,8.7,0.5710000000000001,5.0,8.7,0.5710000000000001,2.1,6.6,8.7,1.7,2.1,0.0,2.5,5.0,14.9,1998
9,Drew Barry,PG,24.0,ATL,2.0,0.0,5.0,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1998
