,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Steven Adams,C,20.0,OKC,18.0,0.0,331.0,3.4,4.9,0.6890000000000001,0.0,0.0,,3.4,4.9,0.6890000000000001,0.9,2.5,0.348,2.4,5.7,8.0,0.4,0.1,2.6,1.1,5.2,7.6,2014
1,LaMarcus Aldridge,PF,28.0,POR,11.0,11.0,441.0,9.2,20.4,0.452,0.2,0.2,0.667,9.1,20.2,0.449,4.9,6.1,0.8,2.4,7.1,9.6,1.3,0.6,1.5,1.6,3.3,23.5,2014
2,Lavoy Allen,PF,24.0,IND,4.0,0.0,15.0,4.8,9.6,0.5,0.0,0.0,,4.8,9.6,0.5,0.0,0.0,,2.4,9.6,12.0,2.4,0.0,0.0,0.0,2.4,9.6,2014
3,Ray Allen,SG,38.0,MIA,20.0,1.0,527.0,4.0,9.8,0.413,2.3,5.8,0.38799999999999996,1.8,4.0,0.44799999999999995,2.3,2.5,0.919,0.9,3.7,4.6,2.2,1.0,0.3,1.6,2.8,12.6,2014
4,Tony Allen,SG,32.0,MEM,7.0,1.0,230.0,5.5,11.3,0.486,0.0,1.1,0.0,5.5,10.2,0.5379999999999999,2.5,3.3,0.762,3.6,4.9,8.5,1.6,1.9,0.2,1.9,3.6,13.5,2014
5,Chris Andersen,C,35.0,MIA,18.0,0.0,317.0,3.7,6.5,0.579,0.0,0.1,0.0,3.7,6.4,0.589,3.0,4.3,0.684,3.0,9.2,12.2,0.6,0.6,2.0,1.0,3.9,10.4,2014
6,Alan Anderson,SF,31.0,BRK,12.0,2.0,261.0,3.4,8.6,0.40299999999999997,1.2,4.3,0.29,2.2,4.3,0.516,1.7,2.5,0.667,1.4,3.0,4.4,2.1,1.4,0.0,1.4,4.4,9.8,2014
7,Pero Antić,C,31.0,ATL,7.0,7.0,170.0,1.5,8.9,0.16699999999999998,0.6,5.3,0.12,0.8,3.6,0.235,1.1,1.7,0.625,2.1,3.6,5.7,1.1,1.1,0.6,1.7,5.5,4.7,2014
8,Trevor Ariza,SF,28.0,WAS,11.0,11.0,407.0,4.6,9.6,0.48100000000000004,2.2,5.0,0.446,2.4,4.6,0.519,1.9,2.4,0.778,1.9,6.8,8.7,1.7,1.5,0.4,1.2,2.3,13.3,2014
9,Hilton Armstrong,C,29.0,GSW,7.0,0.0,17.0,8.5,16.9,0.5,0.0,2.1,0.0,8.5,14.8,0.5710000000000001,0.0,4.2,0.0,6.4,2.1,8.5,4.2,0.0,4.2,8.5,12.7,16.9,2014
10,Ömer Aşık,C,27.0,HOU,6.0,4.0,163.0,3.5,7.3,0.485,0.0,0.0,,3.5,7.3,0.485,0.7,0.7,1.0,4.6,6.2,10.8,0.9,0.7,0.9,2.4,6.4,7.7,2014
11,D.J. Augustin,PG,26.0,CHI,5.0,0.0,141.0,5.4,18.4,0.292,1.8,6.6,0.26899999999999996,3.6,11.7,0.304,4.3,4.9,0.895,1.0,1.0,2.0,6.1,0.8,0.0,2.3,4.1,16.9,2014
12,Jeff Ayres,PF,26.0,SAS,17.0,0.0,65.0,3.3,7.2,0.462,0.0,0.0,,3.3,7.2,0.462,2.8,4.4,0.625,3.3,7.2,10.5,2.8,0.0,0.0,0.6,3.3,9.4,2014
13,Harrison Barnes,SF,21.0,GSW,7.0,0.0,156.0,4.4,11.1,0.396,1.8,4.8,0.381,2.5,6.2,0.40700000000000003,2.1,3.7,0.563,1.6,4.8,6.5,1.8,0.2,0.7,1.2,3.0,12.7,2014
14,Matt Barnes,SF,33.0,LAC,13.0,13.0,404.0,4.0,9.5,0.42100000000000004,1.7,5.3,0.317,2.3,4.2,0.5529999999999999,1.2,1.7,0.684,2.0,3.2,5.2,2.0,1.1,0.3,1.5,3.7,10.9,2014
15,Will Barton,SG,23.0,POR,7.0,0.0,81.0,7.6,15.1,0.5,2.7,4.9,0.545,4.9,10.2,0.478,2.2,2.7,0.833,2.2,3.1,5.3,1.3,0.4,0.9,2.7,3.1,20.0,2014
16,Shane Battier,SF,35.0,MIA,16.0,6.0,202.0,2.1,4.6,0.462,1.6,3.6,0.45,0.5,1.1,0.5,0.7,0.9,0.8,0.2,1.6,1.8,0.9,0.9,0.2,0.9,4.1,6.6,2014
17,Nicolas Batum,SF,25.0,POR,11.0,11.0,459.0,5.3,11.1,0.47200000000000003,1.6,4.7,0.35,3.6,6.4,0.561,0.9,1.2,0.8,0.8,5.8,6.6,4.2,1.1,0.4,2.2,1.6,13.1,2014
18,Aron Baynes,C,27.0,SAS,14.0,0.0,101.0,4.3,8.6,0.5,0.0,0.4,0.0,4.3,8.2,0.522,2.9,3.6,0.8,4.3,6.8,11.0,0.0,1.1,0.0,2.5,5.3,11.4,2014
19,Bradley Beal,SG,20.0,WAS,11.0,11.0,458.0,5.9,13.9,0.424,1.7,4.2,0.415,4.2,9.7,0.42700000000000005,3.1,3.9,0.7959999999999999,1.2,3.1,4.3,3.9,1.4,0.6,1.8,2.4,16.6,2014
21,Michael Beasley,SF,25.0,MIA,4.0,0.0,23.0,7.8,15.7,0.5,0.0,0.0,,7.8,15.7,0.5,1.6,4.7,0.33299999999999996,3.1,3.1,6.3,3.1,0.0,0.0,1.6,4.7,17.2,2014
22,Marco Belinelli,SF,27.0,SAS,23.0,0.0,356.0,4.4,10.0,0.444,1.6,3.8,0.42100000000000004,2.8,6.2,0.45899999999999996,2.1,2.2,0.955,0.4,4.9,5.3,1.9,0.3,0.0,1.2,2.3,12.6,2014
23,Patrick Beverley,PG,25.0,HOU,6.0,6.0,202.0,3.4,8.9,0.38,1.2,3.9,0.318,2.1,5.0,0.429,1.2,1.8,0.7,2.3,2.1,4.5,2.0,0.5,0.4,0.7,3.7,9.3,2014
24,Bismack Biyombo,C,21.0,CHA,3.0,1.0,48.0,2.3,3.7,0.6,0.0,0.0,,2.3,3.7,0.6,1.5,4.5,0.33299999999999996,3.7,4.5,8.2,0.7,0.0,1.5,0.0,3.0,6.0,2014
25,DeJuan Blair,PF,24.0,DAL,6.0,0.0,81.0,7.1,12.0,0.593,0.0,0.0,,7.1,12.0,0.593,3.6,5.8,0.615,6.2,10.2,16.4,0.4,5.3,0.0,2.2,6.2,17.8,2014
26,Steve Blake,PG,33.0,GSW,6.0,0.0,45.0,3.2,9.6,0.33299999999999996,2.4,8.0,0.3,0.8,1.6,0.5,0.0,0.8,0.0,0.8,2.4,3.2,1.6,0.0,0.0,1.6,1.6,8.8,2014
27,Andray Blatche,PF,27.0,BRK,12.0,0.0,172.0,5.4,12.1,0.44799999999999995,0.0,0.4,0.0,5.4,11.7,0.46399999999999997,5.2,6.3,0.833,5.2,7.3,12.6,0.8,1.3,0.4,2.1,4.6,16.1,2014
28,Matt Bonner,PF,33.0,SAS,22.0,2.0,136.0,2.6,5.6,0.47600000000000003,1.1,3.2,0.33299999999999996,1.6,2.4,0.667,0.8,1.1,0.75,0.5,3.2,3.7,2.9,0.5,0.3,0.5,3.2,7.1,2014
29,Trevor Booker,PF,26.0,WAS,9.0,1.0,146.0,3.2,7.2,0.44799999999999995,0.0,0.5,0.0,3.2,6.7,0.48100000000000004,1.0,1.5,0.667,3.9,5.7,9.6,2.0,0.5,2.2,0.7,6.2,7.4,2014
30,Carlos Boozer,PF,32.0,CHI,5.0,5.0,121.0,6.0,14.0,0.426,0.0,0.0,,6.0,14.0,0.426,2.4,2.7,0.889,2.4,9.2,11.6,1.5,0.3,0.0,2.1,3.9,14.3,2014
31,Chris Bosh,C,29.0,MIA,20.0,20.0,686.0,6.1,12.0,0.507,1.6,3.9,0.405,4.5,8.1,0.555,1.9,2.5,0.75,1.3,4.6,5.9,1.1,0.9,1.0,0.7,2.7,15.6,2014
32,Elton Brand,C,34.0,ATL,7.0,0.0,81.0,0.9,5.3,0.16699999999999998,0.0,0.0,,0.9,5.3,0.16699999999999998,1.8,2.2,0.8,3.1,7.1,10.2,2.7,0.4,2.7,0.0,4.4,3.6,2014
33,Reggie Bullock,SF,22.0,LAC,2.0,0.0,5.0,7.2,7.2,1.0,0.0,0.0,,7.2,7.2,1.0,0.0,0.0,,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,14.4,2014
34,Caron Butler,SF,33.0,OKC,18.0,2.0,419.0,3.0,9.3,0.324,1.8,5.1,0.35600000000000004,1.2,4.2,0.28600000000000003,1.9,2.4,0.7859999999999999,0.9,4.0,5.0,1.3,0.4,0.2,0.9,2.8,9.7,2014
35,Jimmy Butler,SG,24.0,CHI,5.0,5.0,218.0,3.6,9.4,0.386,1.0,3.3,0.3,2.6,6.1,0.43200000000000005,3.0,3.8,0.7829999999999999,1.0,3.3,4.3,1.8,1.0,0.0,0.5,2.1,11.2,2014
