,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Arron Afflalo,SG,25.0,DEN,3.0,3.0,85.0,5.1,14.4,0.353,1.3,5.1,0.25,3.8,9.3,0.409,3.0,3.4,0.875,0.0,3.8,3.8,3.0,0.0,0.0,1.3,4.2,14.4,2011
1,LaMarcus Aldridge,PF,25.0,POR,6.0,6.0,258.0,7.4,16.0,0.461,0.0,0.0,,7.4,16.0,0.461,2.7,3.3,0.792,2.2,4.0,6.3,1.1,1.1,1.4,1.3,2.7,17.4,2011
2,Malik Allen,PF,32.0,ORL,1.0,0.0,7.0,0.0,5.1,0.0,0.0,0.0,,0.0,5.1,0.0,5.1,10.3,0.5,0.0,5.1,5.1,0.0,0.0,0.0,0.0,10.3,5.1,2011
3,Ray Allen,SG,35.0,BOS,9.0,9.0,361.0,5.7,10.9,0.523,3.2,5.6,0.5710000000000001,2.5,5.3,0.47200000000000003,2.4,2.5,0.96,0.5,2.9,3.4,2.2,1.1,0.1,1.0,2.1,17.0,2011
4,Tony Allen,SG,29.0,MEM,13.0,13.0,350.0,4.4,10.4,0.426,0.1,0.7,0.14300000000000002,4.3,9.7,0.447,2.8,4.2,0.659,1.5,2.4,3.9,2.1,2.6,0.5,2.5,4.4,11.7,2011
5,Chris Andersen,C,32.0,DEN,5.0,0.0,73.0,3.5,5.4,0.636,0.0,0.0,,3.5,5.4,0.636,4.9,6.9,0.7140000000000001,2.5,4.4,6.9,1.5,1.5,3.5,1.5,3.9,11.8,2011
6,Ryan Anderson,PF,22.0,ORL,6.0,0.0,147.0,2.0,7.3,0.267,1.5,4.9,0.3,0.5,2.4,0.2,1.5,1.5,1.0,2.4,4.2,6.6,0.7,1.2,0.2,0.2,3.9,6.9,2011
7,Carmelo Anthony,SF,26.0,NYK,4.0,4.0,156.0,7.6,20.3,0.375,2.1,6.0,0.34600000000000003,5.5,14.3,0.387,6.7,7.8,0.853,3.0,6.5,9.5,4.4,1.2,0.7,3.0,3.7,24.0,2011
8,Joel Anthony,C,28.0,MIA,21.0,13.0,575.0,1.1,3.1,0.36700000000000005,0.0,0.0,,1.1,3.1,0.36700000000000005,1.4,1.9,0.71,2.2,3.9,6.1,0.6,0.5,2.4,0.8,3.4,3.6,2011
9,Gilbert Arenas,PG,29.0,ORL,5.0,0.0,81.0,8.0,18.7,0.429,1.3,5.3,0.25,6.7,13.3,0.5,1.8,2.7,0.667,1.8,4.4,6.2,5.3,0.4,0.4,2.7,6.2,19.1,2011
10,Trevor Ariza,SF,25.0,NOH,6.0,6.0,241.0,5.2,12.7,0.41200000000000003,1.0,3.1,0.33299999999999996,4.2,9.6,0.43799999999999994,2.4,3.3,0.727,1.0,4.8,5.8,3.0,1.2,0.4,1.0,2.4,13.9,2011
11,Hilton Armstrong,C,26.0,ATL,8.0,0.0,35.0,1.0,5.1,0.2,0.0,0.0,,1.0,5.1,0.2,3.1,6.2,0.5,4.1,6.2,10.3,1.0,3.1,0.0,2.1,7.2,5.1,2011
12,Darrell Arthur,PF,22.0,MEM,13.0,0.0,201.0,7.0,15.2,0.45899999999999996,0.2,0.2,1.0,6.8,15.0,0.452,2.3,3.0,0.765,2.5,2.7,5.2,1.3,1.3,2.1,2.1,5.4,16.5,2011
13,Ömer Aşık,C,24.0,CHI,15.0,0.0,148.0,1.5,3.2,0.462,0.0,0.0,,1.5,3.2,0.462,0.7,2.4,0.3,2.4,5.1,7.5,0.2,0.5,1.9,1.7,5.1,3.6,2011
14,J.J. Barea,PG,26.0,DAL,21.0,3.0,390.0,6.6,15.9,0.419,1.5,4.6,0.32,5.2,11.3,0.45899999999999996,2.5,3.1,0.794,0.7,2.9,3.6,6.6,0.6,0.0,2.1,2.6,17.3,2011
15,Matt Barnes,SF,30.0,LAL,10.0,0.0,131.0,4.1,10.4,0.395,0.5,3.3,0.16699999999999998,3.6,7.1,0.5,1.1,1.9,0.5710000000000001,3.0,4.7,7.7,1.4,1.9,0.5,1.6,6.3,9.9,2011
16,Earl Barron,C,29.0,POR,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2011
17,Brandon Bass,PF,25.0,ORL,6.0,6.0,139.0,4.1,9.8,0.42100000000000004,0.0,0.0,,4.1,9.8,0.42100000000000004,3.1,3.4,0.9229999999999999,3.1,3.4,6.5,0.5,0.8,1.3,1.8,1.8,11.4,2011
18,Tony Battie,C,34.0,PHI,5.0,0.0,38.0,2.8,6.6,0.429,0.0,0.0,,2.8,6.6,0.429,0.9,1.9,0.5,1.9,7.6,9.5,0.0,0.0,2.8,0.9,4.7,6.6,2011
