,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Kareem Abdul-Jabbar,C,41.0,LAL,15.0,15.0,351.0,7.0,15.1,0.46299999999999997,0.0,0.0,,7.0,15.1,0.46299999999999997,3.2,4.4,0.721,1.3,4.7,6.1,1.9,0.5,1.1,2.3,4.4,17.1,1989
1,Mark Acres,C,26.0,BOS,2.0,0.0,2.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1989
2,Michael Adams,PG,26.0,DEN,2.0,1.0,75.0,7.2,17.3,0.41700000000000004,4.8,10.6,0.455,2.4,6.7,0.35700000000000004,3.4,3.8,0.875,2.4,5.8,8.2,4.3,1.4,0.0,3.8,2.9,22.6,1989
3,Mark Aguirre,SF,29.0,DET,17.0,17.0,462.0,6.9,14.2,0.489,0.6,2.3,0.276,6.3,11.9,0.529,2.2,3.0,0.737,2.0,3.8,5.8,2.2,0.6,0.2,1.6,3.0,16.7,1989
4,Steve Alford,PG,24.0,GSW,6.0,0.0,52.0,6.2,15.2,0.409,2.8,6.2,0.444,3.5,9.0,0.385,2.1,2.8,0.75,1.4,1.4,2.8,3.5,1.4,0.0,0.7,4.8,17.3,1989
5,Richard Anderson,PF,28.0,POR,3.0,0.0,35.0,2.1,6.2,0.33299999999999996,1.0,4.1,0.25,1.0,2.1,0.5,0.0,0.0,,0.0,3.1,3.1,4.1,0.0,1.0,0.0,2.1,5.1,1989
6,Ron Anderson,SF,30.0,PHI,3.0,0.0,109.0,9.6,16.8,0.569,0.0,0.3,0.0,9.6,16.5,0.58,1.3,1.7,0.8,2.3,3.0,5.3,4.3,0.3,0.7,0.7,3.3,20.5,1989
7,Thurl Bailey,SF,27.0,UTA,3.0,2.0,122.0,3.5,10.0,0.353,0.0,0.0,,3.5,10.0,0.353,3.5,4.4,0.8,3.0,4.4,7.4,0.9,0.3,1.2,2.7,3.2,10.6,1989
8,Charles Barkley,PF,25.0,PHI,3.0,3.0,135.0,7.7,12.0,0.644,0.3,1.3,0.2,7.5,10.7,0.7,5.9,8.3,0.71,2.1,7.2,9.3,4.3,1.3,0.5,2.9,2.4,21.6,1989
9,John Battle,SG,26.0,ATL,5.0,0.0,118.0,6.1,14.0,0.435,0.0,1.8,0.0,6.1,12.2,0.5,2.7,3.7,0.75,1.5,2.4,4.0,4.9,0.6,0.0,1.5,4.0,14.9,1989
10,Walter Berry,PF,24.0,HOU,4.0,0.0,57.0,8.2,16.4,0.5,0.0,0.0,,8.2,16.4,0.5,4.4,5.1,0.875,1.9,3.8,5.7,3.2,1.3,0.6,3.8,5.1,20.8,1989
11,Otis Birdsong,SG,33.0,BOS,3.0,1.0,20.0,1.8,9.0,0.2,0.0,3.6,0.0,1.8,5.4,0.33299999999999996,0.0,0.0,,0.0,3.6,3.6,1.8,1.8,1.8,5.4,5.4,3.6,1989
12,Manute Bol,C,26.0,GSW,8.0,0.0,148.0,1.7,8.8,0.19399999999999998,0.5,5.4,0.091,1.2,3.4,0.35700000000000004,0.5,1.7,0.28600000000000003,1.2,6.3,7.5,0.2,0.5,7.1,0.7,5.1,4.4,1989
13,Sam Bowie,C,27.0,POR,3.0,1.0,67.0,6.4,15.0,0.429,0.5,1.1,0.5,5.9,14.0,0.423,3.2,4.3,0.75,5.4,5.4,10.7,1.6,0.0,3.8,1.6,4.3,16.7,1989
14,Adrian Branch,SF,25.0,POR,1.0,0.0,5.0,0.0,21.6,0.0,0.0,0.0,,0.0,21.6,0.0,14.4,14.4,1.0,0.0,7.2,7.2,14.4,0.0,0.0,0.0,0.0,14.4,1989
15,Randy Breuer,C,28.0,MIL,9.0,1.0,162.0,3.8,7.1,0.531,0.0,0.0,,3.8,7.1,0.531,1.1,2.9,0.385,2.0,6.9,8.9,1.1,0.4,1.3,0.4,3.8,8.7,1989
16,Scott Brooks,PG,23.0,PHI,3.0,0.0,21.0,1.7,10.3,0.16699999999999998,1.7,3.4,0.5,0.0,6.9,0.0,3.4,3.4,1.0,0.0,6.9,6.9,8.6,0.0,0.0,1.7,6.9,8.6,1989
17,Mike Brown,C,25.0,UTA,2.0,1.0,11.0,0.0,6.5,0.0,0.0,0.0,,0.0,6.5,0.0,0.0,0.0,,0.0,6.5,6.5,0.0,0.0,0.0,0.0,9.8,0.0,1989
