,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Tariq Abdul-Wahad,SG,28.0,DAL,8.0,0.0,79.0,4.1,13.7,0.3,0.0,0.9,0.0,4.1,12.8,0.321,3.2,3.6,0.875,5.0,5.0,10.0,3.2,0.0,0.0,0.5,2.7,11.4,2003
1,Courtney Alexander,PG,25.0,NOH,5.0,0.0,39.0,6.5,14.8,0.43799999999999994,0.9,0.9,1.0,5.5,13.8,0.4,2.8,3.7,0.75,1.8,1.8,3.7,0.9,1.8,0.0,0.9,5.5,16.6,2003
2,John Amaechi,C,32.0,UTA,2.0,0.0,16.0,2.3,9.0,0.25,0.0,0.0,,2.3,9.0,0.25,4.5,9.0,0.5,0.0,2.3,2.3,0.0,0.0,0.0,0.0,9.0,9.0,2003
3,Derek Anderson,PG,28.0,POR,2.0,2.0,22.0,1.6,6.5,0.25,0.0,1.6,0.0,1.6,4.9,0.33299999999999996,0.0,1.6,0.0,1.6,0.0,1.6,0.0,0.0,0.0,1.6,1.6,3.3,2003
4,Kenny Anderson,PG,32.0,NOH,5.0,0.0,51.0,2.8,8.5,0.33299999999999996,0.0,0.0,,2.8,8.5,0.33299999999999996,2.1,2.1,1.0,0.0,1.4,1.4,6.4,2.1,0.0,2.8,4.2,7.8,2003
5,Darrell Armstrong,PG,34.0,ORL,7.0,1.0,226.0,3.2,7.0,0.455,1.0,2.9,0.33299999999999996,2.2,4.1,0.5379999999999999,3.2,3.5,0.909,1.1,1.6,2.7,4.1,1.0,0.0,2.7,3.5,10.5,2003
6,Carlos Arroyo,PG,23.0,UTA,3.0,0.0,27.0,4.0,12.0,0.33299999999999996,0.0,0.0,,4.0,12.0,0.33299999999999996,4.0,5.3,0.75,2.7,0.0,2.7,6.7,0.0,0.0,0.0,2.7,12.0,2003
7,Chucky Atkins,PG,28.0,DET,17.0,3.0,312.0,3.7,10.5,0.35200000000000004,2.1,5.7,0.36700000000000005,1.6,4.8,0.33299999999999996,2.4,3.0,0.8079999999999999,0.2,2.1,2.3,3.0,2.0,0.0,2.1,4.5,11.9,2003
8,Stacey Augmon,SG,34.0,NOH,4.0,0.0,69.0,2.6,7.8,0.33299999999999996,0.0,0.0,,2.6,7.8,0.33299999999999996,3.7,4.2,0.875,0.5,4.7,5.2,1.6,1.6,0.0,1.6,4.2,8.9,2003
9,Jon Barry,SG,33.0,DET,14.0,0.0,172.0,4.8,11.3,0.426,3.1,6.9,0.455,1.7,4.4,0.381,1.9,1.9,1.0,1.0,4.0,5.0,4.2,1.7,0.2,1.5,2.9,14.7,2003
10,Tony Battie,C,26.0,BOS,10.0,10.0,213.0,5.2,9.3,0.564,0.0,0.5,0.0,5.2,8.8,0.596,0.7,1.4,0.5,2.2,6.1,8.3,0.8,0.7,2.4,1.2,7.1,11.2,2003
11,Raja Bell,SG,26.0,DAL,17.0,7.0,305.0,4.7,8.6,0.5479999999999999,0.7,1.5,0.462,4.0,7.1,0.5670000000000001,1.3,2.4,0.55,1.5,4.5,6.0,3.2,0.6,0.0,0.7,4.8,11.4,2003
12,Jonathan Bender,SF,22.0,IND,3.0,0.0,34.0,5.3,15.9,0.33299999999999996,3.2,9.5,0.33299999999999996,2.1,6.4,0.33299999999999996,4.2,6.4,0.667,3.2,4.2,7.4,0.0,0.0,2.1,0.0,2.1,18.0,2003
13,Mike Bibby,PG,24.0,SAC,12.0,12.0,404.0,5.1,12.0,0.42200000000000004,1.0,3.5,0.282,4.1,8.6,0.479,2.4,3.0,0.794,0.7,2.0,2.8,5.3,1.2,0.4,1.6,2.8,13.5,2003
14,Chauncey Billups,PG,26.0,DET,14.0,14.0,485.0,5.3,14.1,0.374,1.9,6.2,0.31,3.3,7.9,0.425,6.2,6.7,0.9329999999999999,0.3,3.2,3.5,4.9,0.7,0.1,2.5,2.8,18.7,2003
15,Mark Blount,C,27.0,BOS,10.0,0.0,144.0,3.0,5.5,0.545,0.0,0.0,,3.0,5.5,0.545,1.7,2.5,0.7,3.0,6.0,9.0,0.5,2.7,2.0,2.0,5.0,7.7,2003
16,Bruce Bowen,SF,31.0,SAS,24.0,24.0,750.0,2.6,7.0,0.37200000000000005,1.7,3.8,0.43799999999999994,0.9,3.1,0.292,1.1,2.0,0.5479999999999999,0.7,2.6,3.3,1.9,1.0,0.8,0.7,2.5,8.0,2003
17,Shawn Bradley,C,30.0,DAL,17.0,7.0,246.0,2.9,7.3,0.4,0.0,0.1,0.0,2.9,7.2,0.408,1.3,1.8,0.75,3.4,6.1,9.5,0.7,0.4,2.0,2.2,7.0,7.2,2003
18,J.R. Bremer,PG,22.0,BOS,10.0,0.0,147.0,3.9,13.7,0.28600000000000003,2.0,7.8,0.25,2.0,5.9,0.33299999999999996,1.7,2.0,0.875,0.0,3.7,3.7,2.9,0.7,0.0,2.0,2.9,11.5,2003
19,Kedrick Brown,SF,21.0,BOS,3.0,0.0,11.0,3.3,13.1,0.25,0.0,0.0,,3.3,13.1,0.25,3.3,6.5,0.5,6.5,0.0,6.5,0.0,3.3,0.0,0.0,0.0,9.8,2003
21,P.J. Brown,PF,33.0,NOH,6.0,6.0,193.0,3.9,8.2,0.47700000000000004,0.0,0.0,,3.9,8.2,0.47700000000000004,3.5,4.7,0.76,3.7,4.8,8.6,1.1,1.3,0.6,0.9,4.1,11.4,2003
22,Kobe Bryant,SG,24.0,LAL,12.0,12.0,531.0,9.3,21.5,0.43200000000000005,1.7,4.2,0.40299999999999997,7.6,17.3,0.439,5.8,7.1,0.8270000000000001,1.1,3.1,4.1,4.2,0.9,0.1,2.8,2.4,26.1,2003
23,Mark Bryant,PF,37.0,BOS,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
24,Greg Buckner,SG,26.0,PHI,10.0,0.0,112.0,3.2,10.0,0.32299999999999995,0.6,2.9,0.222,2.6,7.1,0.364,1.3,1.3,1.0,1.0,4.5,5.5,1.0,0.3,0.6,1.0,5.8,8.4,2003
25,Pat Burke,C,29.0,ORL,6.0,0.0,43.0,5.0,8.4,0.6,0.0,0.0,,5.0,8.4,0.6,4.2,5.0,0.833,0.8,8.4,9.2,0.8,0.8,0.0,3.3,7.5,14.2,2003
26,Sam Cassell,PG,33.0,MIL,6.0,6.0,217.0,6.5,13.8,0.47,1.8,3.5,0.524,4.6,10.3,0.452,2.3,2.5,0.9329999999999999,0.5,2.7,3.2,2.7,0.5,0.2,2.8,3.3,17.1,2003
27,Calbert Cheaney,SG,31.0,UTA,5.0,5.0,122.0,3.0,8.0,0.37,0.0,0.0,,3.0,8.0,0.37,0.6,1.2,0.5,0.9,1.2,2.1,2.4,0.6,0.3,2.1,4.4,6.5,2003
28,Doug Christie,SG,32.0,SAC,12.0,12.0,381.0,3.5,9.4,0.374,0.6,2.3,0.25,2.9,7.1,0.413,2.7,2.9,0.935,1.4,5.6,7.0,5.2,1.1,0.3,2.1,2.1,10.3,2003
29,Keon Clark,C,27.0,SAC,12.0,0.0,171.0,4.2,8.6,0.488,0.0,0.0,,4.2,8.6,0.488,3.2,4.4,0.7140000000000001,2.9,6.3,9.3,0.8,0.6,1.7,2.7,6.3,11.6,2003
