,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Ray Allen,SG,37.0,MIA,23.0,0.0,573.0,4.6,10.8,0.43,2.5,6.0,0.406,2.2,4.8,0.461,3.0,3.4,0.87,0.8,3.2,4.0,1.8,0.8,0.2,1.7,2.6,14.7,2013
1,Tony Allen,SG,31.0,MEM,15.0,15.0,422.0,4.6,10.7,0.43200000000000005,0.2,0.7,0.25,4.4,10.0,0.444,3.8,4.9,0.759,3.2,4.6,7.8,2.3,2.6,0.4,1.6,4.1,13.1,2013
2,Chris Andersen,C,34.0,MIA,20.0,0.0,303.0,5.5,6.8,0.807,0.0,0.0,,5.5,6.8,0.807,4.3,5.8,0.735,3.8,5.2,9.0,0.4,1.1,2.6,1.3,6.3,15.2,2013
3,James Anderson,SG,23.0,HOU,2.0,0.0,18.0,2.0,10.0,0.2,0.0,6.0,0.0,2.0,4.0,0.5,0.0,0.0,,2.0,6.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0,2013
4,Carmelo Anthony,PF,28.0,NYK,12.0,12.0,481.0,9.4,23.2,0.406,1.3,4.3,0.298,8.2,18.9,0.431,5.8,6.5,0.885,0.8,5.1,5.9,1.4,1.0,0.1,2.3,3.4,25.9,2013
5,Joel Anthony,C,30.0,MIA,14.0,0.0,71.0,1.5,5.1,0.3,0.0,0.0,,1.5,5.1,0.3,0.0,0.0,,5.1,5.6,10.6,0.0,1.0,2.0,1.5,6.6,3.0,2013
6,Darrell Arthur,PF,24.0,MEM,15.0,0.0,175.0,5.1,10.9,0.47200000000000003,0.0,0.4,0.0,5.1,10.5,0.49,1.6,1.9,0.889,2.9,4.9,7.8,1.2,0.4,0.8,1.4,7.4,11.9,2013
7,Ömer Aşık,C,26.0,HOU,6.0,6.0,208.0,3.8,6.8,0.564,0.0,0.0,,3.8,6.8,0.564,5.2,8.1,0.638,3.6,8.0,11.6,0.5,0.5,1.7,2.1,3.8,12.8,2013
8,D.J. Augustin,PG,25.0,IND,19.0,1.0,316.0,3.1,8.1,0.38,2.2,5.5,0.396,0.9,2.6,0.348,2.8,3.5,0.8059999999999999,0.2,1.5,1.7,1.5,0.8,0.0,1.1,3.0,11.2,2013
9,Gustavo Ayón,C,27.0,MIL,3.0,0.0,7.0,10.3,20.6,0.5,0.0,0.0,,10.3,20.6,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,2013
10,Jeff Ayres,PF,25.0,IND,9.0,0.0,71.0,4.1,12.2,0.33299999999999996,0.0,0.5,0.0,4.1,11.7,0.348,0.0,0.0,,2.0,7.1,9.1,0.5,0.0,1.0,1.5,7.1,8.1,2013
11,Harrison Barnes,SF,20.0,GSW,12.0,12.0,461.0,5.6,12.7,0.444,1.5,4.1,0.365,4.1,8.6,0.48200000000000004,2.3,2.7,0.857,1.4,4.6,6.0,1.2,0.5,0.4,1.2,2.6,15.1,2013
12,Matt Barnes,SF,32.0,LAC,6.0,0.0,162.0,5.3,9.8,0.545,1.6,3.8,0.41200000000000003,3.8,6.0,0.63,3.6,4.2,0.8420000000000001,1.6,5.1,6.7,0.7,0.9,0.4,1.1,5.1,15.8,2013
13,Brandon Bass,PF,27.0,BOS,6.0,5.0,204.0,2.5,5.1,0.483,0.0,0.0,,2.5,5.1,0.483,2.1,2.6,0.8,1.4,5.6,7.1,1.2,0.4,0.2,0.9,3.0,7.1,2013
14,Shane Battier,SF,34.0,MIA,22.0,0.0,392.0,2.5,8.5,0.29,2.4,8.1,0.295,0.1,0.5,0.2,2.1,2.6,0.821,0.8,2.7,3.5,1.1,0.5,0.6,0.5,4.5,9.5,2013
15,Jerryd Bayless,PG,24.0,MEM,15.0,0.0,320.0,5.5,15.4,0.358,2.0,6.6,0.305,3.5,8.8,0.397,2.6,2.9,0.885,0.1,3.3,3.4,3.6,0.8,0.6,1.8,3.9,15.6,2013
