,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Kareem Abdul-Jabbar,C,41.0,LAL,74.0,1695.0,12.9,0.511,0.005,0.25,7.3,14.2,11.0,6.1,1.1,2.9,11.5,20.1,,0.9,2.0,2.9,0.08199999999999999,,-1.9,-0.2,-2.1,0.0,1989
1,Mark Acres,C,26.0,BOS,62.0,632.0,8.2,0.507,0.009000000000000001,0.42100000000000004,10.9,15.6,13.3,3.7,1.5,0.6,14.5,10.4,,0.4,0.5,0.9,0.066,,-3.0,-0.4,-3.4,-0.2,1989
2,Michael Adams,PG,26.0,DEN,77.0,2787.0,17.5,0.5670000000000001,0.431,0.363,2.5,8.3,5.2,22.2,2.7,0.2,12.5,19.7,,5.4,2.9,8.3,0.14300000000000002,,2.7,0.2,2.9,3.4,1989
3,Mark Aguirre,SF,29.0,TOT,80.0,2597.0,16.4,0.524,0.13699999999999998,0.309,6.4,10.0,8.3,17.9,0.9,0.8,12.6,27.4,,2.4,2.1,4.5,0.08199999999999999,,1.4,-1.3,0.1,1.4,1989
6,Danny Ainge,PG,29.0,TOT,73.0,2377.0,18.0,0.5539999999999999,0.29,0.228,3.3,8.7,6.0,25.3,1.9,0.2,11.1,22.6,,5.2,1.4,6.7,0.135,,2.9,-0.4,2.5,2.7,1989
9,Mark Alarie,PF,25.0,WSB,74.0,1141.0,13.3,0.531,0.08800000000000001,0.20199999999999999,9.5,15.2,12.2,7.8,1.0,1.1,11.7,18.7,,1.2,1.0,2.2,0.09300000000000001,,-1.1,-0.8,-2.0,0.0,1989
10,Steve Alford,PG,24.0,TOT,66.0,906.0,11.9,0.522,0.17,0.188,1.1,6.8,4.0,13.2,2.2,0.2,11.4,16.6,,0.7,0.7,1.4,0.07200000000000001,,-2.1,-0.5,-2.6,-0.1,1989
13,Randy Allen,SG,24.0,SAC,7.0,43.0,6.9,0.428,0.053,0.105,7.4,10.2,8.7,0.0,1.1,1.3,9.1,20.9,,-0.1,0.0,0.0,-0.035,,-5.5,-1.7,-7.2,-0.1,1989
14,Greg Anderson,PF,24.0,SAS,82.0,2401.0,14.9,0.516,0.003,0.441,11.2,20.2,15.5,3.7,2.0,2.6,14.2,20.6,,0.4,3.1,3.4,0.069,,-1.1,-0.8,-2.0,0.0,1989
15,Michael Anderson,PG,22.0,SAS,36.0,730.0,10.5,0.483,0.04,0.469,6.3,7.1,6.7,26.9,2.8,0.2,28.5,15.7,,-0.5,0.6,0.2,0.01,,-2.2,-0.2,-2.4,-0.1,1989
16,Richard Anderson,PF,28.0,POR,72.0,1082.0,12.0,0.509,0.405,0.109,6.0,17.5,11.6,11.4,1.9,0.6,12.9,14.9,,0.9,1.2,2.1,0.09300000000000001,,-0.2,0.2,0.1,0.6,1989
17,Ron Anderson,SF,30.0,PHI,82.0,2618.0,15.3,0.531,0.01,0.19899999999999998,7.1,10.3,8.7,7.9,1.3,0.5,9.1,21.9,,3.5,0.9,4.4,0.081,,0.6,-2.0,-1.3,0.4,1989
18,Willie Anderson,SF,22.0,SAS,81.0,2738.0,16.6,0.534,0.016,0.225,5.8,11.1,8.4,21.1,2.5,1.4,15.6,23.8,,2.1,2.8,4.9,0.085,,0.8,0.4,1.3,2.3,1989
19,John Bagley,PG,28.0,NJN,68.0,1642.0,11.3,0.467,0.11199999999999999,0.256,2.4,7.6,4.9,33.1,2.1,0.2,22.9,17.3,,-0.6,1.0,0.4,0.013000000000000001,,-1.6,-1.1,-2.7,-0.3,1989
20,Thurl Bailey,SF,27.0,UTA,82.0,2777.0,15.6,0.544,0.004,0.34600000000000003,5.0,12.3,8.9,8.5,0.8,2.0,12.4,25.5,,2.4,4.1,6.5,0.113,,0.1,-0.4,-0.3,1.2,1989
21,Greg Ballard,SF,34.0,SEA,2.0,15.0,7.1,0.307,0.125,0.5,14.5,38.5,26.1,0.0,0.0,0.0,0.0,25.9,,0.0,0.0,0.0,0.021,,-6.6,-4.2,-10.8,0.0,1989
22,Ken Bannister,PF,28.0,LAC,9.0,130.0,17.9,0.624,0.027999999999999997,1.472,4.9,22.1,13.6,3.2,2.5,0.9,11.9,20.4,,0.3,0.2,0.4,0.15,,0.0,0.2,0.2,0.1,1989
23,Charles Barkley,PF,25.0,PHI,79.0,3088.0,27.0,0.653,0.134,0.6609999999999999,14.5,21.3,17.9,16.0,2.0,1.3,14.0,24.4,,13.2,2.9,16.1,0.25,,7.3,0.2,7.5,7.4,1989
24,John Battle,SG,26.0,ATL,82.0,1672.0,13.5,0.532,0.054000000000000006,0.379,1.9,7.3,4.6,17.1,1.2,0.3,12.4,20.4,,2.2,1.0,3.2,0.092,,-0.3,-0.9,-1.1,0.4,1989
25,Benoit Benjamin,C,24.0,LAC,79.0,2585.0,17.4,0.593,0.002,0.47,6.8,21.9,14.4,8.7,1.0,4.7,17.8,20.3,,2.3,2.9,5.1,0.095,,-0.4,0.8,0.3,1.5,1989
27,Ricky Berry,SG,24.0,SAC,64.0,1406.0,13.1,0.552,0.282,0.293,4.3,10.9,7.5,8.5,1.3,0.9,11.4,21.1,,1.6,0.8,2.4,0.083,,-0.7,-1.0,-1.7,0.1,1989
28,Walter Berry,PF,24.0,TOT,69.0,1355.0,13.2,0.54,0.004,0.285,6.9,14.8,10.8,8.5,1.0,2.1,13.6,19.5,,1.0,1.4,2.4,0.085,,-1.5,0.3,-1.2,0.3,1989
31,Larry Bird,SF,32.0,BOS,6.0,189.0,19.8,0.516,0.0,0.183,0.6,21.6,11.2,24.3,1.6,1.6,8.9,27.1,,0.3,0.2,0.5,0.129,,2.1,1.6,3.7,0.3,1989
32,Otis Birdsong,SG,33.0,BOS,13.0,108.0,7.0,0.502,0.083,0.055999999999999994,4.3,9.4,6.9,11.5,1.4,0.5,24.5,18.8,,-0.2,0.1,-0.1,-0.051,,-3.6,-1.7,-5.3,-0.1,1989
33,Uwe Blab,C,26.0,DAL,37.0,208.0,10.8,0.54,0.0,0.48100000000000004,5.9,17.3,11.7,8.2,0.7,3.6,18.2,16.0,,0.1,0.2,0.3,0.069,,-4.4,1.0,-3.4,-0.1,1989
