,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Mark Acres,C,27.0,ORL,80.0,1691.0,8.3,0.536,0.013999999999999999,0.42100000000000004,9.3,17.8,13.4,5.0,1.0,0.8,17.2,9.4,,1.1,0.6,1.6,0.047,,-3.1,-0.6,-3.7,-0.7,1990
1,Michael Adams,PG,27.0,DEN,79.0,2690.0,15.4,0.542,0.43700000000000006,0.317,1.8,7.3,4.4,23.3,2.0,0.1,11.1,18.5,,4.4,2.5,6.9,0.124,,1.8,-0.1,1.8,2.6,1990
2,Mark Aguirre,SF,30.0,DET,78.0,2005.0,15.8,0.544,0.10400000000000001,0.28300000000000003,6.7,10.6,8.7,11.6,0.9,0.6,10.7,24.3,,3.1,2.5,5.7,0.136,,1.0,0.0,1.0,1.5,1990
3,Danny Ainge,PG,30.0,SAC,75.0,2727.0,16.1,0.528,0.25,0.231,2.9,10.6,6.8,25.5,2.1,0.4,12.7,23.0,,2.7,2.1,4.8,0.085,,1.2,-0.1,1.1,2.1,1990
4,Mark Alarie,PF,26.0,WSB,82.0,1893.0,14.1,0.51,0.062,0.16899999999999998,8.5,12.8,10.7,10.5,1.5,1.2,10.7,20.4,,1.5,1.6,3.1,0.079,,-0.6,-0.7,-1.3,0.3,1990
5,Steve Alford,PG,25.0,DAL,41.0,302.0,18.7,0.544,0.159,0.268,0.8,8.5,4.7,21.2,2.5,0.6,9.4,24.7,,0.6,0.3,0.9,0.14400000000000002,,1.2,0.4,1.6,0.3,1990
6,Randy Allen,SG,25.0,SAC,63.0,746.0,8.4,0.456,0.028999999999999998,0.18,7.5,13.4,10.5,4.4,1.1,1.5,9.8,16.5,,-0.3,0.6,0.2,0.013999999999999999,,-4.2,-0.9,-5.2,-0.6,1990
7,Greg Anderson,PF,25.0,MIL,60.0,1291.0,13.0,0.522,0.0,0.39399999999999996,9.8,23.6,16.6,2.7,1.2,2.6,13.6,19.1,,0.2,1.7,2.0,0.073,,-2.8,-0.9,-3.8,-0.6,1990
8,Nick Anderson,SG,22.0,ORL,81.0,1785.0,14.9,0.536,0.023,0.35100000000000003,6.1,12.7,9.3,10.5,1.8,1.0,13.7,22.1,,1.2,0.7,1.8,0.049,,0.0,-1.0,-1.0,0.5,1990
9,Richard Anderson,PF,29.0,CHH,54.0,604.0,13.3,0.522,0.474,0.109,5.9,18.8,11.9,13.4,1.6,0.9,10.5,17.4,,0.4,0.5,1.0,0.077,,0.6,0.2,0.7,0.4,1990
10,Ron Anderson,SF,31.0,PHI,78.0,2089.0,13.9,0.499,0.025,0.23399999999999999,4.4,11.5,8.0,10.0,1.7,0.4,7.8,20.4,,2.0,1.7,3.8,0.086,,-0.8,-0.5,-1.4,0.3,1990
11,Willie Anderson,SG,23.0,SAS,82.0,2788.0,15.2,0.532,0.024,0.268,4.8,10.1,7.5,19.6,1.9,1.3,14.1,20.9,,2.8,3.7,6.5,0.111,,0.5,0.9,1.3,2.4,1990
12,Michael Ansley,SF,22.0,ORL,72.0,1221.0,17.3,0.5539999999999999,0.0,0.488,15.7,15.6,15.6,4.8,0.9,0.8,8.1,19.7,,3.0,0.3,3.3,0.129,,1.2,-2.5,-1.3,0.2,1990
13,B.J. Armstrong,PG,22.0,CHI,81.0,1291.0,11.9,0.53,0.015,0.19899999999999998,1.7,7.6,4.7,20.7,1.8,0.3,16.3,16.9,,1.0,0.8,1.7,0.064,,-1.7,-1.1,-2.8,-0.3,1990
