,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Tariq Abdul-Wahad,SG,28.0,DAL,14.0,204.0,12.4,0.47,0.017,0.10300000000000001,7.6,14.0,10.8,15.4,1.5,1.1,10.3,15.0,,0.2,0.2,0.4,0.10400000000000001,,-1.6,0.2,-1.4,0.0,2003
1,Shareef Abdur-Rahim,PF,26.0,ATL,81.0,3087.0,19.9,0.5660000000000001,0.051,0.457,6.7,17.8,12.5,14.7,1.5,0.9,13.0,24.2,,7.4,2.3,9.7,0.151,,2.3,-0.7,1.6,2.8,2003
2,Courtney Alexander,PG,25.0,NOH,66.0,1360.0,9.3,0.45899999999999996,0.113,0.289,3.3,6.8,5.0,9.8,1.2,0.3,10.7,21.3,,0.1,1.0,1.1,0.04,,-3.3,-1.2,-4.5,-0.9,2003
3,Malik Allen,PF,24.0,MIA,80.0,2318.0,9.9,0.455,0.005,0.153,6.5,14.9,10.6,4.4,0.9,2.6,13.2,19.7,,-1.7,2.6,0.9,0.018000000000000002,,-3.9,-0.4,-4.4,-1.4,2003
4,Ray Allen,SG,27.0,TOT,76.0,2880.0,21.3,0.565,0.391,0.253,3.8,11.8,7.8,21.6,1.9,0.4,11.6,27.8,,7.6,1.5,9.1,0.152,,4.7,-1.0,3.6,4.1,2003
7,Rafer Alston,PG,26.0,TOR,47.0,980.0,14.4,0.51,0.38799999999999996,0.161,2.3,10.4,6.2,34.0,2.1,1.1,19.3,20.7,,0.7,0.5,1.2,0.059000000000000004,,0.2,-1.0,-0.8,0.3,2003
8,John Amaechi,C,32.0,UTA,50.0,474.0,3.1,0.35100000000000003,0.0,0.441,6.9,12.5,9.8,6.8,1.6,1.1,19.4,17.0,,-1.1,0.4,-0.7,-0.07,,-6.4,-1.6,-8.0,-0.7,2003
9,Chris Andersen,C,24.0,DEN,59.0,907.0,14.0,0.44,0.004,0.491,13.3,22.3,17.6,6.3,1.7,5.3,14.8,19.9,,-0.5,1.7,1.1,0.059000000000000004,,-2.4,0.4,-2.0,0.0,2003
10,Derek Anderson,PG,28.0,POR,76.0,2556.0,16.9,0.556,0.39799999999999996,0.32299999999999995,2.5,10.0,6.2,20.7,1.9,0.5,11.9,19.5,,5.9,2.2,8.1,0.153,,2.2,0.1,2.3,2.8,2003
11,Kenny Anderson,PG,32.0,TOT,61.0,1135.0,13.6,0.457,0.018000000000000002,0.149,3.2,10.6,6.8,29.8,2.8,0.3,15.6,19.7,,0.4,1.3,1.6,0.069,,-1.9,0.9,-1.0,0.3,2003
14,Shandon Anderson,SF,29.0,NYK,82.0,1731.0,13.4,0.5529999999999999,0.261,0.354,4.2,13.2,8.6,8.3,2.2,0.8,15.5,19.6,,1.2,1.4,2.7,0.07400000000000001,,-0.6,0.2,-0.3,0.7,2003
15,Robert Archibald,PF,22.0,MEM,12.0,72.0,2.4,0.34,0.0,0.9,9.5,17.0,13.3,6.1,0.0,2.9,20.0,21.8,,-0.3,0.0,-0.2,-0.158,,-8.8,-3.3,-12.0,-0.2,2003
16,Gilbert Arenas,PG,21.0,GSW,82.0,2866.0,18.6,0.54,0.265,0.397,3.6,10.6,7.2,30.0,2.2,0.4,17.3,24.9,,5.8,0.7,6.5,0.109,,2.6,-1.3,1.3,2.4,2003
17,Brandon Armstrong,SG,22.0,NJN,17.0,69.0,3.9,0.405,0.222,0.222,0.0,6.6,3.3,4.8,2.3,1.1,14.4,22.6,,-0.2,0.1,-0.1,-0.05,,-7.4,-0.7,-8.1,-0.1,2003
18,Darrell Armstrong,PG,34.0,ORL,82.0,2350.0,14.6,0.53,0.361,0.292,4.3,10.2,7.2,21.7,3.0,0.4,18.1,16.9,,2.7,2.2,4.9,0.1,,0.2,0.7,0.9,1.7,2003
19,Carlos Arroyo,PG,23.0,UTA,44.0,287.0,14.1,0.51,0.064,0.20199999999999999,4.8,6.1,5.5,33.1,2.2,0.3,20.2,23.8,,0.1,0.2,0.3,0.057,,-0.1,-1.0,-1.0,0.1,2003
20,Chucky Atkins,PG,28.0,DET,65.0,1398.0,10.1,0.475,0.52,0.105,1.8,6.5,4.1,22.4,1.1,0.2,13.7,19.4,,0.3,1.2,1.5,0.053,,-1.1,-1.1,-2.2,-0.1,2003
21,Stacey Augmon,SG,34.0,NOH,70.0,862.0,9.3,0.474,0.036000000000000004,0.375,3.5,12.7,8.0,12.5,1.7,0.8,15.2,13.9,,0.2,1.0,1.2,0.067,,-3.2,0.8,-2.4,-0.1,2003
