,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Quincy Acy,PF,24.0,NYK,68.0,1287.0,11.9,0.5329999999999999,0.18100000000000002,0.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,,1.0,0.7,1.7,0.063,,-2.1,-1.0,-3.1,-0.3,2015
1,Jordan Adams,SG,20.0,MEM,30.0,248.0,12.8,0.489,0.29100000000000004,0.267,4.2,8.7,6.4,10.1,3.4,2.3,12.7,20.4,,0.0,0.4,0.4,0.073,,-1.2,2.6,1.4,0.2,2015
2,Steven Adams,C,21.0,OKC,70.0,1771.0,14.1,0.5489999999999999,0.005,0.514,12.2,19.3,15.8,5.5,1.1,3.8,16.8,14.3,,1.9,2.2,4.1,0.111,,-1.5,0.2,-1.3,0.3,2015
3,Jeff Adrien,PF,28.0,MIN,17.0,215.0,14.2,0.494,0.0,0.8640000000000001,11.9,29.6,20.5,10.5,0.9,3.3,12.9,14.3,,0.2,0.2,0.4,0.087,,-1.9,-0.6,-2.4,0.0,2015
4,Arron Afflalo,SG,29.0,TOT,78.0,2502.0,10.7,0.5329999999999999,0.377,0.22399999999999998,1.1,9.7,5.3,8.2,0.8,0.2,10.7,19.0,,1.6,1.0,2.6,0.05,,-1.4,-1.1,-2.5,-0.3,2015
7,Alexis Ajinça,C,26.0,NOP,68.0,957.0,19.9,0.595,0.0,0.301,12.4,25.0,18.7,8.2,1.2,4.0,15.6,21.1,,1.9,1.2,3.2,0.159,,-0.7,0.4,-0.3,0.4,2015
8,Furkan Aldemir,PF,23.0,PHI,41.0,540.0,12.0,0.517,0.064,0.34600000000000003,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,,0.7,0.7,1.4,0.122,,-3.9,0.4,-3.6,-0.2,2015
9,Cole Aldrich,C,26.0,NYK,61.0,976.0,18.1,0.513,0.0,0.213,11.6,28.9,20.0,13.3,2.0,5.5,15.2,18.3,,0.8,1.4,2.2,0.107,,-0.8,1.1,0.3,0.6,2015
10,LaMarcus Aldridge,PF,29.0,POR,71.0,2512.0,22.8,0.528,0.07400000000000001,0.256,7.7,22.9,15.5,9.2,1.0,1.9,7.2,30.2,,4.9,3.7,8.6,0.165,,3.2,-0.3,2.9,3.1,2015
11,Lavoy Allen,C,25.0,IND,63.0,1070.0,14.9,0.493,0.0,0.157,12.8,20.5,16.7,10.9,0.7,3.1,11.1,15.2,,1.3,1.6,2.8,0.127,,-0.5,0.5,0.0,0.6,2015
