,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Mahmoud Abdul-Rauf,PG,26.0,DEN,57.0,2029.0,18.6,0.535,0.324,0.16399999999999998,1.5,6.4,3.9,34.7,1.6,0.1,10.1,25.1,,4.4,1.1,5.5,0.131,,3.5,-1.6,1.9,1.9,1996
1,Michael Adams,PG,33.0,CHH,21.0,329.0,16.1,0.579,0.494,0.42200000000000004,1.8,6.4,4.1,30.4,3.3,0.9,20.3,17.0,,0.6,0.2,0.8,0.11699999999999999,,1.6,1.2,2.8,0.4,1996
2,Rafael Addison,SF,31.0,CHH,53.0,516.0,9.6,0.489,0.055,0.133,5.8,15.6,10.6,9.2,0.9,1.3,13.4,17.7,,0.0,0.2,0.2,0.019,,-3.9,-1.0,-4.9,-0.4,1996
3,Cory Alexander,PG,22.0,SAS,60.0,560.0,8.7,0.506,0.426,0.161,1.9,6.3,4.2,31.6,2.5,0.3,29.1,18.8,,-0.5,0.7,0.2,0.021,,-4.2,-0.1,-4.3,-0.3,1996
4,Jerome Allen,SG,23.0,MIN,41.0,362.0,7.8,0.447,0.314,0.34299999999999997,1.7,6.6,4.1,20.8,3.0,1.1,22.0,19.0,,-0.5,0.3,-0.3,-0.033,,-4.3,-0.2,-4.6,-0.2,1996
5,Derrick Alston,C,23.0,PHI,73.0,1614.0,11.8,0.518,0.008,0.289,8.8,12.9,10.8,6.5,1.8,2.4,11.9,13.7,,1.0,0.8,1.7,0.052000000000000005,,-2.5,-0.2,-2.8,-0.3,1996
6,John Amaechi,PF,25.0,CLE,28.0,357.0,3.1,0.456,0.0,0.47100000000000003,4.8,14.8,9.7,4.1,1.0,2.7,28.7,16.8,,-0.9,0.4,-0.6,-0.075,,-8.3,-0.9,-9.1,-0.6,1996
7,Ashraf Amaya,PF,24.0,VAN,54.0,1104.0,11.8,0.534,0.004,0.591,11.7,20.8,16.1,5.1,1.1,0.7,15.2,15.5,,0.7,1.1,1.8,0.078,,-3.3,-1.5,-4.8,-0.8,1996
8,Greg Anderson,PF,31.0,SAS,46.0,344.0,7.7,0.466,0.021,0.532,9.8,22.1,16.2,4.0,1.3,5.0,27.5,10.5,,-0.3,0.7,0.4,0.055999999999999994,,-6.2,2.6,-3.5,-0.1,1996
9,Kenny Anderson,PG,25.0,TOT,69.0,2344.0,19.5,0.534,0.307,0.405,3.0,7.1,5.0,40.4,2.5,0.5,12.9,21.4,,6.1,1.6,7.7,0.158,,4.1,0.2,4.3,3.7,1996
12,Nick Anderson,SG,28.0,ORL,77.0,2717.0,16.5,0.562,0.47600000000000003,0.265,4.0,13.5,8.9,15.6,2.3,1.2,12.3,19.1,,4.2,3.3,7.4,0.131,,2.3,0.7,2.9,3.4,1996
13,Willie Anderson,SG,29.0,TOT,76.0,2060.0,11.3,0.507,0.182,0.247,2.8,11.4,7.1,15.1,1.9,2.2,16.3,18.9,,0.0,1.5,1.4,0.033,,-2.4,0.2,-2.2,-0.1,1996
16,Greg Anthony,PG,28.0,VAN,69.0,2096.0,18.6,0.53,0.34700000000000003,0.38,1.6,8.4,4.9,41.9,2.9,0.4,14.9,23.3,,2.9,1.9,4.8,0.111,,2.6,0.4,2.9,2.6,1996
17,B.J. Armstrong,PG,28.0,GSW,82.0,2262.0,17.3,0.595,0.285,0.384,1.1,8.3,4.7,28.4,1.5,0.2,13.1,18.8,,6.2,0.8,7.0,0.149,,2.7,-0.8,1.8,2.2,1996
18,Darrell Armstrong,PG,27.0,ORL,13.0,41.0,32.4,0.622,0.375,0.125,0.0,5.6,2.8,29.3,7.7,0.0,15.1,43.8,,0.0,0.1,0.1,0.158,,5.7,3.8,9.5,0.1,1996
19,Vincent Askew,SG,29.0,SEA,69.0,1725.0,11.9,0.574,0.19699999999999998,0.369,4.7,10.0,7.5,14.6,1.4,0.7,15.9,15.6,,2.2,2.2,4.3,0.12,,-0.5,0.4,-0.1,0.8,1996
20,Keith Askins,SF,28.0,MIA,75.0,1897.0,10.0,0.55,0.606,0.146,7.1,12.7,9.9,9.8,1.3,2.5,16.5,11.9,,1.6,2.8,4.4,0.111,,-0.8,1.8,1.0,1.4,1996
21,Stacey Augmon,SF,27.0,ATL,77.0,2294.0,15.9,0.556,0.005,0.43,6.8,9.0,7.8,10.0,2.5,1.0,13.6,19.9,,3.5,2.1,5.6,0.11699999999999999,,0.1,0.2,0.3,1.4,1996
22,Anthony Avent,PF,26.0,VAN,71.0,1586.0,6.9,0.415,0.0,0.165,7.7,18.9,13.1,7.4,1.0,2.0,17.6,17.5,,-2.8,1.6,-1.2,-0.037000000000000005,,-6.5,-0.7,-7.3,-2.1,1996
23,Vin Baker,PF,24.0,MIL,82.0,3319.0,18.4,0.527,0.034,0.335,9.5,20.5,14.9,11.4,1.1,2.1,11.6,25.6,,3.7,2.4,6.2,0.08900000000000001,,1.2,-1.1,0.1,1.8,1996
25,Steve Bardo,SG,27.0,DET,9.0,123.0,8.4,0.429,0.174,0.261,2.0,18.9,10.8,19.2,1.8,0.6,16.3,11.9,,0.0,0.2,0.2,0.069,,-4.4,1.9,-2.6,0.0,1996
26,Charles Barkley,PF,32.0,PHO,71.0,2632.0,24.8,0.585,0.151,0.488,10.9,25.0,18.1,17.4,2.2,1.6,13.4,27.5,,7.0,3.5,10.5,0.191,,5.0,0.6,5.7,5.1,1996
27,Dana Barros,PG,28.0,BOS,80.0,2328.0,15.6,0.596,0.457,0.182,1.0,8.4,4.6,20.8,1.2,0.1,12.1,18.3,,4.8,0.8,5.6,0.11599999999999999,,2.3,-1.1,1.1,1.8,1996
28,Brent Barry,SG,24.0,LAC,79.0,1898.0,15.9,0.609,0.496,0.22899999999999998,2.4,8.4,5.3,18.8,2.6,0.9,15.4,18.3,,3.7,1.2,4.9,0.124,,1.7,0.5,2.2,2.0,1996
29,Jon Barry,SG,26.0,GSW,68.0,712.0,14.9,0.638,0.503,0.2,2.7,7.5,5.1,18.5,2.4,1.1,17.3,14.9,,1.4,0.4,1.8,0.122,,2.0,0.8,2.8,0.9,1996
30,Corey Beck,PG,24.0,CHH,5.0,33.0,0.8,0.282,0.0,0.25,10.8,15.0,12.9,21.0,1.6,0.0,31.1,17.7,,-0.1,0.0,-0.1,-0.14,,-9.0,-0.7,-9.7,-0.1,1996
31,Benoit Benjamin,C,31.0,TOT,83.0,1896.0,14.4,0.539,0.005,0.32899999999999996,8.8,26.1,17.3,5.7,1.3,3.4,17.6,19.8,,0.1,2.2,2.3,0.057,,-2.3,-0.3,-2.6,-0.3,1996
34,Elmer Bennett,PG,25.0,PHI,8.0,66.0,-0.5,0.293,0.0,0.235,1.7,7.2,4.4,18.7,0.8,1.1,27.2,17.4,,-0.3,0.0,-0.3,-0.2,,-8.3,-3.0,-11.3,-0.2,1996
35,Mario Bennett,SF,22.0,PHO,19.0,230.0,13.3,0.515,0.016,0.6559999999999999,10.7,13.9,12.3,3.9,2.5,3.6,11.8,18.1,,0.2,0.3,0.5,0.098,,-3.4,0.8,-2.6,0.0,1996
36,David Benoit,SF,27.0,UTA,81.0,1961.0,12.2,0.524,0.33,0.193,5.8,17.9,12.0,6.3,1.2,2.1,10.1,16.4,,1.6,2.3,3.9,0.096,,-0.2,-0.1,-0.2,0.9,1996
37,Travis Best,PG,23.0,IND,59.0,571.0,11.5,0.545,0.153,0.552,2.5,7.0,4.8,26.8,1.9,0.4,23.7,21.4,,0.2,0.5,0.7,0.057,,-1.9,-0.4,-2.2,0.0,1996
38,Mookie Blaylock,PG,28.0,ATL,81.0,2893.0,18.9,0.529,0.555,0.151,4.3,9.5,6.8,27.6,3.9,0.5,13.6,21.5,,5.4,3.6,9.0,0.149,,3.8,1.5,5.3,5.4,1996
39,Corie Blount,PF,27.0,LAL,57.0,715.0,10.9,0.491,0.012,0.263,11.5,16.1,13.8,8.3,1.8,3.4,20.1,14.6,,-0.1,1.0,0.9,0.063,,-3.5,0.9,-2.7,-0.1,1996
40,Muggsy Bogues,PG,31.0,CHH,6.0,77.0,10.6,0.415,0.063,0.125,9.3,1.6,5.5,35.1,1.4,0.0,26.2,13.4,,0.0,0.0,0.0,0.02,,0.1,-3.0,-2.9,0.0,1996
41,Anthony Bonner,PF,27.0,ORL,4.0,43.0,11.3,0.36,0.0,0.467,16.6,34.4,25.7,13.5,3.6,0.0,14.2,22.2,,-0.1,0.1,0.0,0.04,,-7.9,-0.8,-8.7,-0.1,1996
42,Melvin Booker,PG,23.0,HOU,11.0,131.0,6.2,0.401,0.38,0.22,0.9,6.8,3.9,24.5,2.0,0.5,18.0,22.9,,-0.3,0.1,-0.2,-0.065,,-7.3,-2.5,-9.8,-0.3,1996
43,Anthony Bowie,SG,32.0,ORL,74.0,1078.0,10.4,0.527,0.114,0.16899999999999998,4.4,8.8,6.6,14.2,1.6,0.7,15.8,14.6,,0.7,0.9,1.6,0.071,,-2.4,0.1,-2.3,-0.1,1996
44,Donnie Boyce,SG,22.0,ATL,8.0,41.0,17.7,0.485,0.348,0.174,13.9,15.0,14.4,13.6,3.9,1.9,19.5,33.7,,-0.1,0.1,0.0,0.004,,1.6,-1.0,0.6,0.0,1996
45,Shawn Bradley,C,23.0,TOT,79.0,2329.0,15.7,0.48100000000000004,0.005,0.282,10.3,20.4,15.2,4.9,1.1,9.4,15.4,21.8,,-1.1,4.1,3.0,0.062,,-3.2,1.7,-1.4,0.3,1996
48,Marques Bragg,PF,25.0,MIN,53.0,369.0,9.8,0.475,0.0,0.342,12.3,13.3,12.8,3.6,2.4,1.7,15.8,19.7,,-0.3,0.3,0.1,0.012,,-4.6,-1.0,-5.6,-0.3,1996
50,Terrell Brandon,PG,25.0,CLE,75.0,2570.0,25.2,0.573,0.214,0.348,2.4,10.6,6.4,38.1,3.0,1.1,10.1,27.6,,9.5,3.1,12.7,0.237,,6.0,1.5,7.5,6.2,1996
51,Tim Breaux,SF,25.0,HOU,54.0,570.0,6.2,0.445,0.28600000000000003,0.28,4.5,7.4,6.0,6.3,1.0,1.0,14.2,16.6,,-0.6,0.3,-0.2,-0.021,,-4.5,-2.2,-6.7,-0.7,1996
52,Frank Brickowski,C,36.0,SEA,63.0,986.0,8.6,0.585,0.313,0.341,3.3,14.3,9.0,9.1,1.3,0.6,21.2,16.7,,0.1,1.4,1.6,0.076,,-4.1,0.3,-3.8,-0.4,1996
53,Scott Brooks,PG,30.0,DAL,69.0,716.0,16.6,0.544,0.212,0.235,1.5,4.8,3.0,23.4,3.0,0.3,11.7,21.3,,1.2,0.4,1.6,0.11,,0.1,0.4,0.5,0.5,1996
54,Chucky Brown,PF,27.0,HOU,82.0,2019.0,13.7,0.568,0.013999999999999999,0.27,7.7,16.8,12.4,7.0,1.2,1.3,13.1,15.9,,2.2,2.1,4.2,0.10099999999999999,,-1.2,-0.4,-1.6,0.2,1996
55,Dee Brown,PG,27.0,BOS,65.0,1591.0,13.7,0.507,0.35700000000000004,0.256,2.5,7.2,4.8,14.3,2.5,0.5,9.7,20.5,,1.4,1.0,2.4,0.073,,-0.5,0.0,-0.5,0.6,1996
56,Mike Brown,C,32.0,PHI,9.0,162.0,7.3,0.5539999999999999,0.0,1.063,9.7,16.8,13.2,2.8,1.0,0.9,20.4,8.1,,0.1,0.1,0.1,0.037000000000000005,,-4.4,-1.7,-6.1,-0.2,1996
57,P.J. Brown,C,26.0,NJN,81.0,2942.0,12.6,0.5,0.019,0.332,7.9,13.2,10.5,9.3,1.4,2.6,12.7,15.6,,2.0,3.3,5.3,0.087,,-1.3,0.7,-0.5,1.1,1996
58,Randy Brown,PG,27.0,CHI,68.0,671.0,11.2,0.436,0.057,0.24,3.0,8.5,5.7,15.1,4.5,1.4,12.7,16.0,,0.0,1.5,1.5,0.105,,-4.3,4.0,-0.2,0.3,1996
59,Mark Bryant,PF,30.0,HOU,71.0,1587.0,13.1,0.583,0.004,0.397,9.6,15.3,12.5,5.2,1.0,0.9,14.0,17.3,,2.1,1.4,3.6,0.107,,-2.5,-1.1,-3.7,-0.7,1996
60,Jud Buechler,SF,27.0,CHI,74.0,740.0,14.1,0.552,0.37200000000000005,0.091,7.1,10.4,8.7,11.1,2.4,0.7,13.4,17.3,,1.0,1.2,2.3,0.14800000000000002,,0.8,1.0,1.7,0.7,1996
61,Matt Bullard,PF,28.0,ATL,46.0,460.0,11.5,0.509,0.444,0.12300000000000001,4.4,11.3,7.7,6.4,2.0,1.9,12.3,19.0,,0.2,0.4,0.6,0.065,,-1.3,-0.3,-1.6,0.0,1996
62,Scott Burrell,SF,25.0,CHH,20.0,693.0,13.0,0.57,0.47600000000000003,0.272,4.5,12.9,8.6,10.5,2.0,1.4,15.7,17.9,,0.6,0.4,1.1,0.075,,0.0,0.1,0.1,0.4,1996
63,Junior Burrough,PF,23.0,BOS,61.0,495.0,9.0,0.44799999999999995,0.0,0.547,9.9,14.8,12.3,4.6,1.5,1.4,15.9,21.8,,-0.6,0.4,-0.2,-0.018000000000000002,,-5.5,-2.0,-7.5,-0.7,1996
64,Mitchell Butler,SG,25.0,WSB,61.0,858.0,7.4,0.446,0.262,0.36200000000000004,4.1,12.0,8.1,11.1,2.4,1.0,20.1,17.3,,-1.2,1.0,-0.2,-0.01,,-4.8,0.6,-4.2,-0.5,1996
65,Jason Caffey,PF,22.0,CHI,57.0,545.0,7.9,0.474,0.006,0.42,10.9,12.8,11.9,6.3,1.2,1.0,20.0,19.4,,-0.4,0.8,0.4,0.038,,-6.1,-1.1,-7.1,-0.7,1996
66,Michael Cage,C,34.0,CLE,82.0,2631.0,14.1,0.561,0.003,0.23199999999999998,14.3,22.7,18.4,3.3,1.9,2.7,11.0,9.4,,4.1,4.0,8.1,0.14800000000000002,,-0.4,0.2,-0.2,1.2,1996
67,Adrian Caldwell,PF,29.0,IND,51.0,327.0,10.4,0.556,0.0,0.434,16.6,25.2,21.0,3.0,1.5,1.2,26.2,18.8,,-0.2,0.5,0.3,0.044000000000000004,,-5.1,-0.7,-5.8,-0.3,1996
68,Elden Campbell,PF,27.0,LAL,82.0,2699.0,18.0,0.5489999999999999,0.006,0.39299999999999996,7.1,19.5,13.4,10.3,1.7,5.5,11.6,19.6,,3.8,4.4,8.2,0.147,,-0.2,1.9,1.7,2.6,1996
