,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Quincy Acy,PF,22.0,TOR,29.0,342.0,15.9,0.632,0.027000000000000003,0.507,10.3,16.6,13.4,5.2,2.0,3.5,15.6,14.7,,0.7,0.4,1.1,0.157,,-1.0,1.0,0.1,0.2,2013
1,Jeff Adrien,PF,26.0,CHA,52.0,713.0,13.4,0.493,0.012,0.595,10.6,21.2,15.7,8.3,1.3,3.1,13.1,15.6,,0.5,0.4,1.0,0.064,,-2.1,-0.9,-3.0,-0.2,2013
2,Arron Afflalo,SF,27.0,ORL,64.0,2307.0,13.0,0.527,0.265,0.24600000000000002,1.4,10.3,5.8,14.6,0.9,0.4,12.1,22.5,,1.5,0.5,2.0,0.042,,-1.1,-1.8,-2.9,-0.5,2013
3,Josh Akognon,PG,26.0,DAL,3.0,9.0,15.3,0.625,0.5,0.0,0.0,12.1,6.2,19.4,0.0,0.0,0.0,20.3,,0.0,0.0,0.0,0.196,,-3.1,0.1,-3.0,0.0,2013
4,Cole Aldrich,C,24.0,TOT,45.0,388.0,11.1,0.563,0.0,0.25,8.7,26.7,17.7,3.4,0.7,4.6,20.6,12.7,,0.1,0.4,0.6,0.07,,-3.5,0.6,-2.9,-0.1,2013
7,LaMarcus Aldridge,PF,27.0,POR,74.0,2790.0,20.4,0.53,0.011000000000000001,0.264,7.2,20.9,14.0,13.0,1.2,2.5,8.9,26.5,,4.8,2.3,7.2,0.124,,1.7,-0.4,1.3,2.3,2013
8,Lavoy Allen,C,23.0,PHI,79.0,1669.0,11.5,0.474,0.002,0.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,,0.9,1.6,2.5,0.07200000000000001,,-3.0,-0.3,-3.3,-0.6,2013
9,Ray Allen,SG,37.0,MIA,79.0,2035.0,14.7,0.599,0.51,0.243,2.6,10.1,6.6,10.2,1.7,0.6,12.5,19.3,,3.4,1.9,5.4,0.126,,1.1,-0.8,0.3,1.2,2013
10,Tony Allen,SG,31.0,MEM,79.0,2109.0,13.2,0.489,0.038,0.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,,1.0,4.1,5.1,0.115,,-2.0,2.4,0.4,1.2,2013
11,Al-Farouq Aminu,SF,22.0,NOH,76.0,2066.0,13.7,0.519,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,,0.7,2.4,3.1,0.073,,-1.3,1.2,-0.1,1.0,2013
12,Lou Amundson,PF,30.0,TOT,39.0,372.0,9.3,0.392,0.0,0.444,14.7,18.7,16.7,4.5,2.3,2.6,16.4,14.2,,-0.3,0.4,0.1,0.019,,-4.2,0.0,-4.2,-0.2,2013
16,Chris Andersen,C,34.0,MIA,42.0,624.0,17.4,0.631,0.024,0.7559999999999999,11.9,21.5,17.0,4.0,1.4,5.8,12.8,14.4,,1.6,1.1,2.7,0.207,,-1.0,0.8,-0.2,0.3,2013
17,Alan Anderson,SF,30.0,TOR,65.0,1495.0,12.6,0.509,0.46299999999999997,0.239,2.7,9.2,5.9,11.7,1.7,0.4,10.5,23.6,,0.8,0.8,1.6,0.052000000000000005,,-0.5,-1.3,-1.8,0.1,2013
18,James Anderson,SG-SF,23.0,TOT,39.0,401.0,13.9,0.539,0.47600000000000003,0.222,5.2,15.0,10.2,15.8,1.9,0.9,15.3,18.0,,0.4,0.4,0.9,0.106,,0.5,0.5,1.0,0.3,2013
