,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Álex Abrines,SG,23.0,OKC,68.0,1055.0,10.1,0.56,0.7240000000000001,0.14400000000000002,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,,1.2,0.9,2.1,0.096,,-1.3,-0.4,-1.6,0.1,2017
1,Quincy Acy,PF,26.0,TOT,38.0,558.0,11.8,0.565,0.529,0.353,3.9,18.0,11.0,4.9,1.2,2.0,9.7,16.8,,0.5,0.5,0.9,0.08199999999999999,,-1.5,-0.6,-2.1,0.0,2017
4,Steven Adams,C,23.0,OKC,80.0,2389.0,16.5,0.589,0.002,0.392,13.0,15.4,14.2,5.4,1.8,2.6,16.0,16.2,,3.3,3.1,6.5,0.13,,-0.2,0.0,-0.2,1.1,2017
5,Arron Afflalo,SG,31.0,SAC,61.0,1580.0,8.9,0.5589999999999999,0.36,0.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,,1.2,0.2,1.4,0.043,,-2.1,-1.5,-3.6,-0.7,2017
6,Alexis Ajinça,C,28.0,NOP,39.0,584.0,12.9,0.529,0.022000000000000002,0.225,8.3,23.8,16.0,3.1,1.7,3.1,13.7,17.2,,0.0,0.9,1.0,0.08,,-4.0,0.7,-3.3,-0.2,2017
7,Cole Aldrich,C,28.0,MIN,62.0,531.0,12.7,0.5489999999999999,0.0,0.256,11.0,23.9,17.4,6.4,2.4,3.7,15.1,9.4,,0.6,0.7,1.3,0.11599999999999999,,-2.3,1.5,-0.8,0.2,2017
8,LaMarcus Aldridge,PF,31.0,SAS,72.0,2335.0,18.6,0.532,0.053,0.258,8.5,16.6,12.7,9.9,1.0,3.0,7.7,24.5,,3.5,3.7,7.2,0.149,,0.7,0.1,0.8,1.7,2017
9,Lavoy Allen,PF,27.0,IND,61.0,871.0,11.6,0.485,0.006,0.196,13.7,14.5,14.1,9.1,1.0,2.4,13.7,10.9,,0.9,0.8,1.7,0.09300000000000001,,-1.5,-0.2,-1.7,0.1,2017
10,Tony Allen,SG,35.0,MEM,71.0,1914.0,13.3,0.493,0.091,0.218,9.6,13.8,11.7,8.4,3.1,1.4,13.3,17.9,,0.2,2.9,3.1,0.077,,-2.0,1.1,-1.0,0.5,2017
11,Al-Farouq Aminu,PF,26.0,POR,61.0,1773.0,11.3,0.506,0.455,0.292,4.8,23.5,14.1,7.9,1.7,2.0,15.2,15.4,,-0.1,2.0,1.9,0.051,,-1.4,0.4,-1.1,0.4,2017
12,Chris Andersen,C,38.0,CLE,12.0,114.0,11.6,0.49700000000000005,0.136,0.636,9.0,20.6,15.0,5.9,2.2,5.0,15.1,13.0,,0.1,0.2,0.2,0.102,,-4.7,2.2,-2.5,0.0,2017
13,Alan Anderson,SF,34.0,LAC,30.0,308.0,5.0,0.494,0.55,0.2,1.1,7.4,4.4,4.9,0.5,0.0,7.4,13.7,,0.0,0.1,0.1,0.02,,-4.2,-1.9,-6.1,-0.3,2017
14,Justin Anderson,SF,23.0,TOT,75.0,1228.0,13.9,0.537,0.442,0.294,6.2,16.9,11.4,8.8,1.7,1.6,11.7,20.9,,0.6,1.3,1.9,0.07400000000000001,,-0.9,-0.4,-1.3,0.2,2017
17,Kyle Anderson,SF,23.0,SAS,72.0,1020.0,12.5,0.525,0.191,0.273,3.7,19.0,11.5,12.4,2.5,2.1,14.3,12.1,,0.7,2.0,2.7,0.127,,-1.4,3.2,1.8,1.0,2017
18,Ryan Anderson,PF,28.0,HOU,72.0,2116.0,13.5,0.583,0.655,0.19399999999999998,5.8,11.2,8.5,4.7,0.7,0.5,6.2,17.9,,4.0,1.1,5.2,0.11699999999999999,,1.7,-2.0,-0.4,0.9,2017
19,Giannis Antetokounmpo,SF,22.0,MIL,80.0,2845.0,26.1,0.599,0.14300000000000002,0.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,,7.9,4.5,12.4,0.21,,4.9,2.4,7.3,6.7,2017
20,Carmelo Anthony,SF,32.0,NYK,74.0,2538.0,17.9,0.535,0.303,0.263,2.6,16.0,9.3,14.5,1.2,1.1,9.0,29.1,,3.2,1.5,4.7,0.08900000000000001,,2.3,-1.6,0.7,1.7,2017
21,Joel Anthony,C,34.0,SAS,19.0,122.0,11.6,0.64,0.0,0.5,7.6,20.9,14.4,3.4,0.8,4.0,17.0,8.7,,0.1,0.2,0.4,0.141,,-3.5,1.4,-2.1,0.0,2017
22,Trevor Ariza,SF,31.0,HOU,80.0,2773.0,12.4,0.5479999999999999,0.695,0.158,2.1,15.9,9.0,8.8,2.5,0.6,7.9,14.1,,2.8,3.2,6.0,0.10400000000000001,,-0.1,1.1,1.0,2.1,2017
23,Darrell Arthur,PF,28.0,DEN,41.0,639.0,12.8,0.583,0.544,0.102,4.4,14.9,9.7,9.3,1.5,2.5,13.8,17.3,,0.6,0.4,1.1,0.081,,0.1,-0.2,-0.1,0.3,2017
25,Ömer Aşık,C,30.0,NOP,31.0,482.0,9.8,0.517,0.0,0.6,10.4,25.3,17.8,4.2,0.5,1.7,14.6,8.8,,0.4,0.6,1.0,0.1,,-3.6,-0.1,-3.7,-0.2,2017
26,D.J. Augustin,PG,29.0,ORL,78.0,1538.0,11.0,0.524,0.53,0.311,1.0,7.4,4.1,20.4,1.0,0.1,13.3,19.4,,0.7,0.5,1.2,0.038,,-1.2,-1.8,-3.0,-0.4,2017
27,Luke Babbitt,SF,27.0,MIA,68.0,1065.0,8.3,0.563,0.747,0.053,1.2,13.5,7.3,4.8,0.9,0.8,8.0,13.0,,0.8,1.0,1.8,0.081,,-2.0,-0.1,-2.0,0.0,2017
28,Ron Baker,SG,23.0,NYK,52.0,857.0,7.5,0.456,0.396,0.198,1.5,10.8,6.2,17.3,2.0,0.8,19.2,14.8,,-0.6,0.5,-0.1,-0.008,,-4.5,-0.3,-4.7,-0.6,2017
29,Wade Baldwin,PG,20.0,MEM,33.0,405.0,6.5,0.40399999999999997,0.191,0.322,3.0,10.2,6.5,22.8,2.3,1.7,22.9,19.1,,-0.8,0.5,-0.3,-0.040999999999999995,,-5.8,0.3,-5.5,-0.3,2017
30,Leandro Barbosa,SG,34.0,PHO,67.0,963.0,11.5,0.509,0.25,0.115,1.6,10.3,5.9,13.0,1.5,0.7,10.4,20.0,,0.3,0.4,0.6,0.031,,-1.7,-0.9,-2.5,-0.1,2017
