,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Shareef Abdur-Rahim,PF,28.0,POR,54.0,1867.0,18.7,0.581,0.057999999999999996,0.379,7.9,16.0,12.1,10.7,1.4,1.0,13.0,22.1,,3.9,1.5,5.4,0.139,,1.6,-0.6,0.9,1.4,2005
1,Cory Alexander,SG,31.0,CHA,16.0,201.0,8.8,0.451,0.38799999999999996,0.245,4.3,12.6,8.2,27.7,2.3,0.4,25.9,16.2,,-0.2,0.2,0.0,0.002,,-3.6,0.2,-3.4,-0.1,2005
2,Malik Allen,PF,26.0,TOT,36.0,519.0,14.2,0.512,0.0,0.158,9.0,13.3,11.0,5.7,0.9,3.2,8.7,18.1,,0.6,0.5,1.1,0.1,,-1.0,-0.7,-1.8,0.0,2005
5,Ray Allen,SG,29.0,SEA,78.0,3064.0,20.9,0.555,0.37200000000000005,0.28600000000000003,3.2,10.7,6.9,18.1,1.5,0.1,9.2,28.0,,9.7,1.0,10.7,0.168,,5.3,-1.2,4.1,4.8,2005
6,Tony Allen,SG,23.0,BOS,77.0,1262.0,14.7,0.542,0.08,0.39299999999999996,8.0,12.3,10.2,8.2,3.1,1.4,14.5,18.9,,1.2,1.6,2.7,0.10300000000000001,,-0.7,0.8,0.1,0.7,2005
7,Rafer Alston,PG,28.0,TOR,80.0,2717.0,16.5,0.522,0.39899999999999997,0.265,1.7,10.1,5.8,31.7,2.2,0.2,13.5,21.2,,3.8,1.7,5.5,0.098,,1.4,-0.5,0.9,2.0,2005
8,Chris Andersen,C,26.0,NOH,67.0,1430.0,18.5,0.581,0.008,0.531,10.9,23.6,17.0,9.1,0.5,5.6,12.7,16.4,,2.7,1.8,4.5,0.152,,0.5,1.1,1.6,1.3,2005
9,Derek Anderson,SG,30.0,POR,47.0,1239.0,11.7,0.503,0.386,0.223,2.4,9.2,6.0,18.9,1.6,0.2,14.0,18.5,,0.7,0.6,1.3,0.052000000000000005,,-0.6,-0.6,-1.2,0.2,2005
10,Kenny Anderson,PG,34.0,TOT,43.0,743.0,10.1,0.467,0.065,0.184,3.6,10.5,6.9,22.2,2.3,0.0,18.4,16.1,,-0.1,0.3,0.2,0.011000000000000001,,-3.6,-0.4,-3.9,-0.4,2005
13,Shandon Anderson,SF-SG,31.0,TOT,66.0,1171.0,9.0,0.518,0.134,0.304,4.3,14.4,9.5,8.7,1.8,0.9,16.9,11.8,,0.5,1.6,2.1,0.085,,-3.1,1.5,-1.6,0.1,2005
16,Carmelo Anthony,SF,20.0,DEN,75.0,2608.0,16.7,0.526,0.128,0.466,6.3,12.5,9.4,13.1,1.3,0.9,13.1,29.2,,2.3,2.6,4.9,0.09,,0.4,-1.6,-1.2,0.5,2005
17,Rafael Araújo,C,24.0,TOR,59.0,736.0,7.1,0.49200000000000005,0.017,0.314,8.9,19.7,14.2,3.4,1.5,0.8,20.7,15.6,,-0.4,0.7,0.3,0.016,,-6.5,-0.8,-7.4,-1.0,2005
18,Gilbert Arenas,PG,23.0,WAS,80.0,3274.0,21.3,0.565,0.369,0.42,2.8,10.5,6.5,22.9,2.2,0.5,11.8,27.3,,9.2,2.3,11.5,0.16899999999999998,,4.7,-0.4,4.2,5.2,2005
19,Trevor Ariza,SF,19.0,NYK,80.0,1382.0,13.3,0.503,0.033,0.447,7.5,13.1,10.3,9.8,2.7,1.0,13.6,17.8,,0.8,1.3,2.1,0.073,,-1.2,0.6,-0.6,0.5,2005
20,Darrell Armstrong,PG,36.0,TOT,66.0,988.0,11.0,0.43,0.401,0.245,4.0,9.3,6.7,27.9,2.4,0.6,17.9,17.3,,-0.2,1.0,0.8,0.039,,-1.6,0.6,-1.0,0.2,2005
23,Carlos Arroyo,PG,25.0,TOT,70.0,1448.0,11.3,0.466,0.07,0.34700000000000003,2.1,6.5,4.3,32.3,1.7,0.2,17.8,19.3,,0.3,1.0,1.3,0.043,,-2.1,-0.8,-2.9,-0.3,2005
26,Chucky Atkins,PG,30.0,LAL,82.0,2903.0,13.4,0.5579999999999999,0.5,0.223,1.2,6.4,3.8,20.6,1.3,0.1,13.1,17.9,,4.7,-0.2,4.5,0.07400000000000001,,0.6,-1.7,-1.1,0.6,2005
27,Stacey Augmon,SF,36.0,ORL,55.0,663.0,9.8,0.48,0.0,0.461,7.7,9.0,8.4,8.1,1.8,0.9,13.4,15.3,,0.3,0.4,0.7,0.053,,-2.9,-0.3,-3.3,-0.2,2005
28,Maurice Baker,PG,25.0,TOT,5.0,19.0,-0.2,0.0,0.0,0.0,6.3,5.8,6.1,7.2,2.8,0.0,50.0,4.8,,0.0,0.0,0.0,-0.057,,-8.7,1.6,-7.1,0.0,2005
31,Vin Baker,PF-C,33.0,TOT,27.0,204.0,1.4,0.354,0.024,0.405,9.7,12.7,11.2,7.2,0.5,1.5,25.6,14.9,,-0.5,0.1,-0.4,-0.091,,-7.9,-1.7,-9.6,-0.4,2005
35,Marcus Banks,PG,23.0,BOS,81.0,1145.0,12.3,0.52,0.20600000000000002,0.57,3.0,9.7,6.4,20.3,2.8,0.9,18.1,17.2,,0.8,1.2,1.9,0.081,,-1.8,1.1,-0.8,0.3,2005
36,Leandro Barbosa,PG,22.0,PHO,63.0,1087.0,12.8,0.575,0.39299999999999996,0.195,3.3,9.2,6.4,16.7,1.4,0.4,18.5,18.9,,1.2,0.6,1.8,0.081,,-0.9,-0.6,-1.5,0.1,2005
37,Matt Barnes,SF,24.0,SAC,43.0,715.0,9.0,0.465,0.146,0.384,7.7,13.1,10.4,11.1,2.2,0.7,20.3,13.8,,-0.2,0.6,0.4,0.027999999999999997,,-3.3,0.1,-3.2,-0.2,2005
38,Andre Barrett,PG,22.0,TOT,38.0,483.0,8.6,0.446,0.419,0.153,2.7,6.7,4.7,22.3,2.1,0.1,16.9,15.0,,-0.1,0.5,0.4,0.040999999999999995,,-3.2,0.4,-2.8,-0.1,2005
41,Brent Barry,SG,33.0,SAS,81.0,1742.0,14.0,0.58,0.61,0.294,1.9,10.8,6.4,16.3,1.2,0.8,11.0,15.6,,3.5,2.7,6.1,0.168,,1.1,1.3,2.4,1.9,2005
42,Jon Barry,SG,35.0,TOT,69.0,1505.0,13.4,0.57,0.44799999999999995,0.193,2.0,10.1,6.2,18.1,2.1,0.5,14.4,14.4,,2.1,1.8,3.9,0.125,,0.3,1.4,1.7,1.4,2005
45,Tony Battie,C,28.0,ORL,81.0,1894.0,8.6,0.498,0.017,0.266,6.5,20.0,13.4,3.2,0.8,3.0,17.0,11.0,,0.1,1.9,2.0,0.051,,-3.7,0.4,-3.3,-0.6,2005
46,Shane Battier,SG,26.0,MEM,80.0,2516.0,14.8,0.555,0.289,0.37200000000000005,7.6,12.1,9.8,8.3,2.0,2.4,9.5,14.8,,4.4,3.4,7.8,0.149,,1.1,1.3,2.4,2.8,2005
47,Lonny Baxter,PF,26.0,NOH,4.0,36.0,-8.0,0.253,0.0,0.182,12.6,13.7,13.2,0.0,0.0,0.0,25.2,20.5,,-0.2,0.0,-0.2,-0.266,,-16.2,-5.7,-21.8,-0.2,2005
48,Raja Bell,SG,28.0,UTA,63.0,1790.0,12.2,0.527,0.201,0.225,3.2,10.9,7.0,9.3,1.3,0.4,9.7,20.9,,1.6,0.6,2.2,0.06,,-1.0,-1.2,-2.2,-0.1,2005
49,Jonathan Bender,SF,24.0,IND,7.0,93.0,5.8,0.42200000000000004,0.125,0.15,6.5,11.4,9.0,8.6,0.6,1.6,19.0,27.1,,-0.3,0.1,-0.2,-0.12,,-5.4,-2.1,-7.6,-0.1,2005
50,Travis Best,PG,32.0,NJN,76.0,1461.0,11.9,0.508,0.188,0.27,1.5,7.4,4.4,17.4,2.4,0.5,11.7,18.4,,0.8,1.8,2.5,0.084,,-2.4,1.0,-1.3,0.3,2005
51,Mike Bibby,PG,26.0,SAC,80.0,3084.0,19.2,0.5429999999999999,0.28800000000000003,0.327,2.8,9.2,6.0,28.1,2.1,0.7,12.3,23.8,,6.6,1.9,8.5,0.133,,3.1,-0.5,2.6,3.6,2005
52,Andris Biedriņš,C,18.0,GSW,30.0,384.0,14.8,0.57,0.013000000000000001,0.513,12.7,21.1,16.7,4.9,1.6,4.4,11.2,12.4,,0.7,0.6,1.2,0.154,,-3.2,1.5,-1.7,0.0,2005
53,Chauncey Billups,PG,28.0,DET,80.0,2866.0,19.0,0.609,0.424,0.418,2.0,9.0,5.5,28.2,1.6,0.2,14.3,20.7,,8.6,3.5,12.1,0.20199999999999999,,3.6,0.7,4.2,4.5,2005
54,Steve Blake,PG,24.0,WAS,44.0,648.0,8.4,0.46799999999999997,0.5,0.22,3.0,9.5,6.2,16.2,1.0,0.0,16.0,16.4,,0.0,0.2,0.3,0.02,,-2.1,-1.9,-4.0,-0.3,2005
55,Mark Blount,C,29.0,BOS,82.0,2130.0,12.5,0.5589999999999999,0.002,0.265,8.0,13.6,10.9,9.9,0.8,2.3,18.6,17.9,,1.2,1.6,2.8,0.063,,-1.4,-0.6,-2.1,0.0,2005
56,Tony Bobbitt,SG,25.0,LAL,2.0,12.0,11.7,0.5,0.4,0.0,0.0,28.0,14.1,0.0,0.0,0.0,0.0,18.8,,0.0,0.0,0.0,0.059000000000000004,,-2.1,-2.0,-4.1,0.0,2005
57,Keith Bogans,SG,24.0,CHA,74.0,1791.0,10.4,0.465,0.251,0.266,4.6,10.1,7.2,12.6,2.0,0.3,13.7,22.0,,-1.0,1.1,0.1,0.002,,-2.6,-1.3,-3.9,-0.9,2005
58,Matt Bonner,C,24.0,TOR,82.0,1553.0,14.7,0.596,0.19899999999999998,0.153,7.7,13.1,10.4,5.3,1.3,0.9,7.5,15.7,,3.3,0.9,4.2,0.13,,0.0,-0.6,-0.6,0.6,2005
60,Calvin Booth,C,28.0,TOT,51.0,451.0,11.9,0.508,0.009000000000000001,0.29600000000000004,7.4,19.7,13.6,2.7,1.7,4.6,11.6,13.8,,0.3,0.7,1.0,0.10099999999999999,,-3.1,1.9,-1.2,0.1,2005
63,Carlos Boozer,PF,23.0,UTA,51.0,1772.0,19.2,0.56,0.001,0.387,9.6,22.7,16.0,15.9,1.3,1.1,14.5,24.6,,2.7,1.4,4.1,0.111,,2.1,-0.7,1.4,1.5,2005
64,Curtis Borchardt,C,24.0,UTA,67.0,859.0,9.4,0.49200000000000005,0.0,0.413,12.1,20.5,16.2,9.1,0.6,3.2,20.4,13.7,,0.2,0.6,0.8,0.046,,-3.8,-0.2,-4.0,-0.4,2005
