,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Quincy Acy,SF,23.0,TOT,63.0,847.0,10.1,0.52,0.106,0.376,9.5,19.5,14.4,4.9,1.4,2.5,15.4,10.1,,0.6,0.9,1.5,0.086,,-2.5,0.8,-1.7,0.1,2014
3,Steven Adams,C,20.0,OKC,81.0,1197.0,11.2,0.541,0.0,0.735,14.1,17.1,15.6,4.9,1.7,3.9,22.5,11.7,,0.9,1.9,2.9,0.114,,-3.1,0.9,-2.2,-0.1,2014
4,Jeff Adrien,PF,27.0,TOT,53.0,961.0,17.4,0.5529999999999999,0.0,0.433,11.8,24.8,18.2,6.8,1.3,3.0,10.6,17.3,,1.6,1.1,2.7,0.134,,0.0,-0.9,-0.9,0.3,2014
7,Arron Afflalo,SG,28.0,ORL,73.0,2552.0,16.0,0.574,0.297,0.332,1.4,10.2,5.8,16.9,0.7,0.1,11.2,23.3,,4.3,1.0,5.3,0.099,,1.4,-1.6,-0.2,1.1,2014
8,Alexis Ajinça,C,25.0,NOP,56.0,951.0,14.6,0.589,0.004,0.26899999999999996,11.3,22.7,16.9,6.6,1.3,4.1,18.4,16.3,,1.2,0.9,2.1,0.10400000000000001,,-2.7,0.1,-2.6,-0.1,2014
9,Cole Aldrich,C,25.0,NYK,46.0,330.0,19.1,0.62,0.0,0.49200000000000005,12.8,33.8,23.0,6.4,1.3,8.1,19.5,13.0,,0.6,0.6,1.2,0.17800000000000002,,-0.1,1.6,1.5,0.3,2014
10,LaMarcus Aldridge,PF,28.0,POR,69.0,2498.0,21.8,0.507,0.011000000000000001,0.253,7.2,25.5,16.5,13.0,1.3,1.9,7.2,29.8,,4.0,3.5,7.5,0.14400000000000002,,2.3,0.1,2.3,2.7,2014
11,Lavoy Allen,PF,24.0,TOT,65.0,1072.0,12.5,0.47,0.043,0.16699999999999998,11.7,20.0,15.7,10.1,1.1,2.4,12.0,14.6,,0.6,0.9,1.5,0.066,,-2.6,-0.8,-3.5,-0.4,2014
14,Ray Allen,SG,38.0,MIA,73.0,1936.0,12.8,0.59,0.569,0.214,1.6,11.4,6.7,11.1,1.5,0.4,12.4,16.8,,2.5,1.5,4.1,0.10099999999999999,,0.5,-0.9,-0.4,0.8,2014
15,Tony Allen,SG,32.0,MEM,55.0,1278.0,15.6,0.531,0.114,0.293,7.3,12.0,9.6,11.7,3.8,1.2,16.2,20.1,,0.5,2.1,2.7,0.1,,-1.1,2.1,1.0,1.0,2014
16,Al-Farouq Aminu,SF,23.0,NOP,80.0,2045.0,13.2,0.516,0.09699999999999999,0.27699999999999997,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,,1.3,1.8,3.1,0.07200000000000001,,-0.9,0.3,-0.6,0.7,2014
17,Lou Amundson,PF,31.0,TOT,19.0,185.0,9.1,0.446,0.0,0.75,17.3,17.2,17.3,4.7,2.5,5.0,24.8,13.9,,-0.1,0.2,0.1,0.024,,-6.6,0.1,-6.5,-0.2,2014
