,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Alex Acker,SG,26.0,TOT,25.0,199.0,10.4,0.44799999999999995,0.263,0.132,4.5,9.6,7.0,10.2,1.3,1.5,8.0,20.1,,-0.1,0.1,0.0,-0.011000000000000001,,-1.8,-1.7,-3.6,-0.1,2009
3,Hassan Adams,SG,24.0,TOR,12.0,52.0,0.4,0.35200000000000004,0.0,0.462,2.3,13.4,7.9,2.8,1.0,1.5,20.4,17.4,,-0.2,0.0,-0.2,-0.14400000000000002,,-7.5,-1.9,-9.4,-0.1,2009
4,Arron Afflalo,SG,23.0,DET,74.0,1234.0,8.9,0.5479999999999999,0.35700000000000004,0.237,2.8,10.1,6.4,5.5,1.3,0.8,11.5,14.5,,0.8,1.0,1.8,0.069,,-2.8,0.2,-2.6,-0.2,2009
5,Maurice Ager,SG,24.0,NJN,20.0,97.0,2.2,0.365,0.14,0.18600000000000003,3.6,8.7,6.1,5.3,0.6,1.7,7.9,24.4,,-0.3,0.0,-0.3,-0.133,,-7.9,-2.8,-10.7,-0.2,2009
6,Blake Ahearn,PG,24.0,SAS,3.0,19.0,12.9,0.581,0.667,0.33299999999999996,0.0,6.2,3.1,16.0,2.9,0.0,12.7,20.1,,0.0,0.0,0.1,0.149,,-2.2,1.4,-0.9,0.0,2009
7,Alexis Ajinça,PF,20.0,CHA,31.0,182.0,7.0,0.43,0.028999999999999998,0.406,6.2,14.2,10.2,2.8,2.1,2.7,12.9,24.2,,-0.3,0.3,-0.1,-0.018000000000000002,,-7.6,0.1,-7.5,-0.3,2009
8,LaMarcus Aldridge,PF,23.0,POR,81.0,3004.0,19.1,0.529,0.023,0.26899999999999996,9.5,15.6,12.5,9.3,1.4,2.0,8.0,23.7,,6.1,3.3,9.5,0.151,,1.7,-0.4,1.3,2.5,2009
9,Joe Alexander,SF,22.0,MIL,59.0,716.0,10.1,0.494,0.188,0.33899999999999997,6.9,12.3,9.5,9.5,1.1,3.4,15.6,20.9,,-0.3,0.7,0.4,0.03,,-3.4,-0.1,-3.5,-0.3,2009
10,Malik Allen,PF,30.0,MIL,49.0,579.0,7.3,0.435,0.006,0.124,6.8,14.5,10.5,9.5,0.6,1.7,10.0,15.4,,-0.2,0.5,0.3,0.024,,-4.2,-0.2,-4.5,-0.4,2009
11,Ray Allen,SG,33.0,BOS,79.0,2876.0,17.3,0.624,0.467,0.239,2.9,8.6,5.9,12.6,1.3,0.4,10.4,20.8,,7.4,3.7,11.1,0.18600000000000003,,3.7,0.3,4.0,4.3,2009
12,Tony Allen,SG,27.0,BOS,46.0,887.0,12.9,0.541,0.095,0.384,3.2,10.7,7.1,12.0,3.2,2.1,18.8,21.5,,-0.2,1.8,1.6,0.085,,-2.4,2.5,0.1,0.5,2009
13,Morris Almond,SG,23.0,UTA,25.0,255.0,7.3,0.498,0.21,0.321,4.2,12.6,8.4,4.2,0.8,1.2,14.8,19.1,,-0.1,0.2,0.1,0.01,,-4.5,-1.8,-6.3,-0.3,2009
14,Rafer Alston,PG,32.0,TOT,77.0,2447.0,13.8,0.494,0.40399999999999997,0.254,1.6,8.8,5.3,27.0,2.3,0.3,13.3,19.9,,1.7,3.7,5.3,0.10400000000000001,,-0.3,1.1,0.8,1.8,2009
17,Lou Amundson,PF,26.0,PHO,76.0,1044.0,13.3,0.53,0.004,0.48,14.9,15.3,15.1,3.7,1.5,4.6,15.6,15.1,,0.8,1.0,1.8,0.08199999999999999,,-2.2,-0.3,-2.5,-0.1,2009
18,Chris Andersen,C,30.0,DEN,71.0,1460.0,18.1,0.608,0.034,0.62,13.4,21.6,17.6,3.2,1.4,9.3,15.7,13.4,,2.5,2.8,5.4,0.17600000000000002,,-0.3,2.4,2.2,1.5,2009
19,Ryan Anderson,PF,20.0,NJN,66.0,1312.0,13.6,0.532,0.46399999999999997,0.285,9.3,19.0,14.1,6.4,1.8,1.2,12.1,18.6,,1.3,1.2,2.5,0.09,,-0.3,-0.9,-1.1,0.3,2009
20,Carmelo Anthony,SF,24.0,DEN,66.0,2277.0,19.0,0.532,0.141,0.38799999999999996,5.6,17.0,11.5,18.1,1.7,0.8,12.3,31.5,,2.4,2.6,5.0,0.105,,1.5,-1.0,0.5,1.5,2009
21,Joel Anthony,C,26.0,MIA,65.0,1048.0,9.3,0.521,0.0,0.39,10.1,12.4,11.2,3.7,1.0,7.2,22.9,8.0,,0.4,1.4,1.7,0.079,,-4.5,1.8,-2.7,-0.2,2009
22,Gilbert Arenas,PG,27.0,WAS,2.0,63.0,18.9,0.433,0.304,0.696,1.8,15.3,8.4,47.8,0.0,1.3,3.2,22.4,,0.2,0.0,0.2,0.115,,3.0,-2.2,0.8,0.0,2009
23,Trevor Ariza,SF,23.0,LAL,82.0,1999.0,15.5,0.544,0.32,0.284,6.4,13.5,10.0,10.4,3.5,0.9,11.5,16.6,,2.5,3.5,6.1,0.146,,0.2,2.2,2.4,2.3,2009
25,Hilton Armstrong,C,24.0,NOH,70.0,1092.0,10.7,0.585,0.008,0.39799999999999996,9.0,12.6,10.8,4.4,1.3,3.5,21.7,16.3,,0.2,1.3,1.5,0.068,,-4.2,0.4,-3.8,-0.5,2009
26,Darrell Arthur,PF,20.0,MEM,76.0,1464.0,11.3,0.456,0.005,0.138,8.9,20.3,14.5,5.0,1.9,2.9,9.2,16.3,,-0.1,1.8,1.7,0.055,,-3.5,0.1,-3.4,-0.5,2009
27,Chucky Atkins,PG,34.0,TOT,33.0,412.0,6.2,0.408,0.504,0.142,1.4,5.3,3.4,20.9,1.2,0.4,16.1,15.4,,-0.3,0.2,-0.2,-0.018000000000000002,,-4.0,-1.3,-5.3,-0.3,2009
30,D.J. Augustin,PG,21.0,CHA,72.0,1908.0,14.9,0.5870000000000001,0.396,0.375,1.1,7.5,4.3,22.6,1.2,0.1,14.1,20.8,,3.6,1.5,5.1,0.128,,1.4,-0.5,0.9,1.4,2009
31,Kelenna Azubuike,SF,25.0,GSW,74.0,2375.0,14.7,0.562,0.249,0.271,5.1,11.8,8.5,7.6,1.2,1.5,9.1,18.7,,3.6,0.5,4.1,0.083,,1.0,-1.5,-0.5,0.9,2009
32,Renaldo Balkman,PF,24.0,DEN,53.0,780.0,16.8,0.585,0.036000000000000004,0.33,13.2,16.9,15.1,6.9,3.1,2.3,13.4,14.9,,1.3,1.3,2.6,0.162,,0.2,1.2,1.4,0.7,2009
33,Marcus Banks,PG,27.0,TOT,22.0,206.0,7.8,0.431,0.33299999999999996,0.316,0.6,9.9,5.2,20.6,2.8,0.8,17.7,17.9,,-0.3,0.2,0.0,-0.008,,-5.4,1.3,-4.1,-0.1,2009
36,Leandro Barbosa,SG,26.0,PHO,70.0,1705.0,19.4,0.588,0.316,0.256,2.4,9.7,6.2,14.9,2.4,0.3,9.9,24.2,,4.0,1.0,5.0,0.141,,2.4,-0.4,1.9,1.7,2009
37,J.J. Barea,SG,24.0,DAL,79.0,1600.0,13.4,0.516,0.276,0.16699999999999998,2.6,10.0,6.4,26.4,1.2,0.2,14.9,20.2,,1.2,1.0,2.2,0.066,,-0.4,-1.1,-1.5,0.2,2009
38,Andrea Bargnani,PF,23.0,TOR,78.0,2453.0,14.6,0.5589999999999999,0.304,0.278,3.4,16.4,10.0,6.4,0.7,3.1,11.2,22.7,,1.8,2.0,3.9,0.076,,-0.1,-0.7,-0.8,0.7,2009
