,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Alaa Abdelnaby,PF,26.0,TOT,54.0,506.0,12.6,0.519,0.009000000000000001,0.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,,-0.4,0.7,0.3,0.027000000000000003,,-4.4,0.1,-4.3,-0.3,1995
3,Mahmoud Abdul-Rauf,PG,25.0,DEN,73.0,2082.0,17.8,0.5429999999999999,0.214,0.155,1.9,5.9,3.9,23.0,1.9,0.3,10.0,25.8,,3.8,1.3,5.0,0.115,,2.3,-1.2,1.2,1.7,1995
4,Michael Adams,PG,32.0,CHH,29.0,443.0,17.7,0.583,0.547,0.203,1.7,5.9,3.9,34.6,2.7,0.2,13.9,19.6,,1.1,0.5,1.6,0.16899999999999998,,2.5,0.8,3.3,0.6,1995
5,Rafael Addison,SF,30.0,DET,79.0,1776.0,11.3,0.521,0.142,0.16899999999999998,4.4,11.6,8.0,9.9,1.5,1.0,10.8,17.8,,0.9,0.6,1.5,0.04,,-2.2,-1.0,-3.3,-0.6,1995
6,Danny Ainge,SG,35.0,PHO,74.0,1374.0,14.3,0.596,0.507,0.308,2.1,7.0,4.6,21.7,1.7,0.4,14.2,17.6,,2.8,0.6,3.4,0.11800000000000001,,0.9,-0.4,0.4,0.8,1995
7,Victor Alexander,C,25.0,GSW,50.0,1237.0,12.8,0.53,0.055999999999999994,0.134,7.7,18.4,13.0,7.8,1.1,1.6,13.8,18.8,,0.3,0.8,1.1,0.044000000000000004,,-2.2,-0.7,-2.9,-0.3,1995
8,Derrick Alston,C,22.0,PHI,64.0,1032.0,11.6,0.48100000000000004,0.016,0.465,11.0,13.8,12.4,5.1,2.0,2.5,14.6,15.7,,0.0,1.0,1.0,0.045,,-2.5,-0.1,-2.6,-0.2,1995
9,Greg Anderson,PF,30.0,ATL,51.0,622.0,12.6,0.547,0.0,0.6829999999999999,11.3,24.2,17.6,4.1,2.0,3.9,19.1,12.2,,0.3,1.3,1.5,0.11800000000000001,,-3.9,1.7,-2.2,0.0,1995
10,Kenny Anderson,PG,24.0,NJN,72.0,2689.0,18.0,0.522,0.285,0.402,3.0,7.2,5.1,43.1,2.0,0.4,15.6,23.5,,4.8,2.0,6.8,0.122,,3.0,-0.7,2.2,2.8,1995
11,Nick Anderson,SG,27.0,ORL,76.0,2588.0,17.5,0.593,0.467,0.22,3.9,10.7,7.4,17.4,2.4,0.6,12.2,19.1,,5.7,2.6,8.3,0.154,,3.4,0.7,4.0,3.9,1995
12,Willie Anderson,SG,28.0,SAS,38.0,556.0,10.3,0.514,0.11699999999999999,0.253,3.2,7.8,5.6,13.8,2.4,1.2,17.4,17.3,,0.0,0.7,0.7,0.061,,-2.8,1.7,-1.1,0.1,1995
13,Greg Anthony,PG,27.0,NYK,61.0,943.0,15.0,0.57,0.529,0.259,0.9,6.8,4.0,27.4,2.8,0.6,14.9,18.6,,1.5,1.4,2.9,0.147,,0.9,1.7,2.5,1.1,1995
14,B.J. Armstrong,PG,27.0,CHI,82.0,2577.0,15.1,0.5770000000000001,0.28300000000000003,0.261,1.1,7.4,4.3,14.7,1.7,0.2,9.4,19.0,,5.4,2.8,8.1,0.152,,1.0,-0.1,1.0,1.9,1995
