,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Jeff Adrien,PF,24.0,GSW,23.0,196.0,11.3,0.457,0.0,0.35200000000000004,13.0,20.7,16.8,7.3,1.0,1.9,12.6,16.1,,0.1,0.1,0.2,0.051,,-3.3,-2.0,-5.3,-0.2,2011
1,Arron Afflalo,SG,25.0,DEN,69.0,2324.0,13.6,0.62,0.396,0.26,2.3,9.9,6.2,10.9,0.7,1.0,9.2,14.8,,4.8,1.4,6.2,0.128,,1.7,-0.3,1.4,2.0,2011
2,Maurice Ager,SG,26.0,MIN,4.0,29.0,10.1,0.682,0.364,0.0,0.0,7.9,3.8,6.0,1.7,0.0,26.7,22.0,,0.0,0.0,0.0,-0.015,,-0.9,0.2,-0.7,0.0,2011
3,Alexis Ajinça,C,22.0,TOT,34.0,340.0,12.2,0.507,0.256,0.135,5.9,21.5,13.6,4.8,1.7,4.2,11.3,21.1,,0.0,0.4,0.4,0.052000000000000005,,-3.8,0.0,-3.8,-0.2,2011
6,Solomon Alabi,C,22.0,TOR,12.0,59.0,2.0,0.18899999999999997,0.0,0.133,13.7,14.4,14.1,4.6,1.8,2.6,15.9,14.3,,-0.2,0.0,-0.2,-0.142,,-6.0,-2.9,-8.9,-0.1,2011
7,Cole Aldrich,C,22.0,OKC,18.0,142.0,7.0,0.537,0.0,0.267,11.1,17.5,14.4,4.0,1.8,3.6,32.3,7.9,,0.0,0.2,0.2,0.066,,-5.6,1.6,-4.0,-0.1,2011
8,LaMarcus Aldridge,PF,25.0,POR,81.0,3211.0,21.5,0.5489999999999999,0.016,0.314,10.1,17.2,13.5,10.1,1.4,2.4,8.7,25.7,,7.6,3.5,11.1,0.166,,2.6,-0.5,2.1,3.4,2011
9,Malik Allen,PF,32.0,ORL,18.0,178.0,3.3,0.361,0.0,0.065,8.1,12.8,10.5,3.3,0.3,1.7,8.6,9.1,,-0.1,0.2,0.2,0.046,,-5.8,0.5,-5.4,-0.2,2011
10,Ray Allen,SG,35.0,BOS,80.0,2890.0,16.4,0.615,0.387,0.22399999999999998,2.3,9.0,5.8,12.7,1.4,0.4,9.8,19.8,,5.8,4.2,10.0,0.166,,2.3,0.6,2.9,3.6,2011
11,Tony Allen,SG,29.0,MEM,72.0,1494.0,18.3,0.562,0.047,0.37,5.5,9.9,7.7,10.9,4.5,2.4,13.1,19.9,,2.0,2.7,4.7,0.152,,0.1,3.5,3.6,2.1,2011
