,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
0,Shareef Abdur-Rahim,C,30.0,SAC,80.0,2015.0,13.1,0.524,0.031,0.358,7.0,16.4,11.6,9.2,1.3,1.5,13.3,19.5,,1.1,1.7,2.8,0.067,,-2.0,-0.5,-2.5,-0.2,2007
1,Hassan Adams,SG,22.0,NJN,61.0,495.0,13.0,0.5770000000000001,0.006999999999999999,0.267,8.4,9.9,9.2,4.5,1.8,0.6,12.7,16.3,,0.5,0.5,1.0,0.095,,-1.3,-0.2,-1.5,0.1,2007
2,Maurice Ager,SG,22.0,DAL,32.0,214.0,2.9,0.408,0.214,0.47100000000000003,0.6,11.0,5.9,5.0,1.0,1.1,15.1,21.7,,-0.5,0.2,-0.3,-0.06,,-7.4,-1.3,-8.7,-0.4,2007
3,LaMarcus Aldridge,C,21.0,POR,63.0,1392.0,17.1,0.5329999999999999,0.004,0.24,12.6,15.3,13.9,3.2,0.9,4.2,7.5,19.3,,2.5,1.0,3.4,0.11800000000000001,,-0.4,-1.0,-1.4,0.2,2007
4,Malik Allen,PF,28.0,CHI,60.0,638.0,10.4,0.44299999999999995,0.004,0.132,7.6,13.7,10.6,4.2,1.4,2.0,7.1,20.5,,-0.2,1.1,1.0,0.073,,-3.9,0.5,-3.4,-0.2,2007
5,Ray Allen,SG,31.0,SEA,55.0,2219.0,21.6,0.564,0.384,0.268,3.1,10.4,6.7,19.0,1.9,0.4,10.7,29.5,,5.4,0.9,6.3,0.136,,5.0,-1.3,3.7,3.2,2007
6,Tony Allen,SG,25.0,BOS,33.0,805.0,17.0,0.596,0.127,0.517,5.1,13.6,9.2,12.5,3.2,1.2,19.1,22.1,,0.8,1.1,1.9,0.111,,-0.2,1.2,1.0,0.6,2007
7,Rafer Alston,PG,30.0,HOU,82.0,3040.0,12.9,0.496,0.519,0.174,1.1,9.5,5.3,24.1,2.2,0.3,13.4,19.4,,1.7,4.9,6.6,0.10400000000000001,,-0.7,1.3,0.6,2.0,2007
8,Lou Amundson,PF,24.0,TOT,11.0,89.0,9.6,0.41200000000000003,0.0,0.667,17.6,20.2,18.9,1.7,0.6,6.9,20.5,12.7,,-0.1,0.1,0.1,0.039,,-4.6,-0.3,-4.8,-0.1,2007
11,Alan Anderson,SG,24.0,CHA,17.0,256.0,10.1,0.5379999999999999,0.247,0.284,4.9,10.0,7.4,13.8,1.4,0.0,19.4,20.1,,0.0,0.1,0.1,0.024,,-3.4,-1.1,-4.5,-0.2,2007
12,Derek Anderson,SF,32.0,CHA,50.0,1190.0,13.7,0.586,0.517,0.361,2.8,8.6,5.6,17.6,2.3,0.5,14.1,15.1,,2.0,0.9,2.9,0.11699999999999999,,-0.3,0.6,0.4,0.7,2007
13,Carmelo Anthony,SF,22.0,DEN,65.0,2486.0,22.1,0.552,0.10300000000000001,0.391,6.6,11.1,8.9,19.2,1.5,0.7,12.1,33.4,,5.2,2.1,7.3,0.14,,3.2,-1.3,1.9,2.5,2007
14,Rafael Araújo,C,26.0,UTA,28.0,248.0,8.3,0.46299999999999997,0.0,0.446,10.8,21.5,16.2,6.1,1.3,0.7,17.9,17.1,,-0.1,0.3,0.1,0.027000000000000003,,-4.3,-0.9,-5.2,-0.2,2007
15,Gilbert Arenas,PG,25.0,WAS,74.0,2942.0,24.0,0.565,0.377,0.46399999999999997,2.3,11.1,6.6,27.2,2.4,0.3,11.2,31.4,,9.3,1.5,10.8,0.177,,5.5,-0.8,4.7,5.0,2007
16,Trevor Ariza,SG,21.0,ORL,57.0,1278.0,16.2,0.5670000000000001,0.019,0.461,9.7,14.2,12.0,8.9,2.5,1.2,15.8,19.2,,1.5,1.9,3.4,0.128,,0.4,1.3,1.6,1.2,2007
17,Darrell Armstrong,PG,38.0,IND,81.0,1275.0,15.1,0.547,0.568,0.247,3.0,9.3,6.1,24.8,2.9,0.4,15.4,17.4,,1.7,1.5,3.2,0.121,,0.6,1.2,1.8,1.2,2007
18,Hilton Armstrong,C,22.0,NOK,56.0,634.0,12.2,0.57,0.0,0.536,10.3,17.0,13.6,2.5,1.0,3.3,18.5,13.6,,0.5,0.7,1.2,0.091,,-2.9,0.3,-2.6,-0.1,2007
19,Carlos Arroyo,PG,27.0,ORL,72.0,1304.0,14.4,0.501,0.107,0.34700000000000003,3.0,9.5,6.3,27.1,1.6,0.1,14.0,22.8,,1.2,1.3,2.5,0.094,,-0.4,-0.4,-0.8,0.4,2007
20,Chucky Atkins,PG,32.0,MEM,75.0,2064.0,17.4,0.58,0.428,0.435,1.0,7.0,4.0,27.9,1.2,0.1,13.0,21.4,,5.1,-0.2,4.9,0.114,,2.9,-2.5,0.4,1.2,2007
21,James Augustine,PF,22.0,ORL,2.0,7.0,16.6,0.33299999999999996,0.0,0.0,18.0,34.4,26.4,48.9,0.0,0.0,0.0,19.9,,0.0,0.0,0.0,0.168,,-2.3,1.3,-1.0,0.0,2007
23,Kelenna Azubuike,SG,23.0,GSW,41.0,669.0,13.4,0.5720000000000001,0.359,0.355,4.2,11.4,7.7,6.2,1.6,1.1,13.3,18.7,,0.7,0.5,1.2,0.083,,0.1,-1.0,-0.9,0.2,2007
24,Renaldo Balkman,SF,22.0,NYK,68.0,1064.0,16.1,0.531,0.098,0.327,11.0,21.8,16.4,7.0,2.8,3.3,13.5,15.5,,1.1,1.7,2.8,0.125,,-0.7,2.0,1.3,0.9,2007
25,Marcus Banks,PG,25.0,PHO,45.0,503.0,11.3,0.49700000000000005,0.14800000000000002,0.306,2.4,6.2,4.4,17.4,2.3,0.4,15.2,23.5,,-0.1,0.4,0.4,0.037000000000000005,,-3.7,0.1,-3.6,-0.2,2007
26,Leandro Barbosa,SG,24.0,PHO,80.0,2613.0,18.4,0.595,0.39399999999999996,0.209,1.0,8.1,4.8,18.7,1.8,0.4,10.7,23.4,,6.1,2.1,8.2,0.151,,2.6,0.1,2.7,3.1,2007
27,J.J. Barea,PG,22.0,DAL,33.0,191.0,9.6,0.44,0.26899999999999996,0.308,4.5,11.1,7.9,20.4,0.3,0.4,13.7,25.0,,-0.1,0.2,0.1,0.015,,-2.9,-2.3,-5.2,-0.2,2007
28,Andrea Bargnani,PF,21.0,TOR,65.0,1629.0,12.8,0.546,0.429,0.22699999999999998,3.7,14.8,9.2,5.1,1.0,2.5,13.5,22.6,,0.2,1.7,1.9,0.057,,-1.1,-0.6,-1.8,0.1,2007
29,Matt Barnes,PF,26.0,GSW,76.0,1813.0,14.7,0.547,0.462,0.196,5.4,16.0,10.6,12.8,1.9,1.7,13.3,18.5,,1.9,1.8,3.7,0.099,,0.6,0.3,0.9,1.3,2007
30,Andre Barrett,PG,24.0,CHI,6.0,29.0,8.2,0.5,0.0,0.0,4.0,15.6,9.8,38.2,0.0,0.0,33.3,18.4,,0.0,0.0,0.0,0.013999999999999999,,-5.1,-0.3,-5.3,0.0,2007
31,Earl Barron,C,25.0,MIA,28.0,203.0,6.6,0.35700000000000004,0.012,0.217,11.3,12.5,11.9,4.0,1.6,1.6,10.8,23.8,,-0.5,0.2,-0.3,-0.062,,-6.4,-3.2,-9.6,-0.4,2007
32,Brent Barry,SG,35.0,SAS,75.0,1631.0,16.6,0.6659999999999999,0.675,0.275,1.3,10.2,5.9,13.3,1.8,0.5,11.3,15.6,,4.2,2.6,6.8,0.201,,2.7,1.6,4.3,2.6,2007
33,Brandon Bass,PF,21.0,NOK,21.0,162.0,7.2,0.41100000000000003,0.023,0.364,9.1,21.9,15.3,2.8,0.7,1.5,16.4,17.2,,-0.2,0.2,0.0,-0.011000000000000001,,-4.5,-1.1,-5.6,-0.1,2007
34,Maceo Baston,PF,31.0,IND,47.0,405.0,13.7,0.7140000000000001,0.092,0.618,5.9,15.4,10.6,6.5,1.5,3.4,24.9,14.2,,0.5,0.5,1.1,0.127,,-2.2,1.5,-0.7,0.1,2007
35,Esteban Batista,PF,23.0,ATL,13.0,81.0,12.5,0.524,0.0,0.43799999999999994,10.3,34.6,22.3,8.1,2.0,0.0,17.3,13.1,,0.0,0.1,0.2,0.10099999999999999,,-2.1,-0.1,-2.2,0.0,2007
36,Tony Battie,PF,30.0,ORL,66.0,1575.0,9.8,0.513,0.003,0.214,7.4,19.3,13.5,3.6,1.0,1.5,13.4,13.4,,0.6,2.1,2.7,0.081,,-2.6,0.5,-2.1,0.0,2007
37,Shane Battier,SF,28.0,HOU,82.0,2988.0,12.0,0.589,0.57,0.17300000000000001,2.6,10.4,6.5,9.2,1.4,1.5,9.3,12.1,,4.4,4.6,9.0,0.14400000000000002,,0.3,2.0,2.3,3.2,2007
38,Charlie Bell,SG,27.0,MIL,82.0,2848.0,13.1,0.53,0.371,0.172,2.3,7.6,4.9,13.6,1.8,0.1,9.0,18.3,,3.6,0.4,4.0,0.068,,-0.2,-1.1,-1.3,0.5,2007
39,Raja Bell,SG,30.0,PHO,78.0,2917.0,12.0,0.562,0.522,0.16,2.0,7.7,5.0,9.5,0.9,0.5,7.5,17.0,,4.2,1.6,5.8,0.095,,0.5,-0.6,-0.1,1.4,2007
40,Mike Bibby,PG,28.0,SAC,82.0,2784.0,16.0,0.532,0.413,0.298,1.6,9.6,5.5,24.3,1.6,0.2,13.0,24.5,,2.9,1.5,4.4,0.076,,1.8,-1.4,0.4,1.7,2007
41,Andris Biedriņš,C,20.0,GSW,82.0,2382.0,16.2,0.598,0.0,0.287,11.3,24.0,17.5,5.4,1.4,4.3,15.4,13.8,,3.5,3.3,6.7,0.136,,-1.0,0.6,-0.3,1.0,2007
42,Chauncey Billups,PG,30.0,DET,70.0,2533.0,21.3,0.591,0.38799999999999996,0.536,1.1,10.0,5.6,32.9,1.8,0.5,12.2,21.5,,8.7,2.7,11.4,0.21600000000000003,,4.2,0.5,4.7,4.3,2007
44,Steve Blake,PG,26.0,TOT,82.0,2225.0,9.9,0.491,0.409,0.126,1.1,7.5,4.3,26.1,1.4,0.3,19.4,13.0,,1.0,1.1,2.1,0.045,,-1.3,-0.7,-2.0,0.0,2007
