,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Arron Afflalo,SG,25.0,DEN,3.0,3.0,28.3,4.0,11.3,0.353,1.0,4.0,0.25,3.0,7.3,0.409,0.397,2.3,2.7,0.875,0.0,3.0,3.0,2.3,0.0,0.0,1.0,3.3,11.3,2011
1,LaMarcus Aldridge,PF,25.0,POR,6.0,6.0,43.0,8.8,19.2,0.461,0.0,0.0,,8.8,19.2,0.461,0.461,3.2,4.0,0.792,2.7,4.8,7.5,1.3,1.3,1.7,1.5,3.2,20.8,2011
2,Malik Allen,PF,32.0,ORL,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2011
3,Ray Allen,SG,35.0,BOS,9.0,9.0,40.1,6.3,12.1,0.523,3.6,6.2,0.5710000000000001,2.8,5.9,0.47200000000000003,0.67,2.7,2.8,0.96,0.6,3.2,3.8,2.4,1.2,0.1,1.1,2.3,18.9,2011
4,Tony Allen,SG,29.0,MEM,13.0,13.0,26.9,3.3,7.8,0.426,0.1,0.5,0.14300000000000002,3.2,7.2,0.447,0.431,2.1,3.2,0.659,1.2,1.8,2.9,1.5,1.9,0.4,1.8,3.3,8.8,2011
5,Chris Andersen,C,32.0,DEN,5.0,0.0,14.6,1.4,2.2,0.636,0.0,0.0,,1.4,2.2,0.636,0.636,2.0,2.8,0.7140000000000001,1.0,1.8,2.8,0.6,0.6,1.4,0.6,1.6,4.8,2011
6,Ryan Anderson,PF,22.0,ORL,6.0,0.0,24.5,1.3,5.0,0.267,1.0,3.3,0.3,0.3,1.7,0.2,0.36700000000000005,1.0,1.0,1.0,1.7,2.8,4.5,0.5,0.8,0.2,0.2,2.7,4.7,2011
7,Carmelo Anthony,SF,26.0,NYK,4.0,4.0,39.0,8.3,22.0,0.375,2.3,6.5,0.34600000000000003,6.0,15.5,0.387,0.426,7.3,8.5,0.853,3.3,7.0,10.3,4.8,1.3,0.8,3.3,4.0,26.0,2011
8,Joel Anthony,C,28.0,MIA,21.0,13.0,27.4,0.9,2.3,0.36700000000000005,0.0,0.0,,0.9,2.3,0.36700000000000005,0.36700000000000005,1.0,1.5,0.71,1.7,3.0,4.6,0.5,0.4,1.8,0.6,2.6,2.8,2011
9,Gilbert Arenas,PG,29.0,ORL,5.0,0.0,16.2,3.6,8.4,0.429,0.6,2.4,0.25,3.0,6.0,0.5,0.46399999999999997,0.8,1.2,0.667,0.8,2.0,2.8,2.4,0.2,0.2,1.2,2.8,8.6,2011
10,Trevor Ariza,SF,25.0,NOH,6.0,6.0,40.2,5.8,14.2,0.41200000000000003,1.2,3.5,0.33299999999999996,4.7,10.7,0.43799999999999994,0.45299999999999996,2.7,3.7,0.727,1.2,5.3,6.5,3.3,1.3,0.5,1.2,2.7,15.5,2011
11,Hilton Armstrong,C,26.0,ATL,8.0,0.0,4.4,0.1,0.6,0.2,0.0,0.0,,0.1,0.6,0.2,0.2,0.4,0.8,0.5,0.5,0.8,1.3,0.1,0.4,0.0,0.3,0.9,0.6,2011
12,Darrell Arthur,PF,22.0,MEM,13.0,0.0,15.5,3.0,6.5,0.45899999999999996,0.1,0.1,1.0,2.9,6.5,0.452,0.465,1.0,1.3,0.765,1.1,1.2,2.2,0.5,0.5,0.9,0.9,2.3,7.1,2011
13,Ömer Aşık,C,24.0,CHI,15.0,0.0,9.9,0.4,0.9,0.462,0.0,0.0,,0.4,0.9,0.462,0.462,0.2,0.7,0.3,0.7,1.4,2.1,0.1,0.1,0.5,0.5,1.4,1.0,2011
14,J.J. Barea,PG,26.0,DAL,21.0,3.0,18.6,3.4,8.2,0.419,0.8,2.4,0.32,2.7,5.8,0.45899999999999996,0.465,1.3,1.6,0.794,0.4,1.5,1.9,3.4,0.3,0.0,1.1,1.3,8.9,2011
15,Matt Barnes,SF,30.0,LAL,10.0,0.0,13.1,1.5,3.8,0.395,0.2,1.2,0.16699999999999998,1.3,2.6,0.5,0.42100000000000004,0.4,0.7,0.5710000000000001,1.1,1.7,2.8,0.5,0.7,0.2,0.6,2.3,3.6,2011
16,Earl Barron,C,29.0,POR,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
17,Brandon Bass,PF,25.0,ORL,6.0,6.0,23.2,2.7,6.3,0.42100000000000004,0.0,0.0,,2.7,6.3,0.42100000000000004,0.42100000000000004,2.0,2.2,0.9229999999999999,2.0,2.2,4.2,0.3,0.5,0.8,1.2,1.2,7.3,2011
18,Tony Battie,C,34.0,PHI,5.0,0.0,7.6,0.6,1.4,0.429,0.0,0.0,,0.6,1.4,0.429,0.429,0.2,0.4,0.5,0.4,1.6,2.0,0.0,0.0,0.6,0.2,1.0,1.4,2011
19,Shane Battier,SF,32.0,MEM,13.0,0.0,26.1,2.2,5.1,0.439,0.6,2.2,0.276,1.6,2.8,0.568,0.5,0.5,0.7,0.667,1.3,2.7,4.0,1.2,0.5,0.5,0.5,2.1,5.5,2011
21,Nicolas Batum,SF,22.0,POR,6.0,0.0,25.2,3.2,7.7,0.413,1.2,4.3,0.26899999999999996,2.0,3.3,0.6,0.489,0.5,0.7,0.75,0.2,1.5,1.7,1.3,0.8,0.8,1.2,2.3,8.0,2011
22,Marco Belinelli,SG,24.0,NOH,6.0,6.0,28.8,3.8,10.5,0.365,1.3,4.3,0.308,2.5,6.2,0.405,0.429,0.7,0.7,1.0,0.0,0.8,0.8,0.7,0.8,0.0,0.7,2.0,9.7,2011
23,Mike Bibby,PG,32.0,MIA,20.0,20.0,20.8,1.4,4.8,0.281,0.9,3.3,0.258,0.5,1.5,0.33299999999999996,0.37,0.1,0.2,0.5,0.3,1.6,1.8,1.2,0.6,0.3,0.9,1.5,3.7,2011
24,Chauncey Billups,PG,34.0,NYK,1.0,1.0,35.0,3.0,11.0,0.273,2.0,6.0,0.33299999999999996,1.0,5.0,0.2,0.364,2.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,2.0,10.0,2011
25,DeJuan Blair,PF,21.0,SAS,4.0,0.0,12.5,1.8,5.3,0.33299999999999996,0.0,0.0,,1.8,5.3,0.33299999999999996,0.33299999999999996,0.8,1.3,0.6,2.3,1.0,3.3,0.5,0.0,0.3,0.5,1.5,4.3,2011
26,Steve Blake,PG,30.0,LAL,9.0,0.0,16.1,0.8,2.6,0.304,0.7,2.0,0.33299999999999996,0.1,0.6,0.2,0.435,0.0,0.0,,0.1,1.4,1.6,2.2,0.6,0.0,0.6,0.9,2.2,2011
27,Keith Bogans,SG,30.0,CHI,16.0,16.0,19.2,1.8,4.3,0.406,1.6,3.7,0.424,0.2,0.6,0.3,0.5870000000000001,0.1,0.3,0.25,0.3,1.0,1.3,0.8,0.6,0.2,0.4,1.6,5.1,2011
28,Matt Bonner,PF,30.0,SAS,6.0,0.0,20.5,2.0,4.2,0.48,1.0,3.0,0.33299999999999996,1.0,1.2,0.857,0.6,1.3,1.7,0.8,1.2,2.0,3.2,0.3,0.2,0.2,0.2,3.0,6.3,2011
29,Carlos Boozer,C,29.0,CHI,16.0,16.0,31.7,4.8,11.1,0.433,0.0,0.1,0.0,4.8,11.1,0.435,0.433,3.0,3.8,0.8,2.5,7.2,9.7,1.8,0.6,0.4,1.8,3.1,12.6,2011
30,Chris Bosh,PF,26.0,MIA,21.0,21.0,39.7,6.6,13.9,0.474,0.0,0.2,0.0,6.6,13.7,0.48100000000000004,0.474,5.4,6.7,0.8140000000000001,2.2,6.2,8.5,1.1,0.7,0.9,1.9,2.3,18.6,2011
31,Elton Brand,PF,31.0,PHI,5.0,5.0,37.0,6.8,12.4,0.5479999999999999,0.0,0.0,,6.8,12.4,0.5479999999999999,0.5479999999999999,2.0,2.6,0.769,2.4,6.0,8.4,0.6,0.4,1.2,0.8,4.2,15.6,2011
32,Corey Brewer,SG,24.0,DAL,6.0,0.0,3.8,0.7,1.5,0.444,0.2,0.5,0.33299999999999996,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.3,0.3,0.2,0.7,0.0,0.3,0.8,1.5,2011
33,Ronnie Brewer,SG,25.0,CHI,16.0,0.0,16.3,1.5,3.1,0.48,0.2,0.4,0.429,1.3,2.7,0.488,0.51,0.8,1.1,0.765,0.4,1.7,2.1,0.9,0.8,0.4,0.3,0.9,4.0,2011
34,Shannon Brown,SG,25.0,LAL,10.0,0.0,16.6,2.8,6.1,0.45899999999999996,0.7,2.5,0.28,2.1,3.6,0.583,0.516,0.9,1.4,0.643,0.5,1.4,1.9,0.7,0.6,0.2,0.9,1.0,7.2,2011
35,Kobe Bryant,SG,32.0,LAL,10.0,10.0,35.4,8.3,18.6,0.446,1.2,4.1,0.293,7.1,14.5,0.49,0.478,5.0,6.1,0.82,0.8,2.6,3.4,3.3,1.6,0.3,3.1,2.3,22.8,2011
36,Rasual Butler,SG,31.0,CHI,3.0,0.0,2.3,0.3,0.3,1.0,0.3,0.3,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.0,2011
37,Andrew Bynum,C,23.0,LAL,10.0,10.0,32.0,5.7,10.5,0.5429999999999999,0.0,0.0,,5.7,10.5,0.5429999999999999,0.5429999999999999,3.0,3.6,0.833,3.6,6.0,9.6,0.8,0.5,1.4,2.0,3.3,14.4,2011
38,Marcus Camby,C,36.0,POR,6.0,6.0,27.8,1.7,3.7,0.455,0.2,0.2,1.0,1.5,3.5,0.429,0.47700000000000004,0.0,0.3,0.0,3.0,6.7,9.7,1.3,0.7,1.5,0.8,3.0,3.5,2011
39,Brian Cardinal,SF,33.0,DAL,9.0,0.0,4.1,0.3,0.4,0.75,0.3,0.4,0.75,0.0,0.0,,1.125,0.1,0.2,0.5,0.0,0.3,0.3,0.2,0.1,0.0,0.3,0.9,1.1,2011
40,Anthony Carter,PG,35.0,NYK,4.0,0.0,12.3,2.0,3.8,0.5329999999999999,0.3,0.8,0.33299999999999996,1.8,3.0,0.583,0.5670000000000001,0.5,0.5,1.0,0.5,1.5,2.0,1.5,0.5,0.3,1.0,0.3,4.8,2011
42,Mario Chalmers,PG,24.0,MIA,21.0,1.0,24.3,2.6,5.9,0.435,1.5,4.0,0.381,1.0,1.9,0.55,0.565,1.1,1.5,0.7190000000000001,0.2,1.7,1.9,2.1,1.3,0.0,1.3,2.3,7.8,2011
43,Tyson Chandler,C,28.0,DAL,21.0,21.0,32.4,2.7,4.7,0.5820000000000001,0.0,0.0,,2.7,4.7,0.5820000000000001,0.5820000000000001,2.5,3.7,0.679,3.8,5.4,9.2,0.4,0.6,0.9,0.7,3.7,8.0,2011
44,Wilson Chandler,SF,23.0,DEN,5.0,2.0,23.0,1.6,5.8,0.276,0.2,1.4,0.14300000000000002,1.4,4.4,0.318,0.293,1.4,1.8,0.778,0.4,4.0,4.4,0.4,0.6,0.8,0.8,3.0,4.8,2011
45,Earl Clark,SF,23.0,ORL,1.0,0.0,6.0,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,0.0,0.0,,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,2011
46,Jason Collins,C,32.0,ATL,12.0,9.0,13.2,0.8,1.2,0.643,0.0,0.0,,0.8,1.2,0.643,0.643,0.3,0.7,0.375,0.5,0.9,1.4,0.1,0.4,0.3,0.4,2.6,1.8,2011
47,Darren Collison,PG,23.0,IND,5.0,5.0,29.2,3.6,9.2,0.391,0.8,1.2,0.667,2.8,8.0,0.35,0.435,1.4,2.2,0.636,0.8,1.8,2.6,4.0,1.0,0.4,1.8,1.4,9.4,2011
48,Nick Collison,C,30.0,OKC,17.0,0.0,24.3,2.8,4.5,0.632,0.0,0.0,,2.8,4.5,0.632,0.632,1.1,1.4,0.7829999999999999,2.8,3.0,5.8,0.9,0.9,0.9,0.8,3.7,6.7,2011
49,Mike Conley,PG,23.0,MEM,13.0,13.0,39.0,5.5,14.1,0.38799999999999996,0.8,2.8,0.297,4.6,11.2,0.41100000000000003,0.418,3.4,4.1,0.83,0.5,3.3,3.8,6.4,1.1,0.2,2.3,3.0,15.2,2011
50,Daequan Cook,SG,23.0,OKC,17.0,0.0,11.5,1.3,3.3,0.39299999999999996,0.9,2.7,0.348,0.4,0.6,0.6,0.536,0.2,0.2,1.0,0.1,1.5,1.6,0.1,0.2,0.0,0.4,1.0,3.8,2011
51,Jamal Crawford,SG,30.0,ATL,12.0,0.0,29.8,5.1,12.9,0.39399999999999996,1.8,5.0,0.35,3.3,7.9,0.42100000000000004,0.461,3.5,4.3,0.8240000000000001,0.1,1.3,1.3,2.5,0.8,0.3,1.3,1.4,15.4,2011
52,Glen Davis,C,25.0,BOS,9.0,0.0,21.2,2.0,5.1,0.391,0.0,0.1,0.0,2.0,5.0,0.4,0.391,0.9,1.2,0.727,0.8,2.8,3.6,0.9,0.3,0.0,1.0,2.3,4.9,2011
53,Luol Deng,SF,25.0,CHI,16.0,16.0,42.9,6.1,14.4,0.426,1.4,4.3,0.324,4.8,10.1,0.469,0.474,3.3,3.9,0.8390000000000001,1.7,4.9,6.6,2.7,1.5,0.6,1.6,2.5,16.9,2011
