,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Kenny Anderson,PG,26.0,POR,4.0,4.0,42.3,5.5,11.5,0.478,1.3,4.8,0.263,4.3,6.8,0.63,0.5329999999999999,4.8,5.0,0.95,0.5,3.8,4.3,4.8,1.8,0.3,2.8,2.5,17.0,1997
1,Nick Anderson,SG,29.0,ORL,5.0,5.0,26.0,2.4,7.2,0.33299999999999996,0.8,3.0,0.267,1.6,4.2,0.381,0.389,0.0,0.4,0.0,0.6,5.2,5.8,0.6,0.6,1.8,1.2,1.6,5.6,1997
2,Shandon Anderson,SG,23.0,UTA,18.0,0.0,16.4,1.6,3.7,0.439,0.3,0.7,0.41700000000000004,1.3,3.0,0.444,0.47700000000000004,1.1,1.6,0.7140000000000001,1.1,1.6,2.7,0.7,0.6,0.1,0.7,1.6,4.6,1997
3,Willie Anderson,SG,30.0,MIA,9.0,0.0,13.3,1.2,3.3,0.36700000000000005,0.2,0.9,0.25,1.0,2.4,0.409,0.4,1.0,1.1,0.9,0.2,1.7,1.9,0.6,0.4,0.2,1.3,2.2,3.7,1997
4,Darrell Armstrong,PG,28.0,ORL,5.0,0.0,28.6,4.0,8.4,0.47600000000000003,1.2,3.6,0.33299999999999996,2.8,4.8,0.583,0.5479999999999999,2.2,2.6,0.846,0.6,3.6,4.2,3.4,1.6,0.2,1.4,1.2,11.4,1997
5,Keith Askins,SF,29.0,MIA,12.0,0.0,12.2,0.8,1.9,0.435,0.5,1.0,0.5,0.3,0.9,0.364,0.565,0.3,0.3,1.0,0.9,1.4,2.3,0.6,0.3,0.2,0.3,2.2,2.5,1997
6,Stacey Augmon,SG,28.0,POR,4.0,0.0,8.8,0.5,1.5,0.33299999999999996,0.0,0.0,,0.5,1.5,0.33299999999999996,0.33299999999999996,0.8,1.0,0.75,0.3,0.0,0.3,0.8,0.3,0.0,0.3,1.5,1.8,1997
7,Isaac Austin,C,27.0,MIA,15.0,0.0,19.1,2.4,5.4,0.444,0.1,0.3,0.25,2.3,5.1,0.455,0.451,1.7,2.1,0.8059999999999999,1.1,3.3,4.4,0.4,0.4,0.5,1.5,2.3,6.5,1997
8,Charles Barkley,PF,33.0,HOU,16.0,16.0,37.8,5.4,12.4,0.434,0.7,2.4,0.289,4.7,10.0,0.469,0.462,6.4,8.4,0.769,4.0,8.0,12.0,3.4,1.2,0.4,2.7,3.3,17.9,1997
9,Brent Barry,SG,25.0,LAC,3.0,0.0,28.0,3.7,9.0,0.40700000000000003,1.7,3.7,0.455,2.0,5.3,0.375,0.5,2.7,3.0,0.889,0.3,2.0,2.3,3.3,1.3,0.0,1.3,3.3,11.7,1997
10,Jon Barry,SG,27.0,ATL,2.0,0.0,4.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997
11,Mookie Blaylock,PG,29.0,ATL,10.0,10.0,44.1,6.1,15.4,0.396,2.8,8.5,0.32899999999999996,3.3,6.9,0.478,0.48700000000000004,1.4,2.1,0.667,1.2,5.8,7.0,6.5,2.1,0.2,3.5,1.5,16.4,1997
12,Corie Blount,PF,28.0,LAL,3.0,0.0,2.7,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.3,0.7,0.5,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.7,1.0,1997
13,Muggsy Bogues,PG,32.0,CHH,2.0,2.0,29.0,5.5,9.5,0.579,3.0,3.5,0.857,2.5,6.0,0.41700000000000004,0.737,2.0,2.0,1.0,0.5,1.0,1.5,2.5,0.5,0.0,3.0,1.5,16.0,1997
14,Scott Brooks,PG,31.0,NYK,4.0,0.0,1.8,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.5,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1997
15,Mike Brown,C,33.0,PHO,4.0,0.0,6.8,0.5,1.3,0.4,0.0,0.0,,0.5,1.3,0.4,0.4,1.8,2.0,0.875,0.5,0.5,1.0,0.3,0.0,0.0,0.3,1.5,2.8,1997
16,P.J. Brown,PF,27.0,MIA,15.0,15.0,30.1,2.8,6.9,0.408,0.0,0.0,,2.8,6.9,0.408,0.408,2.5,3.5,0.7170000000000001,3.2,5.4,8.6,0.7,0.6,1.3,1.1,2.7,8.1,1997
17,Randy Brown,PG,28.0,CHI,17.0,0.0,5.8,0.5,1.8,0.3,0.0,0.0,,0.5,1.8,0.3,0.3,0.2,0.3,0.6,0.2,0.4,0.6,0.4,0.5,0.1,0.2,1.3,1.2,1997
18,Kobe Bryant,SF,18.0,LAL,9.0,0.0,14.8,2.3,6.1,0.382,0.7,2.6,0.261,1.7,3.6,0.469,0.436,2.9,3.3,0.867,0.1,1.1,1.2,1.2,0.3,0.2,1.6,2.6,8.2,1997
19,Mark Bryant,PF,31.0,PHO,4.0,0.0,9.0,1.0,2.5,0.4,0.0,0.0,,1.0,2.5,0.4,0.4,0.8,0.8,1.0,0.3,0.8,1.0,0.0,0.0,0.0,0.5,1.0,2.8,1997
21,Jud Buechler,SF,28.0,CHI,18.0,0.0,7.7,0.7,1.7,0.419,0.2,0.7,0.33299999999999996,0.5,1.1,0.474,0.484,0.2,0.3,0.6,0.5,0.8,1.3,0.3,0.2,0.1,0.1,0.8,1.8,1997
22,Matt Bullard,PF,29.0,HOU,2.0,0.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,3.0,1997
23,Mitchell Butler,SG,26.0,POR,2.0,0.0,2.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1997
24,Jason Caffey,PF,23.0,CHI,17.0,5.0,9.8,0.9,1.9,0.455,0.0,0.0,,0.9,1.9,0.455,0.455,0.6,0.8,0.7859999999999999,1.5,1.0,2.5,0.9,0.2,0.2,0.7,1.6,2.4,1997
25,Elden Campbell,PF,28.0,LAL,9.0,9.0,30.9,4.1,10.3,0.39799999999999996,0.1,0.1,1.0,4.0,10.2,0.391,0.40299999999999997,3.4,4.2,0.816,1.6,2.8,4.3,1.0,0.8,1.4,1.6,3.3,11.8,1997
