,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Ray Allen,SG,29.0,SEA,11.0,11.0,39.6,9.3,19.5,0.474,2.8,7.5,0.37799999999999995,6.5,12.1,0.534,0.547,5.1,5.7,0.889,1.1,3.2,4.3,3.9,1.3,0.4,3.1,2.0,26.5,2005
1,Tony Allen,SG,23.0,BOS,7.0,3.0,12.9,1.1,2.6,0.444,0.0,0.0,,1.1,2.6,0.444,0.444,0.4,1.0,0.429,0.6,1.1,1.7,0.3,0.4,0.3,0.7,2.4,2.7,2005
2,Shandon Anderson,SF,31.0,MIA,8.0,0.0,12.1,0.4,1.5,0.25,0.0,0.1,0.0,0.4,1.4,0.273,0.25,0.3,0.3,1.0,0.4,2.0,2.4,1.0,0.6,0.0,0.8,1.3,1.0,2005
3,Carmelo Anthony,SF,20.0,DEN,5.0,5.0,36.0,7.0,16.6,0.42200000000000004,0.0,0.2,0.0,7.0,16.4,0.42700000000000005,0.42200000000000004,5.2,6.4,0.813,2.8,2.6,5.4,2.0,0.6,0.2,2.6,4.0,19.2,2005
4,Gilbert Arenas,PG,23.0,WAS,10.0,10.0,45.0,7.3,19.4,0.376,1.8,7.7,0.23399999999999999,5.5,11.7,0.47,0.423,7.2,9.4,0.7659999999999999,0.8,4.4,5.2,6.2,2.1,0.6,3.9,3.4,23.6,2005
5,Darrell Armstrong,PG,36.0,DAL,9.0,0.0,7.3,0.9,1.8,0.5,0.2,0.9,0.25,0.7,0.9,0.75,0.563,0.0,0.0,,0.3,0.1,0.4,1.0,0.3,0.2,0.2,1.0,2.0,2005
6,Carlos Arroyo,PG,25.0,DET,19.0,0.0,7.9,0.8,2.4,0.35600000000000004,0.0,0.1,0.0,0.8,2.3,0.364,0.35600000000000004,0.4,0.6,0.667,0.1,0.5,0.5,2.1,0.2,0.1,0.5,1.0,2.1,2005
7,Marcus Banks,PG,23.0,BOS,7.0,0.0,15.1,1.9,4.1,0.44799999999999995,0.4,0.9,0.5,1.4,3.3,0.435,0.5,0.4,0.9,0.5,0.1,1.4,1.6,1.0,0.6,0.0,0.9,2.3,4.6,2005
8,Leandro Barbosa,PG,22.0,PHO,12.0,0.0,9.7,1.0,2.9,0.34299999999999997,0.3,0.8,0.4,0.7,2.1,0.32,0.4,0.2,0.3,0.5,0.4,1.0,1.4,1.0,0.3,0.0,0.4,0.7,2.5,2005
9,Brent Barry,SG,33.0,SAS,23.0,8.0,24.1,2.1,4.6,0.457,1.2,2.9,0.424,0.9,1.7,0.513,0.59,0.7,0.9,0.81,0.6,1.9,2.4,1.9,0.7,0.2,1.2,1.9,6.1,2005
10,Jon Barry,SG,35.0,HOU,7.0,0.0,26.1,3.0,6.9,0.43799999999999994,1.6,3.3,0.478,1.4,3.6,0.4,0.552,1.0,1.1,0.875,0.1,4.0,4.1,1.3,0.7,0.0,0.9,1.9,8.6,2005
11,Shane Battier,SG,26.0,MEM,4.0,4.0,29.8,3.3,7.8,0.419,0.3,1.8,0.14300000000000002,3.0,6.0,0.5,0.435,0.5,1.3,0.4,2.5,4.3,6.8,1.5,0.5,1.0,1.0,3.5,7.3,2005
12,Travis Best,PG,32.0,NJN,4.0,0.0,20.5,2.3,5.5,0.409,0.3,2.3,0.111,2.0,3.3,0.615,0.43200000000000005,2.0,2.3,0.889,0.5,1.0,1.5,2.3,0.3,0.0,0.8,2.3,6.8,2005
13,Mike Bibby,PG,26.0,SAC,5.0,5.0,40.0,7.2,18.4,0.391,1.0,4.6,0.217,6.2,13.8,0.449,0.418,4.2,5.4,0.778,1.0,3.4,4.4,6.6,1.4,0.4,2.6,2.2,19.6,2005
14,Chauncey Billups,PG,28.0,DET,25.0,25.0,39.4,5.8,13.6,0.428,1.8,5.0,0.349,4.0,8.5,0.474,0.493,5.3,6.0,0.893,0.9,3.4,4.3,6.5,1.0,0.2,2.0,2.8,18.7,2005
15,Steve Blake,PG,24.0,WAS,4.0,0.0,4.3,0.3,1.0,0.25,0.0,0.3,0.0,0.3,0.8,0.33299999999999996,0.25,0.0,0.0,,0.0,0.8,0.8,0.5,0.0,0.0,0.3,0.8,0.5,2005
16,Mark Blount,C,29.0,BOS,4.0,0.0,10.8,1.0,3.5,0.28600000000000003,0.0,0.0,,1.0,3.5,0.28600000000000003,0.28600000000000003,0.0,0.5,0.0,0.8,0.8,1.5,0.3,0.0,0.0,1.3,1.5,2.0,2005
17,Bruce Bowen,SF,33.0,SAS,23.0,23.0,35.4,2.0,5.6,0.359,1.3,2.9,0.433,0.7,2.7,0.27899999999999997,0.473,0.5,0.7,0.647,0.4,2.5,2.9,1.6,0.5,0.6,0.7,3.3,5.7,2005
18,Ryan Bowen,SF,29.0,HOU,7.0,3.0,17.9,1.1,3.6,0.32,0.0,0.0,,1.1,3.6,0.32,0.32,0.3,0.4,0.667,1.0,1.0,2.0,0.9,0.9,0.0,0.9,3.3,2.6,2005
19,Earl Boykins,PG,28.0,DEN,5.0,1.0,30.4,5.4,13.6,0.397,0.0,1.4,0.0,5.4,12.2,0.44299999999999995,0.397,3.4,3.8,0.895,0.4,0.6,1.0,3.8,0.8,0.2,1.8,2.6,14.2,2005
21,Shawn Bradley,C,32.0,DAL,7.0,0.0,3.9,0.6,0.9,0.667,0.0,0.0,,0.6,0.9,0.667,0.667,0.1,0.3,0.5,0.6,0.3,0.9,0.0,0.0,0.3,0.0,1.0,1.3,2005
22,Devin Brown,SG,26.0,SAS,12.0,0.0,5.0,0.6,1.7,0.35,0.3,0.6,0.429,0.3,1.1,0.308,0.425,0.3,0.6,0.5710000000000001,0.1,0.5,0.6,0.3,0.1,0.0,0.1,0.3,1.8,2005
23,Kwame Brown,PF,22.0,WAS,3.0,0.0,20.0,1.7,4.3,0.385,0.0,0.0,,1.7,4.3,0.385,0.385,1.7,3.0,0.556,1.3,3.7,5.0,1.0,0.0,0.7,0.7,1.7,5.0,2005
24,Greg Buckner,SG,28.0,DEN,5.0,2.0,20.0,0.8,3.6,0.222,0.4,1.8,0.222,0.4,1.8,0.222,0.278,0.0,0.0,,0.2,3.0,3.2,1.0,0.4,0.2,0.6,2.8,2.0,2005
