,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Álex Abrines,SG,23.0,OKC,5.0,0.0,16.0,1.6,4.6,0.348,1.0,3.4,0.294,0.6,1.2,0.5,0.457,0.6,0.8,0.75,0.4,1.4,1.8,0.8,0.0,0.0,0.0,1.6,4.8,2017
1,Steven Adams,C,23.0,OKC,5.0,5.0,31.4,3.6,5.6,0.643,0.0,0.0,,3.6,5.6,0.643,0.643,0.8,2.2,0.364,3.4,3.4,6.8,1.4,1.2,1.8,0.8,2.8,8.0,2017
2,LaMarcus Aldridge,PF,31.0,SAS,16.0,16.0,33.6,6.9,15.0,0.45799999999999996,0.1,0.9,0.14300000000000002,6.8,14.1,0.478,0.46299999999999997,2.6,3.4,0.764,2.7,4.8,7.4,1.5,0.6,1.0,1.8,2.6,16.5,2017
3,Lavoy Allen,PF,27.0,IND,3.0,0.0,3.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.0,0.0,2017
4,Al-Farouq Aminu,PF,26.0,POR,4.0,0.0,28.3,4.3,9.3,0.45899999999999996,1.8,4.3,0.41200000000000003,2.5,5.0,0.5,0.5539999999999999,1.8,2.8,0.636,1.3,5.3,6.5,1.0,0.8,1.0,2.3,2.3,12.0,2017
5,Kyle Anderson,SF,23.0,SAS,15.0,1.0,13.0,2.4,4.3,0.563,0.2,0.7,0.3,2.2,3.6,0.611,0.586,0.5,0.7,0.727,0.8,2.3,3.1,1.7,0.7,0.1,0.5,0.5,5.5,2017
6,Ryan Anderson,PF,28.0,HOU,11.0,9.0,30.5,3.3,8.4,0.391,1.5,5.5,0.28300000000000003,1.7,2.9,0.594,0.484,1.3,1.5,0.875,1.4,3.8,5.2,0.6,0.4,0.2,0.8,2.2,9.4,2017
7,Giannis Antetokounmpo,SF,22.0,MIL,6.0,6.0,40.5,10.0,18.7,0.536,0.7,1.7,0.4,9.3,17.0,0.5489999999999999,0.5539999999999999,4.2,7.7,0.5429999999999999,1.7,7.8,9.5,4.0,2.2,1.7,3.3,3.5,24.8,2017
8,Joel Anthony,C,34.0,SAS,3.0,0.0,5.0,1.0,1.3,0.75,0.0,0.0,,1.0,1.3,0.75,0.75,0.0,0.3,0.0,0.7,0.7,1.3,0.0,0.0,0.7,0.3,0.7,2.0,2017
9,Trevor Ariza,SF,31.0,HOU,11.0,11.0,37.5,3.7,8.8,0.423,2.1,5.5,0.377,1.6,3.3,0.5,0.541,1.2,1.3,0.929,0.7,4.4,5.1,2.1,1.3,0.2,0.8,2.3,10.7,2017
10,Wade Baldwin,PG,20.0,MEM,3.0,0.0,4.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.7,0.7,1.0,0.3,1.0,1.3,0.7,0.0,0.0,0.0,1.0,0.7,2017
11,Matt Barnes,SF,36.0,GSW,12.0,0.0,5.1,0.3,1.3,0.267,0.1,0.7,0.125,0.3,0.6,0.429,0.3,0.0,0.0,,0.0,0.8,0.8,0.6,0.2,0.0,0.3,0.8,0.8,2017
12,Brandon Bass,PF,31.0,LAC,1.0,0.0,4.0,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2017
13,Kent Bazemore,SF,27.0,ATL,6.0,0.0,25.0,3.5,8.8,0.396,1.2,4.0,0.292,2.3,4.8,0.483,0.462,1.7,2.3,0.7140000000000001,0.7,3.2,3.8,3.3,0.7,0.8,2.7,2.5,9.8,2017
14,Bradley Beal,SG,23.0,WAS,13.0,13.0,38.8,9.4,19.9,0.47100000000000003,2.2,7.8,0.287,7.2,12.2,0.589,0.527,3.8,4.7,0.82,1.2,2.2,3.4,2.7,1.6,0.6,2.1,2.9,24.8,2017
15,Michael Beasley,PF,28.0,MIL,4.0,0.0,12.0,1.8,5.0,0.35,0.8,1.3,0.6,1.0,3.8,0.267,0.425,0.0,1.0,0.0,0.5,1.8,2.3,0.3,0.3,0.3,0.5,2.0,4.3,2017
16,Dāvis Bertāns,PF,24.0,SAS,13.0,0.0,8.6,0.9,2.1,0.444,0.6,1.5,0.4,0.3,0.5,0.5710000000000001,0.593,0.3,0.5,0.667,0.4,1.2,1.5,0.2,0.2,0.3,0.5,0.5,2.8,2017
17,Patrick Beverley,SG,28.0,HOU,11.0,11.0,29.5,4.1,9.9,0.413,1.9,4.7,0.40399999999999997,2.2,5.2,0.42100000000000004,0.509,1.0,1.3,0.7859999999999999,1.9,3.6,5.5,3.0,1.5,0.2,1.6,3.5,11.1,2017
18,Bojan Bogdanović,SF,27.0,WAS,13.0,0.0,20.3,2.8,6.7,0.414,1.2,3.5,0.35600000000000004,1.5,3.2,0.47600000000000003,0.506,2.1,2.5,0.8440000000000001,0.8,3.5,4.3,0.7,0.5,0.1,0.6,1.3,8.8,2017
19,Joel Bolomboy,PF,23.0,UTA,2.0,0.0,4.5,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,2.0,2017
21,Avery Bradley,SG,26.0,BOS,18.0,18.0,35.8,6.7,15.1,0.441,2.2,6.3,0.35100000000000003,4.4,8.8,0.506,0.515,1.2,1.5,0.778,1.0,2.9,3.9,2.3,1.3,0.2,1.7,2.2,16.7,2017
22,Malcolm Brogdon,SG,24.0,MIL,6.0,6.0,30.5,3.7,9.2,0.4,1.7,3.5,0.47600000000000003,2.0,5.7,0.353,0.491,0.0,0.0,,0.5,3.8,4.3,3.5,0.5,0.3,2.0,2.0,9.0,2017
23,Aaron Brooks,PG,32.0,IND,1.0,0.0,7.0,2.0,3.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.833,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,2017
24,Bobby Brown,PG,32.0,HOU,5.0,0.0,4.4,2.0,4.0,0.5,1.0,2.2,0.455,1.0,1.8,0.556,0.625,0.0,0.0,,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.2,5.0,2017
25,Jaylen Brown,SF,20.0,BOS,17.0,0.0,12.6,2.0,4.2,0.479,0.3,1.4,0.217,1.7,2.8,0.604,0.514,0.7,1.1,0.667,0.7,1.4,2.1,0.8,0.4,0.1,0.8,1.5,5.0,2017
26,Trey Burke,PG,24.0,WAS,3.0,0.0,6.7,0.0,1.3,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.7,0.0,2017
27,Jimmy Butler,SF,27.0,CHI,6.0,6.0,39.8,7.7,18.0,0.426,1.0,3.8,0.261,6.7,14.2,0.47100000000000003,0.45399999999999996,6.3,7.8,0.809,1.5,5.8,7.3,4.3,1.7,0.8,2.5,1.7,22.7,2017
