,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Arron Afflalo,SG,24.0,DEN,6.0,6.0,20.0,3.3,5.3,0.625,1.0,2.3,0.429,2.3,3.0,0.778,0.7190000000000001,1.5,1.8,0.818,0.2,1.8,2.0,1.2,0.2,0.3,0.7,3.5,9.2,2010
1,LaMarcus Aldridge,PF,24.0,POR,6.0,6.0,38.2,6.7,15.5,0.43,0.2,0.3,0.5,6.5,15.2,0.429,0.435,5.5,7.3,0.75,1.7,4.3,6.0,2.2,1.2,1.8,1.8,2.7,19.0,2010
2,Malik Allen,PF,31.0,DEN,4.0,0.0,2.8,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.5,0.3,0.8,0.0,0.3,0.0,0.0,0.5,0.0,2010
3,Ray Allen,SG,34.0,BOS,24.0,24.0,38.5,5.5,12.7,0.431,2.3,6.0,0.386,3.1,6.6,0.47200000000000003,0.523,2.9,3.3,0.863,0.5,2.8,3.3,2.6,0.9,0.1,1.5,3.1,16.1,2010
4,Tony Allen,SG,28.0,BOS,24.0,0.0,16.3,2.0,4.1,0.48,0.0,0.2,0.0,2.0,3.9,0.505,0.48,1.2,1.5,0.778,0.5,1.2,1.7,0.7,1.0,0.6,1.0,2.4,5.1,2010
5,Lou Amundson,PF,27.0,PHO,16.0,0.0,12.1,1.2,2.3,0.528,0.0,0.0,,1.2,2.3,0.528,0.528,0.6,1.3,0.429,1.9,1.6,3.5,0.1,0.4,0.4,0.4,1.9,2.9,2010
6,Chris Andersen,PF,31.0,DEN,6.0,0.0,19.3,1.5,2.8,0.529,0.0,0.0,,1.5,2.8,0.529,0.529,1.5,2.3,0.643,1.2,3.3,4.5,0.2,0.2,1.0,0.7,2.3,4.5,2010
7,Ryan Anderson,PF,21.0,ORL,9.0,0.0,9.9,1.0,3.2,0.31,0.4,1.6,0.28600000000000003,0.6,1.7,0.33299999999999996,0.379,0.1,0.1,1.0,0.9,2.6,3.4,0.3,0.2,0.2,0.6,1.3,2.6,2010
8,Carmelo Anthony,SF,25.0,DEN,6.0,6.0,42.3,10.7,23.0,0.46399999999999997,1.0,3.2,0.316,9.7,19.8,0.48700000000000004,0.486,8.3,9.5,0.877,2.3,6.2,8.5,3.3,2.0,0.5,3.5,4.3,30.7,2010
9,Joel Anthony,C,27.0,MIA,5.0,0.0,15.8,1.0,1.4,0.7140000000000001,0.0,0.0,,1.0,1.4,0.7140000000000001,0.7140000000000001,0.6,0.8,0.75,1.2,0.6,1.8,0.2,0.4,1.0,0.2,1.8,2.6,2010
10,Carlos Arroyo,PG,30.0,MIA,5.0,5.0,23.0,2.4,5.2,0.462,0.0,0.2,0.0,2.4,5.0,0.48,0.462,0.4,0.4,1.0,0.4,1.4,1.8,2.2,0.6,0.0,0.6,1.8,5.2,2010
11,D.J. Augustin,PG,22.0,CHA,4.0,0.0,18.3,1.3,4.3,0.294,0.5,1.5,0.33299999999999996,0.8,2.8,0.273,0.353,1.3,1.5,0.833,0.3,0.8,1.0,1.8,0.3,0.3,1.0,1.0,4.3,2010
12,Jeff Ayres,C,22.0,POR,3.0,0.0,5.7,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,1.0,1.3,0.75,0.7,0.0,0.7,0.0,0.7,1.0,0.3,0.3,2.3,2010
13,Leandro Barbosa,PG,27.0,PHO,16.0,0.0,15.6,2.7,6.4,0.41700000000000004,0.8,2.2,0.34299999999999997,1.9,4.3,0.456,0.47600000000000003,1.1,1.5,0.708,0.1,1.2,1.3,1.3,0.3,0.1,0.9,2.1,7.2,2010
14,J.J. Barea,PG,25.0,DAL,6.0,0.0,17.5,2.5,6.2,0.405,0.7,1.7,0.4,1.8,4.5,0.40700000000000003,0.45899999999999996,0.2,0.5,0.33299999999999996,0.7,1.3,2.0,2.5,0.3,0.2,1.7,2.2,5.8,2010
15,Matt Barnes,SF,29.0,ORL,14.0,14.0,23.3,2.1,5.4,0.4,0.9,2.3,0.375,1.3,3.1,0.419,0.48,1.2,1.4,0.85,1.1,3.6,4.7,1.4,0.7,0.2,0.7,2.0,6.4,2010
16,Brandon Bass,PF,24.0,ORL,7.0,0.0,6.0,1.0,1.9,0.5379999999999999,0.0,0.0,,1.0,1.9,0.5379999999999999,0.5379999999999999,0.7,0.9,0.833,0.3,0.9,1.1,0.1,0.0,0.0,0.1,0.3,2.7,2010
17,Nicolas Batum,SF,21.0,POR,6.0,6.0,23.2,2.8,6.2,0.45899999999999996,1.5,3.5,0.429,1.3,2.7,0.5,0.581,1.0,1.3,0.75,0.7,2.5,3.2,0.8,0.3,0.0,0.7,2.2,8.2,2010
18,Jerryd Bayless,SG,21.0,POR,6.0,2.0,27.7,4.7,10.8,0.431,1.0,2.5,0.4,3.7,8.3,0.44,0.47700000000000004,3.2,4.0,0.792,0.7,2.0,2.7,3.8,0.3,0.0,1.3,3.5,13.5,2010
19,Michael Beasley,PF,21.0,MIA,5.0,5.0,27.0,4.4,9.8,0.449,0.2,0.4,0.5,4.2,9.4,0.447,0.45899999999999996,1.4,1.8,0.778,2.0,3.8,5.8,0.6,0.8,0.0,2.6,2.0,10.4,2010
21,Rodrigue Beaubois,PG,21.0,DAL,4.0,0.0,7.8,2.3,4.8,0.474,0.5,1.5,0.33299999999999996,1.8,3.3,0.5379999999999999,0.526,0.3,0.8,0.33299999999999996,0.5,1.0,1.5,1.0,0.0,0.0,0.8,1.3,5.3,2010
22,Charlie Bell,SG,30.0,MIL,3.0,0.0,2.7,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2010
23,Mike Bibby,PG,31.0,ATL,11.0,11.0,26.5,3.3,7.3,0.45,1.3,3.1,0.41200000000000003,2.0,4.2,0.478,0.5379999999999999,0.6,0.9,0.7,0.5,2.1,2.5,2.5,0.8,0.0,1.1,2.4,8.5,2010
24,Chauncey Billups,PG,33.0,DEN,6.0,6.0,34.5,6.2,13.8,0.446,1.8,5.2,0.355,4.3,8.7,0.5,0.512,6.2,7.0,0.8809999999999999,0.2,2.2,2.3,6.3,1.0,0.5,3.0,4.0,20.3,2010
