,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Alaa Abdelnaby,PF,23.0,POR,8.0,0.0,3.1,0.6,1.3,0.5,0.0,0.0,,0.6,1.3,0.5,0.5,0.3,0.5,0.5,0.0,0.5,0.5,0.3,0.0,0.0,0.3,0.5,1.5,1992
1,Rafael Addison,SF,27.0,NJN,1.0,0.0,9.0,2.0,7.0,0.28600000000000003,1.0,2.0,0.5,1.0,5.0,0.2,0.35700000000000004,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1992
2,Mark Aguirre,SF,32.0,DET,5.0,0.0,22.6,3.2,9.6,0.33299999999999996,0.2,1.0,0.2,3.0,8.6,0.349,0.344,2.4,3.2,0.75,0.8,1.0,1.8,2.4,0.4,0.2,2.6,1.8,9.0,1992
3,Danny Ainge,SG,32.0,POR,21.0,0.0,21.4,3.9,8.0,0.479,1.0,2.5,0.40399999999999997,2.9,5.6,0.513,0.541,1.9,2.2,0.83,0.4,1.5,1.9,2.3,0.7,0.0,1.2,2.8,10.6,1992
4,Victor Alexander,C,22.0,GSW,4.0,0.0,6.0,0.8,1.3,0.6,0.0,0.0,,0.8,1.3,0.6,0.6,0.3,0.3,1.0,0.3,1.3,1.5,0.3,0.5,0.0,0.5,2.0,1.8,1992
5,Kenny Anderson,PG,21.0,NJN,3.0,0.0,8.0,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,0.7,0.7,1.0,0.3,0.7,1.0,1.0,0.3,0.0,0.3,0.3,2.7,1992
6,Greg Anthony,PG,24.0,NYK,12.0,0.0,17.8,1.6,3.8,0.413,0.4,1.0,0.41700000000000004,1.2,2.8,0.41200000000000003,0.467,1.7,2.8,0.606,0.3,1.1,1.4,3.4,1.3,0.1,1.1,2.3,5.3,1992
7,B.J. Armstrong,PG,24.0,CHI,22.0,0.0,19.7,2.9,6.3,0.45299999999999996,0.2,0.8,0.294,2.6,5.5,0.475,0.47100000000000003,1.4,1.7,0.789,0.1,1.0,1.1,2.1,0.6,0.0,0.8,1.5,7.3,1992
8,Vincent Askew,SG,25.0,GSW,4.0,0.0,7.5,0.3,2.0,0.125,0.0,0.0,,0.3,2.0,0.125,0.125,0.0,0.0,,0.8,0.3,1.0,1.3,0.0,0.0,0.5,0.8,0.5,1992
9,Keith Askins,SF,24.0,MIA,3.0,0.0,16.0,1.7,3.7,0.455,1.0,1.7,0.6,0.7,2.0,0.33299999999999996,0.591,0.0,0.7,0.0,1.3,1.7,3.0,1.0,0.3,0.0,0.3,2.3,4.3,1992
10,John Bagley,PG,31.0,BOS,10.0,10.0,30.8,4.2,9.5,0.442,0.1,0.4,0.25,4.1,9.1,0.451,0.447,2.6,3.7,0.703,0.8,1.9,2.7,8.5,0.9,0.1,3.5,1.7,11.1,1992
11,Dana Barros,PG,24.0,SEA,7.0,0.0,13.7,3.0,5.7,0.525,1.4,2.4,0.588,1.6,3.3,0.478,0.65,0.0,0.0,,0.1,0.9,1.0,1.1,0.6,0.0,0.9,1.6,7.4,1992
12,John Battle,SG,29.0,CLE,15.0,0.0,13.5,2.3,5.5,0.415,0.0,0.1,0.0,2.3,5.3,0.425,0.415,1.4,1.5,0.9129999999999999,0.3,0.5,0.8,1.0,0.3,0.1,1.2,0.7,5.9,1992
13,William Bedford,C,28.0,DET,1.0,0.0,9.0,3.0,6.0,0.5,0.0,0.0,,3.0,6.0,0.5,0.5,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,1992
14,Benoit Benjamin,C,27.0,SEA,9.0,4.0,17.9,2.6,4.6,0.561,0.0,0.1,0.0,2.6,4.4,0.575,0.561,1.0,2.0,0.5,1.1,4.0,5.1,0.6,0.6,1.4,0.9,2.2,6.1,1992
15,David Benoit,SF,23.0,UTA,13.0,9.0,19.8,2.8,6.5,0.429,0.5,1.0,0.462,2.3,5.5,0.423,0.46399999999999997,0.8,0.8,1.0,1.4,2.5,3.8,0.5,0.5,0.4,0.8,2.3,6.8,1992
