,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Shareef Abdur-Rahim,PF,29.0,SAC,6.0,0.0,21.5,3.8,7.2,0.535,0.0,0.5,0.0,3.8,6.7,0.575,0.535,1.5,2.5,0.6,1.3,3.5,4.8,1.2,0.3,0.0,2.2,4.5,9.2,2006
1,Malik Allen,PF,27.0,CHI,6.0,6.0,19.3,2.3,5.0,0.467,0.0,0.0,,2.3,5.0,0.467,0.467,0.0,0.2,0.0,0.8,2.2,3.0,1.2,0.3,1.0,1.7,2.7,4.7,2006
2,Derek Anderson,SG,31.0,MIA,8.0,0.0,8.3,0.8,2.5,0.3,0.6,1.8,0.35700000000000004,0.1,0.8,0.16699999999999998,0.425,0.9,1.0,0.875,0.0,1.1,1.1,0.6,0.3,0.0,0.4,1.6,3.0,2006
3,Shandon Anderson,SF,32.0,MIA,13.0,0.0,6.9,0.3,1.0,0.308,0.1,0.2,0.33299999999999996,0.2,0.8,0.3,0.34600000000000003,0.3,0.5,0.667,0.2,0.7,0.9,0.3,0.0,0.1,0.5,0.6,1.0,2006
4,Carmelo Anthony,SF,21.0,DEN,5.0,5.0,38.6,6.6,19.8,0.33299999999999996,0.0,0.8,0.0,6.6,19.0,0.34700000000000003,0.33299999999999996,7.8,10.4,0.75,2.4,4.2,6.6,2.8,0.8,0.2,3.0,4.0,21.0,2006
5,Gilbert Arenas,PG,24.0,WAS,6.0,6.0,47.3,10.8,23.3,0.46399999999999997,3.3,7.7,0.435,7.5,15.7,0.479,0.536,9.0,11.7,0.7709999999999999,1.2,4.3,5.5,5.3,2.2,0.7,3.3,3.5,34.0,2006
6,Darrell Armstrong,PG,37.0,DAL,11.0,0.0,4.3,0.3,1.4,0.2,0.0,0.6,0.0,0.3,0.7,0.375,0.2,0.2,0.2,1.0,0.1,0.5,0.6,0.2,0.3,0.1,0.1,0.8,0.7,2006
7,Chucky Atkins,PG,31.0,MEM,4.0,4.0,25.8,3.8,9.3,0.405,1.0,2.8,0.364,2.8,6.5,0.423,0.45899999999999996,1.3,2.0,0.625,0.0,0.8,0.8,3.0,0.5,0.0,1.0,3.8,9.8,2006
8,Leandro Barbosa,SG,23.0,PHO,20.0,3.0,31.6,5.2,11.0,0.47,1.4,3.5,0.391,3.8,7.5,0.507,0.532,2.5,2.9,0.862,0.3,1.4,1.6,2.7,0.8,0.2,1.5,3.3,14.2,2006
9,Brent Barry,SG,34.0,SAS,13.0,2.0,23.2,2.6,4.7,0.557,1.3,2.6,0.5,1.3,2.1,0.63,0.6970000000000001,1.2,1.6,0.762,0.2,2.2,2.5,1.7,0.7,0.2,0.7,2.2,7.8,2006
