,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Jordan Adams,SG,20.0,MEM,4.0,0.0,2.5,0.5,0.8,0.667,0.3,0.3,1.0,0.3,0.5,0.5,0.833,0.5,1.0,0.5,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,1.8,2015
1,Arron Afflalo,SG,29.0,POR,3.0,3.0,20.0,0.7,4.0,0.16699999999999998,0.3,1.3,0.25,0.3,2.7,0.125,0.20800000000000002,0.0,0.3,0.0,0.0,2.3,2.3,0.7,0.0,0.0,1.0,2.0,1.7,2015
2,Alexis Ajinça,C,26.0,NOP,3.0,0.0,3.3,1.3,1.3,1.0,0.0,0.0,,1.3,1.3,1.0,1.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.7,2.7,2015
3,LaMarcus Aldridge,PF,29.0,POR,5.0,5.0,41.6,7.4,22.4,0.33,0.6,2.2,0.273,6.8,20.2,0.337,0.344,6.4,7.2,0.889,4.2,7.0,11.2,1.8,0.4,2.4,1.6,3.2,21.8,2015
4,Tony Allen,SG,33.0,MEM,10.0,9.0,27.9,2.8,5.7,0.491,0.1,0.7,0.14300000000000002,2.7,5.0,0.54,0.5,0.9,1.2,0.75,1.4,3.8,5.2,1.5,2.4,1.1,1.3,2.7,6.6,2015
5,Al-Farouq Aminu,SF,24.0,DAL,5.0,2.0,30.0,3.4,6.2,0.5479999999999999,1.4,2.2,0.636,2.0,4.0,0.5,0.6609999999999999,3.0,3.8,0.789,2.8,4.4,7.2,1.2,2.0,1.6,1.2,3.0,11.2,2015
6,Alan Anderson,SG,32.0,BRK,6.0,0.0,23.7,4.2,6.8,0.61,1.7,2.7,0.625,2.5,4.2,0.6,0.732,1.0,1.5,0.667,0.3,3.2,3.5,1.2,0.7,0.2,1.3,1.5,11.0,2015
7,Ryan Anderson,PF,26.0,NOP,4.0,0.0,23.8,4.0,9.0,0.444,1.3,3.0,0.41700000000000004,2.8,6.0,0.45799999999999996,0.514,1.5,1.5,1.0,1.8,2.5,4.3,2.3,0.0,0.5,1.0,3.0,10.8,2015
8,Giannis Antetokounmpo,SG,20.0,MIL,6.0,6.0,33.5,4.3,11.8,0.366,0.0,0.2,0.0,4.3,11.7,0.371,0.366,2.8,3.8,0.7390000000000001,2.0,5.0,7.0,2.7,0.5,1.5,1.8,3.0,11.5,2015
9,Pero Antić,C,32.0,ATL,15.0,1.0,13.3,1.1,3.3,0.32,0.7,2.1,0.344,0.3,1.2,0.278,0.43,1.3,1.7,0.8,0.6,2.3,2.9,0.3,0.1,0.2,0.3,2.5,4.2,2015
