,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Ray Allen,SG,37.0,MIA,23.0,0.0,24.9,3.2,7.5,0.43,1.7,4.2,0.406,1.5,3.3,0.461,0.544,2.0,2.3,0.87,0.6,2.2,2.8,1.3,0.5,0.1,1.2,1.8,10.2,2013
1,Tony Allen,SG,31.0,MEM,15.0,15.0,28.1,3.6,8.3,0.43200000000000005,0.1,0.5,0.25,3.5,7.8,0.444,0.44,2.9,3.9,0.759,2.5,3.6,6.1,1.8,2.0,0.3,1.3,3.2,10.3,2013
2,Chris Andersen,C,34.0,MIA,20.0,0.0,15.2,2.3,2.9,0.807,0.0,0.0,,2.3,2.9,0.807,0.807,1.8,2.5,0.735,1.6,2.2,3.8,0.2,0.5,1.1,0.6,2.7,6.4,2013
3,James Anderson,SG,23.0,HOU,2.0,0.0,9.0,0.5,2.5,0.2,0.0,1.5,0.0,0.5,1.0,0.5,0.2,0.0,0.0,,0.5,1.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2013
4,Carmelo Anthony,PF,28.0,NYK,12.0,12.0,40.1,10.5,25.8,0.406,1.4,4.8,0.298,9.1,21.1,0.431,0.434,6.4,7.3,0.885,0.9,5.7,6.6,1.6,1.1,0.2,2.6,3.8,28.8,2013
5,Joel Anthony,C,30.0,MIA,14.0,0.0,5.1,0.2,0.7,0.3,0.0,0.0,,0.2,0.7,0.3,0.3,0.0,0.0,,0.7,0.8,1.5,0.0,0.1,0.3,0.2,0.9,0.4,2013
6,Darrell Arthur,PF,24.0,MEM,15.0,0.0,11.7,1.7,3.5,0.47200000000000003,0.0,0.1,0.0,1.7,3.4,0.49,0.47200000000000003,0.5,0.6,0.889,0.9,1.6,2.5,0.4,0.1,0.3,0.5,2.4,3.9,2013
7,Ömer Aşık,C,26.0,HOU,6.0,6.0,34.7,3.7,6.5,0.564,0.0,0.0,,3.7,6.5,0.564,0.564,5.0,7.8,0.638,3.5,7.7,11.2,0.5,0.5,1.7,2.0,3.7,12.3,2013
8,D.J. Augustin,PG,25.0,IND,19.0,1.0,16.6,1.4,3.7,0.38,1.0,2.5,0.396,0.4,1.2,0.348,0.514,1.3,1.6,0.8059999999999999,0.1,0.7,0.8,0.7,0.4,0.0,0.5,1.4,5.2,2013
9,Gustavo Ayón,C,27.0,MIL,3.0,0.0,2.3,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2013
10,Jeff Ayres,PF,25.0,IND,9.0,0.0,7.9,0.9,2.7,0.33299999999999996,0.0,0.1,0.0,0.9,2.6,0.348,0.33299999999999996,0.0,0.0,,0.4,1.6,2.0,0.1,0.0,0.2,0.3,1.6,1.8,2013
11,Harrison Barnes,SF,20.0,GSW,12.0,12.0,38.4,6.0,13.5,0.444,1.6,4.3,0.365,4.4,9.2,0.48200000000000004,0.503,2.5,2.9,0.857,1.5,4.9,6.4,1.3,0.6,0.4,1.3,2.8,16.1,2013
12,Matt Barnes,SF,32.0,LAC,6.0,0.0,27.0,4.0,7.3,0.545,1.2,2.8,0.41200000000000003,2.8,4.5,0.63,0.625,2.7,3.2,0.8420000000000001,1.2,3.8,5.0,0.5,0.7,0.3,0.8,3.8,11.8,2013
13,Brandon Bass,PF,27.0,BOS,6.0,5.0,34.0,2.3,4.8,0.483,0.0,0.0,,2.3,4.8,0.483,0.483,2.0,2.5,0.8,1.3,5.3,6.7,1.2,0.3,0.2,0.8,2.8,6.7,2013
