,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Cory Alexander,PG,22.0,SAS,9.0,0.0,7.8,1.1,2.7,0.41700000000000004,0.1,0.6,0.2,1.0,2.1,0.474,0.43799999999999994,0.6,0.8,0.7140000000000001,0.4,0.6,1.0,1.0,0.2,0.0,0.7,0.9,2.9,1996
1,John Amaechi,PF,25.0,CLE,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996
2,Greg Anderson,PF,31.0,SAS,6.0,0.0,5.7,0.0,0.8,0.0,0.0,0.0,,0.0,0.8,0.0,0.0,0.2,0.3,0.5,0.3,1.2,1.5,0.0,0.3,0.2,0.7,0.8,0.2,1996
3,Nick Anderson,SG,28.0,ORL,11.0,11.0,38.0,5.0,11.5,0.433,1.6,5.7,0.28600000000000003,3.4,5.8,0.578,0.504,2.5,4.1,0.622,1.5,3.5,5.0,1.9,1.9,0.5,1.9,2.0,14.2,1996
4,Willie Anderson,SG,29.0,NYK,4.0,0.0,16.0,1.8,5.5,0.318,0.3,1.5,0.16699999999999998,1.5,4.0,0.375,0.341,1.5,1.8,0.857,0.5,1.8,2.3,0.3,1.0,0.0,1.5,2.5,5.3,1996
5,Vincent Askew,SG,29.0,SEA,19.0,0.0,18.2,1.3,3.7,0.34299999999999997,0.3,1.2,0.261,0.9,2.5,0.38299999999999995,0.386,0.9,1.5,0.607,0.3,1.9,2.2,1.4,0.7,0.4,1.5,2.6,3.7,1996
6,Keith Askins,SF,28.0,MIA,3.0,0.0,16.0,1.3,3.7,0.364,0.7,2.0,0.33299999999999996,0.7,1.7,0.4,0.455,1.0,1.0,1.0,1.0,1.7,2.7,0.7,0.3,0.0,1.3,3.0,4.3,1996
7,Stacey Augmon,SF,27.0,ATL,10.0,10.0,31.4,3.5,7.2,0.486,0.0,0.1,0.0,3.5,7.1,0.493,0.486,3.3,4.0,0.825,0.9,2.7,3.6,2.7,1.1,0.6,1.7,2.6,10.3,1996
8,Charles Barkley,PF,32.0,PHO,4.0,4.0,41.0,7.8,17.5,0.44299999999999995,0.8,3.0,0.25,7.0,14.5,0.483,0.46399999999999997,9.3,11.8,0.787,4.5,9.0,13.5,3.8,1.0,1.0,1.5,3.8,25.5,1996
9,Mario Bennett,SF,22.0,PHO,2.0,0.0,4.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,1.0,0.0,2.0,1996
10,David Benoit,SF,27.0,UTA,14.0,5.0,18.5,2.4,5.0,0.47100000000000003,1.0,2.0,0.5,1.4,3.0,0.452,0.5710000000000001,0.5,0.6,0.778,0.4,2.2,2.6,0.5,0.1,0.2,1.0,1.2,6.2,1996
11,Travis Best,PG,23.0,IND,5.0,0.0,16.8,2.2,4.4,0.5,0.2,1.2,0.16699999999999998,2.0,3.2,0.625,0.523,1.2,1.4,0.857,0.6,1.6,2.2,1.8,1.2,0.0,2.0,2.0,5.8,1996
12,Mookie Blaylock,PG,28.0,ATL,10.0,10.0,42.6,6.1,14.5,0.42100000000000004,3.3,8.4,0.39299999999999996,2.8,6.1,0.45899999999999996,0.534,1.6,2.4,0.667,1.3,3.0,4.3,6.4,2.2,0.8,2.9,1.5,17.1,1996
13,Anthony Bonner,PF,27.0,ORL,4.0,0.0,4.0,0.3,0.8,0.33299999999999996,0.0,0.0,,0.3,0.8,0.33299999999999996,0.33299999999999996,0.3,0.5,0.5,0.5,0.0,0.5,0.3,0.0,0.0,0.0,0.8,0.8,1996
14,Anthony Bowie,SG,32.0,ORL,12.0,1.0,12.7,1.1,2.3,0.48100000000000004,0.0,0.0,,1.1,2.3,0.48100000000000004,0.48100000000000004,0.3,0.3,1.0,0.3,1.2,1.4,1.2,0.3,0.2,0.4,1.3,2.5,1996
15,Donnie Boyce,SG,22.0,ATL,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996
16,Terrell Brandon,PG,25.0,CLE,3.0,3.0,41.7,7.0,15.7,0.447,1.0,3.0,0.33299999999999996,6.0,12.7,0.474,0.479,4.3,5.0,0.867,0.3,2.7,3.0,8.0,1.3,0.3,3.7,3.3,19.3,1996
17,Frank Brickowski,C,36.0,SEA,21.0,3.0,9.8,0.8,1.8,0.42100000000000004,0.3,1.0,0.273,0.5,0.8,0.625,0.5,0.1,0.2,0.75,0.1,1.3,1.4,0.5,0.3,0.2,1.0,2.6,2.0,1996
18,Chucky Brown,PF,27.0,HOU,8.0,8.0,21.0,3.1,5.6,0.556,0.0,0.0,,3.1,5.6,0.556,0.556,1.9,2.3,0.833,0.8,2.3,3.0,0.6,0.4,0.0,0.5,2.1,8.1,1996
19,Randy Brown,PG,27.0,CHI,16.0,0.0,7.0,1.0,1.8,0.5710000000000001,0.2,0.4,0.5,0.8,1.4,0.591,0.625,0.6,0.8,0.75,0.2,0.4,0.6,0.4,0.3,0.1,0.4,1.1,2.8,1996
21,Mark Bryant,PF,30.0,HOU,8.0,0.0,18.1,2.6,4.4,0.6,0.0,0.0,,2.6,4.4,0.6,0.6,1.5,1.9,0.8,0.9,2.5,3.4,0.5,0.1,0.3,0.4,2.6,6.8,1996
22,Jud Buechler,SF,27.0,CHI,17.0,0.0,7.5,1.1,2.2,0.474,0.5,1.2,0.381,0.6,1.0,0.588,0.579,0.1,0.2,0.5,0.1,0.5,0.6,0.4,0.4,0.0,0.5,0.8,2.7,1996
23,Matt Bullard,PF,28.0,ATL,4.0,0.0,12.8,1.0,3.0,0.33299999999999996,1.0,2.0,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,1.5,1.5,0.0,0.0,0.5,0.5,1.5,3.5,1996
24,Michael Cage,C,34.0,CLE,3.0,3.0,33.7,2.7,4.7,0.5710000000000001,0.0,0.0,,2.7,4.7,0.5710000000000001,0.5710000000000001,1.0,1.7,0.6,4.3,5.0,9.3,0.7,0.7,1.7,0.0,1.7,6.3,1996
25,Adrian Caldwell,PF,29.0,IND,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1996
26,Elden Campbell,PF,27.0,LAL,4.0,4.0,32.3,5.0,9.8,0.513,0.0,0.3,0.0,5.0,9.5,0.526,0.513,2.0,4.0,0.5,0.8,7.3,8.0,2.0,0.3,2.3,2.5,4.3,12.0,1996
27,Antoine Carr,SF,34.0,UTA,18.0,0.0,18.8,2.6,5.4,0.474,0.0,0.0,,2.6,5.4,0.474,0.474,0.9,1.4,0.68,0.6,1.3,1.9,1.2,0.2,0.8,0.9,3.7,6.1,1996
28,Chris Carr,SG,21.0,PHO,3.0,0.0,12.0,3.0,4.7,0.643,0.7,1.0,0.667,2.3,3.7,0.636,0.7140000000000001,1.3,1.7,0.8,1.0,1.3,2.3,1.3,0.7,0.3,1.3,2.0,8.0,1996
29,Sam Cassell,PG,26.0,HOU,8.0,0.0,25.8,3.3,10.1,0.321,1.0,3.6,0.276,2.3,6.5,0.34600000000000003,0.37,2.9,3.6,0.7929999999999999,0.1,2.0,2.1,4.3,0.8,0.1,2.3,2.5,10.4,1996
30,Duane Causwell,C,27.0,SAC,2.0,0.0,12.5,0.5,1.5,0.33299999999999996,0.0,0.5,0.0,0.5,1.0,0.5,0.33299999999999996,1.5,2.0,0.75,0.5,2.0,2.5,0.5,0.0,0.0,1.0,1.5,2.5,1996
31,Cedric Ceballos,SF,26.0,LAL,4.0,4.0,35.5,7.5,15.5,0.484,1.3,4.0,0.313,6.3,11.5,0.5429999999999999,0.524,2.8,3.0,0.917,2.8,5.5,8.3,1.3,1.0,0.3,2.0,2.3,19.0,1996
32,Rex Chapman,SG,28.0,MIA,3.0,3.0,29.3,4.0,9.3,0.429,1.0,4.3,0.231,3.0,5.0,0.6,0.48200000000000004,0.0,0.0,,0.0,2.0,2.0,1.7,1.0,0.0,0.3,2.0,9.0,1996
33,Pete Chilcutt,PF,27.0,HOU,1.0,0.0,10.0,1.0,4.0,0.25,0.0,1.0,0.0,1.0,3.0,0.33299999999999996,0.25,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1996
34,Tyrone Corbin,SF,33.0,MIA,2.0,0.0,17.0,0.5,2.5,0.2,0.0,0.0,,0.5,2.5,0.2,0.2,1.5,2.0,0.75,2.0,1.5,3.5,0.5,1.0,0.0,0.5,1.5,2.5,1996
35,John Crotty,PG,26.0,CLE,2.0,0.0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1996
36,Michael Curry,SG,27.0,DET,3.0,0.0,14.3,1.0,2.3,0.429,0.0,0.3,0.0,1.0,2.0,0.5,0.429,0.0,0.0,,0.3,0.7,1.0,0.3,0.3,0.3,0.0,1.7,2.0,1996
37,Sasha Danilović,SG,25.0,MIA,3.0,0.0,20.0,3.0,6.0,0.5,1.3,3.3,0.4,1.7,2.7,0.625,0.611,1.0,1.0,1.0,0.3,0.0,0.3,1.3,0.3,0.0,1.0,2.7,8.3,1996
38,Antonio Davis,PF,27.0,IND,5.0,0.0,25.4,2.6,5.0,0.52,0.0,0.0,,2.6,5.0,0.52,0.52,2.6,3.0,0.867,2.4,3.8,6.2,0.6,0.6,1.2,2.0,2.4,7.8,1996
39,Dale Davis,PF,26.0,IND,5.0,5.0,36.8,3.2,6.2,0.516,0.0,0.0,,3.2,6.2,0.516,0.516,0.8,2.2,0.364,4.0,7.2,11.2,0.8,0.6,1.2,2.0,3.2,7.2,1996
40,Hubert Davis,SG,25.0,NYK,8.0,0.0,18.1,2.1,3.9,0.5479999999999999,1.3,2.4,0.526,0.9,1.5,0.583,0.71,1.1,1.4,0.818,0.5,1.0,1.5,0.5,0.0,0.0,0.9,1.5,6.6,1996
42,Vinny Del Negro,SG,29.0,SAS,10.0,10.0,37.9,5.7,12.4,0.46,1.6,2.7,0.593,4.1,9.7,0.423,0.524,1.3,1.9,0.684,0.4,2.2,2.6,2.9,1.3,0.3,0.6,1.9,14.3,1996
43,Vlade Divac,C,27.0,LAL,4.0,4.0,28.8,3.8,8.8,0.429,0.3,1.3,0.2,3.5,7.5,0.467,0.44299999999999995,1.3,2.0,0.625,2.8,4.8,7.5,2.0,0.0,1.3,2.0,2.5,9.0,1996
44,Clyde Drexler,SG,33.0,HOU,8.0,8.0,36.5,6.1,14.8,0.415,1.1,4.3,0.265,5.0,10.5,0.47600000000000003,0.45299999999999996,3.3,4.3,0.765,1.9,5.9,7.8,5.0,2.6,0.5,2.5,2.8,16.6,1996
45,Chris Dudley,C,30.0,POR,5.0,0.0,18.4,1.0,2.6,0.385,0.0,0.0,,1.0,2.6,0.385,0.385,0.8,1.2,0.667,1.8,3.6,5.4,0.2,0.4,0.4,0.8,3.6,2.8,1996
46,Joe Dumars,PG,32.0,DET,3.0,3.0,41.0,5.3,11.7,0.457,1.7,4.7,0.35700000000000004,3.7,7.0,0.524,0.529,1.3,1.3,1.0,1.7,2.7,4.3,3.7,0.0,0.0,2.3,1.7,13.7,1996
47,Tyus Edney,PG,22.0,SAC,4.0,4.0,30.3,4.5,10.5,0.429,0.5,2.0,0.25,4.0,8.5,0.47100000000000003,0.452,2.5,3.0,0.833,0.5,2.5,3.0,2.8,2.0,0.0,2.3,2.8,12.0,1996
48,James Edwards,C,40.0,CHI,6.0,0.0,4.7,0.7,1.5,0.444,0.0,0.0,,0.7,1.5,0.444,0.444,0.5,0.7,0.75,0.0,0.7,0.7,0.0,0.0,0.0,0.2,1.7,1.8,1996
49,Craig Ehlo,SG,34.0,ATL,9.0,0.0,19.0,1.3,4.6,0.293,0.8,2.6,0.304,0.6,2.0,0.278,0.37799999999999995,0.6,0.8,0.7140000000000001,0.1,1.9,2.0,1.0,1.0,0.2,1.0,1.6,4.0,1996
50,Howard Eisley,PG,23.0,UTA,18.0,0.0,11.2,0.9,2.3,0.381,0.2,0.5,0.33299999999999996,0.7,1.8,0.39399999999999996,0.41700000000000004,1.0,1.2,0.818,0.2,1.0,1.2,2.4,0.2,0.1,0.6,1.6,2.9,1996
51,Mario Elie,SF,32.0,HOU,8.0,0.0,29.1,3.6,8.3,0.439,1.1,3.0,0.375,2.5,5.3,0.47600000000000003,0.508,1.4,1.5,0.917,0.8,2.0,2.8,1.8,0.9,0.4,0.6,2.1,9.8,1996
52,Sean Elliott,SF,27.0,SAS,10.0,10.0,38.9,4.7,11.7,0.402,1.0,3.4,0.294,3.7,8.3,0.446,0.444,5.1,6.4,0.797,1.1,2.8,3.9,2.5,1.1,0.4,3.0,2.4,15.5,1996
53,Patrick Ewing,C,33.0,NYK,8.0,8.0,41.0,8.1,17.1,0.474,0.1,0.3,0.5,8.0,16.9,0.474,0.478,5.1,7.9,0.6509999999999999,1.4,9.3,10.6,1.9,0.1,3.1,3.8,2.8,21.5,1996
