,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Victor Alexander,C,32.0,DET,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
1,Derek Anderson,SG,27.0,POR,3.0,0.0,25.3,4.3,10.0,0.433,0.7,2.0,0.33299999999999996,3.7,8.0,0.45799999999999996,0.467,5.3,6.0,0.889,1.0,1.3,2.3,2.3,0.7,0.0,2.0,0.3,14.7,2002
2,Kenny Anderson,PG,31.0,BOS,16.0,16.0,35.0,5.1,12.3,0.41600000000000004,0.0,0.0,,5.1,12.3,0.41600000000000004,0.41600000000000004,1.8,2.2,0.8,0.8,2.3,3.1,4.8,1.3,0.0,1.8,3.6,12.0,2002
3,Darrell Armstrong,PG,33.0,ORL,4.0,4.0,39.5,5.0,10.5,0.47600000000000003,1.0,4.3,0.235,4.0,6.3,0.64,0.524,4.3,5.3,0.81,0.8,2.0,2.8,3.3,1.3,0.0,1.8,3.5,15.3,2002
4,Chucky Atkins,PG,27.0,DET,10.0,10.0,29.4,4.3,11.8,0.364,1.4,3.9,0.359,2.9,7.9,0.36700000000000005,0.424,1.3,1.7,0.765,0.5,1.9,2.4,3.4,0.6,0.1,1.4,2.5,11.3,2002
5,Stacey Augmon,SG,33.0,CHH,9.0,0.0,16.9,1.8,4.6,0.39,0.0,0.0,,1.8,4.6,0.39,0.39,1.8,2.3,0.762,0.8,2.2,3.0,1.4,1.1,0.1,1.3,2.3,5.3,2002
6,Vin Baker,C,30.0,SEA,5.0,4.0,28.8,5.8,11.6,0.5,0.2,0.2,1.0,5.6,11.4,0.491,0.509,1.4,1.8,0.778,2.2,2.8,5.0,0.8,0.6,1.2,0.8,4.6,13.2,2002
7,Dana Barros,PG,34.0,DET,4.0,0.0,1.5,0.3,0.8,0.33299999999999996,0.0,0.3,0.0,0.3,0.5,0.5,0.33299999999999996,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.5,2002
8,Brent Barry,SG,30.0,SEA,5.0,5.0,29.8,2.8,6.8,0.41200000000000003,1.4,3.2,0.43799999999999994,1.4,3.6,0.389,0.515,0.8,0.8,1.0,1.2,3.4,4.6,2.8,0.6,0.8,1.8,2.4,7.8,2002
9,Jon Barry,SG,32.0,DET,10.0,0.0,17.7,2.9,6.1,0.475,1.7,3.8,0.447,1.2,2.3,0.522,0.615,0.5,0.8,0.625,0.4,1.6,2.0,2.1,0.5,0.1,1.9,1.4,8.0,2002
10,Tony Battie,C,25.0,BOS,16.0,16.0,27.7,2.6,5.4,0.488,0.0,0.0,,2.6,5.4,0.488,0.488,0.8,1.3,0.619,2.4,5.1,7.6,0.8,0.6,1.9,0.7,3.2,6.1,2002
11,Raja Bell,SG,25.0,PHI,3.0,0.0,2.7,0.3,1.0,0.33299999999999996,0.0,0.7,0.0,0.3,0.3,1.0,0.33299999999999996,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,2002
12,Jonathan Bender,SF,21.0,IND,5.0,0.0,9.0,0.6,1.2,0.5,0.0,0.2,0.0,0.6,1.0,0.6,0.5,0.0,0.0,,0.0,0.8,0.8,0.4,0.4,0.6,1.0,1.2,1.2,2002
13,Mike Bibby,PG,23.0,SAC,16.0,16.0,41.3,7.1,16.1,0.444,1.6,3.7,0.424,5.6,12.4,0.449,0.49200000000000005,4.4,5.4,0.826,0.9,2.9,3.8,5.0,1.4,0.2,2.3,1.9,20.3,2002
14,Chauncey Billups,PG,25.0,MIN,3.0,3.0,44.7,7.7,17.0,0.451,2.0,5.0,0.4,5.7,12.0,0.47200000000000003,0.51,4.7,6.7,0.7,0.3,4.7,5.0,5.7,1.0,0.3,3.0,4.7,22.0,2002
15,Corie Blount,PF,33.0,PHI,5.0,0.0,17.6,0.4,1.6,0.25,0.0,0.0,,0.4,1.6,0.25,0.25,0.6,0.8,0.75,2.0,0.8,2.8,0.4,0.4,0.4,0.8,1.8,1.4,2002
16,Mark Blount,C,26.0,BOS,4.0,0.0,9.8,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.8,1.0,1.8,0.3,0.5,0.5,0.3,1.8,1.5,2002
17,Bruce Bowen,SF,30.0,SAS,10.0,10.0,34.5,2.5,6.1,0.41,1.1,2.5,0.44,1.4,3.6,0.389,0.5,0.7,1.4,0.5,0.9,2.4,3.3,1.4,1.1,0.7,0.7,2.8,6.8,2002
18,Michael Bradley,PF,22.0,TOR,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2002
19,Shawn Bradley,C,29.0,DAL,7.0,0.0,3.6,0.4,0.9,0.5,0.0,0.0,,0.4,0.9,0.5,0.5,0.0,0.0,,0.1,0.6,0.7,0.0,0.0,0.1,0.1,1.3,0.9,2002
21,Jamison Brewer,SG,21.0,IND,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,2.0,0.5,0.0,0.0,0.5,1.5,0.5,2002
22,Chucky Brown,SF,33.0,SAC,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2002
23,Kedrick Brown,SF,20.0,BOS,2.0,0.0,1.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2002
24,P.J. Brown,C,32.0,CHH,9.0,9.0,36.8,3.6,8.3,0.42700000000000005,0.0,0.0,,3.6,8.3,0.42700000000000005,0.42700000000000005,3.1,4.1,0.757,3.2,6.3,9.6,1.6,0.7,1.3,0.9,4.1,10.2,2002
25,Rick Brunson,PG,29.0,POR,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
26,Kobe Bryant,SG,23.0,LAL,19.0,19.0,43.8,9.8,22.7,0.434,1.2,3.1,0.379,8.7,19.6,0.442,0.45899999999999996,5.8,7.6,0.759,1.5,4.4,5.8,4.6,1.4,0.9,2.8,3.4,26.6,2002
27,Mark Bryant,PF,36.0,SAS,9.0,4.0,10.1,1.0,2.2,0.45,0.0,0.0,,1.0,2.2,0.45,0.45,0.3,0.7,0.5,0.9,0.4,1.3,0.1,0.1,0.2,0.1,1.6,2.3,2002
28,Greg Buckner,SG,25.0,DAL,7.0,0.0,15.0,1.7,3.6,0.48,0.0,0.1,0.0,1.7,3.4,0.5,0.48,0.4,0.6,0.75,1.9,1.9,3.7,0.6,0.4,0.1,0.4,2.1,3.9,2002
29,Jud Buechler,SF,33.0,ORL,2.0,0.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,2002
30,Elden Campbell,PF,33.0,CHH,9.0,9.0,28.2,5.4,12.2,0.445,0.0,0.1,0.0,5.4,12.1,0.45,0.445,2.7,3.8,0.706,1.6,5.1,6.7,1.8,0.7,2.6,1.9,3.8,13.6,2002
31,Chris Childs,PG,34.0,TOR,5.0,4.0,32.6,4.2,10.8,0.389,1.6,3.4,0.47100000000000003,2.6,7.4,0.35100000000000003,0.46299999999999997,1.8,2.0,0.9,0.4,3.4,3.8,7.4,0.8,0.0,4.0,3.0,11.8,2002
32,Doug Christie,SG,31.0,SAC,16.0,16.0,40.3,3.4,8.3,0.409,1.1,4.0,0.266,2.3,4.3,0.544,0.473,3.3,4.1,0.8,1.2,4.6,5.8,4.9,2.1,0.6,2.8,4.0,11.1,2002
33,Keon Clark,C,26.0,TOR,5.0,5.0,34.8,5.2,9.6,0.542,0.0,0.0,,5.2,9.6,0.542,0.542,3.0,3.2,0.938,2.8,5.2,8.0,1.6,0.4,1.6,2.8,3.8,13.4,2002
34,Speedy Claxton,PG,23.0,PHI,5.0,0.0,9.8,0.8,2.4,0.33299999999999996,0.0,0.2,0.0,0.8,2.2,0.364,0.33299999999999996,0.8,1.2,0.667,0.2,0.0,0.2,2.8,1.0,0.0,0.6,1.6,2.4,2002
35,Derrick Coleman,PF,34.0,PHI,5.0,5.0,38.2,4.4,8.4,0.524,0.8,2.6,0.308,3.6,5.8,0.621,0.5710000000000001,3.2,4.0,0.8,3.0,6.2,9.2,2.0,0.2,1.4,1.0,2.0,12.8,2002
36,Jarron Collins,C,23.0,UTA,4.0,4.0,11.8,2.5,4.5,0.556,0.0,0.0,,2.5,4.5,0.556,0.556,0.5,0.5,1.0,1.0,0.8,1.8,0.0,0.0,0.0,1.0,2.8,5.5,2002
37,Jason Collins,C,23.0,NJN,17.0,0.0,13.4,0.7,1.9,0.364,0.0,0.0,,0.7,1.9,0.364,0.364,1.5,2.2,0.6579999999999999,1.4,1.0,2.4,0.4,0.3,0.4,0.7,2.8,2.9,2002
38,Austin Croshere,PF,26.0,IND,4.0,0.0,14.8,2.0,5.0,0.4,0.5,1.5,0.33299999999999996,1.5,3.5,0.429,0.45,1.5,2.0,0.75,1.0,2.5,3.5,0.5,0.3,0.3,1.5,1.8,6.0,2002
39,Vonteego Cummings,PG,25.0,PHI,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002
40,Dell Curry,SG,37.0,TOR,4.0,0.0,14.8,2.5,6.3,0.4,1.0,1.3,0.8,1.5,5.0,0.3,0.48,1.0,1.0,1.0,0.0,1.3,1.3,1.0,1.3,0.5,0.8,1.0,7.0,2002
42,Michael Curry,SG,33.0,DET,10.0,10.0,22.1,2.2,3.9,0.564,0.5,1.3,0.385,1.7,2.6,0.654,0.628,0.8,1.1,0.727,0.1,1.3,1.4,1.2,0.4,0.0,0.5,3.2,5.7,2002
43,Antonio Daniels,SG,26.0,SAS,10.0,0.0,22.4,3.5,7.7,0.455,0.6,1.6,0.375,2.9,6.1,0.475,0.494,1.9,2.2,0.8640000000000001,0.3,2.4,2.7,1.5,0.7,0.3,0.5,1.3,9.5,2002
44,Antonio Davis,PF,33.0,TOR,5.0,5.0,40.4,6.8,15.0,0.45299999999999996,0.0,0.0,,6.8,15.0,0.45299999999999996,0.45299999999999996,3.4,5.6,0.607,3.2,7.4,10.6,1.4,0.4,1.0,2.0,3.4,17.0,2002
45,Baron Davis,PG,22.0,CHH,9.0,9.0,44.6,7.9,20.9,0.37799999999999995,2.3,6.9,0.33899999999999997,5.6,14.0,0.397,0.434,4.4,7.4,0.597,1.8,5.2,7.0,7.9,3.6,0.6,3.0,4.0,22.6,2002
46,Dale Davis,C,32.0,POR,3.0,3.0,23.3,1.0,3.7,0.273,0.0,0.0,,1.0,3.7,0.273,0.273,0.3,0.7,0.5,2.0,4.7,6.7,1.3,1.3,1.0,0.7,5.3,2.3,2002
47,Andrew DeClercq,C,28.0,ORL,2.0,0.0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,2002
48,Tony Delk,SG,28.0,BOS,14.0,0.0,16.2,1.6,4.6,0.354,0.9,2.4,0.39399999999999996,0.7,2.3,0.313,0.45399999999999996,0.5,0.9,0.583,0.6,1.9,2.4,1.1,0.6,0.4,1.1,0.9,4.7,2002
49,Vlade Divac,C,33.0,SAC,16.0,16.0,33.4,4.4,9.4,0.46399999999999997,0.1,0.4,0.28600000000000003,4.3,9.0,0.47200000000000003,0.47,4.6,6.1,0.755,2.9,6.4,9.3,1.7,1.1,1.3,2.3,4.8,13.5,2002
50,Bryce Drew,PG,27.0,CHH,2.0,0.0,2.5,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2002
51,Predrag Drobnjak,C,26.0,SEA,3.0,1.0,12.7,1.3,4.0,0.33299999999999996,0.0,0.0,,1.3,4.0,0.33299999999999996,0.33299999999999996,0.7,1.3,0.5,1.0,1.7,2.7,0.7,0.3,0.0,0.3,0.7,3.3,2002
52,Chris Dudley,C,36.0,POR,2.0,0.0,1.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,2002
53,Tim Duncan,PF,25.0,SAS,9.0,9.0,42.2,9.1,20.1,0.45299999999999996,0.1,0.3,0.33299999999999996,9.0,19.8,0.455,0.456,9.2,11.2,0.8220000000000001,3.1,11.3,14.4,5.0,0.7,4.3,4.1,2.4,27.6,2002
54,Evan Eschmeyer,C,26.0,DAL,3.0,0.0,2.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.3,0.3,0.7,0.3,0.0,0.3,0.0,0.7,0.0,2002
55,Patrick Ewing,C,39.0,ORL,4.0,0.0,16.8,2.0,6.3,0.32,0.0,0.3,0.0,2.0,6.0,0.33299999999999996,0.32,2.5,4.3,0.588,1.3,4.3,5.5,1.0,0.3,1.0,0.5,3.0,6.5,2002
56,Danny Ferry,SF,35.0,SAS,10.0,0.0,15.5,1.0,3.3,0.303,0.7,2.0,0.35,0.3,1.3,0.231,0.409,0.1,0.4,0.25,0.5,1.5,2.0,0.8,0.0,0.1,0.2,1.9,2.8,2002
57,Michael Finley,SF,28.0,DAL,8.0,8.0,46.6,8.6,18.5,0.466,1.8,4.6,0.37799999999999995,6.9,13.9,0.495,0.514,5.6,6.3,0.9,1.6,4.6,6.3,2.3,1.5,0.5,1.9,3.0,24.6,2002
58,Derek Fisher,PG,27.0,LAL,19.0,19.0,34.2,3.2,8.8,0.35700000000000004,1.5,4.3,0.358,1.6,4.6,0.35600000000000004,0.44299999999999995,2.3,2.9,0.7859999999999999,0.5,2.7,3.3,2.7,1.0,0.1,1.1,2.6,10.2,2002
59,Jeff Foster,C,25.0,IND,5.0,0.0,15.6,1.4,2.6,0.5379999999999999,0.4,0.8,0.5,1.0,1.8,0.556,0.615,0.8,1.8,0.444,1.0,3.8,4.8,1.4,0.6,0.2,1.8,2.6,4.0,2002
60,Rick Fox,SF,32.0,LAL,19.0,19.0,34.3,3.5,7.3,0.48200000000000004,0.8,2.3,0.349,2.7,5.1,0.542,0.536,1.9,2.6,0.755,1.3,4.1,5.4,3.4,1.1,0.3,2.4,3.7,9.8,2002
61,Lawrence Funderburke,PF,31.0,SAC,5.0,0.0,4.0,0.4,0.6,0.667,0.0,0.0,,0.4,0.6,0.667,0.667,0.4,0.4,1.0,0.2,0.2,0.4,0.0,0.0,0.0,0.0,1.0,1.2,2002
63,Kevin Garnett,PF,25.0,MIN,3.0,3.0,43.3,8.0,18.7,0.429,0.3,0.7,0.5,7.7,18.0,0.426,0.43799999999999994,7.7,10.7,0.7190000000000001,5.3,13.3,18.7,5.0,1.7,1.7,4.0,3.7,24.0,2002
64,Pat Garrity,PF,25.0,ORL,4.0,4.0,36.8,3.0,8.0,0.375,1.8,4.5,0.389,1.3,3.5,0.35700000000000004,0.484,0.8,1.0,0.75,1.0,6.5,7.5,2.3,0.5,0.3,0.8,4.5,8.5,2002
65,Devean George,SF,24.0,LAL,19.0,0.0,17.2,2.0,5.5,0.365,0.4,1.8,0.22899999999999998,1.6,3.6,0.435,0.40399999999999997,0.6,0.8,0.733,1.3,2.3,3.6,0.6,0.6,0.5,0.6,2.7,5.0,2002
66,Horace Grant,C,36.0,ORL,4.0,4.0,31.8,2.0,5.5,0.364,0.0,0.0,,2.0,5.5,0.364,0.364,0.5,0.5,1.0,2.0,5.8,7.8,2.3,0.8,0.3,0.5,1.8,4.5,2002
67,Adrian Griffin,SG,27.0,DAL,4.0,1.0,14.3,2.5,4.3,0.588,0.0,0.5,0.0,2.5,3.8,0.667,0.588,0.0,0.5,0.0,0.5,1.8,2.3,1.0,0.5,0.3,0.8,1.5,5.0,2002
