,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Ray Allen,SG,25.0,MIL,18.0,18.0,42.7,8.8,18.4,0.47700000000000004,3.2,6.6,0.479,5.6,11.8,0.47600000000000003,0.563,4.4,4.8,0.919,1.1,3.1,4.1,6.0,1.3,0.6,2.4,2.4,25.1,2001
1,Rafer Alston,PG,24.0,MIL,5.0,0.0,1.6,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,2001
2,John Amaechi,C,30.0,ORL,4.0,0.0,7.3,0.8,2.0,0.375,0.0,0.0,,0.8,2.0,0.375,0.375,0.8,1.0,0.75,0.3,0.5,0.8,0.8,0.8,0.5,0.0,0.5,2.3,2001
3,Derek Anderson,SG,26.0,SAS,7.0,7.0,27.7,2.3,8.7,0.262,0.9,3.1,0.273,1.4,5.6,0.256,0.311,2.3,3.0,0.762,0.4,2.3,2.7,2.4,0.4,0.0,2.1,1.4,7.7,2001
4,Greg Anthony,PG,33.0,POR,2.0,0.0,8.5,1.0,3.0,0.33299999999999996,0.5,1.5,0.33299999999999996,0.5,1.5,0.33299999999999996,0.41700000000000004,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,2.5,2001
5,Darrell Armstrong,PG,32.0,ORL,4.0,4.0,41.8,4.3,11.3,0.37799999999999995,1.8,4.8,0.368,2.5,6.5,0.385,0.456,3.0,3.3,0.9229999999999999,1.3,4.3,5.5,4.8,2.0,0.5,2.8,2.5,13.3,2001
6,Stacey Augmon,SG,32.0,POR,2.0,0.0,14.0,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,1.0,1.0,1.0,0.5,1.5,2.0,2.0,0.5,0.0,0.5,1.5,5.0,2001
7,William Avery,PG,21.0,MIN,2.0,0.0,6.0,1.5,3.0,0.5,0.5,1.0,0.5,1.0,2.0,0.5,0.583,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,3.5,2001
8,Jon Barry,SG,31.0,SAC,7.0,0.0,7.9,1.0,2.4,0.41200000000000003,0.3,1.0,0.28600000000000003,0.7,1.4,0.5,0.47100000000000003,0.0,0.0,,0.4,0.0,0.4,0.6,0.1,0.0,0.4,1.0,2.3,2001
9,Raja Bell,SG,24.0,PHI,15.0,0.0,8.3,0.8,1.8,0.444,0.1,0.5,0.25,0.7,1.3,0.526,0.48100000000000004,0.5,0.9,0.5710000000000001,0.3,0.6,0.9,0.5,1.0,0.0,0.3,1.3,2.3,2001
10,Jonathan Bender,SF,20.0,IND,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2001
11,David Benoit,SF,32.0,UTA,4.0,0.0,15.3,1.8,4.8,0.368,0.5,1.5,0.33299999999999996,1.3,3.3,0.385,0.42100000000000004,1.8,1.8,1.0,0.3,1.5,1.8,0.5,0.0,0.5,0.5,1.5,5.8,2001
12,Travis Best,PG,28.0,IND,4.0,4.0,40.8,4.3,9.8,0.436,0.3,0.8,0.33299999999999996,4.0,9.0,0.444,0.449,1.0,1.0,1.0,1.5,3.3,4.8,9.3,1.0,0.0,1.5,3.8,9.8,2001
13,Chauncey Billups,SG,24.0,MIN,3.0,0.0,8.7,0.3,2.0,0.16699999999999998,0.0,0.3,0.0,0.3,1.7,0.2,0.16699999999999998,0.3,0.3,1.0,0.3,1.3,1.7,0.7,0.0,0.0,0.3,1.7,1.0,2001
14,Calvin Booth,C,24.0,DAL,10.0,0.0,13.7,1.5,3.7,0.405,0.0,0.0,,1.5,3.7,0.405,0.405,0.8,0.9,0.889,1.6,1.2,2.8,0.2,0.7,0.6,0.4,2.9,3.8,2001
15,Bruce Bowen,SF,29.0,MIA,3.0,3.0,19.3,1.7,5.3,0.313,0.7,2.7,0.25,1.0,2.7,0.375,0.375,0.0,0.0,,0.3,0.3,0.7,0.7,0.7,0.7,0.7,2.7,4.0,2001
16,Shawn Bradley,C,28.0,DAL,10.0,10.0,25.6,2.7,5.1,0.529,0.0,0.0,,2.7,5.1,0.529,0.529,1.0,1.3,0.769,2.4,4.7,7.1,0.5,0.4,3.0,1.0,3.7,6.4,2001
17,Terrell Brandon,PG,30.0,MIN,4.0,4.0,38.3,6.8,15.5,0.435,1.0,2.3,0.444,5.8,13.3,0.434,0.46799999999999997,0.8,0.8,1.0,0.5,3.8,4.3,6.3,1.0,0.5,2.0,2.5,15.3,2001
18,Dee Brown,PG,32.0,ORL,3.0,0.0,18.0,2.0,4.3,0.462,2.0,3.7,0.545,0.0,0.7,0.0,0.6920000000000001,0.0,0.0,,0.0,1.0,1.0,1.3,0.7,0.0,0.3,1.0,6.0,2001
19,P.J. Brown,C,31.0,CHH,10.0,10.0,38.5,2.8,6.7,0.418,0.0,0.0,,2.8,6.7,0.418,0.418,2.4,2.9,0.828,4.1,5.9,10.0,1.1,1.2,1.4,1.2,3.1,8.0,2001
21,Rick Brunson,PG,28.0,NYK,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,1.5,2.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,2001
22,Kobe Bryant,SG,22.0,LAL,16.0,16.0,43.4,10.5,22.4,0.469,0.7,2.1,0.324,9.8,20.3,0.485,0.485,7.8,9.4,0.821,1.8,5.4,7.3,6.1,1.6,0.8,3.2,3.3,29.4,2001
23,Mark Bryant,PF,35.0,DAL,4.0,0.0,8.5,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.5,0.0,0.0,,0.8,0.8,1.5,0.0,0.3,0.0,0.3,1.5,0.5,2001
24,Greg Buckner,SG,24.0,DAL,5.0,0.0,15.0,2.2,4.6,0.478,0.2,0.6,0.33299999999999996,2.0,4.0,0.5,0.5,1.4,2.0,0.7,1.6,2.6,4.2,0.6,1.0,0.0,0.4,2.4,6.0,2001
25,Rodney Buford,SF,23.0,PHI,15.0,0.0,4.8,0.5,1.6,0.33299999999999996,0.2,0.4,0.5,0.3,1.2,0.278,0.396,0.1,0.1,1.0,0.3,0.5,0.8,0.2,0.3,0.1,0.3,1.0,1.4,2001
26,Scott Burrell,SF,30.0,CHH,2.0,0.0,6.0,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.0,0.667,0.5,1.0,0.5,0.0,1.5,1.5,0.5,1.0,0.0,0.0,0.0,2.5,2001
27,Jason Caffey,PF,27.0,MIL,18.0,0.0,16.5,1.3,3.5,0.381,0.0,0.0,,1.3,3.5,0.381,0.381,1.1,1.7,0.645,1.7,2.4,4.1,0.8,0.2,0.3,0.8,2.4,3.8,2001
28,Marcus Camby,C,26.0,NYK,4.0,4.0,35.3,2.5,6.5,0.385,0.0,0.0,,2.5,6.5,0.385,0.385,1.3,3.3,0.385,1.0,7.0,8.0,1.8,0.5,2.3,0.5,4.5,6.3,2001
29,Elden Campbell,PF,32.0,CHH,10.0,10.0,28.7,4.2,10.6,0.396,0.0,0.0,,4.2,10.6,0.396,0.396,3.7,4.9,0.755,2.7,5.2,7.9,0.7,0.5,1.1,1.7,3.7,12.1,2001
30,Anthony Carter,PG,25.0,MIA,3.0,1.0,23.0,3.0,6.3,0.474,0.0,0.3,0.0,3.0,6.0,0.5,0.474,0.0,0.0,,0.0,2.0,2.0,3.7,0.7,0.3,3.3,3.0,6.0,2001
31,Vince Carter,SF,24.0,TOR,12.0,12.0,44.9,10.2,23.3,0.436,2.1,5.1,0.41,8.1,18.3,0.44299999999999995,0.48,4.8,6.2,0.784,3.1,3.4,6.5,4.7,1.7,1.7,2.3,3.8,27.3,2001
32,Sam Cassell,PG,31.0,MIL,18.0,18.0,37.9,6.1,15.4,0.396,0.6,1.7,0.33299999999999996,5.6,13.8,0.40299999999999997,0.414,4.7,5.4,0.866,0.7,3.9,4.6,6.7,1.1,0.2,2.9,4.2,17.4,2001
33,Duane Causwell,C,32.0,MIA,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2001
34,Cedric Ceballos,SF,31.0,MIA,3.0,0.0,5.0,0.7,2.3,0.28600000000000003,0.0,0.0,,0.7,2.3,0.28600000000000003,0.28600000000000003,0.3,0.7,0.5,1.0,1.0,2.0,0.3,0.0,0.0,0.3,1.0,1.7,2001
35,Chris Childs,PG,33.0,TOR,12.0,9.0,31.7,3.1,7.5,0.41100000000000003,1.3,3.0,0.41700000000000004,1.8,4.5,0.40700000000000003,0.494,1.7,1.9,0.87,0.2,3.0,3.2,6.5,1.0,0.3,2.9,4.0,9.1,2001
36,Doug Christie,SG,30.0,SAC,8.0,8.0,38.0,3.1,8.5,0.368,0.6,2.1,0.294,2.5,6.4,0.392,0.40399999999999997,3.0,3.6,0.828,0.9,3.5,4.4,3.3,2.5,1.1,2.4,3.9,9.9,2001
37,Keon Clark,PF,25.0,TOR,11.0,0.0,9.4,1.0,2.7,0.36700000000000005,0.0,0.0,,1.0,2.7,0.36700000000000005,0.36700000000000005,1.2,1.8,0.65,0.6,1.5,2.1,0.5,0.2,0.3,0.4,1.5,3.2,2001
38,Derrick Coleman,PF,33.0,CHH,5.0,0.0,17.6,1.8,6.8,0.265,0.4,1.6,0.25,1.4,5.2,0.26899999999999996,0.294,1.4,1.8,0.778,1.8,3.2,5.0,1.2,0.8,0.4,1.0,2.4,5.4,2001
39,Austin Croshere,PF,25.0,IND,4.0,0.0,32.3,3.5,8.8,0.4,0.5,2.5,0.2,3.0,6.3,0.48,0.429,3.3,3.8,0.867,1.3,3.8,5.0,1.5,1.0,0.5,2.3,3.8,10.8,2001
