,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Derek Anderson,SF,23.0,CLE,4.0,0.0,25.8,2.5,5.5,0.455,0.0,0.0,,2.5,5.5,0.455,0.455,5.8,6.5,0.885,0.0,2.3,2.3,2.8,1.3,0.3,3.0,2.5,10.8,1998
1,Greg Anderson,C,33.0,ATL,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1998
2,Shandon Anderson,SG,24.0,UTA,20.0,0.0,18.9,2.7,5.2,0.515,0.2,0.6,0.273,2.5,4.6,0.5429999999999999,0.529,1.3,1.9,0.6759999999999999,1.3,1.9,3.2,1.0,0.3,0.1,1.5,1.5,6.7,1998
3,Greg Anthony,PG,30.0,SEA,9.0,0.0,13.1,1.3,4.4,0.3,0.6,2.1,0.263,0.8,2.3,0.33299999999999996,0.363,0.3,0.9,0.375,0.3,0.8,1.1,1.1,0.6,0.1,1.2,1.9,3.6,1998
4,B.J. Armstrong,PG,30.0,CHH,9.0,0.0,16.2,1.8,4.7,0.381,0.2,0.6,0.4,1.6,4.1,0.37799999999999995,0.405,0.3,0.4,0.75,0.2,0.9,1.1,2.0,0.7,0.0,0.7,1.2,4.1,1998
5,Keith Askins,SF,30.0,MIA,4.0,0.0,14.5,0.5,1.8,0.28600000000000003,0.3,1.3,0.2,0.3,0.5,0.5,0.35700000000000004,0.0,0.0,,0.3,1.5,1.8,0.3,0.5,0.0,0.3,2.3,1.3,1998
6,Stacey Augmon,SG,29.0,POR,4.0,0.0,7.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.3,0.5,0.5,0.3,0.5,0.8,0.3,0.5,0.3,0.5,0.5,1.3,1998
7,Vin Baker,C,26.0,SEA,10.0,10.0,37.1,7.1,13.4,0.53,0.0,0.0,,7.1,13.4,0.53,0.53,1.6,3.8,0.42100000000000004,4.1,5.3,9.4,1.8,1.8,1.5,2.2,3.8,15.8,1998
8,Charles Barkley,PF,34.0,HOU,4.0,0.0,21.8,3.0,5.8,0.522,0.0,0.5,0.0,3.0,5.3,0.5710000000000001,0.522,3.0,5.3,0.5710000000000001,1.3,4.0,5.3,1.0,1.3,0.0,1.5,3.0,9.0,1998
9,Drew Barry,PG,24.0,ATL,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1998
