,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Mahmoud Abdul-Rauf,PG,24.0,DEN,12.0,12.0,28.3,4.8,12.8,0.37,1.0,3.1,0.324,3.8,9.8,0.385,0.409,2.4,2.6,0.935,0.3,1.3,1.5,2.5,0.4,0.1,1.2,2.4,12.9,1994
1,Danny Ainge,SG,34.0,PHO,10.0,0.0,23.0,2.7,5.9,0.45799999999999996,1.7,4.0,0.425,1.0,1.9,0.526,0.602,1.5,2.1,0.7140000000000001,0.7,1.6,2.3,2.1,0.6,0.1,0.5,2.6,8.6,1994
2,Kenny Anderson,PG,23.0,NJN,4.0,4.0,45.3,4.8,13.5,0.35200000000000004,0.8,2.5,0.3,4.0,11.0,0.364,0.38,5.5,8.3,0.667,0.5,2.5,3.0,6.8,2.3,0.0,2.3,2.8,15.8,1994
3,Nick Anderson,SG,26.0,ORL,3.0,3.0,40.0,4.3,11.3,0.382,2.7,6.7,0.4,1.7,4.7,0.35700000000000004,0.5,3.0,4.0,0.75,0.7,2.7,3.3,3.3,1.7,0.7,1.7,2.7,14.3,1994
4,Willie Anderson,SG,27.0,SAS,4.0,4.0,26.5,3.5,9.3,0.37799999999999995,0.3,0.3,1.0,3.3,9.0,0.361,0.392,1.0,1.8,0.5710000000000001,0.8,1.3,2.0,3.0,1.3,0.5,1.0,1.8,8.3,1994
5,Greg Anthony,PG,26.0,NYK,25.0,3.0,17.4,1.8,5.1,0.35200000000000004,0.7,2.4,0.295,1.1,2.7,0.40299999999999997,0.42200000000000004,0.6,1.0,0.583,0.4,0.7,1.1,2.4,0.8,0.3,1.2,2.2,4.9,1994
6,B.J. Armstrong,PG,26.0,CHI,10.0,10.0,36.0,5.5,10.6,0.519,0.7,1.2,0.583,4.8,9.4,0.511,0.552,3.6,4.4,0.818,0.2,2.2,2.4,2.5,0.8,0.0,0.9,2.1,15.3,1994
7,Vincent Askew,SG,27.0,SEA,5.0,0.0,19.0,2.0,5.6,0.35700000000000004,0.0,0.2,0.0,2.0,5.4,0.37,0.35700000000000004,3.2,3.8,0.8420000000000001,0.4,0.8,1.2,1.8,0.4,0.0,0.4,2.0,7.2,1994
8,Keith Askins,SF,26.0,MIA,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1994
9,Stacey Augmon,SG,25.0,ATL,11.0,11.0,29.5,4.2,8.1,0.517,0.0,0.0,,4.2,8.1,0.517,0.517,2.5,3.5,0.711,1.2,1.5,2.6,2.5,0.6,0.2,1.4,2.4,10.8,1994
10,Anthony Avent,PF,24.0,ORL,2.0,0.0,20.0,3.0,6.5,0.462,0.0,0.0,,3.0,6.5,0.462,0.462,3.5,4.0,0.875,4.0,1.5,5.5,0.5,0.0,0.0,0.5,1.0,9.5,1994
11,Charles Barkley,PF,30.0,PHO,10.0,10.0,42.5,11.0,21.6,0.509,1.4,4.0,0.35,9.6,17.6,0.545,0.542,4.2,5.5,0.764,3.4,9.6,13.0,4.8,2.5,0.9,2.7,2.6,27.6,1994
12,John Battle,SG,31.0,CLE,1.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1994
13,Benoit Benjamin,C,29.0,NJN,4.0,4.0,27.0,1.8,4.3,0.41200000000000003,0.0,0.0,,1.8,4.3,0.41200000000000003,0.41200000000000003,1.8,2.0,0.875,1.3,4.0,5.3,0.3,0.5,2.0,1.3,4.0,5.3,1994
14,David Benoit,SF,25.0,UTA,16.0,5.0,22.3,3.0,7.6,0.39299999999999996,0.2,1.0,0.188,2.8,6.6,0.425,0.406,1.0,1.6,0.64,1.4,2.8,4.2,0.6,0.4,0.7,1.0,1.9,7.2,1994
