,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ray Allen*,SG,24,MIL,5,5,186,7.7,17.4,.444,1.9,5.0,.385,5.8,12.4,.469,3.9,4.3,.909,1.9,4.5,6.4,2.5,1.5,0.0,1.7,1.9,21.3
1,Rafer Alston,PG,23,MIL,4,0,16,0.0,6.8,.000,0.0,2.3,.000,0.0,4.5,.000,0.0,4.5,.000,0.0,0.0,0.0,2.3,0.0,0.0,2.3,0.0,0.0
2,Nick Anderson,SG,32,SAC,5,5,132,3.0,9.3,.324,1.9,5.5,.350,1.1,3.8,.286,1.9,2.2,.875,1.1,3.5,4.6,0.5,0.3,0.8,1.1,2.5,9.8
3,Greg Anthony,PG,32,POR,15,0,213,3.2,8.8,.365,1.7,5.2,.323,1.5,3.5,.429,2.0,2.7,.750,0.3,2.4,2.7,4.2,2.2,0.7,2.0,4.6,10.1
4,Stacey Augmon,SG,31,POR,7,0,34,4.2,12.7,.333,0.0,0.0,,4.2,12.7,.333,1.1,2.1,.500,0.0,2.1,2.1,0.0,0.0,0.0,0.0,6.4,9.5
5,Toby Bailey,SG,24,PHO,5,0,15,2.4,9.6,.250,0.0,0.0,,2.4,9.6,.250,4.8,9.6,.500,2.4,2.4,4.8,4.8,0.0,0.0,0.0,2.4,9.6
6,Vin Baker,C,28,SEA,5,4,177,6.1,15.3,.400,0.0,0.2,.000,6.1,15.1,.405,2.0,3.5,.588,3.3,4.5,7.7,2.0,1.0,0.4,3.3,3.9,14.2
7,Brent Barry,SG,28,SEA,5,3,155,2.8,7.7,.364,1.9,4.6,.400,0.9,3.0,.308,2.3,3.3,.714,0.7,2.3,3.0,3.5,0.7,0.7,1.6,4.6,9.8
8,Jon Barry,SG,30,SAC,5,0,102,3.2,7.4,.429,2.5,4.2,.583,0.7,3.2,.222,4.9,5.6,.875,0.7,3.5,4.2,4.2,1.1,0.0,1.4,2.5,13.8
9,Jonathan Bender,SF,19,IND,9,0,21,6.9,10.3,.667,1.7,1.7,1.000,5.1,8.6,.600,5.1,10.3,.500,0.0,5.1,5.1,0.0,1.7,0.0,0.0,3.4,20.6
10,Travis Best,PG,27,IND,23,0,463,6.0,13.9,.430,1.0,2.3,.433,5.0,11.6,.430,2.9,3.4,.841,1.2,3.3,4.4,5.1,1.5,0.3,1.9,4.7,15.9
11,Corie Blount,PF,31,PHO,9,0,162,3.8,6.9,.548,0.0,0.0,,3.8,6.9,.548,2.2,4.0,.556,5.6,6.9,12.4,0.7,1.3,1.3,2.9,8.0,9.8
12,Muggsy Bogues,PG,35,TOR,3,2,87,2.5,8.7,.286,1.2,3.7,.333,1.2,5.0,.250,0.4,1.2,.333,1.2,1.2,2.5,2.1,1.7,0.0,1.7,1.7,6.6
13,Lazaro Borrell,SF,27,SEA,2,1,26,5.5,9.7,.571,0.0,0.0,,5.5,9.7,.571,2.8,5.5,.500,4.2,11.1,15.2,1.4,0.0,0.0,1.4,2.8,13.8
14,Bruce Bowen,SF,28,MIA,10,0,157,2.3,6.2,.370,1.1,5.0,.227,1.1,1.1,1.000,2.3,3.7,.625,0.2,2.1,2.3,1.8,1.6,0.9,1.4,6.2,8.0
15,Ira Bowman,SG,26,PHI,7,0,11,0.0,6.5,.000,0.0,3.3,.000,0.0,3.3,.000,0.0,6.5,.000,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0
16,Terrell Brandon,PG,29,MIN,4,4,162,7.1,14.0,.508,0.9,2.4,.364,6.2,11.6,.538,2.2,2.4,.909,0.9,4.2,5.1,7.6,0.7,0.0,1.8,2.4,17.3
17,Dee Brown,PG,31,TOR,3,0,19,0.0,7.6,.000,0.0,5.7,.000,0.0,1.9,.000,0.0,0.0,,0.0,3.8,3.8,3.8,3.8,0.0,1.9,7.6,0.0
18,P.J. Brown,PF,30,MIA,10,10,308,4.1,9.6,.427,0.0,0.0,,4.1,9.6,.427,0.6,0.7,.833,3.0,6.5,9.6,1.3,0.9,0.5,1.3,4.9,8.8
19,Rick Brunson,PG,27,NYK,3,0,4,0.0,9.0,.000,0.0,0.0,,0.0,9.0,.000,0.0,0.0,,0.0,0.0,0.0,9.0,9.0,0.0,0.0,18.0,0.0
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Kobe Bryant*,SG,21,LAL,22,22,857,7.3,16.6,.442,0.9,2.7,.344,6.4,13.9,.461,4.0,5.3,.754,1.1,3.0,4.1,4.1,1.3,1.3,2.3,3.7,19.5
22,Jud Buechler,SF,31,DET,3,0,34,2.1,7.4,.286,2.1,5.3,.400,0.0,2.1,.000,0.0,0.0,,0.0,4.2,4.2,1.1,0.0,1.1,0.0,4.2,6.4
23,Rodney Buford,SG,22,MIA,1,0,16,9.0,18.0,.500,2.3,4.5,.500,6.8,13.5,.500,4.5,4.5,1.000,0.0,2.3,2.3,2.3,0.0,0.0,0.0,6.8,24.8
24,Marcus Camby,C,25,NYK,16,0,386,2.7,8.0,.337,0.0,0.1,.000,2.7,7.9,.341,1.8,2.9,.613,3.3,7.2,10.4,0.6,0.7,2.1,1.1,4.8,7.2
25,Elden Campbell,C,31,CHH,4,4,150,5.3,11.3,.468,0.0,0.2,.000,5.3,11.0,.478,3.1,3.4,.929,2.2,5.8,7.9,1.0,0.5,1.0,1.9,3.8,13.7
26,Anthony Carter,PG,24,MIA,10,3,275,4.2,10.1,.416,0.1,0.8,.167,4.1,9.3,.437,1.6,2.1,.750,1.0,4.2,5.2,7.3,1.6,0.3,3.0,2.9,10.1
27,Vince Carter,SF,23,TOR,3,3,119,4.5,15.1,.300,0.3,3.0,.100,4.2,12.1,.350,8.2,9.4,.871,2.7,2.7,5.4,5.7,0.9,1.2,2.4,3.6,17.5
28,Sam Cassell,PG,30,MIL,5,5,178,6.1,14.6,.417,0.2,1.0,.200,5.9,13.6,.433,3.6,4.2,.857,0.0,3.4,3.4,9.1,0.8,0.0,1.8,3.8,16.0
29,Chris Childs,PG,32,NYK,16,0,334,2.9,7.5,.386,1.0,3.0,.321,1.9,4.5,.429,2.6,3.0,.857,0.1,3.9,4.0,4.2,0.8,0.0,1.5,5.7,9.4
30,Doug Christie,SG,29,TOR,3,1,61,1.8,7.7,.231,1.8,4.7,.375,0.0,3.0,.000,1.8,3.5,.500,0.6,2.4,3.0,3.5,2.4,0.6,2.4,5.9,7.1
31,Derrick Coleman,PF,32,CHH,4,4,169,5.8,12.1,.474,1.1,3.4,.313,4.7,8.7,.537,4.7,6.0,.786,2.1,8.5,10.7,3.0,0.6,2.6,2.8,2.3,17.3
32,Tyrone Corbin,SF,37,SAC,3,0,23,3.1,7.8,.400,0.0,3.1,.000,3.1,4.7,.667,0.0,1.6,.000,1.6,6.3,7.8,4.7,0.0,0.0,0.0,3.1,6.3
33,Austin Croshere,PF,24,IND,23,2,490,4.7,11.2,.418,1.1,2.7,.405,3.6,8.5,.422,5.4,6.4,.839,2.3,5.7,8.0,1.4,0.7,1.2,1.8,3.7,15.9
34,John Crotty,PG,30,DET,3,0,51,1.4,7.1,.200,0.0,2.1,.000,1.4,4.9,.286,1.4,1.4,1.000,0.0,2.8,2.8,2.8,0.7,0.7,2.8,2.8,4.2
35,Dell Curry,SG,35,TOR,3,0,30,2.4,4.8,.500,2.4,3.6,.667,0.0,1.2,.000,1.2,2.4,.500,1.2,1.2,2.4,1.2,2.4,0.0,2.4,4.8,8.4
36,Michael Curry,SG,31,DET,3,1,79,5.5,10.5,.522,0.0,0.0,,5.5,10.5,.522,1.8,2.7,.667,0.0,1.4,1.4,1.4,0.5,0.5,0.9,2.3,12.8
37,Antonio Daniels,SG,24,SAS,4,0,82,4.0,10.1,.391,0.9,3.5,.250,3.1,6.6,.467,4.0,5.7,.692,0.9,3.5,4.4,2.6,3.1,0.0,2.6,2.2,12.7
38,Antonio Davis,C,31,TOR,3,3,105,4.8,8.2,.583,0.0,0.0,,4.8,8.2,.583,3.8,4.8,.786,2.4,6.2,8.6,1.0,0.3,1.4,1.4,3.1,13.4
39,Baron Davis,PG,20,CHH,4,0,57,6.3,14.5,.435,0.6,3.8,.167,5.7,10.7,.529,1.3,2.5,.500,1.9,1.9,3.8,3.8,2.5,0.0,1.9,3.8,14.5
40,Dale Davis,C,30,IND,23,23,714,4.0,7.6,.523,0.0,0.0,,4.0,7.6,.523,1.6,3.0,.542,4.2,9.1,13.3,0.9,0.6,1.6,0.9,4.2,9.6
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Todd Day,SG,30,PHO,9,0,100,5.8,12.6,.457,1.8,5.8,.313,4.0,6.8,.579,1.8,3.6,.500,2.2,1.4,3.6,1.4,1.4,0.4,1.4,8.6,15.1
43,Vinny Del Negro,PG,33,MIL,5,0,93,5.0,11.6,.433,0.0,0.8,.000,5.0,10.8,.464,0.0,0.0,,0.0,3.1,3.1,3.5,1.2,0.0,1.2,1.5,10.1
44,Tony Delk,PG,26,SAC,5,0,101,6.4,14.6,.439,1.1,1.8,.600,5.3,12.8,.417,6.1,8.2,.739,3.9,2.5,6.4,2.5,1.1,0.0,2.9,3.9,20.0
45,Derrick Dial,SG,24,SAS,2,0,8,9.0,18.0,.500,0.0,0.0,,9.0,18.0,.500,4.5,9.0,.500,9.0,0.0,9.0,0.0,0.0,0.0,0.0,4.5,22.5
46,Vlade Divac*,C,31,SAC,5,5,160,4.5,12.6,.357,0.0,0.5,.000,4.5,12.2,.370,3.6,5.2,.696,2.0,6.1,8.1,3.2,1.6,0.9,2.0,5.0,12.6
47,Chris Dudley,C,34,NYK,5,2,43,0.8,1.7,.500,0.0,0.0,,0.8,1.7,.500,1.7,1.7,1.000,4.2,5.9,10.0,1.7,0.8,0.8,0.8,9.2,3.3
48,Howard Eisley,PG,27,UTA,10,0,200,3.1,9.9,.309,1.6,3.4,.474,1.4,6.5,.222,1.4,1.6,.889,0.2,3.1,3.2,3.4,1.1,0.2,2.3,4.3,9.2
49,Mario Elie,SF,36,SAS,4,4,115,1.9,6.9,.273,0.3,2.2,.143,1.6,4.7,.333,5.3,5.6,.944,1.6,3.8,5.3,2.2,1.6,0.0,3.8,1.3,9.4
50,Sean Elliott,SF,31,SAS,4,4,119,4.5,12.1,.375,1.5,3.9,.385,3.0,8.2,.370,1.5,2.4,.625,0.3,6.4,6.7,1.5,0.0,0.6,1.2,3.9,12.1
51,Patrick Ewing*,C,37,NYK,14,14,461,5.5,13.3,.418,0.0,0.0,,5.5,13.3,.418,4.8,7.0,.697,2.3,8.1,10.4,0.5,1.2,1.6,2.1,3.7,15.9
52,Derek Fisher,PG,25,LAL,21,0,322,3.8,8.8,.430,1.3,3.2,.414,2.5,5.6,.440,2.1,2.8,.760,0.4,2.0,2.5,4.6,1.2,0.1,1.0,3.4,11.1
53,Greg Foster,PF,31,SEA,5,0,68,3.7,10.1,.368,1.1,2.6,.400,2.6,7.4,.357,1.1,1.1,1.000,0.5,5.3,5.8,0.5,0.0,0.5,1.6,7.4,9.5
54,Rick Fox,SF,30,LAL,23,0,331,3.6,7.9,.452,2.0,4.2,.462,1.6,3.7,.441,1.7,2.3,.762,1.2,2.9,4.1,3.0,1.0,0.0,1.7,7.4,10.9
55,Lawrence Funderburke,PF,29,SAC,4,0,34,4.2,9.5,.444,0.0,0.0,,4.2,9.5,.444,2.1,4.2,.500,4.2,7.4,11.6,0.0,1.1,0.0,0.0,0.0,10.6
56,Kevin Garnett*,PF,23,MIN,4,4,171,6.3,16.4,.385,0.4,0.6,.667,5.9,15.8,.373,2.7,3.4,.813,2.7,6.3,9.1,7.4,1.1,0.6,2.3,2.5,15.8
57,Dean Garrett,C,33,MIN,3,0,16,2.3,4.5,.500,0.0,0.0,,2.3,4.5,.500,2.3,4.5,.500,2.3,2.3,4.5,0.0,0.0,2.3,0.0,4.5,6.8
58,Matt Geiger,C,30,PHI,8,0,128,7.0,14.1,.500,0.0,0.0,,7.0,14.1,.500,5.6,7.0,.800,4.8,6.5,11.3,0.6,1.4,0.6,1.4,6.5,19.7
59,Devean George,SF,22,LAL,9,0,45,5.6,15.2,.368,1.6,8.0,.200,4.0,7.2,.556,4.8,8.8,.545,3.2,4.8,8.0,1.6,0.8,0.0,2.4,4.0,17.6
