,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Malik Allen,PF,25,MIA,10,0,138,5.7,12.8,.449,0.0,0.0,,5.7,12.8,.449,1.6,2.3,.667,3.1,4.7,7.8,1.0,0.5,2.3,1.0,5.5,13.0
1,Rafer Alston,PG,27,MIA,13,0,295,3.5,11.1,.319,1.5,6.3,.231,2.1,4.8,.436,2.6,3.1,.840,0.5,3.1,3.5,2.7,0.6,0.1,1.2,2.7,11.1
2,Chris Andersen,PF,25,DEN,5,0,34,3.2,9.5,.333,0.0,0.0,,3.2,9.5,.333,0.0,0.0,,6.4,8.5,14.8,2.1,1.1,2.1,2.1,3.2,6.4
3,Kenny Anderson,PG,33,IND,4,0,19,3.8,13.3,.286,0.0,0.0,,3.8,13.3,.286,0.0,0.0,,0.0,1.9,1.9,1.9,1.9,0.0,9.5,5.7,7.6
4,Shandon Anderson,SG,30,NYK,4,4,117,2.2,8.3,.259,0.6,2.2,.286,1.5,6.2,.250,0.3,0.6,.500,1.5,1.2,2.8,3.4,1.2,0.3,2.5,5.8,5.2
5,Carmelo Anthony,SF,19,DEN,4,4,143,5.3,16.1,.328,0.5,2.8,.182,4.8,13.3,.358,4.0,5.0,.800,1.8,6.5,8.3,2.8,1.3,0.0,4.3,2.8,15.1
6,Brandon Armstrong,SG,23,NJN,8,0,32,3.4,13.5,.250,0.0,1.1,.000,3.4,12.4,.273,0.0,0.0,,1.1,1.1,2.3,3.4,1.1,0.0,0.0,4.5,6.8
7,Darrell Armstrong,PG,35,NOH,7,0,150,1.9,8.2,.235,1.2,6.0,.200,0.7,2.2,.333,0.7,0.7,1.000,1.4,2.2,3.6,3.8,1.4,0.0,3.1,2.4,5.8
8,Chucky Atkins,PG,29,BOS,4,4,133,4.6,10.6,.436,0.8,2.7,.300,3.8,7.8,.483,4.6,5.1,.895,0.8,3.0,3.8,4.1,0.8,0.0,2.7,0.5,14.6
9,Stacey Augmon,SF,35,NOH,7,0,168,3.9,10.3,.375,0.0,0.2,.000,3.9,10.1,.383,3.4,3.9,.889,0.9,3.2,4.1,1.5,1.3,0.2,2.8,2.8,11.1
10,Vin Baker,PF,32,NYK,4,0,57,5.1,8.8,.571,0.0,0.0,,5.1,8.8,.571,3.8,5.7,.667,3.8,3.8,7.6,0.6,1.9,1.3,1.3,5.1,13.9
