,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Alaa Abdelnaby,PF,22,POR,5,0,13,5.5,16.6,.333,0.0,0.0,,5.5,16.6,.333,0.0,0.0,,2.8,5.5,8.3,0.0,0.0,0.0,0.0,0.0,11.1
1,Mark Aguirre,SF,31,DET,15,2,397,8.2,16.1,.506,1.1,3.0,.364,7.1,13.1,.538,3.8,4.6,.824,1.5,4.0,5.5,2.6,1.1,0.1,1.8,3.7,21.2
2,Danny Ainge,SG,31,POR,16,0,277,6.1,13.6,.448,1.4,4.7,.306,4.7,9.0,.522,3.0,3.6,.821,0.1,3.5,3.6,4.0,1.6,0.5,3.1,4.3,16.6
3,Ron Anderson,SF,32,PHI,8,0,223,5.7,14.2,.398,0.2,0.8,.200,5.5,13.4,.410,2.7,3.1,.895,1.5,1.9,3.4,3.1,1.0,0.0,1.9,3.9,14.2
4,Willie Anderson,SG,24,SAS,4,4,159,7.5,15.4,.485,0.5,2.3,.200,7.0,13.1,.534,1.8,2.9,.615,0.5,3.8,4.3,4.3,1.4,0.5,2.9,3.6,17.2
5,B.J. Armstrong,PG,23,CHI,17,0,273,4.6,9.2,.500,0.4,0.7,.600,4.2,8.6,.492,2.6,3.3,.800,0.7,2.9,3.6,5.7,2.5,0.1,1.7,1.7,12.3
6,Vincent Askew,SG,24,GSW,6,0,41,5.3,13.2,.400,0.0,0.0,,5.3,13.2,.400,2.6,5.3,.500,4.4,5.3,9.7,1.8,1.8,0.0,0.0,5.3,13.2
7,Thurl Bailey,PF,29,UTA,9,0,228,3.6,10.1,.359,0.0,0.0,,3.6,10.1,.359,3.5,3.9,.880,1.7,3.3,5.1,1.4,0.5,0.9,1.9,4.3,10.7
8,Charles Barkley*,SF,27,PHI,8,8,326,8.2,13.8,.592,0.2,2.2,.100,8.0,11.6,.686,5.4,8.3,.653,3.4,5.9,9.3,5.3,1.7,0.3,2.8,2.5,22.0
9,Dana Barros,PG,23,SEA,3,0,25,13.0,18.7,.692,2.9,7.2,.400,10.1,11.5,.875,4.3,5.8,.750,1.4,4.3,5.8,7.2,4.3,0.0,4.3,1.4,33.1
10,John Battle,SG,28,ATL,5,0,107,5.4,14.8,.364,0.7,1.7,.400,4.7,13.1,.359,8.1,8.4,.960,1.3,2.0,3.4,3.7,0.3,0.0,3.0,3.7,19.5
11,William Bedford,C,27,DET,8,3,65,2.8,13.3,.208,0.0,1.1,.000,2.8,12.2,.227,5.0,7.8,.643,5.0,7.2,12.2,2.2,1.1,2.2,2.2,7.8,10.5
12,Benoit Benjamin,C,26,SEA,5,5,163,4.4,9.1,.488,0.0,0.0,,4.4,9.1,.488,6.4,7.1,.906,1.5,5.7,7.3,0.2,0.7,2.9,2.4,3.8,15.2
13,Larry Bird*,SF,34,BOS,10,10,396,5.6,13.8,.408,0.3,1.9,.143,5.4,11.9,.450,4.0,4.6,.863,0.7,5.8,6.5,5.9,1.2,0.3,1.7,2.5,15.5
14,Manute Bol,C,28,PHI,8,0,109,3.0,5.9,.500,0.0,0.0,,3.0,5.9,.500,2.0,3.0,.667,1.3,5.0,6.3,0.3,0.3,4.0,1.7,4.6,7.9
15,Frank Brickowski,PF,31,MIL,3,3,110,7.9,14.7,.533,0.0,0.7,.000,7.9,14.1,.558,2.3,4.6,.500,1.6,6.9,8.5,1.0,0.3,0.7,2.0,5.2,18.0
16,Dee Brown,PG,22,BOS,11,0,284,6.7,13.7,.491,0.0,0.6,.000,6.7,13.1,.515,3.5,4.3,.824,1.1,4.6,5.7,5.2,1.4,0.8,2.8,4.1,17.0
17,Mike Brown,C,27,UTA,9,0,223,4.4,9.0,.482,0.0,0.0,,4.4,9.0,.482,5.2,6.1,.842,3.2,7.4,10.7,0.8,0.5,0.2,1.9,5.8,13.9
18,Tony Brown,SG,30,UTA,4,0,29,5.0,9.9,.500,1.2,2.5,.500,3.7,7.4,.500,0.0,0.0,,2.5,1.2,3.7,1.2,0.0,0.0,1.2,2.5,11.2
19,Mark Bryant,PF,25,POR,14,0,137,2.6,5.8,.455,0.0,0.0,,2.6,5.8,.455,3.7,4.2,.875,3.7,4.7,8.4,0.5,0.5,0.3,1.1,6.6,8.9
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Michael Cage,C,29,SEA,5,0,80,2.7,6.3,.429,0.0,0.0,,2.7,6.3,.429,5.9,7.7,.765,4.1,5.4,9.5,0.9,1.4,0.9,1.4,5.4,11.3
22,Elden Campbell,PF,22,LAL,14,0,138,6.5,9.9,.658,0.0,0.0,,6.5,9.9,.658,1.8,3.9,.467,2.1,5.5,7.6,0.8,1.6,2.1,1.6,6.0,14.9
23,Joe Barry Carroll,C,32,PHO,2,0,15,9.6,19.2,.500,0.0,0.0,,9.6,19.2,.500,0.0,2.4,.000,0.0,2.4,2.4,4.8,0.0,2.4,2.4,0.0,19.2
24,Bill Cartwright,C,33,CHI,17,17,511,4.9,9.5,.519,0.0,0.0,,4.9,9.5,.519,1.5,2.3,.688,1.8,3.9,5.6,2.3,0.6,0.5,1.5,3.9,11.4
25,Cedric Ceballos,SF,21,PHO,3,0,24,10.5,18.0,.583,0.0,0.0,,10.5,18.0,.583,3.0,9.0,.333,4.5,3.0,7.5,3.0,3.0,0.0,1.5,0.0,24.0
26,Tom Chambers,PF,31,PHO,4,4,142,6.8,16.7,.409,0.0,1.3,.000,6.8,15.5,.443,3.5,4.8,.737,0.5,5.3,5.8,2.5,1.8,1.3,3.0,3.0,17.2
27,Maurice Cheeks*,PG,34,NYK,3,3,101,5.0,8.2,.609,0.4,1.1,.333,4.6,7.1,.650,0.4,0.7,.500,1.1,2.1,3.2,5.7,1.1,0.4,2.9,3.2,10.7
28,Lester Conner,PG,31,MIL,1,0,7,5.1,5.1,1.000,0.0,0.0,,5.1,5.1,1.000,0.0,5.1,.000,5.1,0.0,5.1,10.3,0.0,0.0,5.1,5.1,10.3
29,Wayne Cooper,C,34,POR,3,0,13,2.8,5.5,.500,0.0,0.0,,2.8,5.5,.500,0.0,0.0,,2.8,11.1,13.8,2.8,0.0,0.0,2.8,5.5,5.5
30,Dave Corzine,C,34,SEA,2,0,12,6.0,9.0,.667,0.0,0.0,,6.0,9.0,.667,3.0,3.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,15.0
31,Terry Cummings,PF,29,SAS,4,4,124,7.3,14.2,.510,0.0,0.3,.000,7.3,13.9,.521,2.6,5.2,.500,4.1,6.7,10.7,1.2,0.9,0.6,2.6,3.8,17.1
32,Adrian Dantley*,SF,35,MIL,3,0,19,1.9,13.3,.143,0.0,0.0,,1.9,13.3,.143,5.7,7.6,.750,3.8,3.8,7.6,0.0,0.0,0.0,3.8,0.0,9.5
33,Walter Davis,SG,36,POR,13,0,111,6.2,15.6,.396,0.0,0.3,.000,6.2,15.2,.404,1.6,1.9,.833,2.3,2.6,4.9,1.9,1.3,0.0,2.3,1.6,13.9
34,Vlade Divac*,C,22,LAL,19,19,609,5.7,10.2,.564,0.1,0.4,.167,5.7,9.8,.578,3.4,4.2,.803,2.9,4.6,7.5,1.2,1.6,2.4,2.4,3.8,14.9
35,Greg Dreiling,C,28,IND,5,5,75,2.4,7.2,.333,0.0,0.0,,2.4,7.2,.333,1.9,2.9,.667,3.8,4.8,8.6,0.0,0.0,0.0,1.4,8.2,6.7
36,Larry Drew,PG,32,LAL,18,0,116,4.3,10.2,.424,0.9,3.4,.273,3.4,6.8,.500,1.2,1.9,.667,0.0,2.5,2.5,6.5,0.0,0.0,2.8,5.3,10.9
37,Clyde Drexler*,SG,28,POR,16,16,633,7.3,15.3,.476,0.9,3.2,.268,6.4,12.1,.531,4.3,5.6,.776,2.3,5.1,7.3,7.3,1.9,0.9,3.5,3.2,19.7
38,Kevin Duckworth,C,26,POR,16,16,511,5.1,12.8,.401,0.0,0.0,,5.1,12.8,.401,2.9,3.9,.732,2.8,4.7,7.5,1.0,0.6,0.6,2.7,3.7,13.2
39,Joe Dumars*,SG,27,DET,15,15,588,6.4,15.0,.429,1.0,2.6,.405,5.4,12.4,.433,5.0,5.9,.845,1.3,1.8,3.1,3.8,1.0,0.1,1.0,2.0,18.9
40,Mark Eaton,C,34,UTA,9,9,255,2.3,4.4,.516,0.0,0.0,,2.3,4.4,.516,1.0,1.7,.583,2.4,5.5,7.9,0.7,0.1,1.8,1.0,5.8,5.5
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Blue Edwards,SF,25,UTA,9,9,241,5.5,11.5,.481,0.1,0.3,.500,5.4,11.2,.480,2.4,3.0,.800,1.0,3.1,4.2,2.4,1.2,0.1,2.2,5.5,13.6
43,James Edwards,C,35,DET,15,11,345,6.4,15.7,.407,0.0,0.0,,6.4,15.7,.407,4.0,5.7,.691,1.6,2.3,3.9,0.9,0.2,0.3,2.5,4.5,16.7
44,Mario Elie,SF,27,GSW,9,7,197,5.1,10.2,.500,0.2,0.2,1.000,4.9,10.1,.491,4.9,5.8,.844,3.1,2.7,5.8,2.4,0.9,0.2,1.8,5.8,15.4
45,Sean Elliott,SF,22,SAS,4,4,132,4.6,10.9,.425,0.0,0.8,.000,4.6,10.1,.459,6.8,8.7,.781,2.2,3.8,6.0,4.4,1.1,0.3,2.5,2.5,16.1
46,Patrick Ewing*,C,28,NYK,3,3,110,5.9,14.7,.400,0.0,0.0,,5.9,14.7,.400,4.6,5.9,.778,0.7,9.2,9.8,2.0,0.3,1.6,3.6,3.9,16.4
47,Duane Ferrell,SF,25,ATL,5,0,73,3.9,8.9,.444,0.0,0.0,,3.9,8.9,.444,3.9,5.9,.667,3.0,5.4,8.4,1.5,0.0,0.0,1.0,4.9,11.8
48,Vern Fleming,PG,28,IND,5,0,115,5.6,12.5,.450,0.0,0.3,.000,5.6,12.2,.462,3.4,4.4,.786,3.1,2.2,5.3,7.2,0.3,0.9,2.5,3.1,14.7
